product,orthographic,note,sourceFR,sourceFR_nbr,sourceBEL,sourceBEL_nbr,sourceSUND,sourceSUND_nbr,sourceNAVIGO,sourceNAVIGO_nbr,nbr_source,nbr_occurence_ttesources
Etoffes ; de laine ; prunelle ; burain,étoffe de laine prunelle burail,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; prunelle ; étroite,étoffe de laine prunelle étroite,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; prunelle ; raz ; de castor,étoffe de laine prunelle raz de castor,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de laine ; ras ; de castor,étoffe de laine raz de castor,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; reste,étoffe de laine reste,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; russels,étoffe de laine russels,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; sagati,étoffe de laine sagati,x,1,6,0,0,0,0,0,0,1,6
Etoffes ; de laine ; satin,étoffe de laine satin,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; satin ; de Roubaix,étoffe de laine satin de Roubaix,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de laine ; satin ; turc,étoffe de laine satin turc,,1,5,0,0,0,0,0,0,1,5
Etoffes ; de laine ; satin ; Turc,étoffe de laine satin turc,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de laine ; satin et serge,étoffe de laine satin et serge,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; satinette,étoffe de laine satinette,,1,3,0,0,0,0,0,0,1,3
Etoffes ; de laine ; serge,étoffe de laine serge,,1,7,0,0,0,0,0,0,1,7
Etoffes ; de laine ; serge ; aumale,étoffe de laine serge Aumale,,1,3,0,0,0,0,0,0,1,3
Etoffes ; de laine ; serge ; blicourt,étoffe de laine serge Blicourt,,1,4,0,0,0,0,0,0,1,4
Etoffes ; de laine ; serge ; de Rome,étoffe de laine serge de Rome,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; serge ; de Rouen,étoffe de laine serge de Rouen,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; serge ; diverses,étoffe de laine serge diverse,,1,5,0,0,0,0,0,0,1,5
Etoffes ; de laine ; serge ; drapée,étoffe de laine serge drapée,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; serge ; en voile,étoffe de laine serge en voile,,1,3,0,0,0,0,0,0,1,3
Etoffes ; de laine ; serge ; etroite,étoffe de laine serge étroite,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de laine ; serge ; forte,étoffe de laine serge forte,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; serge ; imprimée,étoffe de laine serge imprimée,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; serge ; large,étoffe de laine serge large,,1,3,0,0,0,0,0,0,1,3
Etoffes ; de laine ; serge ; minorque,étoffe de laine serge Minorque,,1,4,0,0,0,0,0,0,1,4
Etoffes ; de laine ; serge ; pour ?,étoffe de laine serge pour ???,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; serge ; sagati,étoffe de laine serge sagati,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; sigle ; vis,étoffe de laine sigle vis,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; slin,étoffe de laine slin,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; tanier,étoffe de laine tanier,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; velverde,étoffe de laine velverde,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laine ; verlastine,étoffe de laine verlastine,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; de laines ; diverses,étoffe de laine diverse,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de poil,étoffe de poil,,1,11,0,0,0,0,0,0,1,11
Etoffes ; De poil,étoffe de poil,,1,2,0,0,0,0,0,0,1,2
Etoffes ; De Poil,étoffe de poil,,1,8,0,0,0,0,0,0,1,8
Etoffes ; de poil ; camelot,étoffe de poil camelot,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de poil ; en panne,étoffe de poil en panne,,1,6,0,0,0,0,0,0,1,6
Etoffes ; de poil ; en panne ; longue,étoffe de poil en panne longue,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de poil ; panne,étoffe de poil panne,,1,4,0,0,0,0,0,0,1,4
Etoffes ; de poil ; velours,étoffe de poil velours,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de poil ; velours ; d'Utrecht,étoffe de poil velours d'Utrecht,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de poil et fil,étoffe de poil et fil,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de poil et laine,étoffe de poil et laine,,1,5,0,0,0,0,0,0,1,5
Etoffes ; De Poil et laine,étoffe de poi et laine,,1,12,0,0,0,0,0,0,1,12
Etoffes ; de poil et laine ; en ?,étoffe de poil et laine en ???,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de poil et laine ; en velours,étoffe de poil et laine en velours,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de poil et laine ; en velours ; d'Utreck,étoffe de poil et laine en velours d'Utrecht,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soie,étoffe de soie,,1,30,0,0,0,0,0,0,1,30
Etoffes ; de soie ; diverses,étoffe de soie diverse,,1,4,0,0,0,0,0,0,1,4
Etoffes ; de soie ; draps,étoffe de soie drap,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soie ; satin,étoffe de soie satin,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de soie ; taffetas,étoffe de soie taffetas,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de soie ; velours,étoffe de soie velours,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soie et dorure,étoffe de soie et dorure,,1,8,0,0,0,0,0,0,1,8
Etoffes ; de soye,étoffe de soie,,1,49,0,0,0,0,0,0,1,49
Etoffes ; De soye,étoffe de soie,,1,29,0,0,0,0,0,0,1,29
Etoffes ; de soye ; bours du Levant,étoffe de soie bours du Levant,,0,0,0,0,0,0,0,0,0,0
Etoffes ; de soye ; brodées,étoffe de soie brodée,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye ; cru,étoffe de soie crue,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye ; des Indes,étoffe de soie des Indes,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye ; diverses,étoffe de soie diverse,,1,40,0,0,0,0,0,0,1,40
Etoffes ; de soye ; en drap,étoffe de soie en drap,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye ; or et argent,étoffe de soie or et argent,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de soye ; païs etrangers,étoffe de soie pays étrangers,,1,6,0,0,0,0,0,0,1,6
Etoffes ; de soye ; riches,étoffe de soie riche,,1,4,0,0,0,0,0,0,1,4
Etoffes ; de soye diverses,étoffe de soie diverse,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye et ?,étoffe de soie et ???,,1,2,0,0,0,0,0,0,1,2
Etoffes ; de soye et coton,étoffe de soie et coton,,1,1,0,0,0,0,0,0,1,1
Etoffes ; De soye et coton,étoffe de soie et coton,,1,6,0,0,0,0,0,0,1,6
Etoffes ; de soye et coton ; des Indes,étoffe de soie et coton des Indes,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye et dorure,étoffe de soie et dorure,,1,4,0,0,0,0,0,0,1,4
Etoffes ; de soye et dorure fine,étoffe de soie et dorure fine,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye et fleuret,étoffe de soie et fleuret,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye et laine ; en prunelle,étoffe de soie et laine en prunelle,,1,1,0,0,0,0,0,0,1,1
Etoffes ; de soye et soyeries,étoffe de soie et soierie,,1,6,0,0,0,0,0,0,1,6
Etoffes ; des Indes ; vestes brodées,étoffe des Indes vestes brodées,,1,1,0,0,0,0,0,0,1,1
Etoffes ; diverses,étoffe diverse,,1,30,0,0,0,0,0,0,1,30
Etoffes ; Diverses,étoffe diverse,,1,4,0,0,0,0,0,0,1,4
Etoffes ; diverses ; de coton,étoffe diverse de coton,,1,2,0,0,0,0,0,0,1,2
Etoffes ; diverses ; de laine,étoffe diverse de laine,,1,3,0,0,0,0,0,0,1,3
Etoffes ; dorure,étoffe dorure,,1,1,0,0,0,0,0,0,1,1
Etoffes ; espagnolette,étoffe espagnolette,,1,2,0,0,0,0,0,0,1,2
Etoffes ; etamine,étoffe étamine,,1,2,0,0,0,0,0,0,1,2
Etoffes ; éternelle ; au ? de soye,étoffe éternelle au ??? de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; Etrangeres,étoffe étrangère,,1,1,0,0,0,0,0,0,1,1
Etoffes ; Etrangères,étoffe étrangère,,1,4,0,0,0,0,0,0,1,4
Etoffes ; étrangeres des judes,étoffe étrangère de jude,x,1,1,0,0,0,0,0,0,1,1
Etoffes ; fil et coton,étoffe fil et coton,,1,1,0,0,0,0,0,0,1,1
Etoffes ; fil et coton ; siamois ; brochés,étoffe fil et coton siamois broché,,1,1,0,0,0,0,0,0,1,1
Etoffes ; fil et laine,étoffe fil et laine,,1,2,0,0,0,0,0,0,1,2
Etoffes ; filozelle,étoffe filoselle,,1,1,0,0,0,0,0,0,1,1
Etoffes ; flanelle,étoffe flanelle,,1,3,0,0,0,0,0,0,1,3
Etoffes ; laine,étoffe laine,,1,2,0,0,0,0,0,0,1,2
Etoffes ; laine et fil,étoffe laine et fil,,1,1,0,0,0,0,0,0,1,1
Etoffes ; laine et soie,étoffe laine et soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; Lampas,étoffe lampas,x,0,0,0,0,0,0,0,0,0,0
Etoffes ; mélangées ; au ? e soye,étoffe mélangée au ??? soie,,1,5,0,0,0,0,0,0,1,5
Etoffes ; mélangées ; au 1/3 de soye,étoffe mélangée au tiers de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; au 6è de soye,étoffe mélangée au sixième de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; au 6è de soye ; en siamoise,étoffe mélangée au sixième de soie en siamoise,,1,2,0,0,0,0,0,0,1,2
Etoffes ; mélangées ; coton et soye,étoffe mélangée coton et soie,,1,5,0,0,0,0,0,0,1,5
Etoffes ; mélangées ; de Bours ; de sote,étoffe mélangée de bourre de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; de Bours ; en moleton,étoffe mélangée de bourre en molleton,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; de soie ; de coton et soie,étoffe mélangée de soie de coton et soie,,1,2,0,0,0,0,0,0,1,2
Etoffes ; mélangées ; de soie ; de fleuret et soie,étoffe mélangée de soie de fleuret et soie,,1,4,0,0,0,0,0,0,1,4
Etoffes ; mélangées ; de soie ; de soie et galets,étoffe mélangée de soie de soie et galets,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; de soie ; éternelle,étoffe mélangée de soie éternelle,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; de soie ; siamoise ; au 6è de soie,étoffe mélangée de soie siamoise au sixième de soie,,1,3,0,0,0,0,0,0,1,3
Etoffes ; mélangées ; de soye,étoffe mélangée de soie,,1,2,0,0,0,0,0,0,1,2
Etoffes ; mélangées ; diverses,étoffe mélangée diverse,,1,3,0,0,0,0,0,0,1,3
Etoffes ; mélangées ; fil et soye,étoffe mélangée fil et soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; serge et laine ; en prunelle ; étroite,étoffe mélangée serge et laine en prunelle étroite,,1,3,0,0,0,0,0,0,1,3
Etoffes ; mélangées ; serge et laine ; large,étoffe mélangée serge et laine large,,1,2,0,0,0,0,0,0,1,2
Etoffes ; mélangées ; serge et laine ; satin ; turc,étoffe mélangée serge et laine satin turc,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; soye et coton,étoffe mélangée soie et coton,,1,5,0,0,0,0,0,0,1,5
Etoffes ; mélangées ; soye et fleuret,étoffe mélangée soie et fleuret,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées ; soye et galette,étoffe mélangée soie et galette,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mélangées de soie,étoffe mélangée de soie,,1,13,0,0,0,0,0,0,1,13
Etoffes ; Mélangées de soye,étoffe mélangée de soie,,1,10,0,0,0,0,0,0,1,10
Etoffes ; mêlées,étoffe mêlée,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mêlées ; de soye,étoffe mêlée de soie,,1,4,0,0,0,0,0,0,1,4
Etoffes ; mêlées ; diverses,étoffe mêlée diverse,,1,1,0,0,0,0,0,0,1,1
Etoffes ; mêlées de coton fil de soye,étoffe mêlée de coton fil de soie,,1,2,0,0,0,0,0,0,1,2
Etoffes ; molleton ; de laine,étoffe molleton de laine,,1,1,0,0,0,0,0,0,1,1
Etoffes ; molton ; capiton,étoffe molleton capiton,,1,1,0,0,0,0,0,0,1,1
Etoffes ; my soye,étoffe mi soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; Mysoye,étoffe mi soie,,1,5,0,0,0,0,0,0,1,5
Etoffes ; Niches en or et argent,étoffe riche en or et argent,,1,13,0,0,0,0,0,0,1,13
Etoffes ; or et argent,étoffe or et argent,,1,1,0,0,0,0,0,0,1,1
Etoffes ; panne,étoffe panne,,1,1,0,0,0,0,0,0,1,1
Etoffes ; Pékin,étoffe Pékin,,0,0,0,0,0,0,0,0,0,0
Etoffes ; poil,étoffe poil,,1,3,0,0,0,0,0,0,1,3
Etoffes ; poil ; camelot,étoffe poil camelot,,1,1,0,0,0,0,0,0,1,1
Etoffes ; Poil ; Camelot,étoffe poil camelot,,1,1,0,0,0,0,0,0,1,1
Etoffes ; poil ; en panne,étoffe poil en panne,,1,1,0,0,0,0,0,0,1,1
Etoffes ; poil ; en panne ; à long poil,étoffe poil en panne à long poil,,1,1,0,0,0,0,0,0,1,1
Etoffes ; poil ; en velours,étoffe poil en velours,,1,1,0,0,0,0,0,0,1,1
Etoffes ; poil ; panne,étoffe poil panne,,1,2,0,0,0,0,0,0,1,2
Etoffes ; Poil ; Panne,étoffe poil panne,,1,1,0,0,0,0,0,0,1,1
Etoffes ; poil et laine,étoffe poil et laine,,1,1,0,0,0,0,0,0,1,1
Etoffes ; prunelle,étoffe prunelle,,1,2,0,0,0,0,0,0,1,2
Etoffes ; riche ; en or et argent,étoffe riche en or et argent,,1,1,0,0,0,0,0,0,1,1
Etoffes ; riche ; or et argent,étoffe riche or et argent,,1,1,0,0,0,0,0,0,1,1
Etoffes ; riches en or et argent,étoffe riche en or et argent,,1,9,0,0,0,0,0,0,1,9
Etoffes ; Riches ou or et argent,étoffe riche ou or et argent,,1,1,0,0,0,0,0,0,1,1
Etoffes ; serge,étoffe serge,,1,2,0,0,0,0,0,0,1,2
Etoffes ; serge ; de laine,étoffe serge de laine,,1,1,0,0,0,0,0,0,1,1
Etoffes ; siamoisie ; au 6è de soye,étoffe siamoise au sixième de soie,,1,2,0,0,0,0,0,0,1,2
Etoffes ; soye,étoffe soie,,1,1,0,0,0,0,0,0,1,1
Etoffes ; soye et coton,étoffe soie et coton,,1,2,0,0,0,0,0,0,1,2
Etoffes ; soye et dorure,étoffe soie et dorure,,1,1,0,0,0,0,0,0,1,1
Etoffes ; soye et fil,étoffe soie et fil,,1,1,0,0,0,0,0,0,1,1
Etoffes ; soye et fleuret,étoffe soie et fleuret,,1,1,0,0,0,0,0,0,1,1
Etoffes ; soye et laine,étoffe soie et laine,,1,1,0,0,0,0,0,0,1,1
Etoffes ; soyerie ; diverse,étoffe soierie diverses,,0,0,0,0,0,0,0,0,0,0
Etoffes ; voile,étoffe voile,,1,3,0,0,0,0,0,0,1,3
Etoffes a peu de soye,étoffe à peu de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes argent et de soye,étoffe argent et soie,,1,1,0,0,0,0,0,0,1,1
Etoffes au 1/4 de soye,étoffe au quart de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes au 4e de soye,étoffe au quart de soie,,1,4,0,0,0,0,0,0,1,4
Etoffes au 6e de soye,étoffe au sixième de soie,,1,5,0,0,0,0,0,0,1,5
Etoffes au quart,étoffe au quart,,1,1,0,0,0,0,0,0,1,1
Etoffes au quart de soye,étoffe au quart de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes au quart soye,étoffe au quart de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes au Quarts de soie,étoffe au quart de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes baracan,étoffe baracan,,1,1,0,0,0,0,0,0,1,1
Etoffes Barracan,étoffe baracan,,1,5,0,0,0,0,0,0,1,5
Etoffes bayette de laine,étoffe bayette de laine,,1,2,0,0,0,0,0,0,1,2
Etoffes burail,étoffe burail,,1,3,0,0,0,0,0,0,1,3
Etoffes burat,étoffe burat,,1,2,0,0,0,0,0,0,1,2
Etoffes cadis,étoffe cadis,,1,2,0,0,0,0,0,0,1,2
Etoffes Cadis,étoffe cadis,,1,1,0,0,0,0,0,0,1,1
Etoffes calamande,étoffe calmande,,1,1,0,0,0,0,0,0,1,1
Etoffes calemande,étoffe calmande,,1,4,0,0,0,0,0,0,1,4
Etoffes Calemande,étoffe calmande,,1,7,0,0,0,0,0,0,1,7
Etoffes callemande,étoffe calmande,,1,1,0,0,0,0,0,0,1,1
Etoffes calmouck,étoffe kalmouk,,1,1,0,0,0,0,0,0,1,1
Etoffes camelot,étoffe camelot,,1,6,0,0,0,0,0,0,1,6
Etoffes Camelot,étoffe camelot,,1,7,0,0,0,0,0,0,1,7
Etoffes cordeillot,étoffe cordeillat,,1,1,0,0,0,0,0,0,1,1
Etoffes coton et fleuret,étoffe coton et fleuret,,1,2,0,0,0,0,0,0,1,2
Etoffes coton et laine,étoffe coton et laine,,1,1,0,0,0,0,0,0,1,1
Etoffes coton et soye,étoffe coton et soie,,1,5,0,0,0,0,0,0,1,5
Etoffes coton velours commun,étoffe coton velours commun,,1,1,0,0,0,0,0,0,1,1
Etoffes coton;,étoffe coton,,1,1,0,0,0,0,0,0,1,1
Etoffes coton; Drap,étoffe coton drap,,1,1,0,0,0,0,0,0,1,1
Etoffes coton; Velours,étoffe coton,,1,1,0,0,0,0,0,0,1,1
Etoffes cotonne,étoffe cotonne,,1,1,0,0,0,0,0,0,1,1
Etoffes croisée,étoffe croisée,,1,1,0,0,0,0,0,0,1,1
Etoffes d'etamine,étoffe d'étamine,,1,7,0,0,0,0,0,0,1,7
Etoffes de Bayette,étoffe de bayette,,1,2,0,0,0,0,0,0,1,2
Etoffes de bouracan,étoffe de bouracan,x,1,1,0,0,0,0,0,0,1,1
Etoffes de bourse de molton,étoffe de bourse de molleton,,1,5,0,0,0,0,0,0,1,5
Etoffes de callemande,étoffe de callemande,,1,1,0,0,0,0,0,0,1,1
Etoffes de camelot,étoffe de coton,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton,étoffe de coton,,1,163,0,0,0,0,0,0,1,163
Etoffes de Coton,étoffe de coton,,1,4,0,0,0,0,0,0,1,4
Etoffes de coton (en drap),étoffe de coton en drap,,1,3,0,0,0,0,0,0,1,3
"Étoffes de coton dîtes printanières, nankinets, etc",étoffe de coton dite printanière nankinet etc,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton divers,étoffe de coton diverse,,1,2,0,0,0,0,0,0,1,2
Etoffes de coton diverses,étoffe de coton diverse,,1,6,0,0,0,0,0,0,1,6
Etoffes de coton drap,étoffe de coton drap,,1,4,0,0,0,0,0,0,1,4
Etoffes de coton en siamoise au 1/4 de soye,étoffe de coton en siamoise au quart de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton en siamoise au 6e de soye,étoffe de coton en siamoise au sixième de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton en soye,étoffe de coton en soie,,1,8,0,0,0,0,0,0,1,8
Etoffes de coton et laine,étoffe de coton et laine,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton et soye,étoffe de coton et soie,,1,2,0,0,0,0,0,0,1,2
Etoffes de coton et Soye,étoffe de coton et soie,,1,2,0,0,0,0,0,0,1,2
Etoffes de coton et soye eternelle,étoffe de coton et soie éternelle,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton futaine,étoffe de coton futaine,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton imprimé,étoffe de coton imprimé,,1,2,0,0,0,0,0,0,1,2
Étoffes de coton mélangées,étoffe de coton mélangée,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton melée de soye,étoffe de coton mêlée de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton molton,étoffe de coton molleton,,1,3,0,0,0,0,0,0,1,3
Etoffes de coton peint,étoffe de coton peint,,1,1,0,0,0,0,0,0,1,1
Etoffes de coton valvorette,étoffe de coton valvorette,x,1,1,0,0,0,0,0,0,1,1
Etoffes de coton velours,étoffe de coton velours,,1,7,0,0,0,0,0,0,1,7
Etoffes de cotton et laine,étoffe de coton et laine,,0,0,0,0,0,0,0,0,0,0
Etoffes de drap de coton,étoffe de drap de coton,,1,1,0,0,0,0,0,0,1,1
Etoffes de drap imprimé,étoffe de drap imprimé,,1,1,0,0,0,0,0,0,1,1
Etoffes de drap uni,étoffe de drap unie,,1,1,0,0,0,0,0,0,1,1
Etoffes de fil et coton,étoffe de fil et coton,,1,12,0,0,0,0,0,0,1,12
Etoffes de fil et cotton,étoffe de fil et coton,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et cotton / aune,étoffe de fil et coton aune,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et cotton dite sciamoises,étoffe de fil et coton dite siamoise,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et cotton dite sciamoises / aune,étoffe de fil et coton dite siamoise aune,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et de poil de chèvre,étoffe de fil et de poil de chèvre,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et de poil de chèvre / aune,étoffe de fil et de poil de chèvre aune,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et laine,étoffe de fil et laine,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et laine / aune,étoffe de fil et laine aune,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et poil de chèvre,étoffe de fil et poil de chèvre,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et poil de chèvre / aune,étoffe de fil et poil de chèvre aune,,0,0,0,0,0,0,0,0,0,0
Etoffes de fil et soye,étoffe de fil et soie,,1,1,0,0,0,0,0,0,1,1
Etoffes de filoselle,étoffe de filoselle,,1,3,0,0,0,0,0,0,1,3
Etoffes de filoselle et laine,étoffe de filoselle et laine,,1,2,0,0,0,0,0,0,1,2
Etoffes de filoselle papeline,étoffe de filoselle popeline,,1,1,0,0,0,0,0,0,1,1
Etoffes de flanelle,étoffe de flanelle,,1,2,0,0,0,0,0,0,1,2
Etoffes de fleuret,étoffe de fleuret,,1,2,0,0,0,0,0,0,1,2
Etoffes de fleuret et laine,étoffe de fleuret et laine,,1,1,0,0,0,0,0,0,1,1
Etoffes de fleuret et soye,étoffe de fleuret et soie,,1,2,0,0,0,0,0,0,1,2
Étoffes de fleuret pures,étoffe de fleuret pure,,1,2,0,0,0,0,0,0,1,2
Etoffes de laine,étoffe de laine,,1,222,0,0,0,0,0,0,1,222
Etoffes de Laine,étoffe de laine,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine ; poil et laine,étoffe de laine poil et laine,,1,4,0,0,0,0,0,0,1,4
Etoffes de laine ?,étoffe de laine ???,,1,2,0,0,0,0,0,0,1,2
Etoffes de laine au 4e de soye,étoffe de laine au quart de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine aune,étoffe de laine aune,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine baracan,étoffe de laine baracan,,1,8,0,0,0,0,0,0,1,8
Etoffes de laine bege 309 lignes,étoffe de laine beige 309 lignes,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine bluteau,étoffe de laine bluteau,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine bluteaux,étoffe de laine bluteau,,1,2,0,0,0,0,0,0,1,2
Etoffes de laine brodée en soye et dorure,étoffe de laine brodée en soie et dorure,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine burail,étoffe de laine burail,,1,2,0,0,0,0,0,0,1,2
Etoffes de laine burat,étoffe de laine burat,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine cadis,étoffe de laine cadis,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine calemande,étoffe de laine calmande,,1,5,0,0,0,0,0,0,1,5
Etoffes de laine calemande étroite,étoffe de laine calmande étroite,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine callemande,étoffe de laine calmande,,1,9,0,0,0,0,0,0,1,9
Etoffes de laine camelot,étoffe de laine camelot,,1,10,0,0,0,0,0,0,1,10
Etoffes de laine camelot burail,étoffe de laine camelot burail,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine camelot étroit,étoffe de laine camelot étroit,,1,2,0,0,0,0,0,0,1,2
Etoffes de laine camelot large,étoffe de laine camelot large,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine cannelé,étoffe de laine cannelée,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine casimir,étoffe de laine casimir,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine chaussetterie,étoffe de laine chaussetterie,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine cordeillat,étoffe de laine cordeillat,,1,4,0,0,0,0,0,0,1,4
Etoffes de laine coton et soye,étoffe de laine coton et soie,,1,2,0,0,0,0,0,0,1,2
Etoffes de laine crepon,étoffe de laine crépon,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine dauphine,étoffe de laine dauphine,,1,6,0,0,0,0,0,0,1,6
Etoffes de laine Dauphine,étoffe de laine dauphine,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine de soye,étoffe de laine de soie,,1,4,0,0,0,0,0,0,1,4
Etoffes de laine de soye brodée,étoffe de laine de soie brodée,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine de soye diverse,étoffe de laine de soie diverse,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine de soye drap,étoffe de laine de soie drap,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine diverse,étoffe de laine diverse,,1,6,0,0,0,0,0,0,1,6
Etoffes de laine diverses,étoffe de laine diverse,,1,19,0,0,0,0,0,0,1,19
Etoffes de laine diverses ; de soie,étoffe de laine diverse de soie,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine diverses ; riches,étoffe de laine diverse riche,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine en baracan,étoffe de laine baracan,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine en callemande,étoffe de laine en calmande,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine en camelot,étoffe de laine en camelot,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine escot,étoffe de laine escot,,1,3,0,0,0,0,0,0,1,3
Etoffes de laine espagnolette,étoffe de laine espagnolette,,1,13,0,0,0,0,0,0,1,13
Etoffes de laine espagnolette croisée,étoffe de laine espagnolette croisée,,1,2,0,0,0,0,0,0,1,2
Etoffes de laine espagnolette lisse,étoffe de laine espagnolette lisse,,1,1,0,0,0,0,0,0,1,1
Etoffes de laine et poil d'animaux,étoffe de laine et poil d'animal,,0,0,0,0,0,0,0,0,0,0
Etoffes de laine et poil d'animaux / aune,étoffe de laine et poil d'animaux aune,,0,0,0,0,0,0,0,0,0,0
