goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
tabac du Brésil acheté à Lisbonne,2,tobacco,non,2530
tabac du Brésil acheté à Lisbonne en faisant route pour la Côte d'Or,2,tobacco,non,2530
tabac du Brésil de Virginie,2,tobacco,non,2530
tabac du Brésil pris à Lisbonne par les bâtiments français négriers expédiés des ports de France pour la Côte d'Or,1,tobacco,non,2530
tabac du Brésil pris à Lisbonne par les bâtiments négriers expédiés des côtes de France pour la Côte d'Or,1,tobacco,non,2530
tabac en ???,1,tobacco,non,2530
tabac en andouille,8,tobacco,non,2530
tabac en caisse,5,tobacco,non,2530
tabac en cantine,1,tobacco,non,2530
tabac en carotte,81,tobacco,non,2530
tabac en carotte et en feuilles,1,tobacco,non,2530
tabac en carotte et en feuilles et en côtes,1,tobacco,non,2530
tabac en carotte et en feuilles et râpé,1,tobacco,non,2530
tabac en carotte et fabriqué,2,tobacco,non,2530
tabac en carotte et feuilles côtes,1,tobacco,non,2530
tabac en carotte et rolles,1,tobacco,non,2530
tabac en carotte par Bayonne,1,tobacco,non,2530
tabac en cordes,16,tobacco,non,2530
tabac en coren ???,3,tobacco,non,2530
tabac en côtes,16,tobacco,non,2530
tabac en côtes et en feuilles,27,tobacco,non,2530
tabac en côtes et en feuilles des entrepôts pour la régie,1,tobacco,non,2530
tabac en côtes et en feuilles pour la régie,6,tobacco,non,2530
tabac en feuille,1,tobacco,non,2530
tabac en feuilles,2,tobacco,non,2530
tabac en feuilles de la Louisiane,1,tobacco,non,2530
tabac en feuilles de Virginie,10,tobacco,non,2530
tabac en feuilles et autres,3,tobacco,non,2530
tabac en feuilles et en poudre,1,tobacco,non,2530
tabac en feuilles par Bayonne,1,tobacco,non,2530
tabac en feuilles par Dunkerque,1,tobacco,non,2530
tabac en filé,1,tobacco,non,2530
tabac en graine,1,tobacco,non,2530
tabac en manoque,19,tobacco,non,2530
tabac en poudre,277,tobacco,non,2530
tabac en poudre commun,1,tobacco,non,2530
tabac en poudre commun supérieur,1,tobacco,non,2530
tabac en poudre de la Havane,3,tobacco,non,2530
tabac en rolle,4,tobacco,non,2530
tabac en rouleau,12,tobacco,non,2530
tabac et savon,1,tobacco,non,2530
tabac et son d'Espagne,1,tobacco,non,2530
tabac fabriqué,47,tobacco,non,2530
tabac fabriqué et préparé,4,tobacco,non,2530
tabac ficelé,6,tobacco,non,2530
tabac filé,73,tobacco,non,2530
tabac fin,2,tobacco,non,2530
tabac frisé,2,tobacco,non,2530
tabac haché,4,tobacco,non,2530
tabac haché et à fumer,1,tobacco,non,2530
tabac pour échantillon,1,tobacco,non,2530
tabac pressé d'Allemagne,1,tobacco,non,2530
tabac râpé,92,tobacco,non,2530
tabac râpé de la Ferme,7,tobacco,non,2530
tabac râpé par Dunkerque,1,tobacco,non,2530
tabac viedé,1,tobacco,non,2530
tabagies,1,out,non,483657
tabatières,113,out,non,483657
tabatières à bergamote,1,out,non,483657
tabatières communes,3,out,non,483657
tabatières corne,1,out,non,483657
tabatières d'agate,7,out,non,483657
tabatières d'argent,21,out,non,483657
tabatières d'argent et d'or,1,out,non,483657
tabatières d'argent et dorées,1,out,non,483657
tabatières d'argent et petites,2,out,non,483657
tabatières d'écaille,53,out,non,483657
tabatières d'écaille à charnière d'or,1,out,non,483657
tabatières d'écaille à pitons d'argent,1,out,non,483657
tabatières d'écaille garnies d'argent,1,out,non,483657
tabatières d'écaille incrustées d'argent,1,out,non,483657
tabatières d'écaille incrustées d'argent et d'or,2,out,non,483657
tabatières d'écaille incrustées d'or,1,out,non,483657
tabatières d'écaille unie,3,out,non,483657
tabatières d'émail,1,out,non,483657
tabatières d'olivier,52,out,non,483657
tabatières d'or,11,out,non,483657
tabatières d'os,1,out,non,483657
tabatières de bergamote,12,out,non,483657
tabatières de bois,49,out,non,483657
tabatières de bois blanc,1,out,non,483657
tabatières de bois d'olivier,7,out,non,483657
tabatières de bois verni,1,out,non,483657
tabatières de buis,3,out,non,483657
tabatières de carton,77,out,non,483657
tabatières de coco,1,out,non,483657
tabatières de composition,2,out,non,483657
tabatières de corne,82,out,non,483657
tabatières de cuir,1,out,non,483657
tabatières de cuivre,1,out,non,483657
tabatières de cuivre jaune,1,out,non,483657
tabatières de fer-blanc,7,out,non,483657
tabatières de forme,1,out,non,483657
tabatières de nacre,1,out,non,483657
tabatières de paille,9,out,non,483657
tabatières de pinsbeck,3,out,non,483657
tabatières de vermeil,1,out,non,483657
tabatières émaillées,1,out,non,483657
tabatières enrichies,5,out,non,483657
tabatières garnies d'or,1,out,non,483657
tabatières unies,1,out,non,483657
tabatières vernies,3,out,non,483657
tabernacle,3,out,non,483657
tabernacle de marbre,1,out,non,483657
tabernacle doré,1,out,non,483657
table en plomb,62,out,non,483657
tableaux,540,out,non,483657
tableaux à bordures dorées,3,out,non,483657
tableaux à cadres dorés,3,out,non,483657
tableaux à l'huile,1,out,non,483657
tableaux anciens,1,out,non,483657
tableaux avec leurs cadres,2,out,non,483657
tableaux communs,21,out,non,483657
tableaux communs et sur toile,7,out,non,483657
tableaux communs et vieux,1,out,non,483657
tableaux d'optique,2,out,non,483657
tableaux de famille,4,out,non,483657
tableaux de papier peint,1,out,non,483657
tableaux et thèses,1,out,non,483657
tableaux fins et sur toile,1,out,non,483657
tableaux grossiers,3,out,non,483657
tableaux portraits,1,out,non,483657
tableaux sans bordures,2,out,non,483657
tableaux sans bordures et sur toile,2,out,non,483657
tableaux sur bois,1,out,non,483657
tableaux sur toile,17,out,non,483657
tableaux vieux,4,out,non,483657
tables,4,out,non,483657
tables à café,1,out,non,483657
tables à cannelle,1,out,non,483657
tables à écrire,1,out,non,483657
tables à jouer,6,out,non,483657
tables à thé,6,out,non,483657
tables d'acajou,1,out,non,483657
tables d'ardoises,13,out,non,483657
tables de bois,24,out,non,483657
tables de bois peintes,2,out,non,483657
tables de bois petites,1,out,non,483657
tables de chêne,2,out,non,483657
tables de marbre,142,out,non,483657
tables de marbre avec leurs pieds,1,out,non,483657
tables de marbre et à pieds dorés,2,out,non,483657
tables de marbre ouvré,1,out,non,483657
tables de marbre petites,2,out,non,483657
tables de noyer,1,out,non,483657
tables de nuit,2,out,non,483657
tables de quadrilles,3,out,non,483657
tables de sapin,17,out,non,483657
tables de sapin en forme de commonde,1,out,non,483657
tables de sapin peinte,2,out,non,483657
tables de sapin peintes,11,out,non,483657
tables de sapin vernies,2,out,non,483657
tables de toilette,1,out,non,483657
tables de verre,47,out,non,483657
tables en feuilles,1,out,non,483657
tables en marbre,24,out,non,483657
tables fermées,1,out,non,483657
tables jacinthes,1,out,non,483657
tables peintes,8,out,non,483657
tables vernies,13,out,non,483657
tabletterie,7,out,non,483657
tabletterie et porcelaine,1,out,non,483657
tablettes anisées,1,out,non,483657
tablettes d'ardoise,3,out,non,483657
tablier,4,out,non,483657
tablier brodé,4,out,non,483657
tablier brodé et de taffetas,1,out,non,483657
tablier de peau de chamois,1,out,non,483657
tablier de quadrilles,1,out,non,483657
tablier de taffetas,4,out,non,483657
tablier de toile peinte,3,out,non,483657
tablier peint,2,out,non,483657
tabourets,1,out,non,483657
tabourets d'enfant,1,out,non,483657
tacelle de fer,1,out,non,483657
taffetas,216,out,non,483657
taffetas à la bonne femme,1,out,non,483657
taffetas blanc,2,out,non,483657
taffetas bleu,3,out,non,483657
taffetas broché,1,out,non,483657
taffetas chiné,1,out,non,483657
taffetas cirés de soie,1,out,non,483657
taffetas crin,1,out,non,483657
taffetas d'Angleterre,4,out,non,483657
taffetas d'Avignon,2,out,non,483657
taffetas de Florence,2,out,non,483657
taffetas de Léon,1,out,non,483657
taffetas de Lyon,1,out,non,483657
taffetas de Pékin,2,out,non,483657
taffetas de soie,34,out,non,483657
taffetas foulard,1,out,non,483657
taffetas foulas,7,cotton goods,non,14779
taffetas lustré,1,out,non,483657
taffetas noir,3,out,non,483657
taffetas petit,3,out,non,483657
taffetas rayé,3,out,non,483657
tafia,333,out,non,483657
tafia par Dunkerque et étranger,1,out,non,483657
taillanderie,5,out,non,483657
taille de bois à couvrir,1,out,non,483657
taillole de coton,2,cotton goods,non,14779
taillole de laine,4,out,non,483657
talaris,5,out,non,483657
talc,5,out,non,483657
talc de Venise,2,out,non,483657
talons de bois,34,out,non,483657
talons de bois et forme de bois,1,out,non,483657
talons de cuir,1,out,non,483657
tamarin,300,out,non,483657
tamarin confit dans le sucre,4,out,non,483657
tamarin en gousse,38,out,non,483657
tamarin gousse entière,5,out,non,483657
tamarin gras,1,out,non,483657
tamarindy,2,out,non,483657
tambours,11,out,non,483657
tambours à sucre,5,out,non,483657
tambours d'acier,1,out,non,483657
tambours d'enfant,1,out,non,483657
tambours de fer,35,out,non,483657
tambours de fer pour moulins à sucre,1,out,non,483657
tambours de forme,1,out,non,483657
tambours pour moulins à sucre,1,out,non,483657
tamis,58,out,non,483657
tamis à faire et faits,1,out,non,483657
tamis à sucre,2,out,non,483657
tamis à tabac,1,out,non,483657
tamis de crin,4,out,non,483657
tamis de fil de laiton,3,out,non,483657
tamis de soie,1,out,non,483657
tamis de toile de crin,1,out,non,483657
tan,3,out,non,483657
tanabare ???,1,out,non,483657
tanches,1,out,non,483657
tanelles,1,out,non,483657
tanier de laine,1,out,non,483657
tanis de soie,43,out,non,483657
tanjebs,5,cotton goods,non,14779
tanquets de terre,1,out,non,483657
tapetal,1,out,non,483657
tapette,1,out,non,483657
tapette à mouches,1,out,non,483657
tapis,115,out,non,483657
tapis à côtes et à nœuds de laine,2,out,non,483657
tapis à petit point,1,out,non,483657
tapis autres qu'à côtes et à nœuds de laine,1,out,non,483657
tapis brodés,1,out,non,483657
tapis brodés en soie,1,out,non,483657
tapis brodés en surface et de drap,1,out,non,483657
tapis courtepointe,1,out,non,483657
tapis courtepointe de toile peinte,1,out,non,483657
tapis d'Angleterre,1,out,non,483657
tapis d'Aubusson,10,out,non,483657
tapis d'Auvergne,12,out,non,483657
tapis d'indienne,17,out,non,483657
tapis de billard,1,out,non,483657
tapis de chitte,1,out,non,483657
tapis de coton,1,cotton goods,non,14779
tapis de coton et de fil,2,cotton goods,non,14779
tapis de fil et de laine,2,out,non,483657
tapis de Guinée,2,out,non,483657
tapis de laine,109,out,non,483657
tapis de laine à côtes et à nœuds,1,out,non,483657
tapis de laine d'Aubusson,3,out,non,483657
tapis de laine d'Auvergne,1,out,non,483657
tapis de laine simples,4,out,non,483657
tapis de moquette,9,out,non,483657
tapis de palampoux,1,out,non,483657
tapis de Perse,1,out,non,483657
tapis de pieds,4,out,non,483657
tapis de pure laine,3,out,non,483657
tapis de Rouen,1,out,non,483657
tapis de satin,1,out,non,483657
tapis de satin blanc brodé,1,out,non,483657
tapis de satin brodé,4,out,non,483657
tapis de soie,1,out,non,483657
tapis de table,2,out,non,483657
tapis de table pièces,1,out,non,483657
tapis de toile cirée,1,out,non,483657
tapis de toile peinte,10,out,non,483657
tapis de toile rayée,1,out,non,483657
tapis de Turquie,9,out,non,483657
tapis de velours,7,out,non,483657
tapis des Indes,7,out,non,483657
tapis divers,18,out,non,483657
tapis du Caire,3,out,non,483657
tapis du Levant,2,out,non,483657
tapis et courtepointe,1,out,non,483657
tapis et tapisserie,1,out,non,483657
tapis fabrique de Tournai,1,out,non,483657
tapis fil teint,1,out,non,483657
tapis gros point,1,out,non,483657
tapis indienne,1,out,non,483657
tapis peints,7,out,non,483657
tapis peints brodés,1,out,non,483657
tapis vieux de renvoi,1,out,non,483657
tapisserie,112,out,non,483657
tapisserie à l'Aubusson,4,out,non,483657
tapisserie aux aiguilles,3,out,non,483657
tapisserie commune,21,out,non,483657
tapisserie d'Amiens,2,out,non,483657
tapisserie d'Anvers,1,out,non,483657
tapisserie d'Aubusson,112,out,non,483657
tapisserie d'Aubusson tenture,2,out,non,483657
tapisserie d'Audenarde,12,out,non,483657
tapisserie d'Auvergne,104,out,non,483657
tapisserie d'Auvergne tentures,1,out,non,483657
tapisserie d'Elbeuf,13,out,non,483657
tapisserie d'oudenarde,1,out,non,483657
tapisserie d'ouvrage,1,out,non,483657
tapisserie de Bayonne,1,out,non,483657
tapisserie de Beauvais,1,out,non,483657
tapisserie de Bergame,12,out,non,483657
tapisserie de Bruxelles,1,out,non,483657
tapisserie de Bruxelles et autres,5,out,non,483657
tapisserie de coton,1,cotton goods,non,14779
tapisserie de coton imprimé,1,cotton goods,non,14779
tapisserie de coutil,1,out,non,483657
tapisserie de coutil peinte,1,out,non,483657
tapisserie de cuir doré,12,out,non,483657
tapisserie de fil et de laine,3,out,non,483657
tapisserie de fil peint,1,out,non,483657
tapisserie de fil teint,2,out,non,483657
tapisserie de filoselle,1,out,non,483657
tapisserie de Flandre avec argent et or,1,out,non,483657
tapisserie de haut lieu vieille,1,out,non,483657
tapisserie de haute lice,13,out,non,483657
tapisserie de haute lice en tenture,2,out,non,483657
tapisserie de Hongrie,3,out,non,483657
tapisserie de la Marche,1,out,non,483657
tapisserie de laine,7,out,non,483657
tapisserie de laine d'Aubusson,1,out,non,483657
tapisserie de moquette,33,out,non,483657
tapisserie de papier peau,1,out,non,483657
tapisserie de papier peint,1,out,non,483657
tapisserie de point de Hongrie,3,out,non,483657
tapisserie de Rouen,104,out,non,483657
tapisserie de toile cirée,1,out,non,483657
tapisserie de toile peinte,4,out,non,483657
tapisserie de verdure,4,out,non,483657
tapisserie de verdure tentures,1,out,non,483657
tapisserie des Gobelins,21,out,non,483657
tapisserie du Dauphiné,1,out,non,483657
tapisserie fausse et de toile,1,out,non,483657
tapisserie filoselle et laine,1,out,non,483657
tapisserie fine coutil,1,out,non,483657
tapisserie hachée et de laine,2,out,non,483657
tapisserie peinte,15,out,non,483657
tapisserie peinte ??? toile,1,out,non,483657
tapisserie peinte de Hongrie,4,out,non,483657
tapisserie peinte sur coutil,2,out,non,483657
tapisserie peinte sur toile,1,out,non,483657
tapisserie peinte tentures,1,out,non,483657
tapisserie pièce,1,out,non,483657
tapisserie point de Hongrie,3,out,non,483657
tapisserie pour chaises,1,out,non,483657
tapisserie pur ??? coutil,1,out,non,483657
tapisserie simple,1,out,non,483657
tapisserie sur toile,2,out,non,483657
tapisserie tontisse,3,out,non,483657
tapisserie verdure,2,out,non,483657
tapisserie vieille,8,out,non,483657
tapsel,173,cotton goods,non,14779
tapsel des Indes,3,cotton goods,non,14779
tapsel étoffe,1,cotton goods,non,14779
tapsel étroite,1,cotton goods,non,14779
tapsel grand,4,cotton goods,non,14779
tapsel large,1,cotton goods,non,14779
tapsel longue et large,1,cotton goods,non,14779
taques de cheminée,1,out,non,483657
tarnatanes,3,cotton goods,non,14779
tars,1,out,non,483657
tartagogne,1,out,non,483657
tartre,821,out,non,483657
tartre blanc,7,out,non,483657
tartre brut,3,out,non,483657
tartre de lie de vin désséchée,2,out,non,483657
tartre de lie de vin liquide,1,out,non,483657
tartre de potasse de soude et de potasse,2,out,non,483657
tartre de soude et de potasse,1,out,non,483657
tartre émétique,3,out,non,483657
tartre en pierre,1,out,non,483657
tartre en poussière,1,out,non,483657
tartre et lie de vin,22,out,non,483657
tartre et térébenthine,2,turpentine,non,1352
tartre glan,1,out,non,483657
tartre rouge,7,out,non,483657
tartre térébenthine,4,turpentine,non,1352
tartre vitriolé,1,vitriol,non,916
tase rouge,1,out,non,483657
tasseaux,1,out,non,483657
tasses,3,out,non,483657
tasses de coco,1,out,non,483657
tasses de coraux garnies d'argent,1,out,non,483657
tasses de faïence,2,out,non,483657
tasses de terre blanche,1,out,non,483657
tasses de vermillon,4,out,non,483657
tatie,1,out,non,483657
taulier pour canon,1,out,non,483657
taupine,3,out,non,483657
taupine de coton et de soie,2,cotton goods,non,14779
taureaux,56,out,non,483657
taureaux et vaches,2,out,non,483657
tavelle,32,out,non,483657
tavelle de fil et de laine,1,out,non,483657
tavelle de laine,1,out,non,483657
tavelle passement,1,out,non,483657
tayolles,70,out,non,483657
tayolles de coton,8,cotton goods,non,14779
tayolles de coton et de fil,1,cotton goods,non,14779
tayolles de coton et de soie,1,cotton goods,non,14779
tayolles de fil,1,out,non,483657
tayolles de laine,10,out,non,483657
tayolles de soie,5,out,non,483657
tegers de cuivre,1,out,non,483657
teinture,44,dye other,non,2105
teinture cerise,2,dye other,non,2105
teinture commune,1,dye other,non,2105
teinture d'herbes,1,dye other,non,2105
teinture jaune,1,dye other,non,2105
teinture pour les filets,1,dye other,non,2105
teinture préparée,1,dye other,non,2105
tejenes de cuivre,1,out,non,483657
télescope,9,out,non,483657
télescope de bois uni,1,out,non,483657
télescope de cuivre poli,1,out,non,483657
temparille,1,out,non,483657
tenaille,3,out,non,483657
tenaille de fer,2,out,non,483657
tenaille grossière,2,out,non,483657
tendeurs pour voile,3,out,non,483657
tenelle d'espars,1,out,non,483657
tenevie,1,out,non,483657
tentes,2,out,non,483657
tentes canonnières,1,out,non,483657
tentes et voile,1,out,non,483657
tentes et voile en rolles ou pièces,2,out,non,483657
tepaye des Indes,1,out,non,483657
tepays,10,out,non,483657
terc,4,out,non,483657
térébenthine,561,turpentine,non,1352
térébenthine commune,2,turpentine,non,1352
térébenthine compacte,45,turpentine,non,1352
térébenthine d' ???,1,turpentine,non,1352
térébenthine de bergamote,1,turpentine,non,1352
térébenthine de Venise,6,turpentine,non,1352
térébenthine en essence et en huile et en pâte,19,turpentine,non,1352
térébenthine en pâte,19,turpentine,non,1352
térébenthine essence,50,turpentine,non,1352
térébenthine grosse,1,turpentine,non,1352
térébenthine liquide,44,turpentine,non,1352
terendine,5,out,non,483657
terixe,1,out,non,483657
ternilles,1,out,non,483657
terraille,258,out,non,483657
terraille blanche,18,out,non,483657
terraille commune,47,out,non,483657
terraille de brin ???,1,out,non,483657
terraille de Gênes,4,out,non,483657
terraille de Gênes noire,2,out,non,483657
terraille de grès,18,out,non,483657
terraille de terre,4,out,non,483657
terraille grise,1,out,non,483657
terraille grosse,2,out,non,483657
terraille grossière,1,out,non,483657
terraille minime,1,out,non,483657
terraille noire,14,out,non,483657
terraillon de grès,1,out,non,483657
terraque,1,out,non,483657
terrasse,1,out,non,483657
terre,63,out,non,483657
terre ?,1,out,non,483657
terre à bâtir,9,out,non,483657
terre à brûler,1,out,non,483657
terre à ciment,20,out,non,483657
terre à cimenter,2,out,non,483657
terre à faïence,24,out,non,483657
terre à faïence commune,1,out,non,483657
terre à fouler,1,out,non,483657
terre à fouler et à potier,1,out,non,483657
terre à foulon,45,out,non,483657
terre à nettoyer,1,out,non,483657
terre à piment,1,out,non,483657
terre à pipes,23,out,non,483657
terre à porcelaine,5,out,non,483657
terre à poterie,1,out,non,483657
terre à potier,133,out,non,483657
terre à pots à sucre,1,out,non,483657
terre à raffiner le sucre,1,out,non,483657
terre à sucre,69,out,non,483657
terre à teindre,1,out,non,483657
terre blanche,11,out,non,483657
terre ciselée,1,out,non,483657
terre commune,1,out,non,483657
terre d'émeri,3,out,non,483657
terre d'ombre,167,out,non,483657
terre d'ombre de Cologne et de rocou,1,out,non,483657
terre d'ombre et terre pour la peinture,4,out,non,483657
terre d'orfèvre,4,out,non,483657
terre de Bologne,1,out,non,483657
terre de Boulogne,1,out,non,483657
terre de ciment,8,out,non,483657
terre de Cologne,6,out,non,483657
terre de corail,2,out,non,483657
terre de creusets,2,out,non,483657
terre de cristal,1,out,non,483657
terre de foulon,4,out,non,483657
terre de graide,1,out,non,483657
terre de grès,10,out,non,483657
terre de Hongrie,1,out,non,483657
terre de marne,6,out,non,483657
terre de marne et argile,7,out,non,483657
terre de marne et engrais,17,out,non,483657
terre de mine,3,out,non,483657
terre de monnaie,1,out,non,483657
terre de mulardeau,1,out,non,483657
terre de myrthe,1,out,non,483657
terre de pipes,27,out,non,483657
terre de plomb,30,out,non,483657
terre de poil,1,out,non,483657
terre de porcelaine,182,out,non,483657
terre de pouzzolane,1,out,non,483657
terre de rocou,5,out,non,483657
terre de Rome,1,out,non,483657
terre de Rouen,1,out,non,483657
terre de satine,2,out,non,483657
terre de Vérone,7,out,non,483657
terre de Vérone verte,1,out,non,483657
terre de verrerie,3,out,non,483657
terre dite souda,1,out,non,483657
terre du Faubourg Saint-Antoine,1,out,non,483657
terre du Limousin,2,out,non,483657
terre glaise,7,out,non,483657
terre grasse,37,out,non,483657
terre houille,1,out,non,483657
terre jaune,19,out,non,483657
terre maganaise,3,out,non,483657
terre maganaize,1,out,non,483657
terre manganèse,12,out,non,483657
terre noire,1,out,non,483657
terre pour le goudron,1,out,non,483657
terre pour pipes et à potier,1,out,non,483657
terre pour teinture,1,out,non,483657
terre pour verrerie,2,out,non,483657
terre pourrie,3,out,non,483657
terre pouzolanne,8,out,non,483657
terre pouzzolane,3,out,non,483657
terre rouge,33,out,non,483657
terre sigillée,21,out,non,483657
terre vernie,1,out,non,483657
terre verte,16,out,non,483657
terrementil,1,out,non,483657
terrerie,18,out,non,483657
terrerie blanche,1,out,non,483657
terrerie de grès,2,out,non,483657
terrier de fer,2,out,non,483657
terrine,1,out,non,483657
terrine de grès,1,out,non,483657
têtes à perruques,4,out,non,483657
têtes brodées et de basin,1,out,non,483657
têtes de cabillaud,1,out,non,483657
têtes de carabé,1,out,non,483657
têtes de choux,3,out,non,483657
têtes de clou de girofle,1,out,non,483657
têtes de clous,1,out,non,483657
têtes de cuir et en poil,18,out,non,483657
têtes de cuivre en poêle,1,out,non,483657
têtes de girofle,8,out,non,483657
têtes de morue,4,out,non,483657
têtes de morue des Indes,1,out,non,483657
têtes de pavot,1,out,non,483657
thé,1772,out,non,483657
thé ???,2,out,non,483657
the bou,1,out,non,483657
thé bou,44,out,non,483657
thé cambou,12,out,non,483657
thé des entrepôts,1,out,non,483657
thé des Indes,14,out,non,483657
thé en fleurs blanc,1,out,non,483657
thé et porcelaine,1,out,non,483657
thé étranger,1,out,non,483657
thé étranger par Strasbourg,1,out,non,483657
thé filé,1,out,non,483657
thé haysswen,3,out,non,483657
thé impérial,11,out,non,483657
thé ordinaire,1,out,non,483657
thé par Dunkerque,1,out,non,483657
thé par Pontarlier et Saint-Louis,1,out,non,483657
thé pékan,5,out,non,483657
thé roux,6,out,non,483657
thé saotchaon,1,out,non,483657
thé saoul,3,out,non,483657
thé souchon,6,out,non,483657
thé tonkay,1,out,non,483657
thé vert,38,out,non,483657
thé vert commun,2,out,non,483657
thé vert saoul,6,out,non,483657
théières,3,out,non,483657
théières d'étain,11,out,non,483657
théières de cuivre,5,out,non,483657
théières de fer-blanc,1,out,non,483657
théières de métal,2,out,non,483657
théières de terre noire,1,out,non,483657
theloc,1,out,non,483657
thepays,6,out,non,483657
thériaque,150,out,non,483657
thériaque de Venise,1,out,non,483657
thermomètre,2,out,non,483657
thon,7,out,non,483657
thon à l'huile,3,out,non,483657
thon frais,29,out,non,483657
thon mariné,440,out,non,483657
thon mariné au vinaigre,2,out,non,483657
thon mariné et salé,9,out,non,483657
thon salé,113,out,non,483657
thon sec,1,out,non,483657
thon thonine,24,out,non,483657
thonine,69,out,non,483657
thonine salée,1,out,non,483657
tierçon en jarre,1,out,non,483657
tierçons de bois,1,out,non,483657
tierçons en bottes,1,out,non,483657
tiers à tonneau,1,out,non,483657
tiges de bottes,1,out,non,483657
tigois,1,out,non,483657
tilles à tonnelier,1,out,non,483657
tilleul,3,out,non,483657
timbres,1,out,non,483657
timon,1,out,non,483657
tin canarie,1,out,non,483657
tinettes,1,out,non,483657
tires-bouchons d'acier,1,out,non,483657
tiretaine,13,out,non,483657
tiretaine de laine,2,out,non,483657
tiretaine et miselaine,1,out,non,483657
tiretaine et miselaine aune,1,out,non,483657
tobines,1,out,non,483657
tobines de Hollande,1,out,non,483657
toile,714,out,non,483657
toile ???,22,out,non,483657
toile ...,17,out,non,483657
toile 3/4,1,out,non,483657
toile a ???,1,out,non,483657
toile à 4 fils,5,out,non,483657
toile à bas,7,out,non,483657
toile à bas prix blanche de lin,1,out,non,483657
toile à bas prix blanche et de coton,1,cotton goods,non,14779
toile à bas prix de chanvre,1,out,non,483657
toile à bas prix de coton et imprimée,2,cotton goods,non,14779
toile à bâts,13,out,non,483657
toile à bluteaux,2,out,non,483657
toile à bouquets de laine de coton,2,cotton goods,non,14779
toile à Bretagne,1,out,non,483657
toile à canevas,4,out,non,483657
toile à carreaux,260,out,non,483657
toile à carreaux de fil et de laine,1,out,non,483657
toile à carreaux de Rouen,2,out,non,483657
toile à carreaux et à matelas,4,out,non,483657
toile à carreaux et de coton,5,cotton goods,non,14779
toile à carreaux et de coutil,56,out,non,483657
toile à carreaux et de lin,11,out,non,483657
toile à carreaux et en pièces de 50 aunes,1,out,non,483657
toile à carreaux fine et de lin,1,out,non,483657
toile à carreaux grosse et de Lille,1,out,non,483657
toile à carreaux pour matelas,8,out,non,483657
toile à cottray,1,out,non,483657
toile à doubler,1,out,non,483657
toile à drap,1,out,non,483657
toile à faire drap de lin,1,out,non,483657
toile à fleurs,4,out,non,483657
toile à halle,1,out,non,483657
toile à image,1,out,non,483657
toile à jamis,13,cotton goods,non,14779
toile à matelas,72,out,non,483657
toile à matelas et à carreaux,3,out,non,483657
toile à matelot,5,out,non,483657
toile à nappes,7,out,non,483657
toile à nappes et serviettes,3,out,non,483657
toile à nègre,6,out,non,483657
toile à paillasse,3,out,non,483657
toile à pavillon,4,out,non,483657
toile à peindre,1,out,non,483657
toile à robes,2,out,non,483657
toile à sacquette dite talette,2,out,non,483657
toile à sacs,13,out,non,483657
toile à serpillière,7,out,non,483657
toile à serviettes,63,out,non,483657
toile à sorties,1,out,non,483657
toile à tamis,18,out,non,483657
toile à tapisser,1,out,non,483657
toile abas,1,out,non,483657
toile abat,30,out,non,483657
toile alanea,1,out,non,483657
toile amant,3,out,non,483657
toile anascotes,1,out,non,483657
toile anglaise,1,out,non,483657
toile anglaise des prises,1,out,non,483657
toile Antioche,6,out,non,483657
toile apprêtée de chanvre et de lin écrue de 13 à 20 fils,2,out,non,483657
toile apprêtée de chanvre et de lin écrue de 20 fils et au-dessus,2,out,non,483657
toile apprêtée de chanvre et de lin écrue de 8 à 13 fils,2,out,non,483657
toile apprêtée de chanvre et de lin écrue de moins de 8 fils,2,out,non,483657
toile apprêtée de chanvre et de lin écrue unie,2,out,non,483657
toile apprêtée de chanvre et de lin écrue unie de 13 fils inclusivement à 20 fils exclusivement,1,out,non,483657
toile apprêtée de chanvre et de lin écrue unie de 8 fils inclusivement à 13 fils exclusivement,1,out,non,483657
toile apprêtée de chanvre et de lin écrue unie de moins de 8 fils,1,out,non,483657
toile ardoisée et grise de lin,1,out,non,483657
toile ardoisée et rayée et rayonnée,2,out,non,483657
toile ardoisée et rayonnée,1,out,non,483657
toile ardoisée grise et écrue,1,out,non,483657
toile au lain,1,out,non,483657
toile au lait,8,out,non,483657
toile au lait lin,1,out,non,483657
toile bajas,1,out,non,483657
toile bajouge,1,out,non,483657
toile barrière,2,out,non,483657
toile Barrois,1,out,non,483657
toile bas brin,3,out,non,483657
toile basin coutil croisée et autre de chanvre et de lin,2,out,non,483657
toile basin coutil croisée et autres,2,out,non,483657
toile basin coutil croisée et autres de chanvre et de lin,3,out,non,483657
toile beaugrain,7,out,non,483657
toile blancard,129,out,non,483657
toile blancard cirée large,1,out,non,483657
toile blancard de chanvre,1,out,non,483657
toile blancard de lin,8,out,non,483657
toile blancard de Rouen,8,out,non,483657
toile blancard et fleuret,8,out,non,483657
toile blanche,902,out,non,483657
toile blanche à étoupe,1,out,non,483657
toile blanche à imprimer,1,out,non,483657
toile blanche abati,1,out,non,483657
toile blanche aman,2,out,non,483657
toile blanche bleue et de lin,1,out,non,483657
toile blanche cirée,1,out,non,483657
toile blanche commune,5,out,non,483657
toile blanche damassée de lin pour nappes et serviettes,1,out,non,483657
toile blanche de 13 à 20 fils,2,out,non,483657
toile blanche de 13 fils,2,out,non,483657
