goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
soliveaux de 9 à 18 pieds et de sapin,1,out,non,488241
soliveaux de 9 pieds et de sapin,1,out,non,488241
soliveaux de bois,3,out,non,488241
soliveaux de bois de nache,1,out,non,488241
soliveaux de châtaigner,1,out,non,488241
soliveaux de chêne,32,out,non,488241
soliveaux de chêne de 10 pieds,2,out,non,488241
soliveaux de chêne de 12 à 15 pieds,1,out,non,488241
soliveaux de chêne de 13 pieds,1,out,non,488241
soliveaux de chêne de 15 à 20 pieds,1,out,non,488241
soliveaux de chêne de 16 pieds,1,out,non,488241
soliveaux de chêne de 18 pieds,2,out,non,488241
soliveaux de chêne de 24 pieds,1,out,non,488241
soliveaux de cyprès,1,out,non,488241
soliveaux de hêtre,4,out,non,488241
soliveaux de sapin,109,out,non,488241
soliveaux de sapin de 16 pieds,1,out,non,488241
soliveaux de sapin de 28 pieds,2,out,non,488241
soliveaux de sapin de 5 pieds,1,out,non,488241
soliveaux de sapin de 6 pieds,1,out,non,488241
soliveaux petits,2,out,non,488241
soliveaux petits et de sapin,1,out,non,488241
solives,3,out,non,488241
solives de 16 à 20 pieds,1,out,non,488241
solives de sapin,1,out,non,488241
solles ou langues,1,out,non,488241
sommiers bruts et pour Mannem,2,out,non,488241
sommiers de bois,2,out,non,488241
sommiers de chêne,1,out,non,488241
sommiers façonnés et de chêne,1,out,non,488241
sommiers ou corps d'arbre de sapin,1,out,non,488241
son,142,out,non,488241
son d'Espagne,1,out,non,488241
son de farine,1,out,non,488241
son et vesse de fer,1,out,non,488241
sonde,6,out,non,488241
sonde d'argent,1,out,non,488241
sonde ou soude,1,out,non,488241
sonnettes,27,out,non,488241
sonnettes de bronze,1,out,non,488241
sonnettes de fonte,1,out,non,488241
soquet,1,out,non,488241
sorbet,7,out,non,488241
sortes,1,out,non,488241
sotas,1,out,non,488241
soucade,3,out,non,488241
soucis,53,out,non,488241
soucis de soie,1,out,non,488241
soucis pour mouchoirs,1,out,non,488241
soucoupes de faïence,1,out,non,488241
soucoupes et tasses de faïence,2,out,non,488241
soucoupes vernies,1,out,non,488241
soucrillon,2,out,non,488241
soucrillon en gerbes,1,out,non,488241
soude de toute sorte,6,out,non,488241
soude soufre,1,out,non,488241
soudes,859,out,non,488241
soudes et natron et salin,40,out,non,488241
soudes et potasse,23,out,non,488241
soudes et tartre,1,out,non,488241
soudure,10,out,non,488241
soudure de cuivre,1,out,non,488241
soufflets,45,out,non,488241
soufflets à bouche,2,out,non,488241
soufflets à feu,11,out,non,488241
soufflets à forge,10,out,non,488241
soufflets à poudre,3,out,non,488241
soufflets à tirer,1,out,non,488241
soufflets à tirer le vin,7,out,non,488241
soufflets à tirer le vin au clair,1,out,non,488241
soufflets à tirer le vin au clair et sa garniture,1,out,non,488241
soufflets à tirer vin au clair,1,out,non,488241
soufflets d'hermine,1,out,non,488241
soufflets de bois,1,out,non,488241
soufflets de cheminée,7,out,non,488241
soufflets de fer,1,out,non,488241
soufflets de forge,20,out,non,488241
soufflets de maréchal,2,out,non,488241
soufflets petits,5,out,non,488241
soufflets pour orgues,2,out,non,488241
soufre,1236,out,non,488241
soufre ???,1,out,non,488241
soufre à canons,1,out,non,488241
soufre brut,7,out,non,488241
soufre en canons,57,out,non,488241
soufre en canons épuré,1,out,non,488241
soufre en fanon,12,out,non,488241
soufre en fleurs,17,out,non,488241
soufre en mèche,1,out,non,488241
soufre épuré,7,out,non,488241
soufre raffiné,3,out,non,488241
soufre sublimé en poudre,8,out,non,488241
soufre vif,1,out,non,488241
souliers,835,out,non,488241
souliers à dessus de soie pour femme,5,out,non,488241
souliers anglais,1,out,non,488241
souliers blancs,3,out,non,488241
souliers brodés,22,out,non,488241
souliers brodés d'argent,4,out,non,488241
souliers brodés d'argent et d'or,8,out,non,488241
souliers brodés d'argent et de soie,1,out,non,488241
souliers brodés d'or,1,out,non,488241
souliers brodés et pour femme,11,out,non,488241
souliers communs,23,out,non,488241
souliers couverts en callemande et pour femme,1,out,non,488241
souliers couverts en étoffe,3,out,non,488241
souliers couverts en étoffes et pour femme,5,out,non,488241
souliers couverts en soie et pour femme,8,out,non,488241
souliers d'enfant,6,out,non,488241
souliers d'étoffe de soie,7,out,non,488241
souliers d'homme,20,out,non,488241
souliers de chanvre,1,out,non,488241
souliers de corde,2,out,non,488241
souliers de cordonnier,12,out,non,488241
souliers de cordonnier pour femme,6,out,non,488241
souliers de cordonnier pour homme,12,out,non,488241
souliers de cordonnier vieux,1,out,non,488241
souliers de cuir,49,out,non,488241
souliers de cuir couverts en soie pour femme,5,out,non,488241
souliers de cuir et pour femme,3,out,non,488241
souliers de cuir et pour homme,5,out,non,488241
souliers de cuir et pour homme et femme,1,out,non,488241
souliers de cuir pour homme,6,out,non,488241
souliers de cuir pour homme et femme,5,out,non,488241
souliers de dame,1,out,non,488241
souliers de maroquin,3,out,non,488241
souliers de soie,13,out,non,488241
souliers enfant,1,out,non,488241
souliers neufs,12,out,non,488241
souliers pantoufles et galoches,2,out,non,488241
souliers par paires,2,out,non,488241
souliers petits,2,out,non,488241
souliers pour enfant,12,out,non,488241
souliers pour femme,40,out,non,488241
souliers pour homme,77,out,non,488241
souliers pour homme et femme,2,out,non,488241
souliers vieux,4,out,non,488241
souline étoffe des Indes,1,out,non,488241
soupières de faïence,1,out,non,488241
souquets de mâts,1,out,non,488241
southoy,1,out,non,488241
soutien,1,out,non,488241
soux de grabanite,1,out,non,488241
soux en feuilles,1,out,non,488241
soyette de fil,1,out,non,488241
spalme,3,out,non,488241
spalte,1,out,non,488241
spardilles,7,out,non,488241
spart brut,3,out,non,488241
spart brut et presle,2,out,non,488241
sparterie,9,out,non,488241
sparterie brute en auf jonc et roseau,26,out,non,488241
spath,1,out,non,488241
spéculation,1,out,non,488241
spermaceti,59,out,non,488241
sperme,1,out,non,488241
sperme de baleine,14,out,non,488241
spermecely,1,out,non,488241
sphères,1,out,non,488241
spiante,1,out,non,488241
spicaceltica,47,out,non,488241
spicajudica,1,out,non,488241
spicanardi,16,out,non,488241
spinenardi,1,out,non,488241
spirinck,1,out,non,488241
spode,3,out,non,488241
sprottes,1,out,non,488241
square,1,out,non,488241
squille de grain,4,out,non,488241
squine,152,out,non,488241
stafisagre,30,out,non,488241
stagnon,1,out,non,488241
statue de pierre,2,out,non,488241
statue de plomb,1,out,non,488241
stechas arabique,1,out,non,488241
stephais,1,out,non,488241
sthouchais,1,out,non,488241
stil de grain,55,out,non,488241
stil de grains et vermillon,1,out,non,488241
stinkerque,28,out,non,488241
stinkerque à barre,1,out,non,488241
stinkerque brodées,1,out,non,488241
stinkerque brodées de couleur,1,out,non,488241
stinkerque de fil organdis,1,out,non,488241
stirax liquide,1,out,non,488241
stockfisch,497,out,non,488241
stockfisch et morue,1,out,non,488241
stockfisch mariné et salé,15,out,non,488241
stockfisch salé,5,out,non,488241
storax,202,out,non,488241
storax calames,2,out,non,488241
storax calamin,1,out,non,488241
storax en larme,1,out,non,488241
storax liquide,7,out,non,488241
stragondis,5,out,non,488241
sublimé,142,out,non,488241
sublimé corosif,14,out,non,488241
subsistances,27,out,non,488241
substances et produits chimiques,29,out,non,488241
substances et produits chimiques principalement eau-forte et couperose,14,out,non,488241
substances et produits chimiques principalement en eau-forte et couperose bleue et blanche,12,out,non,488241
suc de réglisse,27,out,non,488241
succade,1,out,non,488241
sucre,564,sugar,non,8358
sucre à devises et à casser,1,sugar,non,8358
sucre bâtard,1,sugar,non,8358
sucre blanc,1250,sugar,non,8358
sucre blanc brut des entrepôts étranger,1,sugar,non,8358
sucre blanc brut étranger,3,sugar,non,8358
sucre blanc en pain,4,sugar,non,8358
sucre blanc et sucre terré,49,sugar,non,8358
sucre blanc et sucre terré des Îles françaises de l'Amérique,1,sugar,non,8358
sucre blanc et sucre terré et sucre têtes,3,sugar,non,8358
sucre blanc et tabatières de bergamote,1,sugar,non,8358
sucre blanc terré et têtes,20,sugar,non,8358
sucre brun,83,sugar,non,8358
sucre brun brut,3,sugar,non,8358
sucre brun prix bas,1,sugar,non,8358
sucre brut,1619,sugar,non,8358
sucre brut autre que blanc,6,sugar,non,8358
sucre brut autre que blanc des entrepôts étranger,1,sugar,non,8358
sucre brut autre que blanc étranger,4,sugar,non,8358
sucre brut blanc,4,sugar,non,8358
sucre brut blanc ou terré,5,sugar,non,8358
sucre brut des colonies françaises au-delà du Cap,2,sugar,non,8358
sucre brut en forme,1,sugar,non,8358
sucre brut et sucre terré,5,sugar,non,8358
sucre brut par Nantes,1,sugar,non,8358
sucre candi,201,sugar,non,8358
sucre candi en pain et en poudre raffiné,1,sugar,non,8358
sucre candi et en pain,3,sugar,non,8358
sucre candi et sucre en pain par Bayonne Bordeaux Le Havre et Dunkerque,1,sugar,non,8358
sucre candi raffiné,1,sugar,non,8358
sucre carré,1,sugar,non,8358
sucre cassonade,1,sugar,non,8358
sucre commun,18,sugar,non,8358
sucre d'érable,4,sugar,non,8358
sucre d'orge,14,sugar,non,8358
sucre de Brésil et sucre blanc et sucre cru,1,sugar,non,8358
sucre de canne,1,sugar,non,8358
sucre de Cayenne,1,sugar,non,8358
sucre de Cayenne terré,5,sugar,non,8358
sucre de forme,1,sugar,non,8358
sucre de lait,1,sugar,non,8358
sucre de réglisse,2,sugar,non,8358
sucre de têtes,15,sugar,non,8358
sucre des Indes brut,1,sugar,non,8358
sucre des Indes terré,2,sugar,non,8358
sucre des Indes têtes,1,sugar,non,8358
sucre des prises terré,1,sugar,non,8358
sucre dit lompen,1,sugar,non,8358
sucre en blanc,1,sugar,non,8358
sucre en dragées,1,sugar,non,8358
sucre en forme terré,1,sugar,non,8358
sucre en lait,1,sugar,non,8358
sucre en pain,857,sugar,non,8358
sucre en pain blanc,1,sugar,non,8358
sucre en pain et en poudre raffiné,1,sugar,non,8358
sucre en pain et sucre raffiné,9,sugar,non,8358
sucre en pain et sucre raffiné et sucre têtes etc.,1,sugar,non,8358
sucre en pain et sucre terré,2,sugar,non,8358
sucre en pain par Le Havre,1,sugar,non,8358
sucre en pain par Strasbourg,1,sugar,non,8358
sucre en pain par Strasbourg Metz et Riltzeim,1,sugar,non,8358
sucre en pain pour la Compagnie des Indes,1,sugar,non,8358
sucre en pain raffiné,25,sugar,non,8358
sucre en pain sorti avec prime,13,sugar,non,8358
sucre en poudre,2,sugar,non,8358
sucre en poudre blanc,1,sugar,non,8358
sucre en poudre blanc de haut prix,1,sugar,non,8358
sucre en poudre brun,1,sugar,non,8358
sucre et raisin sec,2,sugar,non,8358
sucre et rocou,1,sugar,non,8358
sucre et tabac,1,sugar,non,8358
sucre et verdet,1,sugar,non,8358
sucre ferré,3,sugar,non,8358
sucre fin,3,sugar,non,8358
sucre mélasse,3,sugar,non,8358
sucre mélisse,1,sugar,non,8358
sucre mes ???,1,sugar,non,8358
sucre moscovade,8,sugar,non,8358
sucre noix,1,sugar,non,8358
sucre orianne,1,sugar,non,8358
sucre raffiné,279,sugar,non,8358
sucre roulé,1,sugar,non,8358
sucre royal,1,sugar,non,8358
sucre terré,1365,sugar,non,8358
sucre terré autre que blanc,1,sugar,non,8358
sucre terré autre que blanc des entrepôts étranger,1,sugar,non,8358
sucre terré autre que blanc étranger,3,sugar,non,8358
sucre terré blanc,1,sugar,non,8358
sucre terré blanc des entrepôts étranger,1,sugar,non,8358
sucre terré blanc étranger,7,sugar,non,8358
sucre terré blanc ordinaire et têtes de forme,11,sugar,non,8358
sucre terré brun étranger,3,sugar,non,8358
sucre terré commun,1,sugar,non,8358
sucre terré des colonies françaises au-delà du Cap,2,sugar,non,8358
sucre terré des Indes,1,sugar,non,8358
sucre terré et sucre têtes,18,sugar,non,8358
sucre terré moyen,1,sugar,non,8358
sucre terré par Bayonne Marseille et Nantes,1,sugar,non,8358
sucre terré par Chapareillan,1,sugar,non,8358
sucre terré têtes,19,sugar,non,8358
sucre terré têtes de forme,1,sugar,non,8358
sucre têtes,402,sugar,non,8358
sucre têtes de forme,113,sugar,non,8358
sucre vergeoise,142,sugar,non,8358
sucrerie,18,sugar,non,8358
sucrerie drapée,2,sugar,non,8358
sucrier,4,out,non,488241
sucrier de faïence,2,out,non,488241
sucs d'espèces particulières,2,out,non,488241
suie de cheminée,3,out,non,488241
suif,1818,out,non,488241
suif à chandelle,19,out,non,488241
suif brut,10,out,non,488241
suif de mouton,1,out,non,488241
suif en branche,1,out,non,488241
suif en chandelle et en rames,1,out,non,488241
suif en masse,1,out,non,488241
suif en pain,95,out,non,488241
suif en poil,1,out,non,488241
suif en rames,13,out,non,488241
suif fondu,68,out,non,488241
suif pour faire du savon,1,out,non,488241
suif pour raffiner le cuivre,1,out,non,488241
suif soude,9,out,non,488241
suin,1,out,non,488241
suine,1,out,non,488241
sulfate d'alumine,2,out,non,488241
sulfate d'ammoniaque,2,out,non,488241
sulfate de cuivre,5,out,non,488241
sulfate de cuivre de fer et de zinc,2,out,non,488241
sulfate de cuivre et de fer,1,out,non,488241
sulfate de fer,5,out,non,488241
sulfate de magnésie de potasse et de soude,2,out,non,488241
sulfate de plomb,1,out,non,488241
sulfate de potasse,7,out,non,488241
sulfate de quinine,2,out,non,488241
sulfate de zinc,3,out,non,488241
sulfure d'arsenic jaune et rouge,4,out,non,488241
sulfure de mercure en pierres,3,out,non,488241
sumac,632,out,non,488241
sumac des corroyeurs,1,out,non,488241
sumac et autres feuilles tinctoriales,2,out,non,488241
sumeuille de cuivre,1,out,non,488241
surge de laine,4,out,non,488241
surons,1,out,non,488241
sutoze,1,out,non,488241
tabac,965,tobacco,non,2934
tabac à fumer,35,tobacco,non,2934
tabac à mâcher,1,tobacco,non,2934
tabac à râper,4,tobacco,non,2934
tabac à varié,1,tobacco,non,2934
tabac avarié,4,tobacco,non,2934
tabac briquet,5,tobacco,non,2934
tabac brut,1,tobacco,non,2934
tabac commun,15,tobacco,non,2934
tabac commun en feuilles,1,tobacco,non,2934
tabac côte de ???,1,tobacco,non,2934
tabac d'Espagne,44,tobacco,non,2934
tabac d'Espagne en feuilles,1,tobacco,non,2934
tabac de ???,1,tobacco,non,2934
tabac de Brésil,1,tobacco,non,2934
tabac de caisse,1,tobacco,non,2934
tabac de cantine,20,tobacco,non,2934
tabac de carottes,2,tobacco,non,2934
tabac de coco,1,tobacco,non,2934
tabac de Hollande,10,tobacco,non,2934
tabac de la Ferme,217,tobacco,non,2934
tabac de la Havane,11,tobacco,non,2934
tabac de renvoi,1,tobacco,non,2934
tabac de Séville,2,tobacco,non,2934
tabac de St. Domingue,17,tobacco,non,2934
tabac de St. Vincent,2,tobacco,non,2934
tabac de Virginie,28,tobacco,non,2934
tabac de Virginie en feuilles,10,tobacco,non,2934
tabac des Indes,1,tobacco,non,2934
tabac des prises,7,tobacco,non,2934
tabac divers,1,tobacco,non,2934
tabac du Brésil,69,tobacco,non,2934
tabac du Brésil acheté à Lisbonne,2,tobacco,non,2934
tabac du Brésil acheté à Lisbonne en faisant route pour la Côte d'Or,2,tobacco,non,2934
tabac du Brésil de Virginie,2,tobacco,non,2934
tabac du Brésil pris à Lisbonne par les bâtiments français négriers expédiés des ports de France pour la Côte d'Or,1,tobacco,non,2934
tabac du Brésil pris à Lisbonne par les bâtiments négriers expédiés des côtes de France pour la Côte d'Or,1,tobacco,non,2934
tabac en ???,1,tobacco,non,2934
tabac en andouille,6,tobacco,non,2934
tabac en caisse,5,tobacco,non,2934
tabac en cantine,1,tobacco,non,2934
tabac en carotte,81,tobacco,non,2934
tabac en carotte et en feuilles,1,tobacco,non,2934
tabac en carotte et en feuilles et en côtes,1,tobacco,non,2934
tabac en carotte et en feuilles et râpé,1,tobacco,non,2934
tabac en carotte et fabriqué,2,tobacco,non,2934
tabac en carotte et feuilles côtes,1,tobacco,non,2934
tabac en carotte et rolles,1,tobacco,non,2934
tabac en carotte par Bayonne,1,tobacco,non,2934
tabac en cordes,16,tobacco,non,2934
tabac en coren ???,3,tobacco,non,2934
tabac en côtes,17,tobacco,non,2934
tabac en côtes et en feuilles,27,tobacco,non,2934
tabac en côtes et en feuilles des entrepôts pour la régie,1,tobacco,non,2934
tabac en côtes et en feuilles pour la régie,6,tobacco,non,2934
tabac en feuille,1,tobacco,non,2934
tabac en feuilles,2,tobacco,non,2934
tabac en feuilles de la Louisiane,1,tobacco,non,2934
tabac en feuilles de Virginie,10,tobacco,non,2934
tabac en feuilles et autres,3,tobacco,non,2934
tabac en feuilles et en poudre,1,tobacco,non,2934
tabac en feuilles par Bayonne,1,tobacco,non,2934
tabac en feuilles par Dunkerque,1,tobacco,non,2934
tabac en filé,1,tobacco,non,2934
tabac en graine,1,tobacco,non,2934
tabac en manoque,19,tobacco,non,2934
tabac en poudre,277,tobacco,non,2934
tabac en poudre commun,1,tobacco,non,2934
tabac en poudre commun supérieur,1,tobacco,non,2934
tabac en poudre de la Havane,3,tobacco,non,2934
tabac en rolle,4,tobacco,non,2934
tabac en rouleau,11,tobacco,non,2934
tabac et savon,1,tobacco,non,2934
tabac et son d'Espagne,1,tobacco,non,2934
tabac fabriqué,47,tobacco,non,2934
tabac fabriqué et préparé,4,tobacco,non,2934
tabac ficelé,6,tobacco,non,2934
tabac filé,73,tobacco,non,2934
tabac fin,2,tobacco,non,2934
tabac frisé,2,tobacco,non,2934
tabac haché,4,tobacco,non,2934
tabac haché et à fumer,1,tobacco,non,2934
tabac pour échantillon,1,tobacco,non,2934
tabac pressé d'Allemagne,1,tobacco,non,2934
tabac râpé,91,tobacco,non,2934
tabac râpé de la Ferme,7,tobacco,non,2934
tabac râpé par Dunkerque,1,tobacco,non,2934
tabac viedé,1,tobacco,non,2934
tabagies,1,out,non,488241
tabatières,113,out,non,488241
tabatières à bergamote,1,out,non,488241
tabatières communes,3,out,non,488241
tabatières corne,1,out,non,488241
tabatières d'agate,7,out,non,488241
tabatières d'argent,21,out,non,488241
tabatières d'argent et d'or,1,out,non,488241
tabatières d'argent et dorées,1,out,non,488241
tabatières d'argent et petites,2,out,non,488241
tabatières d'écaille,53,out,non,488241
tabatières d'écaille à charnière d'or,1,out,non,488241
tabatières d'écaille à pitons d'argent,1,out,non,488241
tabatières d'écaille garnies d'argent,1,out,non,488241
tabatières d'écaille incrustées d'argent,1,out,non,488241
tabatières d'écaille incrustées d'argent et d'or,2,out,non,488241
tabatières d'écaille incrustées d'or,1,out,non,488241
tabatières d'écaille unie,3,out,non,488241
tabatières d'émail,1,out,non,488241
tabatières d'olivier,52,out,non,488241
tabatières d'or,11,out,non,488241
tabatières d'os,1,out,non,488241
tabatières de bergamote,12,out,non,488241
tabatières de bois,49,out,non,488241
tabatières de bois blanc,1,out,non,488241
tabatières de bois d'olivier,7,out,non,488241
tabatières de bois verni,1,out,non,488241
tabatières de buis,3,out,non,488241
tabatières de carton,78,out,non,488241
tabatières de coco,1,out,non,488241
tabatières de composition,2,out,non,488241
tabatières de corne,82,out,non,488241
tabatières de cuir,1,out,non,488241
tabatières de cuivre,1,out,non,488241
tabatières de cuivre jaune,1,out,non,488241
tabatières de fer-blanc,7,out,non,488241
tabatières de forme,1,out,non,488241
tabatières de nacre,1,out,non,488241
tabatières de paille,9,out,non,488241
tabatières de pinsbeck,3,out,non,488241
tabatières de vermeil,1,out,non,488241
tabatières émaillées,1,out,non,488241
tabatières enrichies,5,out,non,488241
tabatières garnies d'or,1,out,non,488241
tabatières unies,1,out,non,488241
tabatières vernies,3,out,non,488241
tabernacle,3,out,non,488241
tabernacle de marbre,1,out,non,488241
tabernacle doré,1,out,non,488241
table en plomb,61,out,non,488241
tableaux,540,out,non,488241
tableaux à bordures dorées,3,out,non,488241
tableaux à cadres dorés,3,out,non,488241
tableaux à l'huile,1,out,non,488241
tableaux anciens,1,out,non,488241
tableaux avec leurs cadres,2,out,non,488241
tableaux communs,21,out,non,488241
tableaux communs et sur toile,7,out,non,488241
tableaux communs et vieux,1,out,non,488241
tableaux d'optique,2,out,non,488241
tableaux de famille,4,out,non,488241
tableaux de papier peint,1,out,non,488241
tableaux et thèses,1,out,non,488241
tableaux fins et sur toile,1,out,non,488241
tableaux grossiers,3,out,non,488241
tableaux portraits,1,out,non,488241
tableaux sans bordures,2,out,non,488241
tableaux sans bordures et sur toile,2,out,non,488241
tableaux sur bois,1,out,non,488241
tableaux sur toile,17,out,non,488241
tableaux vieux,4,out,non,488241
tables,4,out,non,488241
tables à café,1,out,non,488241
tables à cannelle,1,out,non,488241
tables à écrire,1,out,non,488241
tables à jouer,6,out,non,488241
tables à thé,6,out,non,488241
tables d'acajou,1,out,non,488241
tables d'ardoises,13,out,non,488241
tables de bois,24,out,non,488241
tables de bois peintes,2,out,non,488241
tables de bois petites,1,out,non,488241
tables de chêne,2,out,non,488241
tables de marbre,141,out,non,488241
tables de marbre avec leurs pieds,1,out,non,488241
tables de marbre et à pieds dorés,2,out,non,488241
tables de marbre ouvré,1,out,non,488241
tables de marbre petites,2,out,non,488241
tables de noyer,1,out,non,488241
tables de nuit,2,out,non,488241
tables de quadrilles,3,out,non,488241
tables de sapin,17,out,non,488241
tables de sapin en forme de commonde,1,out,non,488241
tables de sapin peinte,2,out,non,488241
tables de sapin peintes,11,out,non,488241
tables de sapin vernies,2,out,non,488241
tables de toilette,1,out,non,488241
tables de verre,47,out,non,488241
tables en feuilles,1,out,non,488241
tables en marbre,24,out,non,488241
tables fermées,1,out,non,488241
tables jacinthes,1,out,non,488241
tables peintes,8,out,non,488241
tables vernies,13,out,non,488241
tabletterie,7,out,non,488241
tabletterie et porcelaine,1,out,non,488241
tablettes anisées,1,out,non,488241
tablettes d'ardoise,3,out,non,488241
tablier,3,out,non,488241
tablier brodé,4,out,non,488241
tablier brodé et de taffetas,1,out,non,488241
tablier de peau de chamois,1,out,non,488241
tablier de quadrilles,1,out,non,488241
tablier de taffetas,4,out,non,488241
tablier de toile peinte,3,out,non,488241
tablier peint,2,out,non,488241
tabourets,1,out,non,488241
tabourets d'enfant,1,out,non,488241
tacelle de fer,1,out,non,488241
taffetas,216,out,non,488241
taffetas à la bonne femme,1,out,non,488241
taffetas blanc,2,out,non,488241
taffetas bleu,3,out,non,488241
taffetas broché,1,out,non,488241
taffetas chiné,1,out,non,488241
taffetas cirés de soie,1,out,non,488241
taffetas crin,1,out,non,488241
taffetas d'Angleterre,4,out,non,488241
taffetas d'Avignon,2,out,non,488241
taffetas de Florence,2,out,non,488241
taffetas de Léon,1,out,non,488241
taffetas de Lyon,1,out,non,488241
taffetas de Pékin,2,out,non,488241
taffetas de soie,34,out,non,488241
taffetas foulard,1,out,non,488241
taffetas foulas,7,cotton goods,non,14762
taffetas lustré,1,out,non,488241
taffetas noir,3,out,non,488241
taffetas petit,3,out,non,488241
taffetas rayé,3,out,non,488241
tafia,333,out,non,488241
tafia par Dunkerque et étranger,1,out,non,488241
taillanderie,5,out,non,488241
taille de bois à couvrir,1,out,non,488241
taillole de coton,2,cotton goods,non,14762
taillole de laine,4,out,non,488241
talaris,5,out,non,488241
talc,5,out,non,488241
talc de Venise,2,out,non,488241
talons de bois,34,out,non,488241
talons de bois et forme de bois,1,out,non,488241
talons de cuir,1,out,non,488241
tamarin,300,out,non,488241
tamarin confit dans le sucre,4,out,non,488241
tamarin en gousse,38,out,non,488241
tamarin gousse entière,5,out,non,488241
tamarin gras,1,out,non,488241
tamarindy,2,out,non,488241
tambours,11,out,non,488241
tambours à sucre,5,out,non,488241
tambours d'acier,1,out,non,488241
tambours d'enfant,1,out,non,488241
tambours de fer,34,out,non,488241
tambours de fer pour moulins à sucre,1,out,non,488241
tambours de forme,1,out,non,488241
tambours pour moulins à sucre,1,out,non,488241
tamis,58,out,non,488241
tamis à faire et faits,1,out,non,488241
tamis à sucre,2,out,non,488241
tamis à tabac,1,out,non,488241
tamis de crin,4,out,non,488241
tamis de fil de laiton,3,out,non,488241
tamis de soie,1,out,non,488241
tamis de toile de crin,1,out,non,488241
tan,3,out,non,488241
tanabare ???,1,out,non,488241
tanches,1,out,non,488241
tanelles,1,out,non,488241
tanier de laine,1,out,non,488241
tanis de soie,43,out,non,488241
tanjebs,5,cotton goods,non,14762
tanquets de terre,1,out,non,488241
tapetal,1,out,non,488241
tapette,1,out,non,488241
tapette à mouches,1,out,non,488241
tapis,115,out,non,488241
tapis à côtes et à nœuds de laine,2,out,non,488241
tapis à petit point,1,out,non,488241
tapis autres qu'à côtes et à nœuds de laine,1,out,non,488241
tapis brodés,1,out,non,488241
tapis brodés en soie,1,out,non,488241
tapis brodés en surface et de drap,1,out,non,488241
tapis courtepointe,1,out,non,488241
tapis courtepointe de toile peinte,1,out,non,488241
tapis d'Angleterre,1,out,non,488241
tapis d'Aubusson,10,out,non,488241
tapis d'Auvergne,12,out,non,488241
tapis d'indienne,17,out,non,488241
tapis de billard,1,out,non,488241
tapis de chitte,1,out,non,488241
tapis de coton,1,cotton goods,non,14762
tapis de coton et de fil,2,cotton goods,non,14762
tapis de fil et de laine,2,out,non,488241
tapis de Guinée,2,out,non,488241
tapis de laine,109,out,non,488241
tapis de laine à côtes et à nœuds,1,out,non,488241
tapis de laine d'Aubusson,3,out,non,488241
tapis de laine d'Auvergne,1,out,non,488241
tapis de laine simples,4,out,non,488241
tapis de moquette,9,out,non,488241
tapis de palampoux,1,out,non,488241
tapis de Perse,1,out,non,488241
tapis de pieds,4,out,non,488241
tapis de pure laine,3,out,non,488241
tapis de Rouen,1,out,non,488241
tapis de satin,1,out,non,488241
tapis de satin blanc brodé,1,out,non,488241
tapis de satin brodé,4,out,non,488241
tapis de soie,1,out,non,488241
tapis de table,3,out,non,488241
tapis de table pièces,1,out,non,488241
tapis de toile cirée,1,out,non,488241
tapis de toile peinte,10,out,non,488241
tapis de toile rayée,1,out,non,488241
tapis de Turquie,9,out,non,488241
tapis de velours,7,out,non,488241
tapis des Indes,7,out,non,488241
tapis divers,18,out,non,488241
tapis du Caire,3,out,non,488241
tapis du Levant,2,out,non,488241
tapis et courtepointe,1,out,non,488241
tapis et tapisserie,1,out,non,488241
tapis fabrique de Tournai,1,out,non,488241
tapis fil teint,1,out,non,488241
tapis gros point,1,out,non,488241
tapis indienne,1,out,non,488241
tapis peints,7,out,non,488241
tapis peints brodés,1,out,non,488241
tapis vieux de renvoi,1,out,non,488241
tapisserie,113,out,non,488241
tapisserie à l'Aubusson,4,out,non,488241
tapisserie aux aiguilles,3,out,non,488241
tapisserie commune,21,out,non,488241
tapisserie d'Amiens,2,out,non,488241
tapisserie d'Anvers,1,out,non,488241
tapisserie d'Aubusson,111,out,non,488241
tapisserie d'Aubusson tenture,2,out,non,488241
tapisserie d'Audenarde,12,out,non,488241
tapisserie d'Auvergne,104,out,non,488241
tapisserie d'Auvergne tentures,1,out,non,488241
tapisserie d'Elbeuf,13,out,non,488241
tapisserie d'oudenarde,1,out,non,488241
tapisserie d'ouvrage,1,out,non,488241
tapisserie de Bayonne,1,out,non,488241
tapisserie de Beauvais,1,out,non,488241
tapisserie de Bergame,12,out,non,488241
tapisserie de Bruxelles,1,out,non,488241
tapisserie de Bruxelles et autres,5,out,non,488241
tapisserie de coton,1,cotton goods,non,14762
tapisserie de coton imprimé,1,cotton goods,non,14762
tapisserie de coutil,1,out,non,488241
tapisserie de coutil peinte,1,out,non,488241
tapisserie de cuir doré,11,out,non,488241
tapisserie de fil et de laine,3,out,non,488241
tapisserie de fil peint,1,out,non,488241
tapisserie de fil teint,2,out,non,488241
tapisserie de filoselle,1,out,non,488241
tapisserie de Flandre avec argent et or,1,out,non,488241
tapisserie de haut lieu vieille,1,out,non,488241
tapisserie de haute lice,13,out,non,488241
tapisserie de haute lice en tenture,2,out,non,488241
tapisserie de Hongrie,3,out,non,488241
tapisserie de la Marche,1,out,non,488241
tapisserie de laine,7,out,non,488241
