goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
mechoacam,15,,non,483077
médailles,3,,non,483077
médailles antiques,1,,non,483077
médailles d'argent,2,,non,483077
médaillons de terre,2,,non,483077
médicament composés,67,,non,483077
médicaments,289,,non,483077
médicaments composés,21,,non,483077
médicaments composés autre qu'eau distillée au poids,1,,non,483077
médicaments composés autres qu'eau distillée à la valeur,1,,non,483077
médicaments composés déclarés à la valeur,1,,non,483077
médicaments composés déclarés au poids,2,,non,483077
meffles,1,,non,483077
megelanne,1,,non,483077
mélangées,2,,non,483077
mélasse,13,,non,483077
mélasse des colonies françaises,1,,non,483077
mélasse et sirop,1,,non,483077
melle,1,,non,483077
melon,3,,non,483077
melon d'eau,2,,non,483077
membrures,2,,non,483077
membrures de 7 pieds,1,,non,483077
ménage,5,,non,483077
ménages,0,,oui,483077
menie,1,,non,483077
menottes de cuivre,3,,non,483077
menottes de fer,1,,non,483077
mentes à moulir,1,,non,483077
mentes à taillandier,1,,non,483077
menu charbon de terre,1,,non,483077
menu charbon de terre dit sméegruys,1,,non,483077
menue graine,0,,oui,483077
menuiserie,3,,non,483077
menus grains,3,,non,483077
menus sommiers,1,,non,483077
menutés,1,,non,483077
mercerie,3606,,non,483077
mercerie ???,3,,non,483077
mercerie à la valeur,5,,non,483077
mercerie bimbeloterie,66,,non,483077
mercerie commune,226,,non,483077
mercerie cru,1,,non,483077
mercerie d'Allemagne,1,,non,483077
mercerie d'étoupe de lin,1,,non,483077
mercerie de bois,5,,non,483077
mercerie de cordonnier à laine,1,,non,483077
mercerie de crin,2,,non,483077
mercerie de cuivre,7,,non,483077
mercerie de Nuremberg,2,,non,483077
mercerie de quincaille,1,,non,483077
mercerie de renvoi,2,,non,483077
mercerie en lignets et hameçons,1,,non,483077
mercerie en peigne d'ivoire,1,,non,483077
mercerie en peignes de bois,1,,non,483077
mercerie épingles,2,,non,483077
mercerie et bibelots,0,,oui,483077
mercerie et quincaille,0,,oui,483077
mercerie et quincaillerie,27,,non,483077
mercerie étrangère,2,,non,483077
mercerie fine,295,,non,483077
mercerie fine épingles,0,,oui,483077
mercerie fine et aiguilles,0,,oui,483077
mercerie fort,1,,non,483077
mercerie grosse,8,,non,483077
mercerie grossière,62,,non,483077
mercerie mêlée en lisière de drap,1,,non,483077
mercerie ordinaire,37,,non,483077
mercerie peignes de bois,1,,non,483077
mercerie peignes de corne,1,,non,483077
mercerie tabatières corne,0,,oui,483077
mercerie très commune,1,,non,483077
mercerie très fine,1,,non,483077
merciers,1,,non,483077
mercure,602,,non,483077
mercure corrosif,1,,non,483077
mercure coulant,2,,non,483077
mercure doux,17,,non,483077
mercure natif,5,,non,483077
mercure précipité,7,,non,483077
meriers,12,,non,483077
meriers à faire échelles,1,,non,483077
meriers petits,1,,non,483077
meriezes,1,,non,483077
merlan,2,,non,483077
merlan salé,1,,non,483077
merles,1,,non,483077
merlin,2,,non,483077
merluche,92,,non,483077
merluche salée,1,,non,483077
merlus,1,,non,483077
merrains,794,,non,483077
merrains ???,1,,non,483077
merrains à barils,47,,non,483077
merrains à barriques,477,,non,483077
merrains à barriques bûches,1,,non,483077
merrains à barriques douves,1,,non,483077
merrains à barriques et fonçaille,1,,non,483077
merrains à bœuf,2,,non,483077
merrains à bottes,10,,non,483077
merrains à boucaud,1,,non,483077
merrains à buses,4,,non,483077
merrains à buses douelles,1,,non,483077
merrains à busses,0,,oui,483077
merrains à fonçaille,13,,non,483077
merrains à fond,93,,non,483077
merrains à fonds,8,,non,483077
merrains à futailles,2,,non,483077
merrains à muid,1,,non,483077
merrains à pipes,301,,non,483077
merrains à pipes bûches,1,,non,483077
merrains à pipes de 4 à 5 pieds à 1 pouce 1/2 d'épaisseur,1,,non,483077
merrains à pipes de 4 pieds,1,,non,483077
merrains à poinçon,1,,non,483077
merrains à quart,49,,non,483077
merrains à tierçons,23,,non,483077
merrains à tonneau,0,,oui,483077
merrains à tonneaux,110,,non,483077
merrains à tortue,2,,non,483077
merrains au-dessous de 974 millimètres,2,,non,483077
merrains autres que de chêne,2,,non,483077
merrains autres que de chêne de toutes dimensions à la valeur,1,,non,483077
merrains autres que de chêne de toutes dimensions au nombre,1,,non,483077
merrains barillage,1,,non,483077
merrains barricages,3,,non,483077
merrains barriques douelles,1,,non,483077
merrains bourdilles,2,,non,483077
merrains bourdillons,1,,non,483077
merrains cartage,1,,non,483077
merrains communs,1,,non,483077
merrains de 1 mètre 299 millimètres de longueur et au-dessus,2,,non,483077
merrains de 1299mm de longueur et au-dessus,1,,non,483077
merrains de 1299mm exclus à 974 inclus,1,,non,483077
merrains de 4 pieds,1,,non,483077
merrains de 5 pieds,1,,non,483077
merrains de chêne,7,,non,483077
merrains de chêne au-dessous de 974 millimètres,2,,non,483077
merrains de chêne de 1 mètre 299 millimètres de long et au-dessus,1,,non,483077
merrains de chêne de 1 mètre 299 millimètres inclusivement à 974 exclusivement,1,,non,483077
"merrains de chêne de 1,299 mètres à 974 millimètres de long",1,,non,483077
"merrains de chêne de 1,299 mètres de long et au-dessus",1,,non,483077
merrains de douves,1,,non,483077
merrains de maille,1,,non,483077
merrains de sapin,14,,non,483077
merrains douelles,2,,non,483077
merrains en barriques,6,,non,483077
merrains en fonçaille,3,,non,483077
merrains en pipes,1,,non,483077
merrains et feuillards,6,,non,483077
merrains fonçaille,93,,non,483077
merrains futaille,2,,non,483077
merrains ganivelles,19,,non,483077
merrains petits,1,,non,483077
merrains pour faire des douves de fûts,1,,non,483077
merrains pour ferraille,1,,non,483077
merrains pour tonnellerie,3,,non,483077
merrains quartage douelles,1,,non,483077
merrains Scott,1,,non,483077
mervillon,44,,non,483077
mesat de clocher,1,,non,483077
mesures d'étain,2,,non,483077
métal,102,,non,483077
métal argenté doré vernissé etc.,2,,non,483077
métal composé,1,,non,483077
métal de fonte,0,,oui,483077
métal des Indes,1,,non,483077
métal et bronze moulé,0,,oui,483077
métal frappé et moulé et ouvré,0,,oui,483077
métal moulé,0,,oui,483077
métal moulu,1,,non,483077
métal ou ???,1,,non,483077
métal pour horlogerie,1,,non,483077
métaux,144,,non,483077
methe,1,,non,483077
métiers,1,,non,483077
métiers à faire bas,16,,non,483077
métiers à faire tapisserie,1,,non,483077
métiers à filer,1,,non,483077
métiers de drapier,1,,non,483077
métiers de tisserand,1,,non,483077
métiers presse et bluteaux et cribles de moulin,2,,non,483077
meubles,10,,non,483077
meubles ???,1,,non,483077
meubles à bijouterie,1,,non,483077
meubles à coutelier,1,,non,483077
meubles à moulins,3,,non,483077
meubles à taillandier,18,,non,483077
meubles affiloires,1,,non,483077
meubles de bois,9,,non,483077
meubles et effets,3,,non,483077
meubles et miroirs,130,,non,483077
meubles et ornements,14,,non,483077
meubles et pierres,32,,non,483077
meubles glaces et miroirs,13,,non,483077
meubles habits et bijoux,1,,non,483077
meubles matelas,2,,non,483077
meubles miroirs de toilettes,1,,non,483077
meubles ornements,1,,non,483077
meulardeaux,13,,non,483077
meulardeaux à coutelier,1,,non,483077
meulardes,4,,non,483077
meules,35,,non,483077
meules à aiguiser,223,,non,483077
meules à aiguiser au-dessus de 1218 millimètres en diamètre,1,,non,483077
meules à aiguiser bâtardes,1,,non,483077
meules à aiguiser de 1083 à 920 millimètres inclusivement en diamètre,2,,non,483077
meules à aiguiser de 1218 à 1083 millimètres inclusivement en diamètre,2,,non,483077
meules à aiguiser de 541 à 406 millimètres inclusivement en diamètre,3,,non,483077
meules à aiguiser de 677 à 541 millimètres inclusivement en diamètre,3,,non,483077
meules à aiguiser de 920 à 677 millimètres inclusivement en diamètre,3,,non,483077
meules à aiguiser de moins de 406 millimètres inclusivement en diamètre,3,,non,483077
meules à aiguiser grandes,1,,non,483077
meules à aiguiser moyennes,1,,non,483077
meules à aiguiser petites,1,,non,483077
meules à callandre,2,,non,483077
meules à coutelier,46,,non,483077
meules à coutelier petites,1,,non,483077
meules à Couteliers,1,,non,483077
meules à couture,2,,non,483077
meules à faire,22,,non,483077
meules à faux,3,,non,483077
meules à favre,33,,non,483077
meules à gagne-petit,1,,non,483077
meules à huile,2,,non,483077
meules à moudre de 1949 millimètres à 1299 en diamètre,2,,non,483077
meules à moudre de moins de 1299 millimètres en diamètre,3,,non,483077
meules à moudre de plus de 1949 millimètres en diamètre,2,,non,483077
meules à sabres,2,,non,483077
meules à sucre,3,,non,483077
meules à tailland ???,0,,oui,483077
meules à taillande,0,,oui,483077
meules à taillander,0,,oui,483077
meules à taillandier,198,,non,483077
meules à taillandier d'1 à 2 pieds,1,,non,483077
meules à taillandier de 2 pieds,1,,non,483077
meules à taillandier de 3 à 4,1,,non,483077
meules à taillandier de 4 à 5,1,,non,483077
meules à taillandier de 4 à 5 pouces,1,,non,483077
meules à taillandier de 4 pieds,1,,non,483077
meules à Talandier,2,,non,483077
meules à tannerie,0,,oui,483077
meules acoustiques,1,,non,483077
meules affiloires,7,,non,483077
meules assorties,1,,non,483077
meules au dessous de 4 pouces,1,,non,483077
meules au dessus de 4 pouces,1,,non,483077
meules bâtardes,34,,non,483077
meules brodées,1,,non,483077
meules coutier,1,,non,483077
meules de 4 pieds,1,,non,483077
meules de coutelier,2,,non,483077
meules de différents modules à aiguiser,4,,non,483077
meules de différents modules à moudre,4,,non,483077
meules de moulins de 4 pieds 1/2,0,,oui,483077
meules de moulins de 55 pieds,0,,oui,483077
meules de moulins de 6 pieds,0,,oui,483077
meules de pierre,14,,non,483077
meules en têtes de renne,1,,non,483077
meules ordinaires et à taillandier,1,,non,483077
meules petites,2,,non,483077
meules pour moulin,6,,non,483077
meules pour moulins,268,,non,483077
meules pour moulins de 4 pieds 1/2,1,,non,483077
meules pour moulins de 55 pieds,1,,non,483077
meules pour moulins de 6 pieds,1,,non,483077
meules pour moulins de haute catégorie,2,,non,483077
meules pour moulins dites grand loup d'Angleterre,1,,non,483077
meules pour moulins dites petit loup d'Angleterre,1,,non,483077
meules pour moulins du poids de 1200 à 1800 livres,1,,non,483077
meules pour moulins du poids de 2000 à 2800 livres,1,,non,483077
meules pour moulins du poids de 300 à 1000 livres,1,,non,483077
meules pour moulins du poids de 3000 à 4000 livres,1,,non,483077
meules pour moulins du poids de 5000 à 6000 livres,1,,non,483077
meules pour moulins grosses,1,,non,483077
meules pour moulins petites,3,,non,483077
meulières,1,,non,483077
meuniers,1,,non,483077
microscope,1,,non,483077
miel,1326,,non,483077
miel blanc,1,,non,483077
miel brouche,1,,non,483077
miel brun,1,,non,483077
miel brut,1,,non,483077
miel commun,1,,non,483077
miel cru,4,,non,483077
miel cuit,4,,non,483077
miel de Narbonne,5,,non,483077
miel façonné,7,,non,483077
mignonette,1,,non,483077
mignonette au quart de soie,1,,non,483077
mignonette avec un brin de soie,1,,non,483077
mignonette de soie,1,,non,483077
mignonette des prises,2,,non,483077
mignonette étoffe,9,,non,483077
mignonnette,38,,non,483077
mignotte étoffe,4,,non,483077
migon,18,,non,483077
mil,3,,non,483077
mille gants,3,,non,483077
milleret,1,,non,483077
milleret et agréments,0,,oui,483077
milleret et agréments de soie,0,,oui,483077
millet,10,,non,483077
mimy,0,,oui,483077
mine,3,,non,483077
mine d'alquifoux,1,,non,483077
mine d'asphalte,1,,non,483077
mine de borde,1,,non,483077
mine de cuivre,4,,non,483077
mine de cuivre rouge,1,,non,483077
mine de fer,82,,non,483077
mine de plomb,332,,non,483077
mine de plomb noire,2,,non,483077
mine de plomb rouge,2,,non,483077
mine de Prusse,1,,non,483077
mine de roche,3,,non,483077
mine lavée,1,,non,483077
minerai de fer brut ou lavé,2,,non,483077
minerai de fer chromaté,2,,non,483077
minerai de fer sulfuré,1,,non,483077
minerai de plomb,1,,non,483077
minéraux,2,,non,483077
mini,0,,oui,483077
minium,99,,non,483077
minium et mine orange,4,,non,483077
minium rouge divisé,3,,non,483077
miniun,0,,oui,483077
minutier,3,,non,483077
miny,259,,non,483077
mireau,2,,non,483077
mirke,1,,non,483077
mirobolant,47,,non,483077
miroirs,206,,non,483077
miroirs à bordures dorées,6,,non,483077
miroirs à bordures dorées et grands,1,,non,483077
miroirs à bordures dorées et petits,1,,non,483077
miroirs à cadres dorés,10,,non,483077
miroirs communs,3,,non,483077
miroirs d'1 pied et demi,1,,non,483077
miroirs d'Allemagne,1,,non,483077
miroirs de 2 pieds,1,,non,483077
miroirs de 25 pieds de haut et 1 de large,1,,non,483077
miroirs de poche,2,,non,483077
miroirs de toilette,4,,non,483077
miroirs de toilettes,0,,oui,483077
miroirs de traite,5,,non,483077
miroirs encadrés,1,,non,483077
miroirs grands,4,,non,483077
miroirs grands de plus de 3 millimètres d'épaisseurs,2,,non,483077
miroirs petits,31,,non,483077
miroirs petits sans distinction,2,,non,483077
mistelle,1,,non,483077
mitaines,1,,non,483077
mitaines bordées de soie par paires,3,,non,483077
mitaines brodées,1,,non,483077
mitaines de peau,1,,non,483077
mitaines de peau lisérées de soie,1,,non,483077
mitaines de soie,2,,non,483077
mitaines de taffetas,2,,non,483077
mitaines garnies de ruban,1,,non,483077
mitaines garnies de soie,9,,non,483077
mitaines liserées,1,,non,483077
mitons à pierres fausses par paires de velours,1,,non,483077
mitons de soie,3,,non,483077
mitraille,3,,non,483077
mitraille de cuivre,1,,non,483077
mitraille vieille en batterie de cuisine,1,,non,483077
mitrailles de cuivre,103,,non,483077
mitrailles de cuivre pur vieux,1,,non,483077
mittes,2,,non,483077
mittes de soie,9,,non,483077
mittières de fer,1,,non,483077
mobilier,804,,non,483077
mobilier vieux,14,,non,483077
mocade,0,,oui,483077
mode de bœuf,1,,non,483077
"mode, peaux, porcelaine, ruban 16 onces",1,,non,483077
modèle de château de carton,1,,non,483077
modèle de plâtre,1,,non,483077
modèle de sculpture,1,,non,483077
modes,0,,oui,483077
modes de Montauban,1,,non,483077
moelle,1,,non,483077
moëlle,0,,oui,483077
moelle de bœuf,10,,non,483077
moëlle de bœuf,0,,oui,483077
moellons,6,,non,483077
moellons à faire chaux,1,,non,483077
moellons à faire des bâtiments,1,,non,483077
moellons argile ciment gypse sable stuc tuf pavés pierres à chaux pierres meulières pouzzolane,0,,oui,483077
moellons de brique,2,,non,483077
moellons de briques,0,,oui,483077
moellons pierres meulières etc.,2,,non,483077
moines garnis de fer-blanc,1,,non,483077
moire,1,,non,483077
moire blanche,2,,non,483077
moire d'argent,1,,non,483077
Moka,0,,oui,483077
molenaers,1,,non,483077
molleton,103,,non,483077
molleton aune,1,,non,483077
molleton de capiton,4,,non,483077
molleton de coton,16,,non,483077
molleton de laine,28,Lainage,non,9470
molleton de laine imprimé,2,,non,483077
molleton de soie,1,,non,483077
molleton et taffetas de laine,3,,non,483077
molleton frisé,1,,non,483077
mollues,2,,non,483077
momade,1,,non,483077
momie,7,,non,483077
moncayard,5,,non,483077
mongette,44,,non,483077
mongistere,7,,non,483077
monnaie d'argent,0,,oui,483077
monnaie de billon,0,,oui,483077
monnaie de cuivre,0,,oui,483077
monnaies au type étranger,95,,non,483077
monnaies d'argent,32,,non,483077
monnaies d'argent en espèces coursables,1,,non,483077
monnaies d'argent et d'or et au type étranger,7,,non,483077
monnaies d'argent par Calais,2,,non,483077
monnaies d'argent par Strasbourg et Metz,1,,non,483077
monnaies d'argent par Valenciennes,1,,non,483077
monnaies d'or,18,,non,483077
monnaies d'or par Calais,1,,non,483077
monnaies d'or quadruple,3,,non,483077
monnaies de billon,3,,non,483077
monnaies de cuivre,47,,non,483077
monnaies de cuivre de Suède,4,,non,483077
monnaies de cuivre jaune,1,,non,483077
monnaies de cuivre ouvré,1,,non,483077
monnaies de cuivre pur,4,,non,483077
monnaies du Portugal,1,,non,483077
montichon,2,,non,483077
montres,2,,non,483077
montres d'argent,8,,non,483077
montres d'argent et d'or,1,,non,483077
montres d'or,9,,non,483077
montres d'or à répétition,1,,non,483077
montres d'or ordinaires,1,,non,483077
montres de cuivre,2,,non,483077
montres de poche,3,,non,483077
montres de poche à caisse d'argent,1,,non,483077
montres de poche à caisse d'or,1,,non,483077
montres de poches à caisse de pinsbeck,1,,non,483077
montres et pendule,1,,non,483077
moque de gréz,0,,oui,483077
moques de grès,1,,non,483077
moquette,136,,non,483077
moquette de fil et de laine,4,,non,483077
moquette de fil et laine,1,,non,483077
moquette de laine,2,,non,483077
moquette de laine et de fil,1,,non,483077
moquette grasse de laine et fil,1,,non,483077
moquette rouge,1,,non,483077
moquette verte,1,,non,483077
morceaux cousus,2,,non,483077
morceaux cousus de hamsters,2,,non,483077
morceaux cousus de lapins et lièvres,2,,non,483077
morceaux cousus dos et ventre de petits-gris,2,,non,483077
morceaux d'espars,1,,non,483077
morceaux de bois,1,,non,483077
morceaux de bois ordinaire de 6 à 7 pieds,1,,non,483077
morceaux de bois puant de 6 pieds,1,,non,483077
morceaux de planches,1,,non,483077
morceaux de sapin,2,,non,483077
morenine de soie,1,,non,483077
morilles,16,,non,483077
morilles et mousserons et truffes,1,,non,483077
morilles et mousserons frais,1,,non,483077
morilles et mousserons secs ou marinés,2,,non,483077
morilles et truffes,1,,non,483077
mors de bride,0,,oui,483077
mors de brides,29,,non,483077
mors de brides dorés,1,,non,483077
mors et brides,3,,non,483077
mortiers,2,,non,483077
mortiers de bois,1,,non,483077
mortiers de bronze,1,,non,483077
mortiers de fer,6,,non,483077
mortiers de fonte,6,,non,483077
mortiers de marbre,136,,non,483077
mortiers de métal,1,,non,483077
mortiers de métal et pilon,1,,non,483077
mortiers de pierre,21,,non,483077
mortiers de terre,1,,non,483077
mortiers et pilon,1,,non,483077
morue,188,,non,483077
morue ???,1,,non,483077
morue avariée,1,,non,483077
morue avec harengs des prises,1,,non,483077
morue blanche,1,,non,483077
morue de Hollande,5,,non,483077
morue de pêche française,10,,non,483077
morue douce,1,,non,483077
morue en pavé,1,,non,483077
morue en saumure,2,,non,483077
