numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
40,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Huile d'olive,Marseille,Angleterre,59378,livres,"0,4",23752,"0,8",
41,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Indienne,Marseille,Angleterre,275,pièces,12,3300,0,
42,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Indigo,Marseille,Angleterre,7359,livres,5,36795,0,
43,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Legumes,Marseille,Angleterre,47000,livres,"0,15",7050,0,
44,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Liqueurs,Marseille,Angleterre,3384,livres,1,3384,0,
45,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Librairie,Marseille,Angleterre,1057,livres,2,2114,0,
46,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Liege,Marseille,Angleterre,150,livres,"0,5",75,0,
47,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Lustres,Marseille,Angleterre,200,livres,"1,5",300,0,
48,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Manes,Marseille,Angleterre,65,livres,"1,75",113,"-0,75",
49,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Mercerie,Marseille,Angleterre,14546,livres,"3,5",50911,0,
50,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Mouchoirs de coton,Marseille,Angleterre,200,pièces,8,1600,0,
51,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Olives,Marseille,Angleterre,2535,livres,"0,1",253,"-0,5",
52,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Papier blanc,Marseille,Angleterre,12460,rames,6,74760,0,
53,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Peaux de marroquin,Marseille,Angleterre,150,livres,"1,5",225,0,
54,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Peaux de veaux tannés,Marseille,Angleterre,435,livres,"0,6",261,0,
55,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Planches de sapin,Marseille,Angleterre,24,douzaines,9,216,0,
56,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Poisson salé,Marseille,Angleterre,700,livres,"0,25",172,-3,
57,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Pomade,Marseille,Angleterre,50,livres,"1,5",75,0,
58,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Poudre a poudrer,Marseille,Angleterre,470,livres,"0,2",94,0,
59,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Pruneaux,Marseille,Angleterre,6100,livres,"0,2",1220,0,
60,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Quincaille de fer et acier,Marseille,Angleterre,750,livres,1,750,0,
61,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Raisin sec,Marseille,Angleterre,13370,livres,"0,2",2174,-500,erreur de calcul
62,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Saffran,Marseille,Angleterre,4300,livres,20,86000,0,
63,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Savon,Marseille,Angleterre,381825,livres,"0,25",95456,"-0,25",
64,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Sirop de capilaire,Marseille,Angleterre,1504,livres,1,1504,0,
65,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Soude,Marseille,Angleterre,80000,livres,"0,1",8000,0,
66,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Souffre,Marseille,Angleterre,46192,livres,"0,15",6928,"-0,8",
67,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Souliers,Marseille,Angleterre,200,paires,3,600,0,
68,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Sucre blanc,Marseille,Angleterre,15075,livres,"0,5",7537,"-0,5",
69,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Sumac,Marseille,Angleterre,40650,livres,"0,35",14227,"-0,5",
70,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Taffia,Marseille,Angleterre,12000,livres,1,12000,0,
71,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Tartre,Marseille,Angleterre,700,livres,"0,21",147,0,
72,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Terebentine,Marseille,Angleterre,127,livres,"0,5",63,"-0,5",
73,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Thé,Marseille,Angleterre,265,livres,3,795,0,
74,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Toile blanche,Marseille,Angleterre,18399,livres,5,91995,0,
75,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Toile de Laval,Marseille,Angleterre,1225,livres,3,3675,0,
76,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Toile peinte,Marseille,Angleterre,2775,livres,"2,5",6937,"-0,5",
77,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Tuiles,Marseille,Angleterre,9000,en nombre,"0,04",360,0,
78,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Verres communs,Marseille,Angleterre,1421,livres,"0,4",568,"-0,4",
79,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Vin muscat,Marseille,Angleterre,14,milleroles,20,280,0,
80,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Vin rouge,Marseille,Angleterre,848,milleroles,12,10176,0,
81,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Amandes,Marseille,Danemark,419,livres,"0,2",83,"-0,8",
82,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Bas de soye,Marseille,Danemark,60,livres,30,1800,0,
83,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Bouchons de liege,Marseille,Danemark,1000,livres,1,1000,0,
84,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Caffé,Marseille,Danemark,34725,livres,"0,75",52087,"26043,25",erreur de calcul
85,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Capres,Marseille,Danemark,2207,livres,"0,6",1324,"-0,2",
86,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Chandelles,Marseille,Danemark,2590,livres,"0,4",1036,0,
87,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Drogueries,Marseille,Danemark,326,livres,1,326,0,
88,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Eau de fleur d'orange,Marseille,Danemark,900,livres,1,900,0,
89,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Eau de vie,Marseille,Danemark,1225,livres,"0,25",306,"-0,25",
90,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Echalottes,Marseille,Danemark,200,livres,"0,1",20,0,
91,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Figues,Marseille,Danemark,104,livres,"0,2",20,"-0,8",
92,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Foin,Marseille,Danemark,2700,livres,"0,05",135,0,
93,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Graine jaune,Marseille,Danemark,110,livres,"0,25",28,"0,5",
94,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Harangs blancs,Marseille,Danemark,200,barils,20,4000,0,
95,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Huile d'olive,Marseille,Danemark,4335,livres,"0,4",1734,0,
96,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Indigo,Marseille,Danemark,549,livres,5,2745,0,
97,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Liqueurs,Marseille,Danemark,500,livres,"1,5",750,0,
98,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Mouchoirs de soye,Marseille,Danemark,35,douzaines,36,1260,0,
99,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Mulets,Marseille,Danemark,98,en nombre,200,19600,0,
100,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Noisettes,Marseille,Danemark,235,livres,"0,05",11,"-0,75",
101,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Noix,Marseille,Danemark,158,livres,"0,05",7,"-0,9",
102,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Olives,Marseille,Danemark,1500,livres,"0,1",150,0,
103,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Orge,Marseille,Danemark,38,charges,12,456,0,
104,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Paille,Marseille,Danemark,19650,livres,"0,01",3930,"3733,5",erreur de calcul (a confondu livre et sol)
105,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Papier blanc,Marseille,Danemark,114,rames,5,570,0,
106,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Poisson salé,Marseille,Danemark,1580,livres,"0,25",395,0,
107,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Poivre,Marseille,Danemark,2400,livres,1,2400,0,
108,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Pomade,Marseille,Danemark,50,livres,3,150,0,
109,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Pruneaux,Marseille,Danemark,1515,livres,"0,2",303,0,
110,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Raisin secs,Marseille,Danemark,215,livres,"0,15",32,"-0,25",
111,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Saucissons,Marseille,Danemark,105,livres,1,105,0,
112,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Savon madré,Marseille,Danemark,11585,livres,"0,25",2896,"-0,25",
113,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Sel armoniac,Marseille,Danemark,110,livres,"1,5",165,0,
