line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
408,National toutes directions tous partenaires,1750,Rennes,,Angleterre,Imports,Ancres ; de fer,,,900,0,9,en nombre,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,288,900,,,,Jérémy Hervelin,,,,,,,,,,,,
409,National toutes directions tous partenaires,1750,Rouen,,Angleterre,Imports,Anspects,,,125,0,500,en nombre,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,125,,,,Jérémy Hervelin,,,,,,,,,,,,
410,National toutes directions tous partenaires,1750,Amiens,,Angleterre,Imports,Arbres ; à planter,,,12,0,,,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,12,,,,Jérémy Hervelin,,,,,,,,,,,,
411,National toutes directions tous partenaires,1750,Rouen,,Angleterre,Imports,Arcenic,,,54.299999,0,155,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,54.3,,,,Jérémy Hervelin,,,,,,,,,,,,
412,National toutes directions tous partenaires,1750,Amiens,,Angleterre,Imports,Ardoises,,,7447.2998,0,275825,en nombre,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,7447.3,,,,Jérémy Hervelin,,,,,,,,,,,,
413,National toutes directions tous partenaires,1750,Amiens,,Angleterre,Imports,Argenterie,,,2415,0,,,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,2415,,,,Jérémy Hervelin,,,,,,,,,,,,
414,National toutes directions tous partenaires,1750,Amiens,,Angleterre,Imports,Avirons,,,589.79999,0,337,en nombre,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,589.8,,,,Jérémy Hervelin,,,,,,,,,,,,
415,National toutes directions tous partenaires,1750,Amiens,,Angleterre,Imports,Barils ; vuides,,,67.5,0,45,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,67.5,,,,Jérémy Hervelin,,,,,,,,,,,,
416,National toutes directions tous partenaires,1750,Amiens,,Angleterre,Imports,Bas ; de laine,,,130,0,26,paires,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,289,195,,,,Jérémy Hervelin,,,,,,,,,,,,
417,National toutes directions tous partenaires,1750,Amiens,,Angleterre,Imports,Bas ; de soye,,,65,0,5,paires,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Angleterre_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,290,195,,,,Jérémy Hervelin,,,,,,,,,,,,
