line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1295,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Aiguilles,,,14410,0,2882,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,5,,,,,Jérémy Hervelin,,,,,,,,,,,
1296,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Alambie ; de terre,,,50,0,,,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,5,,,,,Jérémy Hervelin,,,,,,,,,,,
1297,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Alun,,,2,0,10,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,5,,,,,Jérémy Hervelin,,,,,,,,,,,
1298,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Anchois,,,90,0,5,barils,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,5,,,,,Jérémy Hervelin,,,,,,,,,,,
1299,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Anchois,,,16,0,20,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,5,,,,,Jérémy Hervelin,,,,,,,,,,,
1300,National toutes directions tous partenaires,1750,Saint-Quentin,,Flandre Autrichienne,Imports,Anchois,,,21,0,20,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,5,,,,,Jérémy Hervelin,,,,,,,,,,,
1301,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Arbres ; à planter,,,5400,0,108,en nombre,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
1302,National toutes directions tous partenaires,1750,Charleville,,Flandre Autrichienne,Imports,Ardoises,,,50,0,2,milliers,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
1303,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Avoine ; mondée,,,3.8,0,25,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
1304,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Azur,,,741,0,1140,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
1305,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Azur,,,32,0,40,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
1306,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Balais ; de bois,,,2175,0,29000,en nombre,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
1307,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Balais ; de bois,,,572,0,,,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
1308,National toutes directions tous partenaires,1750,Flandre,,Flandre Autrichienne,Imports,Baleine ; coupée,,,1430,0,286,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Imports_1750.csv,BM Saint-Brieuc Fonds Gournay - M86,6,,,,,Jérémy Hervelin,,,,,,,,,,,
