line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
5093,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Acier,,,1949.5,0,5570,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,1949.5,,,,Jérémy Hervelin,,,,,,,,,,,
5094,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Agremens ; or et argent,,,750,0,5,pièces,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,750,,,,Jérémy Hervelin,,,,,,,,,,,
5095,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Ajamis,,,319365,0,35485,pièces,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,319365,,,,Jérémy Hervelin,,,,,,,,,,,
5096,National toutes directions tous partenaires,1750,Narbonne,,Italie,Exports,Ails,,,16,0,80,fours,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,16,,,,Jérémy Hervelin,,,,,,,,,,,
5097,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Aloës,,,280,0,280,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,280,,,,Jérémy Hervelin,,,,,,,,,,,
5098,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Alun,,,543.7,0,5437,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,543.7,,,,Jérémy Hervelin,,,,,,,,,,,
5099,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Amadou,,,175,0,250,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,175,,,,Jérémy Hervelin,,,,,,,,,,,
5100,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Amandes : cassées,,,54385.2,0,271926,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,69,54385.2,,,,Jérémy Hervelin,,,,,,,,,,,
5101,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Amidon,,,15962.4,0,79812,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,70,15962.4,,,,Jérémy Hervelin,,,,,,,,,,,
5102,National toutes directions tous partenaires,1750,Marseille,,Italie,Exports,Anis,,,11621.6,0,58108,livres,,sources/National toutes directions tous partenaires/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Italie_Exports_1750.csv,BM Saint-Brieuc Fonds Gournay - M85,70,11621.6,,,,Jérémy Hervelin,,,,,,,,,,,
