line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
4382,Local,1757,Nantes,,Angleterre,Imports,beuf salé,,,,,1695,barils,36,Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4382,Local,1757,Nantes,,Angleterre,Imports,beuf salé,,,,,378,tierçons,50,Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4383,Local,1757,Nantes,,Angleterre,Imports,Beure,,,,,93030,livres,"0,35",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4384,Local,1757,Nantes,,Angleterre,Imports,crin,,,,,1719,livres,"0,6",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4385,Local,1757,Nantes,,Angleterre,Imports,Cuirs de boeuf en poil,,,,,1257,pièces,6,Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4386,Local,1757,Nantes,,Angleterre,Imports,huille de poisson,,,,,392,livres,"0,25",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4387,Local,1757,Nantes,,Angleterre,Imports,Laine,,,,,4235,livres,"1,25",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4388,Local,1757,Nantes,,Angleterre,Imports,Lard,,,,,50,baril,35,Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4389,Local,1757,Nantes,,Angleterre,Imports,Saumon Salé,,,,,75,tierçons,35,Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4390,Local,1757,Nantes,,Angleterre,Imports,Soude,,,,,50000,livres,"0,25",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4391,Local,1757,Nantes,,Angleterre,Imports,Suif,,,,,9950,livres,"0,35",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4392,Local,1757,Nantes,,Danemark,Imports,Bois merain à pipe,,,,,1000,douelles,"0,44",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4393,Local,1757,Nantes,,Danemark,Imports,cabillauds,,,,,282968,livres,"0,25",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4394,Local,1757,Nantes,,Danemark,Imports,charbon de terre,,,,,183,barique,10,Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4395,Local,1757,Nantes,,Danemark,Imports,clous de fer,,,,,780,livres,"0,3",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4396,Local,1757,Nantes,,Danemark,Imports,Fer en botte,,,,,4500,livres,"0,3",Nantes -- 1757 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
4397,Local,1757,Nantes,,Danemark,Imports,Huile de poisson,,,,,3339,livres,"0,25",Nantes -- 1757 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
