line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,
2635,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 33 pieds,,,13284,,1107,pièces,12,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,"le prix semble élevé, erreur de calcul supposée (valeur notée 663)",0,,,,,,,,,,,,,,,,,,,,,
2635,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 27 à 30 pieds,,,1720,,172,pièces,10,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2636,Local,1747,Nantes,,De hollande,Imports,pipes à fumer,,,1273,,566,grosses,"2,25",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2637,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 27 à 28 pieds,,,3095,,345,pièces,9,Nantes -- 1747 --  Imports -- AD44_C706,,6,pieds,5,;,275,de,20,,-10,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
2637,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 27 pieds,,,4955,,583,pièces,"8,5",Nantes -- 1747 --  Imports -- AD44_C706,,6,pieds,5,;,275,de,20,,"-0,5",,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
2637,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 16 pieds,,,1200,,240,pièces,5,Nantes -- 1747 --  Imports -- AD44_C706,,6,pieds,5,;,275,de,20,,0,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
2637,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 10 à 12 pieds,,,900,,450,pièces,2,Nantes -- 1747 --  Imports -- AD44_C706,,6,pieds,5,;,275,de,20,,0,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
2637,Local,1747,Nantes,,De hollande,Imports,"planches de prusse de 10,5 pieds",,,375,,250,pièces,"1,5",Nantes -- 1747 --  Imports -- AD44_C706,,6,pieds,5,;,275,de,20,,0,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
2638,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 26 à 30 pieds,,,2040,,340,pièces,6,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2638,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 26 à 27 pieds,,,1800,,360,pièces,5,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2638,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 20 à 27 pieds,,,1100,,275,pièces,4,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2638,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 15 à 16 pieds,,,782,,391,pièces,2,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2638,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 10 à 11 pieds,,,1830,,1830,pièces,1,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2638,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 10 pieds,,,9062,,15104,pièces,"0,6",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-0,399999999999636",,,,,,,,,,,,,,,,,,,,,
2638,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 9 à 10 pieds,,,862,,1725,pièces,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2639,Local,1747,Nantes,,De hollande,Imports,plomb a cassave,,,700,,3500,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2640,Local,1747,Nantes,,De hollande,Imports,plomb en grenaille,,,193,,749,livres,"0,26",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-1,74000000000001",,,,,,,,,,,,,,,,,,,,,
2641,Local,1747,Nantes,,De hollande,Imports,plombs en saumon,,,43590,,181625,livres,"0,24",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,erreur de calcul (valeur notée 435900),0,,,,,,,,,,,,,,,,,,,,,
2642,Local,1747,Nantes,,De hollande,Imports,plumes à écrire,,,48,,12,livres,4,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2643,Local,1747,Nantes,,De hollande,Imports,poelles à frire,,,1930,,1287,pièces,"1,5",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2644,Local,1747,Nantes,,De hollande,Imports,poivre,,,149594,,83108,livres,"1,8",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-0,399999999994179",,,,,,,,,,,,,,,,,,,,,
2645,Local,1747,Nantes,,De hollande,Imports,poix de bourgogne,,,466,,2333,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,"-0,600000000000023",,,,,,,,,,,,,,,,,,,,,
2646,Local,1747,Nantes,,De hollande,Imports,poterie  ,,,74,,250,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,
2647,Local,1747,Nantes,,De hollande,Imports,poupes de navires,,,200,,2,pièces,100,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2648,Local,1747,Nantes,,De hollande,Imports,quincaillerie,,,8155,,8155,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2649,Local,1747,Nantes,,De hollande,Imports,raves de moruë,,,6111,,291,barils,21,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,erreur de calcul (valeur notée 5111),0,,,,,,,,,,,,,,,,,,,,,
2650,Local,1747,Nantes,,De hollande,Imports,rubarbe,,,15350,,307,livres,50,Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2651,Local,1747,Nantes,,De hollande,Imports,soufre,,,"5879,4",,39196,livres,"0,15",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,erreur de calcul (valeur notée 5868),0,,,,,,,,,,,,,,,,,,,,,
2652,Local,1747,Nantes,,De hollande,Imports,stocfiche,,,526,,2630,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2653,Local,1747,Nantes,,De hollande,Imports,sumac,,,254,,3175,livres,"0,08",Nantes -- 1747 --  Imports -- AD44_C706,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2654,Local,1747,Nantes,,De hollande,Imports,tambours de fer,,,"1554,75",,6219,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,erreur de calcul (valeur notée 1534),0,,,,,,,,,,,,,,,,,,,,,
2655,Local,1747,Nantes,,De hollande,Imports,vergues de différentes proportions,,,640,,8,en nombre,80,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2656,Local,1747,Nantes,,Du Nord,Imports,Acier,,,3186,,12747,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,"-0,75",,,,,,,,,,,,,,,,,,,,,
2657,Local,1747,Nantes,,Du Nord,Imports,Amidon,,,10659,,53285,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
2658,Local,1747,Nantes,,Du Nord,Imports,Azur,,,13692,,17115,livres,"0,8",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,erreur de calcul (valeur notée 13682),0,,,,,,,,,,,,,,,,,,,,,
2659,Local,1747,Nantes,,Du Nord,Imports,barres d’anspects,,,1200,,240,pièces,5,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2660,Local,1747,Nantes,,Du Nord,Imports,bouteilles de verre,,,241,,1206,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,"-0,200000000000017",,,,,,,,,,,,,,,,,,,,,
2661,Local,1747,Nantes,,Du Nord,Imports,chanvre,,,"42674,75",,170699,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,erreur de calcul (valeur notée 8534),0,,,,,,,,,,,,,,,,,,,,,
2662,Local,1747,Nantes,,Du Nord,Imports,charbon de terre,,,460,,46,bariques,10,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2663,Local,1747,Nantes,,Du Nord,Imports,cofres forts de fer,,,400,,4,en nombre,100,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2664,Local,1747,Nantes,,Du Nord,Imports,cordage de chanvre,,,4074,,13580,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2665,Local,1747,Nantes,,Du Nord,Imports,couperoze,,,"3683,625",,38775,livres,"0,095",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,erreur de calcul (valeur notée 4583),0,,,,,,,,,,,,,,,,,,,,,
2666,Local,1747,Nantes,,Du Nord,Imports,cuirre de Russie,,,4754,,4754,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2667,Local,1747,Nantes,,Du Nord,Imports,Cuivre rouge,,,18639,,12426,livres,"1,5",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2668,Local,1747,Nantes,,Du Nord,Imports,Fer blanc Simple,,,18810,,171,barils,110,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2669,Local,1747,Nantes,,Du Nord,Imports,Fer noir,,,700,,10,barils,70,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2670,Local,1747,Nantes,,Du Nord,Imports,fil de leton,,,56,,56,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2671,Local,1747,Nantes,,Du Nord,Imports,limes,,,810,,1620,livres,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2672,Local,1747,Nantes,,Du Nord,Imports,Mercerie,,,2620,,1310,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2673,Local,1747,Nantes,,Du Nord,Imports,merrain a piper,,,80,,1000,douelles,"0,08",Nantes -- 1747 --  Imports -- AD44_C706,,7,,,,,,,erreur de calcul (valeur notée 120),0,,,,,,,,,,,,,,,,,,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 36 à 40 pieds,,,1792,,224,pièces,8,Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 32 pieds,,,2520,,420,pièces,6,Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 30 pieds,,,4775,,955,pièces,5,Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 26 pieds,,,1800,,600,pièces,3,Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 16 à 26 pieds,,,877,,351,pièces,"2,5",Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,"-0,5",10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 18 pieds,,,800,,400,pièces,2,Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 12 pieds,,,656,,650,pièces,1,Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,6,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 10 à 11 pieds,,,6018,,6688,pièces,"0,9",Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,"-1,19999999999982",10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 9 pieds,,,820,,1369,pièces,"0,6",Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,"-1,39999999999998",10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2674,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 5 pieds,,,258,,648,pièces,"0,4",Nantes -- 1747 --  Imports -- AD44_C706,,7,de,12,pieds,a,20,;,,"-1,19999999999999",10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
2675,Local,1747,Nantes,,Du Nord,Imports,porcelaine,,,250,,50,livres,5,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2676,Local,1747,Nantes,,Portugal,Imports,alun,,,12300,,61500,livres,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2677,Local,1747,Nantes,,Portugal,Imports,Charbon de terre,,,2800,,280,bariques,10,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2678,Local,1747,Nantes,,Portugal,Imports,citrons verts,,,540,,27,caisses,20,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2679,Local,1747,Nantes,,Portugal,Imports,Ecorce de citron verte,,,1018,,509,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2680,Local,1747,Nantes,,Portugal,Imports,figues,,,"3078,6",,20524,livres,"0,15",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,erreur de calcul (valeur notée 3780),0,,,,,,,,,,,,,,,,,,,,,
2681,Local,1747,Nantes,,Portugal,Imports,laine,,,27000,,13500,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,erreur de calcul (valeur notée 37 000),0,,,,,,,,,,,,,,,,,,,,,
2682,Local,1747,Nantes,,Portugal,Imports,Oranges,,,6930,,462,caisses,15,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2683,Local,1747,Nantes,,Portugal,Imports,peaux de mouton en laine,,,3000,,3000,pièces,1,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2684,Local,1747,Nantes,,La Suede,Imports,Acier,,,2808,,234,barils,12,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2684,Local,1747,Nantes,,La Suede,Imports,Acier,,,12977,,51910,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2685,Local,1747,Nantes,,La Suede,Imports,bray gras,,,8975,,359,barils,25,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2686,Local,1747,Nantes,,La Suede,Imports,charbon de terre,,,1260,,126,bariques,10,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2687,Local,1747,Nantes,,La Suede,Imports,cloux de fer,,,"5423,5",,21694,livres,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,erreur de calcul (valeur notée 4423),0,,,,,,,,,,,,,,,,,,,,,
2688,Local,1747,Nantes,,La Suede,Imports,douelles à pipes,,,194,,1620,douelles,"0,12",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,"-0,400000000000006",,,,,,,,,,,,,,,,,,,,,
2689,Local,1747,Nantes,,La Suede,Imports,epars petite,,,"1,76",,16,en nombre,"0,11",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,erreur de calcul (valeur notée 4),0,,,,,,,,,,,,,,,,,,,,,
2690,Local,1747,Nantes,,La Suede,Imports,fer en barres,,,39190,,356275,livres,"0,11",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,"-0,25",,,,,,,,,,,,,,,,,,,,,
2691,Local,1747,Nantes,,La Suede,Imports,fer en paquets,,,81,,812,livres,"0,1",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,"-0,200000000000003",,,,,,,,,,,,,,,,,,,,,
2692,Local,1747,Nantes,,La Suede,Imports,fer plat,,,"298,98",,2718,livres,"0,11",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,erreur de calcul (valeur notée 2989),0,,,,,,,,,,,,,,,,,,,,,
2693,Local,1747,Nantes,,La Suede,Imports,fer en taule,,,3108,,8880,livres,"0,35",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2694,Local,1747,Nantes,,La Suede,Imports,goudron,,,4900,,196,barils,25,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2695,Local,1747,Nantes,,La Suede,Imports,gournables,,,,,600,en nombre,,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2696,Local,1747,Nantes,,La Suede,Imports,Mats de 36 pieds,,,360,,3,pièces,120,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2697,Local,1747,Nantes,,La Suede,Imports,matreaux de 35 pieds,,,240,,2,pièces,120,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2697,Local,1747,Nantes,,La Suede,Imports,matreaux de 25 pieds,,,840,,21,pièces,40,Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2698,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 10 à 11 pieds,,,1455,,2425,pièces,"0,6",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2698,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 10 pieds,,,9637,,17523,pièces,"0,55",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,"-0,650000000001455",,,,,,,,,,,,,,,,,,,,,
2698,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 9 à 10 pieds,,,12455,,24910,pièces,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2699,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 9 pieds,,,4401,,8803,pièces,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2699,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 8 à 9 pieds,,,2277,,5060,pièces,"0,45",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2699,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 5 pieds,,,237,,790,pièces,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2699,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 4 à 5 pieds,,,360,,1441,pièces,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,25",,,,,,,,,,,,,,,,,,,,,
2699,Local,1747,Nantes,,La Suede,Imports,planches de sapin ; demi-planches,,,"877,5",,3510,pièces,"0,25",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,erreur de calcul (valeur notée 875),0,,,,,,,,,,,,,,,,,,,,,
2699,Local,1747,Nantes,,La Suede,Imports,planches de sapin ; bouts de planches,,,135,,676,pièces,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,200000000000017",,,,,,,,,,,,,,,,,,,,,
2699,Local,1747,Nantes,,La Suede,Imports,planches de sapin,,,72,,350,pièces,"0,2",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
2700,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Bois de Bresil,,,400,,1000,livres,"0,4",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2701,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,bois de campêche,,,3108,,10360,livres,"0,3",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2702,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,cacao,,,5883,,7844,livres,"0,75",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2703,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Caffé,,,1111880,,1111880,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2704,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,citrons confits,,,1346,,673,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2705,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Confitures,,,1038,,1729,livres,"0,6",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"0,600000000000136",,,,,,,,,,,,,,,,,,,,,
2706,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,cotton en laine,,,"319946,2",,228533,livres,"1,4",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,erreur de calcul (valeur notée 319948),0,,,,,,,,,,,,,,,,,,,,,
2707,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Cuirs Secs en poil,,,75620,,7562,pièces,10,Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2708,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Cuirs tannés,,,10103,,20207,livres,"0,5",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2709,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ecaille de cahouanne,,,437,,175,livres,"2,5",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2710,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ecaille de carret,,,5482,,645,livres,"8,5",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2711,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Gingembre,,,581,,3228,livres,"0,18",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,0399999999999636",,,,,,,,,,,,,,,,,,,,,
2712,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Graine à chapelet,,,77,,346,livres,"0,22",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"0,879999999999996",,,,,,,,,,,,,,,,,,,,,
2713,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Indigo,,,1869747,,575307,livres,"3,25",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,75",,,,,,,,,,,,,,,,,,,,,
2714,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Liqueur,,,22,,15,Bouteille,"1,5",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2715,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Merrain à Baril,,,160,,5340,Douelle,"0,03",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,199999999999989",,,,,,,,,,,,,,,,,,,,,
2716,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,morphil,,,13208,,6604,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2717,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ongles de cahouanne,,,316,,158,livres,2,Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2718,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ratafias,,,140,,2,bariques,70,Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2719,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Rocou,,,3574,,3574,livres,1,Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2720,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,sirop de sucre,,,4,,60,livres,"0,075",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
2721,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Sucre blanc,,,1282,,2850,livres,"0,45",Nantes -- 1747 --  Imports -- AD44_C706,,9,,,,,,,,"-0,5",,,,,,,,,,,,,,,,,,,,,
