line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
8007,Local,1733,Nantes,,Hollande,Imports,antimoine crud,,,,,4425,Livre poids,25,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,-110625,,,,,,,,,
8008,Local,1733,Nantes,,Hollande,Imports,avirons de sapin,,,408,,136,en nombre,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,408,,,,,,,,,
8009,Local,1733,Nantes,,Hollande,Imports,anspects,,,,,150,en nombre,55,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,-8250,,,,,,,,,
8010,Local,1733,Nantes,,Hollande,Imports,arbres tilleuls,,,30,,60,en nombre,0.5,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8011,Local,1733,Nantes,,Hollande,Imports,anis vert,,,213,,1065,Livre poids,0.2,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8012,Local,1733,Nantes,,Hollande,Imports,Beurre,,,27,,110,Livre poids,0.25,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,-0.5,,,,,,,,,
8013,Local,1733,Nantes,,Hollande,Imports,Bierre,,,,,693,Barique,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8014,Local,1733,Nantes,,Hollande,Imports,brosserie,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8015,Local,1733,Nantes,,Hollande,Imports,bassins d’estaim,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8016,Local,1733,Nantes,,Hollande,Imports,Boules de metal,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8017,Local,1733,Nantes,,Hollande,Imports,Boules de canon de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8018,Local,1733,Nantes,,Hollande,Imports,Bouteilles de Verre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8019,Local,1733,Nantes,,Hollande,Imports,boulles de marbre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8020,Local,1733,Nantes,,Hollande,Imports,Bombardiers de terre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8021,Local,1733,Nantes,,Hollande,Imports,brun rouge,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8022,Local,1733,Nantes,,Hollande,Imports,basse de viole,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8023,Local,1733,Nantes,,Hollande,Imports,balleine coupée,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8024,Local,1733,Nantes,,Hollande,Imports,bois de Brezil,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8025,Local,1733,Nantes,,Hollande,Imports,bois de Campesche,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8026,Local,1733,Nantes,,Hollande,Imports,bois de Caliatour moulu,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8027,Local,1733,Nantes,,Hollande,Imports,bois de sapan,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8028,Local,1733,Nantes,,Hollande,Imports,bois de Sainte Marthe,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8029,Local,1733,Nantes,,Hollande,Imports,Bois jaune,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8030,Local,1733,Nantes,,Hollande,Imports,bois d’inde raspé,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8031,Local,1733,Nantes,,Hollande,Imports,bois a brusler,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8032,Local,1733,Nantes,,Hollande,Imports,bourdilles,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8033,Local,1733,Nantes,,Hollande,Imports,barriques vuides,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8034,Local,1733,Nantes,,Hollande,Imports,Citrons et Oranges,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8035,Local,1733,Nantes,,Hollande,Imports,Canelle,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,2,,,,,,,,0,,,,,,,,,
8036,Local,1733,Nantes,,Hollande,Imports,Canfre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8037,Local,1733,Nantes,,Hollande,Imports,couty,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8038,Local,1733,Nantes,,Hollande,Imports,Chanvre cru,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8039,Local,1733,Nantes,,Hollande,Imports,Cordage,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8040,Local,1733,Nantes,,Hollande,Imports,Cartes marines,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8041,Local,1733,Nantes,,Hollande,Imports,corail,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8042,Local,1733,Nantes,,Hollande,Imports,Cuivre rouge en chaudieres,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8043,Local,1733,Nantes,,Hollande,Imports,Cuivre rouge en plaques,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8044,Local,1733,Nantes,,Hollande,Imports,Cuivre jaune,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8045,Local,1733,Nantes,,Hollande,Imports,couteaux communs,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8046,Local,1733,Nantes,,Hollande,Imports,Cadenats,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8047,Local,1733,Nantes,,Hollande,Imports,criks,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8048,Local,1733,Nantes,,Hollande,Imports,couperets,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8049,Local,1733,Nantes,,Hollande,Imports,Coffre fort de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8050,Local,1733,Nantes,,Hollande,Imports,canons de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8051,Local,1733,Nantes,,Hollande,Imports,chaudiere de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8052,Local,1733,Nantes,,Hollande,Imports,cuilleres de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8053,Local,1733,Nantes,,Hollande,Imports,cercles de fer a barriques,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8054,Local,1733,Nantes,,Hollande,Imports,clous de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8055,Local,1733,Nantes,,Hollande,Imports,chevilles et pitons de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8056,Local,1733,Nantes,,Hollande,Imports,compas de cuivre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8057,Local,1733,Nantes,,Hollande,Imports,Caves garnies,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,7,,,,,,,,0,,,,,,,,,
8058,Local,1733,Nantes,,Hollande,Imports,Chaises de Commodité,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8059,Local,1733,Nantes,,Hollande,Imports,chaufepieds,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8060,Local,1733,Nantes,,Hollande,Imports,clavescin,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8061,Local,1733,Nantes,,Hollande,Imports,Cannes à main,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8062,Local,1733,Nantes,,Hollande,Imports,Colliers de verre noir,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8063,Local,1733,Nantes,,Hollande,Imports,Contrebordé,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8064,Local,1733,Nantes,,Hollande,Imports,colle de poisson,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8065,Local,1733,Nantes,,Hollande,Imports,colle forte,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8066,Local,1733,Nantes,,Hollande,Imports,creusets  ,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8067,Local,1733,Nantes,,Hollande,Imports,canettes de gray,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8068,Local,1733,Nantes,,Hollande,Imports,carreaux de terre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8069,Local,1733,Nantes,,Hollande,Imports,ceruse,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8070,Local,1733,Nantes,,Hollande,Imports,couperose verte,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8071,Local,1733,Nantes,,Hollande,Imports,droguerie à teindre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8072,Local,1733,Nantes,,Hollande,Imports,draps de lis vieux,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8073,Local,1733,Nantes,,Hollande,Imports,dez à coûdre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,3,,,,,,,,0,,,,,,,,,
8074,Local,1733,Nantes,,Hollande,Imports,esturgeon mariné,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8075,Local,1733,Nantes,,Hollande,Imports,Epicerie,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8076,Local,1733,Nantes,,Hollande,Imports,Eau forte,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8077,Local,1733,Nantes,,Hollande,Imports,Eau de spa,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8078,Local,1733,Nantes,,Hollande,Imports,etaux de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8079,Local,1733,Nantes,,Hollande,Imports,espars de sapin de 27 pieds,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8080,Local,1733,Nantes,,Hollande,Imports,escopes,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8081,Local,1733,Nantes,,Hollande,Imports,Fromage,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8082,Local,1733,Nantes,,Hollande,Imports,Fil blanc à coûdre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8083,Local,1733,Nantes,,Hollande,Imports,fil à voile,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8084,Local,1733,Nantes,,Hollande,Imports,Fil de Laton,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8085,Local,1733,Nantes,,Hollande,Imports,Fil de fer assorti,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8086,Local,1733,Nantes,,Hollande,Imports,fil de caret,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8087,Local,1733,Nantes,,Hollande,Imports,Fer blanc,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8088,Local,1733,Nantes,,Hollande,Imports,Fontaines de fer blanc,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8089,Local,1733,Nantes,,Hollande,Imports,ferremens a moulin a sucre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8090,Local,1733,Nantes,,Hollande,Imports,fer de fonte ouvré,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8091,Local,1733,Nantes,,Hollande,Imports,fer en barres,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8092,Local,1733,Nantes,,Hollande,Imports,Fleaux de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8093,Local,1733,Nantes,,Hollande,Imports,flacons d’albâtre couverts d’étaim,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8094,Local,1733,Nantes,,Hollande,Imports,Fayance,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8095,Local,1733,Nantes,,Hollande,Imports,Formes de terre à sucre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8096,Local,1733,Nantes,,Hollande,Imports,Gerofle,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8097,Local,1733,Nantes,,Hollande,Imports,Gingembre,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8098,Local,1733,Nantes,,Hollande,Imports,Gruau,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8099,Local,1733,Nantes,,Hollande,Imports,Graine de choux,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8100,Local,1733,Nantes,,Hollande,Imports,Garance,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8101,Local,1733,Nantes,,Hollande,Imports,gaudron,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8102,Local,1733,Nantes,,Hollande,Imports,Galle,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8103,Local,1733,Nantes,,Hollande,Imports,Gaisnes à couteaux,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8104,Local,1733,Nantes,,Hollande,Imports,gauffrier de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8105,Local,1733,Nantes,,Hollande,Imports,Harangs blancs,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8106,Local,1733,Nantes,,Hollande,Imports,Harangs sors,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8107,Local,1733,Nantes,,Hollande,Imports,Huile de lin,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8108,Local,1733,Nantes,,Hollande,Imports,huile de morüe,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8109,Local,1733,Nantes,,Hollande,Imports,haches a charpentier,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,4,,,,,,,,0,,,,,,,,,
8110,Local,1733,Nantes,,Hollande,Imports,Jambon,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8111,Local,1733,Nantes,,Hollande,Imports,Liqueurs à boire,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8112,Local,1733,Nantes,,Hollande,Imports,Limeneas,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8113,Local,1733,Nantes,,Hollande,Imports,linge vieux,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8114,Local,1733,Nantes,,Hollande,Imports,lin apresté,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8115,Local,1733,Nantes,,Hollande,Imports,lin cru,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8116,Local,1733,Nantes,,Hollande,Imports,litarge,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8117,Local,1733,Nantes,,Hollande,Imports,limes de fer,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8118,Local,1733,Nantes,,Hollande,Imports,muscade,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8119,Local,1733,Nantes,,Hollande,Imports,Mercerie commune,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8120,Local,1733,Nantes,,Hollande,Imports,mine de plomb,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8121,Local,1733,Nantes,,Hollande,Imports,Moulins à Caffé,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8122,Local,1733,Nantes,,Hollande,Imports,moines et leurs fers,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
8123,Local,1733,Nantes,,Hollande,Imports,Mâts de Navires,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,44,,,,,,,,0,,,,,,,,,
8124,Local,1733,Nantes,,Hollande,Imports,mâtreaux,,,,,,,,Nantes -- 1733 --  Imports -- AD44_C706,,5,,,,,,,,0,,,,,,,,,
