line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
6615,Local,1758,Marseille,,Espagne,Exports,bas de coton,,,2460,,82,douzaines,30,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,1,,,,,,,,0,,,,,,,,,
6616,Local,1758,Marseille,,Espagne,Exports,bas de fil,,,2000,,400,douzaines,5,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,1,,,,,,,,0,,,,,,,,,
6617,Local,1758,Marseille,,Espagne,Exports,ban de filozelle,,,3675,,245,livres,15,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,1,,,,,,,,0,,,,,,,,,
6618,Local,1758,Marseille,,Espagne,Exports,bas de laine,,,132936,,22156,livres,6,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6619,Local,1758,Marseille,,Espagne,Exports,bas de soye,,,594720,,14868,livres,40,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6620,Local,1758,Marseille,,Espagne,Exports,batanonis,,,600,,200,pièces,3,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6621,Local,1758,Marseille,,Espagne,Exports,bazannes tannées,,,240,,400,livres,"0,6",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6622,Local,1758,Marseille,,Espagne,Exports,bazin,,,3780,,126,pièces,30,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6622,Local,1758,Marseille,,Espagne,Exports,bazin,,,3900,,650,livres,6,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6623,Local,1758,Marseille,,Espagne,Exports,beuf salé,,,310,,1240,livres,"0,25",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6624,Local,1758,Marseille,,Espagne,Exports,bierre,,,800,,8000,livres,"0,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6625,Local,1758,Marseille,,Espagne,Exports,bijouterie,,,10000,,100,livres,100,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6626,Local,1758,Marseille,,Espagne,Exports,biscuit,,,1770,,11800,livres,"0,15",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6627,Local,1758,Marseille,,Espagne,Exports,bled froment,,,108210,,3607,charges,30,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6628,Local,1758,Marseille,,Espagne,Exports,bois de Brezil,,,1745,,3491,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,5",,,,,,,,,
6629,Local,1758,Marseille,,Espagne,Exports,bois a bruler,,,2870,,382700,livres,"0,0075",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,25",,,,,,,,,
6630,Local,1758,Marseille,,Espagne,Exports,bois de campeche,,,9499,,37999,livres,"0,25",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,75",,,,,,,,,
6631,Local,1758,Marseille,,Espagne,Exports,bois de chene,,,500,,25,pièces,20,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6632,Local,1758,Marseille,,Espagne,Exports,Bois de Construction,,,8000,,400,pièces,20,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6633,Local,1758,Marseille,,Espagne,Exports,bois fustel,,,2448,,24485,livres,"0,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,5",,,,,,,,,
6634,Local,1758,Marseille,,Espagne,Exports,bois merrain,,,2835,,567,tonneaux,5,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6635,Local,1758,Marseille,,Espagne,Exports,bois de sandal,,,3310,,8275,livres,"0,4",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6636,Local,1758,Marseille,,Espagne,Exports,bois de sapin,,,681,,227,pièces,3,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6637,Local,1758,Marseille,,Espagne,Exports,Bonnets de Coton,,,216,,36,douzaines,6,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6638,Local,1758,Marseille,,Espagne,Exports,Bonnets de Laine,,,14430,,1443,douzaines,10,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6639,Local,1758,Marseille,,Espagne,Exports,bonnets de soye,,,10800,,270,livres,40,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6640,Local,1758,Marseille,,Espagne,Exports,bouchons de liege ,,,450,,150,livres,3,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6641,Local,1758,Marseille,,Espagne,Exports,bours de coton,,,800,,80,pièces,10,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6641,Local,1758,Marseille,,Espagne,Exports,bours de coton,,,1500,,300,livres,5,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6642,Local,1758,Marseille,,Espagne,Exports,bours de levant,,,920,,23,pièces,40,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6643,Local,1758,Marseille,,Espagne,Exports,bours de soye,,,10300,,515,livres,20,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6644,Local,1758,Marseille,,Espagne,Exports,bray sec,,,1440,,9600,livres,"0,15",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6645,Local,1758,Marseille,,Espagne,Exports,bouteille de verre,,,954,,6360,livres,"0,15",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6646,Local,1758,Marseille,,Espagne,Exports,brun rouge,,,120,,4800,livres,"0,025",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6647,Local,1758,Marseille,,Espagne,Exports,cacao,,,157609,,112578,livres,"1,4",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,199999999982538",,,,,,,,,
6648,Local,1758,Marseille,,Espagne,Exports,caffé,,,26926,,17951,livres,"1,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,5",,,,,,,,,
6649,Local,1758,Marseille,,Espagne,Exports,canefice,,,1182,,1971,livres,"0,6",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,599999999999909",,,,,,,,,
6650,Local,1758,Marseille,,Espagne,Exports,canelle,,,17682,,2947,livres,6,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6651,Local,1758,Marseille,,Espagne,Exports,cantarides,,,152,,38,livres,4,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6652,Local,1758,Marseille,,Espagne,Exports,capots,,,6000,,60,douzaines,100,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6653,Local,1758,Marseille,,Espagne,Exports,capres,,,1155,,3850,livres,"0,3",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6654,Local,1758,Marseille,,Espagne,Exports,cardes a carder,,,400,,200,livres,2,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6655,Local,1758,Marseille,,Espagne,Exports,carreaux de briques,,,520,,26,milliers,20,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6656,Local,1758,Marseille,,Espagne,Exports,cartes a joüer,,,15250,,6100,livres,"2,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6657,Local,1758,Marseille,,Espagne,Exports,cendre gravelée,,,112,,800,livres,"0,14",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6658,Local,1758,Marseille,,Espagne,Exports,cercles de bois,,,2200,,55,,40,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6658,Local,1758,Marseille,,Espagne,Exports,cercles de bois,,,80,,40,,2,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6659,Local,1758,Marseille,,Espagne,Exports,ceruze,,,323,,1615,livres,"0,2",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6660,Local,1758,Marseille,,Espagne,Exports,chair salée,,,500,,2000,livres,"0,25",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6661,Local,1758,Marseille,,Espagne,Exports,chandelle,,,13070,,29045,livres,"0,45",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,25",,,,,,,,,
6662,Local,1758,Marseille,,Espagne,Exports,Chamvre peigné,,,4712,,13089,livres,"0,36",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,0399999999999636",,,,,,,,,
6663,Local,1758,Marseille,,Espagne,Exports,chapeaux poil et laine,,,302640,,5044,douzaines,60,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6664,Local,1758,Marseille,,Espagne,Exports,Cheveux,,,6540,,218,livres,30,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6665,Local,1758,Marseille,,Espagne,Exports,Chocolat,,,600,,300,livres,2,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6666,Local,1758,Marseille,,Espagne,Exports,cire blanche,,,31203,,14859,livres,"2,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,900000000001455",,,,,,,,,
6667,Local,1758,Marseille,,Espagne,Exports,Cire jaune,,,63663,,42442,livres,"1,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6668,Local,1758,Marseille,,Espagne,Exports,clous de fer,,,14559,,58237,livres,"0,25",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,25",,,,,,,,,
6669,Local,1758,Marseille,,Espagne,Exports,Colle forte,,,13840,,34602,livres,"0,4",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,800000000001091",,,,,,,,,
6670,Local,1758,Marseille,,Espagne,Exports,colle de poisson,,,72,,96,livres,"0,75",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6671,Local,1758,Marseille,,Espagne,Exports,confitures,,,9193,,9193,livres,1,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6672,Local,1758,Marseille,,Espagne,Exports,corail,,,2000,,200,livres,10,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6673,Local,1758,Marseille,,Espagne,Exports,corbeilles d’ozier,,,216,,12,douzaines,18,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6674,Local,1758,Marseille,,Espagne,Exports,cordages de chanvre,,,4233,,8467,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,5",,,,,,,,,
6675,Local,1758,Marseille,,Espagne,Exports,cordage de cerf rapé,,,303,,1010,livres,"0,3",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6676,Local,1758,Marseille,,Espagne,Exports,cotton filé,,,19170,,17428,livres,"1,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,"-0,80000000000291",,,,,,,,,
6677,Local,1758,Marseille,,Espagne,Exports,Cotton en laine,,,840,,1680,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,2,,,,,,,,0,,,,,,,,,
6678,Local,1758,Marseille,,Espagne,Exports,couffes a boulanger,,,756,,63,douzaines,12,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6679,Local,1758,Marseille,,Espagne,Exports,couperose,,,2097,,23311,livres,"0,09",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,989999999999782",,,,,,,,,
6680,Local,1758,Marseille,,Espagne,Exports,couteaux,,,4000,,2000,livres,2,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6681,Local,1758,Marseille,,Espagne,Exports,couvertures,,,350,,350,livres,1,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6682,Local,1758,Marseille,,Espagne,Exports,craye,,,31,,1043,livres,"0,03",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,289999999999999",,,,,,,,,
6683,Local,1758,Marseille,,Espagne,Exports,creme de tartre,,,390,,1300,livres,"0,3",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6684,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf en poil,,,76446,,4247,livres,18,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6684,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf en poil,,,9268,,23170,livres,"0,4",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6685,Local,1758,Marseille,,Espagne,Exports,cuirs de beuf tannés,,,16418,,27364,livres,"0,6",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,399999999997817",,,,,,,,,
6686,Local,1758,Marseille,,Espagne,Exports,cuivre tangoul,,,17686,,19652,livres,"0,9",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,799999999999272",,,,,,,,,
6687,Local,1758,Marseille,,Espagne,Exports,cuirs tannées,,,,,,,,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6688,Local,1758,Marseille,,Espagne,Exports,dattes,,,493,,2467,livres,"0,2",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,400000000000034",,,,,,,,,
6689,Local,1758,Marseille,,Espagne,Exports,dentelle du Puy,,,623250,,12465,livres,50,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6690,Local,1758,Marseille,,Espagne,Exports,dorure fine,,,945700,,9457,livres,100,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6691,Local,1758,Marseille,,Espagne,Exports,drap londrin,,,13500,,1500,aunes,9,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6691,Local,1758,Marseille,,Espagne,Exports,drap londrin,,,32900,,4700,livres,7,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6692,Local,1758,Marseille,,Espagne,Exports,draperie ordinaire,,,389886,,64981,livres,6,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6693,Local,1758,Marseille,,Espagne,Exports,draperie petite,,,89133,,29711,livres,3,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6694,Local,1758,Marseille,,Espagne,Exports,droguerie,,,92086,,92086,livres,1,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6695,Local,1758,Marseille,,Espagne,Exports,Eau forte,,,1107,,820,livres,"1,35",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6696,Local,1758,Marseille,,Espagne,Exports,eau de melice,,,300,,200,livres,"1,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6697,Local,1758,Marseille,,Espagne,Exports,eau roze,,,50,,100,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6698,Local,1758,Marseille,,Espagne,Exports,eau de la reine de Hongrie,,,1050,,1400,livres,"0,75",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6699,Local,1758,Marseille,,Espagne,Exports,Eau de vie,,,150,,1000,livres,"0,15",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6700,Local,1758,Marseille,,Espagne,Exports,encens,,,963,,1926,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6701,Local,1758,Marseille,,Espagne,Exports,epicerie,,,13010,,1301,livres,10,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6702,Local,1758,Marseille,,Espagne,Exports,Eponge,,,2390,,2390,livres,1,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6703,Local,1758,Marseille,,Espagne,Exports,escayolles,,,88,,885,livres,"0,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,5",,,,,,,,,
6704,Local,1758,Marseille,,Espagne,Exports,esprit de souffre,,,600,,150,livres,4,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6705,Local,1758,Marseille,,Espagne,Exports,etain ouvré,,,7617,,5078,livres,"1,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6706,Local,1758,Marseille,,Espagne,Exports,etoffe de soye,,,1317760,,32944,livres,40,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6707,Local,1758,Marseille,,Espagne,Exports,extrais de Genievre,,,360,,120,livres,3,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6708,Local,1758,Marseille,,Espagne,Exports,farine,,,141852,,1418522,livres,"0,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,200000000011642",,,,,,,,,
6709,Local,1758,Marseille,,Espagne,Exports,fayance,,,10700,,21400,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6710,Local,1758,Marseille,,Espagne,Exports,fer en barres,,,7789,,51929,livres,"0,15",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,349999999999454",,,,,,,,,
6711,Local,1758,Marseille,,Espagne,Exports,fer blanc,,,7512,,12521,livres,"0,6",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,599999999999454",,,,,,,,,
6712,Local,1758,Marseille,,Espagne,Exports,fer vieux  ,,,119,,1190,livres,"0,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6713,Local,1758,Marseille,,Espagne,Exports,feves,,,8664,,722,charges,12,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6714,Local,1758,Marseille,,Espagne,Exports,figues,,,30,,300,livres,"0,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6715,Local,1758,Marseille,,Espagne,Exports,fil de chevre,,,8109,,2703,livres,3,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6716,Local,1758,Marseille,,Espagne,Exports,fil a coudre,,,1969,,980,livres,2,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,9,,,,,,,,,
6717,Local,1758,Marseille,,Espagne,Exports,fil de fer,,,300,,600,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6718,Local,1758,Marseille,,Espagne,Exports,filets d’esparts,,,12500,,250,grosses,50,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6719,Local,1758,Marseille,,Espagne,Exports,fleurs artificielles,,,17500,,350,grosses,50,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6720,Local,1758,Marseille,,Espagne,Exports,foin,,,13360,,445350,livres,"0,03",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,5",,,,,,,,,
6721,Local,1758,Marseille,,Espagne,Exports,fromage,,,6392,,21307,livres,"0,3",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,0999999999994543",,,,,,,,,
6722,Local,1758,Marseille,,Espagne,Exports,fruit,,,1940,,19400,livres,"0,1",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6723,Local,1758,Marseille,,Espagne,Exports,galles,,,4896,,6529,livres,"0,75",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,75",,,,,,,,,
6724,Local,1758,Marseille,,Espagne,Exports,gans de peaux,,,360,,30,douzaines,12,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6725,Local,1758,Marseille,,Espagne,Exports,garance,,,3006,,7516,livres,"0,4",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,400000000000091",,,,,,,,,
6726,Local,1758,Marseille,,Espagne,Exports,gaudron,,,2520,,16800,livres,"0,15",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6727,Local,1758,Marseille,,Espagne,Exports,geroffle,,,16400,,1025,livres,16,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6728,Local,1758,Marseille,,Espagne,Exports,gingembre,,,606,,1515,livres,"0,4",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6729,Local,1758,Marseille,,Espagne,Exports,gomme adragan,,,2063,,1651,livres,"1,25",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,75",,,,,,,,,
6730,Local,1758,Marseille,,Espagne,Exports,gomme de Senegal,,,3060,,3060,livres,1,Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6731,Local,1758,Marseille,,Espagne,Exports,gomme thurique,,,4541,,5046,livres,"0,9",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,400000000000546",,,,,,,,,
6732,Local,1758,Marseille,,Espagne,Exports,grabeau de cire,,,1251,,2503,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,"-0,5",,,,,,,,,
6733,Local,1758,Marseille,,Espagne,Exports,grabeau d’encens,,,153,,510,livres,"0,3",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,3,,,,,,,,0,,,,,,,,,
6734,Local,1758,Marseille,,Espagne,Exports,grabeau de sené,,,324,,499,livres,"0,65",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,4,,,,,,,,"-0,350000000000023",,,,,,,,,
6735,Local,1758,Marseille,,Espagne,Exports,graine de jardin,,,674,,1349,livres,"0,5",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,4,,,,,,,,"-0,5",,,,,,,,,
6736,Local,1758,Marseille,,Espagne,Exports,graine jaune,,,105,,421,livres,"0,25",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,4,,,,,,,,"-0,25",,,,,,,,,
6737,Local,1758,Marseille,,Espagne,Exports,Graine de moutarde,,,30,,150,livres,"0,2",Marseille --  1758 -- Exports -- CCI_Marseille_I_23,,4,,,,,,,,0,,,,,,,,,
