line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,Local,1752,Rennes,,Angleterre,Exports,citrons confits,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,Local,1752,Rennes,,Angleterre,Exports,collerettes,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,Local,1752,Rennes,,Angleterre,Exports,colliers de femme,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,Local,1752,Rennes,,Angleterre,Exports,confitures,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,Local,1752,Rennes,,Angleterre,Exports,cordages,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,Local,1752,Rennes,,Angleterre,Exports,collonade,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,Local,1752,Rennes,,Angleterre,Exports,couty,,,,,,,,aunes,,l'aune,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,Local,1752,Rennes,,Angleterre,Exports,Cuirs de Boeuf,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,Local,1752,Rennes,,Angleterre,Exports,2 Cuirs de Vaches,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,Local,1752,Rennes,,Angleterre,Exports,1 Cuir Carné,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,Local,1752,Rennes,,Angleterre,Exports,eau de la reine d’hongrie,,,,,,,,6s,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,Local,1752,Rennes,,Angleterre,Exports,eau de vie,,,,,,,,15s,,12891,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,Local,1752,Rennes,,Angleterre,Exports,egrettes,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,Local,1752,Rennes,,Angleterre,Exports,figues,,,,,,,,9s,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,Local,1752,Rennes,,Angleterre,Exports,Fil à Coudre,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,Local,1752,Rennes,,Angleterre,Exports,fil à voille,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,Local,1752,Rennes,,Angleterre,Exports,filain,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,Local,1752,Rennes,,Angleterre,Exports,fruits cruds,,,,,,,,3s,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,Local,1752,Rennes,,Angleterre,Exports,fruit sec,,,,,,,,40s,,1727,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,Local,1752,Rennes,,Angleterre,Exports,gans de peau,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,Local,1752,Rennes,,Angleterre,Exports,gaze ,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,Local,1752,Rennes,,Angleterre,Exports,graine,,,,,,,,balances,,s,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,Local,1752,Rennes,,Angleterre,Exports,huille de lin,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,Local,1752,Rennes,,Angleterre,Exports,huile d’olive,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,Local,1752,Rennes,,Angleterre,Exports,Indigo,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,Local,1752,Rennes,,Angleterre,Exports,mercerie,,,,,,,,pour,,1664,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,Local,1752,Rennes,,Angleterre,Exports,miel,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,Local,1752,Rennes,,Angleterre,Exports,morue seche,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,Local,1752,Rennes,,Angleterre,Exports,Mouchoirs communs,,,,,,,,Douz,,3#},,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,Local,1752,Rennes,,Angleterre,Exports,mousseline,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,Local,1752,Rennes,,Angleterre,Exports,noir de fumée,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,Local,1752,Rennes,,Angleterre,Exports,noix,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,Local,1752,Rennes,,Angleterre,Exports,œufs,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,Local,1752,Rennes,,Angleterre,Exports,papier,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,Local,1752,Rennes,,Angleterre,Exports,parasols,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,Local,1752,Rennes,,Angleterre,Exports,peaux de veau corroyé,,,,,,,,a,,fp,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,Local,1752,Rennes,,Angleterre,Exports,planche fine,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,Local,1752,Rennes,,Angleterre,Exports,poil de bœuf,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,Local,1752,Rennes,,Angleterre,Exports,poivre,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,Local,1752,Rennes,,Angleterre,Exports,porcelaine,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,Local,1752,Rennes,,Angleterre,Exports,pruneaux,,,,,,,,Douz,,4L},,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,Local,1752,Rennes,,Angleterre,Exports,raisins sec,,,,,,,,a,,;,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,Local,1752,Rennes,,Angleterre,Exports,raisine,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,Local,1752,Rennes,,Angleterre,Exports,ris,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,Local,1752,Rennes,,Angleterre,Exports,sabots,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,Local,1752,Rennes,,Angleterre,Exports,savon,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,Local,1752,Rennes,,Angleterre,Exports,sel,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,Local,1752,Rennes,,Angleterre,Exports,sirop de melasse,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,Local,1752,Rennes,,Angleterre,Exports,sucre en pain,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,Local,1752,Rennes,,Angleterre,Exports,sucre terre,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,Local,1752,Rennes,,Angleterre,Exports,Suif,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,Local,1752,Rennes,,Angleterre,Exports,taffetas,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,Local,1752,Rennes,,Angleterre,Exports,taffia,,,,,,,,Barils,,;,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,Local,1752,Rennes,,Angleterre,Exports,thé,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,Local,1752,Rennes,,Angleterre,Exports,toille batiste,,,,,,,,moyennes,,grands,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,Local,1752,Rennes,,Angleterre,Exports,toille de bretagne diverses,,,,,,,,236,,bleus,Judais,30s,;,2530,aunes,Langonnes,18s,0,1884,aunes,de,Morlaix,30s,;,160,aunes,d'encrecoleurs,36s,;,96,aunes,d'estames,20s,;,12970,aunes,Boulvaris,25s},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,Local,1752,Rennes,,Angleterre,Exports,toille de cambray,,,,,,,,aulnes,,francs,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,Local,1752,Rennes,,Angleterre,Exports,toille chollet,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,Local,1752,Rennes,,Angleterre,Exports,toille cirée,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,Local,1752,Rennes,,Angleterre,Exports,toille de cotton,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,Local,1752,Rennes,,Angleterre,Exports,toille de Laval,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,Local,1752,Rennes,,Angleterre,Exports,toille de menage,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,Local,1752,Rennes,,Angleterre,Exports,toille rondelette,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,Local,1752,Rennes,,Angleterre,Exports,toille royalle,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,Local,1752,Rennes,,Angleterre,Exports,toille serpieire,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,Local,1752,Rennes,,Angleterre,Exports,vaisselle de bois,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,Local,1752,Rennes,,Angleterre,Exports,vaisselle de terre,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,Local,1752,Rennes,,Angleterre,Exports,velours,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,Local,1752,Rennes,,Angleterre,Exports,Verres à Vitres,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,Local,1752,Rennes,,Angleterre,Exports,vin de bourgogne,,,,,,,,40s,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,Local,1752,Rennes,,Angleterre,Exports,Vin de Champagne,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,Local,1752,Rennes,,Angleterre,Exports,vin de provence,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,Local,1752,Rennes,,Angleterre,Exports,Vinaigre,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,Local,1752,Rennes,,Pour Le Danemark,Exports,Caffé des Isles,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,Local,1752,Rennes,,Pour Le Danemark,Exports,siamoise,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,Local,1752,Rennes,,Pour l'Espagne,Exports,beure,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,Local,1752,Rennes,,Pour l'Espagne,Exports,bougie,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,Local,1752,Rennes,,Pour l'Espagne,Exports,caffé des isles,,,,,,,,Rennes -- 1752 -- Exports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
