line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
6112,Local,1753,Rennes,,Espagne,Exports,toille de bretagne rayée,,,,,800,aunes,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6113,Local,1753,Rennes,,Espagne,Exports,toille de bretagne rosconne,,,,,189728,aunes,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6114,Local,1753,Rennes,,Espagne,Exports,toille de bretagne vitrée,,,,,3079,aunes,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6115,Local,1753,Rennes,,Espagne,Exports,toiles de cotton,,,,,510,aunes,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6116,Local,1753,Rennes,,Espagne,Exports,toiles laval,,,,,193,balles,700,Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6117,Local,1753,Rennes,,Espagne,Exports,toiles à voile,,,,,2700,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6120,Local,1753,Rennes,,Flandre,Exports,bazin de godelour,,,,,25,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6121,Local,1753,Rennes,,Flandre,Exports,caffé de bourbon,,,,,1029,livres,"1,25",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6122,Local,1753,Rennes,,Flandre,Exports,caffé moka,,,,,2170,livres,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6123,Local,1753,Rennes,,Flandre,Exports,circaca,,,,,4,pièces,70,Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6124,Local,1753,Rennes,,Flandre,Exports,cotton filé,,,,,647,livres,24,Rennes -- 1753 -- Exports-- AD44_C716,,7,,,,,,,,0,,,,,,,,,
6125,Local,1753,Rennes,,Flandre,Exports,gomme laque,,,,,50,livres,"1,2",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6126,Local,1753,Rennes,,Flandre,Exports,gomme du senegal,,,,,2305,livres,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6127,Local,1753,Rennes,,Flandre,Exports,gingans,,,,,2,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6128,Local,1753,Rennes,,Flandre,Exports,mouchoirs de bengalle,,,,,500,pièces,24,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6129,Local,1753,Rennes,,Flandre,Exports,mouchoirs de divers,,,,,25,pièces,20,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6130,Local,1753,Rennes,,Flandre,Exports,mouchoirs de mazulipatan,,,,,6,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6131,Local,1753,Rennes,,Flandre,Exports,mouchoirs pontichery,,,,,100,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6132,Local,1753,Rennes,,Flandre,Exports,soie tanis,,,,,8022,livres,12,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6133,Local,1753,Rennes,,Flandre,Exports,thé divers,,,,,139402,livres,"3,75",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6134,Local,1753,Rennes,,Hollande,Exports,alibanis,,,,,320,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6135,Local,1753,Rennes,,Hollande,Exports,anabas,,,,,80,pièces,26,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6136,Local,1753,Rennes,,Hollande,Exports,armoisins,,,,,1455,pièces,48,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6137,Local,1753,Rennes,,Hollande,Exports,baffetas blanches,,,,,320,pièces,20,907,,8,,,,,,,,0,,,,,,,,,
6137,Local,1753,Rennes,,Hollande,Exports,baffetas bleüe,,,,,907,pièces,18,907,,8,,,,,,,,0,,,,,,,,,
6138,Local,1753,Rennes,,Hollande,Exports,bazin,,,,,1061,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6139,Local,1753,Rennes,,Hollande,Exports,beure,,,,,87795,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6140,Local,1753,Rennes,,Hollande,Exports,boelans,,,,,700,pièces,20,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6141,Local,1753,Rennes,,Hollande,Exports,bois d’ebenne,,,,,32,pièces,2,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6142,Local,1753,Rennes,,Hollande,Exports,bois rouge,,,,,477,mairrains,3,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6143,Local,1753,Rennes,,Hollande,Exports,caffé des isles,,,,,57155,livres,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6144,Local,1753,Rennes,,Hollande,Exports,caffé moka,,,,,3851,livres,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6145,Local,1753,Rennes,,Hollande,Exports,caladaris,,,,,99,pièces,36,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6146,Local,1753,Rennes,,Hollande,Exports,cardamomum,,,,,2152,livres,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6147,Local,1753,Rennes,,Hollande,Exports,chasselas,,,,,34,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6148,Local,1753,Rennes,,Hollande,Exports,chandelle,,,,,300,livres,"0,45",Rennes -- 1753 -- Exports-- AD44_C716,,8,,,,,,,,0,,,,,,,,,
6149,Local,1753,Rennes,,Hollande,Exports,chillas,,,,,2155,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6150,Local,1753,Rennes,,Hollande,Exports,chittes,,,,,33,pièces,24,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6151,Local,1753,Rennes,,Hollande,Exports,chuquelas,,,,,100,pièces,24,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6152,Local,1753,Rennes,,Hollande,Exports,circaca,,,,,465,pièces,70,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6153,Local,1753,Rennes,,Hollande,Exports,coupis,,,,,730,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6154,Local,1753,Rennes,,Hollande,Exports,courtes pointes ,,,,,41,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6155,Local,1753,Rennes,,Hollande,Exports,damas divers,,,,,288,pièces,160,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6156,Local,1753,Rennes,,Hollande,Exports,darins,,,,,605,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6157,Local,1753,Rennes,,Hollande,Exports,dissouchaye,,,,,4,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6158,Local,1753,Rennes,,Hollande,Exports,eau de vie,,,,,20,veltes,5,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6159,Local,1753,Rennes,,Hollande,Exports,ecorce d’arbre,,,,,500,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6160,Local,1753,Rennes,,Hollande,Exports,etatchas,,,,,93,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6161,Local,1753,Rennes,,Hollande,Exports,etoffe d’herbe,,,,,100,pièces,40,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6162,Local,1753,Rennes,,Hollande,Exports,garas blanc,,,,,9779,pièces,20,18s},,9,,,,,,,Unité ?,0,,,,,,,,,
6163,Local,1753,Rennes,,Hollande,Exports,garas bleue,,,,,360,pièces,18,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6164,Local,1753,Rennes,,Hollande,Exports,gomme du sénégal,,,,,20868,livres,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6165,Local,1753,Rennes,,Hollande,Exports,gourgourans,,,,,116,pièces,120,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6166,Local,1753,Rennes,,Hollande,Exports,graine de lin,,,,,2593,barils,6,30s},,9,,,,,,,,0,,,,,,,,,
6167,Local,1753,Rennes,,Hollande,Exports,guinée blanc,,,,,2541,pièces,32,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6168,Local,1753,Rennes,,Hollande,Exports,guinée bleu,,,,,1215,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6169,Local,1753,Rennes,,Hollande,Exports,guingans,,,,,12954,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6170,Local,1753,Rennes,,Hollande,Exports,huitres à la daube,,,,,14021,barils,20,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6171,Local,1753,Rennes,,Hollande,Exports,Indienne,,,,,130,pièces,26,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6172,Local,1753,Rennes,,Hollande,Exports,lampas,,,,,90,pièces,300,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6173,Local,1753,Rennes,,Hollande,Exports,limeneas,,,,,2545,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6174,Local,1753,Rennes,,Hollande,Exports,miel,,,,,172,bariques,50,Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6174,Local,1753,Rennes,,Hollande,Exports,miel,,,,,747168,livres,"0,4",Rennes -- 1753 -- Exports-- AD44_C716,,9,,,,,,,,0,,,,,,,,,
6175,Local,1753,Rennes,,Hollande,Exports,de bengale,,,,,5805,pièces,24,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6176,Local,1753,Rennes,,Hollande,Exports,mouchoirs divers,,,,,4757,pièces,20,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6177,Local,1753,Rennes,,Hollande,Exports,mouchoirs de fil organdi,,,,,138,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6178,Local,1753,Rennes,,Hollande,Exports,mouchoirs d’indienne,,,,,25,en nombre,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6179,Local,1753,Rennes,,Hollande,Exports,mouchoirs mazulipatan,,,,,1152,pièces,40,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6180,Local,1753,Rennes,,Hollande,Exports,mouchoirs peints,,,,,552,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6180,Local,1753,Rennes,,Hollande,Exports,mouchoirs peints,,,,,5,en nombre,4,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6181,Local,1753,Rennes,,Hollande,Exports,mouchoirs de pontichery,,,,,1047,pièces,30,30s,,10,,,,,,,,0,,,,,,,,,
6182,Local,1753,Rennes,,Hollande,Exports,mousseline diverses,,,,,3,pièces,12,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,prix donné comme un intervalle 4-20 livres,0,,,,,,,,,
6183,Local,1753,Rennes,,Hollande,Exports,neganepeaux,,,,,480,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6184,Local,1753,Rennes,,Hollande,Exports,nelis,,,,,272,pièces,20,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6185,Local,1753,Rennes,,Hollande,Exports,nicaneas ,,,,,160,pièces,12,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6186,Local,1753,Rennes,,Hollande,Exports,papier batard communs,,,,,11631,rames,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6187,Local,1753,Rennes,,Hollande,Exports,papier batard fin,,,,,2387,rames,12,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6188,Local,1753,Rennes,,Hollande,Exports,papier bulle blanche,,,,,4222,rames,4,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6189,Local,1753,Rennes,,Hollande,Exports,papier à l’écu,,,,,5814,rames,10,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6190,Local,1753,Rennes,,Hollande,Exports,papier gene fin,,,,,7612,rames,15,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6191,Local,1753,Rennes,,Hollande,Exports,patissoye,,,,,64,pièces,150,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6192,Local,1753,Rennes,,Hollande,Exports,peaux de veau corroyés,,,,,348,douzaines,28,10s,,10,,,,,,,,0,,,,,,,,,
6192,Local,1753,Rennes,,Hollande,Exports,peaux de veau corroyés,,,,,1375,livres,"0,5",10s,,10,,,,,,,,0,,,,,,,,,
6193,Local,1753,Rennes,,Hollande,Exports,pekin,,,,,336,pièces,110,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6194,Local,1753,Rennes,,Hollande,Exports,pinasse,,,,,138,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6195,Local,1753,Rennes,,Hollande,Exports,porcelaine,,,,,1866,livres,5,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6196,Local,1753,Rennes,,Hollande,Exports,salemporis blanc,,,,,165,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6197,Local,1753,Rennes,,Hollande,Exports,salemporis bleue,,,,,68,pièces,27,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6198,Local,1753,Rennes,,Hollande,Exports,salin,,,,,126,pièces,110,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6199,Local,1753,Rennes,,Hollande,Exports,siamoise,,,,,227,aunes,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6200,Local,1753,Rennes,,Hollande,Exports,soucis,,,,,443,pièces,35,Rennes -- 1753 -- Exports-- AD44_C716,,10,,,,,,,,0,,,,,,,,,
6201,Local,1753,Rennes,,Hollande,Exports,soye tanés,,,,,3588,livres,12,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6202,Local,1753,Rennes,,Hollande,Exports,stinkerques,,,,,229,pièces,60,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6203,Local,1753,Rennes,,Hollande,Exports,sucre brut,,,,,27152,livres,"0,24",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6204,Local,1753,Rennes,,Hollande,Exports,sucre terré,,,,,678068,livres,"0,35",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6205,Local,1753,Rennes,,Hollande,Exports,tapis peints,,,,,139572,livres,"3,75",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6206,Local,1753,Rennes,,Hollande,Exports,toille bleue,,,,,25,pièces,18,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6207,Local,1753,Rennes,,Hollande,Exports,toille morlaix,,,,,1103,aunes,"1,5",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6208,Local,1753,Rennes,,Hollande,Exports,toille peinte,,,,,4789,pièces,28,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6209,Local,1753,Rennes,,Hollande,Exports,vermillon,,,,,177,barils,300,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6210,Local,1753,Rennes,,Pour le Nord,Exports,armoisin,,,,,1,pièces,48,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6211,Local,1753,Rennes,,Pour le Nord,Exports,baffetas blanc,,,,,90,pièces,20,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6212,Local,1753,Rennes,,Pour le Nord,Exports,baffetas bleu,,,,,548,pièces,18,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6213,Local,1753,Rennes,,Pour le Nord,Exports,boelans,,,,,44,pièces,25,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6214,Local,1753,Rennes,,Pour le Nord,Exports,bois rouge,,,,,500,livres,"0,25",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6215,Local,1753,Rennes,,Pour le Nord,Exports,bois rouge,,,,,17,mairrains,3,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6216,Local,1753,Rennes,,Pour le Nord,Exports,caffé des isles,,,,,3241,livres,"0,9",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6217,Local,1753,Rennes,,Pour le Nord,Exports,caffé moka,,,,,15407,livres,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6218,Local,1753,Rennes,,Pour le Nord,Exports,caladaris,,,,,292,pièces,36,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6219,Local,1753,Rennes,,Pour le Nord,Exports,cardamomum,,,,,1970,livres,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6220,Local,1753,Rennes,,Pour le Nord,Exports,chilas,,,,,29,pièces,35,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6221,Local,1753,Rennes,,Pour le Nord,Exports,circaca,,,,,40,pièces,90,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6222,Local,1753,Rennes,,Pour le Nord,Exports,damas divers,,,,,120,pièces,160,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6223,Local,1753,Rennes,,Pour le Nord,Exports,doreas brodées en couleur,,,,,23,pièces,100,Rennes -- 1753 -- Exports-- AD44_C716,,11,,,,,,,,0,,,,,,,,,
6224,Local,1753,Rennes,,Pour le Nord,Exports,garas blanc,,,,,960,pièces,18,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6225,Local,1753,Rennes,,Pour le Nord,Exports,gomme lacque,,,,,253,livres,"1,2",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6226,Local,1753,Rennes,,Pour le Nord,Exports,gomme du sénégale,,,,,40083,livres,"0,75",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6227,Local,1753,Rennes,,Pour le Nord,Exports,guinée blanc,,,,,5809,pièces,32,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6228,Local,1753,Rennes,,Pour le Nord,Exports,guinée bleue,,,,,267,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6229,Local,1753,Rennes,,Pour le Nord,Exports,guingans,,,,,773,pièces,15,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6230,Local,1753,Rennes,,Pour le Nord,Exports,indigo,,,,,420,livres,"5,5",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6231,Local,1753,Rennes,,Pour le Nord,Exports,lampas,,,,,24,pièces,300,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6232,Local,1753,Rennes,,Pour le Nord,Exports,mandarins,,,,,23,pièces,200,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6233,Local,1753,Rennes,,Pour le Nord,Exports,mouchoirs divers,,,,,336,pièces,20,pièces,,;,,,,,,,,0,,,,,,,,,
6234,Local,1753,Rennes,,Pour le Nord,Exports,mouchoirs mazulipatan,,,,,36,pièces,35,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6235,Local,1753,Rennes,,Pour le Nord,Exports,mouchoirs de pontichery,,,,,282,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6236,Local,1753,Rennes,,Pour le Nord,Exports,mousseline,,,,,96,pièces,12,jusque,,12,,,,,,,prix donné comme un intervalle 4-20 livres,0,,,,,,,,,
6237,Local,1753,Rennes,,Pour le Nord,Exports,patissoye,,,,,30,pièces,150,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6238,Local,1753,Rennes,,Pour le Nord,Exports,peaux de veau corroyées,,,,,14631,pièces,"2,4",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6239,Local,1753,Rennes,,Pour le Nord,Exports,pekin,,,,,174,pièces,110,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6240,Local,1753,Rennes,,Pour le Nord,Exports,poivre,,,,,4183,livres,"1,2",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6241,Local,1753,Rennes,,Pour le Nord,Exports,porcelaine,,,,,396,livres,5,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6242,Local,1753,Rennes,,Pour le Nord,Exports,sanas,,,,,59,pièces,30,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6243,Local,1753,Rennes,,Pour le Nord,Exports,satin,,,,,36,pièces,110,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6244,Local,1753,Rennes,,Pour le Nord,Exports,Sel,,,,,"215,5",muids,70,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6245,Local,1753,Rennes,,Pour le Nord,Exports,soucis,,,,,101,pièces,35,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6246,Local,1753,Rennes,,Pour le Nord,Exports,stinkerque,,,,,205,pièces,60,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6247,Local,1753,Rennes,,Pour le Nord,Exports,sucre brut,,,,,355699,livres,"0,24",;,,42000,,,,,,,,0,,,,,,,,,
6248,Local,1753,Rennes,,Pour le Nord,Exports,sucre tête,,,,,42090,livres,"0,2",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6249,Local,1753,Rennes,,Pour le Nord,Exports,sucre terré,,,,,956841,livres,"0,35",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6250,Local,1753,Rennes,,Pour le Nord,Exports,thé divers,,,,,13027,livres,"3,75",Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6251,Local,1753,Rennes,,Pour le Nord,Exports,Toilles peintes,,,,,405,pièces,28,Rennes -- 1753 -- Exports-- AD44_C716,,12,,,,,,,,0,,,,,,,,,
6252,Local,1753,Rennes,,Portugal,Exports,Beurre,,,,,1020,livres,"0,5",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6253,Local,1753,Rennes,,Portugal,Exports,Chandelle,,,,,4500,livres,"0,45",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6254,Local,1753,Rennes,,Portugal,Exports,crin,,,,,150,livres,"0,6",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6255,Local,1753,Rennes,,Portugal,Exports,cuirs de genisse corroyés,,,,,12659,pièces,6,Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6256,Local,1753,Rennes,,Portugal,Exports,eau de vie,,,,,54,veltes,5,40s,,13,,,,,,,,0,,,,,,,,,
6256,Local,1753,Rennes,,Portugal,Exports,eau de vie,,,,,21,pots,2,40s,,13,,,,,,,,0,,,,,,,,,
6257,Local,1753,Rennes,,Portugal,Exports,etoffe de soye,,,,,430,livres,40,Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6258,Local,1753,Rennes,,Portugal,Exports,fil de couleur,,,,,445,livres,"2,25",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6259,Local,1753,Rennes,,Portugal,Exports,Papier Batard fin,,,,,13210,rames,21,Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6260,Local,1753,Rennes,,Portugal,Exports,papier batard commun,,,,,621,rames,"2,5",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6261,Local,1753,Rennes,,Portugal,Exports,Papier Bulle blanche,,,,,27186,rames,4,Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6262,Local,1753,Rennes,,Portugal,Exports,papier genne fin,,,,,10270,rames,15,Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6263,Local,1753,Rennes,,Portugal,Exports,peaux de veau corroyés,,,,,7122,douzaines,28,Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
6264,Local,1753,Rennes,,Portugal,Exports,thé,,,,,150,livres,"3,75",Rennes -- 1753 -- Exports-- AD44_C716,,13,,,,,,,,0,,,,,,,,,
