line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3941,Local,1754,Nantes,,Angleterre,Imports,Avoine,,,,,14,Sac,6,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3942,Local,1754,Nantes,,Angleterre,Imports,Bœuf salé,,,,,5908,barils,30,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3942,Local,1754,Nantes,,Angleterre,Imports,Bœuf salé,,,,,488,tierçons,36,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3942,Local,1754,Nantes,,Angleterre,Imports,Bœuf salé,,,,,227870,livres,"0,25",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3943,Local,1754,Nantes,,Angleterre,Imports,Beure,,,,,770,frequins,24,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3943,Local,1754,Nantes,,Angleterre,Imports,Beure,,,,,525607,livres,"0,3",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3944,Local,1754,Nantes,,Angleterre,Imports,bierre,,,,,20,Baril,8,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3945,Local,1754,Nantes,,Angleterre,Imports,Chandelle,,,,,32915,livres,"0,4",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3946,Local,1754,Nantes,,Angleterre,Imports,chanvre brut,,,,,3632,livres,"0,18",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3947,Local,1754,Nantes,,Angleterre,Imports,charbon de terre,,,,,3053,Barique,10,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3948,Local,1754,Nantes,,Angleterre,Imports,Cuirs en poil,,,,,3335,pièces,18,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3949,Local,1754,Nantes,,Angleterre,Imports,seves,,,,,2,Baril,10,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3950,Local,1754,Nantes,,Angleterre,Imports,Fromage,,,,,4211,livres,"0,45",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3951,Local,1754,Nantes,,Angleterre,Imports,graine de lin,,,,,1378,livres,"0,15",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3952,Local,1754,Nantes,,Angleterre,Imports,laine brut,,,,,19649,livres,"1,25",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3953,Local,1754,Nantes,,Angleterre,Imports,Langues salées,,,,,15,aunes,15,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3953,Local,1754,Nantes,,Angleterre,Imports,Langues salées,,,,,39,barils,35,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3954,Local,1754,Nantes,,Angleterre,Imports,Lard,,,,,19,bariques,60,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3954,Local,1754,Nantes,,Angleterre,Imports,Lard,,,,,5,tierçons,40,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3954,Local,1754,Nantes,,Angleterre,Imports,Lard,,,,,84,barils,18,Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3954,Local,1754,Nantes,,Angleterre,Imports,Lard,,,,,24300,livres,"0,25",Nantes -- 1754 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3955,Local,1754,Nantes,,Angleterre,Imports,Moële de boeuf,,,,,550,livres,"0,35",Nantes -- 1754 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
3956,Local,1754,Nantes,,Angleterre,Imports,patates,,,,,3,bariques,5,Nantes -- 1754 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
