line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,
3685,Local,1753,Nantes,,Hollande,Imports,huille de vitriol,,,,,75,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3686,Local,1753,Nantes,,Hollande,Imports,jambons,,,,,6542,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3687,Local,1753,Nantes,,Hollande,Imports,indienne,,,,,1390,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3688,Local,1753,Nantes,,Hollande,Imports,instrumens de mathematiques,,,,,24,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3689,Local,1753,Nantes,,Hollande,Imports,Laine,,,,,36785,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3690,Local,1753,Nantes,,Hollande,Imports,Lames d'epée,,,,,195,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3691,Local,1753,Nantes,,Hollande,Imports,lames de sabres,,,,,480,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3692,Local,1753,Nantes,,Hollande,Imports,Langues salées,,,,,18,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3693,Local,1753,Nantes,,Hollande,Imports,lechefrittes  ,,,,,98,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3694,Local,1753,Nantes,,Hollande,Imports,lins de fil,,,,,560,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3695,Local,1753,Nantes,,Hollande,Imports,laines,,,,,100,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3696,Local,1753,Nantes,,Hollande,Imports,limeneas,,,,,350,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3697,Local,1753,Nantes,,Hollande,Imports,lin apresté,,,,,890,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3698,Local,1753,Nantes,,Hollande,Imports,linceul,,,,,578,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3699,Local,1753,Nantes,,Hollande,Imports,manches de gaffe,,,,,100,,,Nantes -- 1753 -- Imports -- AD44_C716,,7,,,,,,,,0,,,,,,,,,,,,,,,
3700,Local,1753,Nantes,,Hollande,Imports,marbres à jouër,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3701,Local,1753,Nantes,,Hollande,Imports,mats,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3702,Local,1753,Nantes,,Hollande,Imports,matreaux,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3703,Local,1753,Nantes,,Hollande,Imports,mecaneasse,,,,,200,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3704,Local,1753,Nantes,,Hollande,Imports,mercerie,,,,,13632,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3705,Local,1753,Nantes,,Hollande,Imports,meubles,,,550,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,550,,,,,,,,,,,,,,,
3706,Local,1753,Nantes,,Hollande,Imports,meules à eguiser,,,,,18,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3707,Local,1753,Nantes,,Hollande,Imports,mouchoirs de bengale,,,,,400,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3708,Local,1753,Nantes,,Hollande,Imports,moulins à caffé,,,,,1813,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3709,Local,1753,Nantes,,Hollande,Imports,moulins à mahy,,,,,3,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3710,Local,1753,Nantes,,Hollande,Imports,neganipeaux,,,,,120,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3711,Local,1753,Nantes,,Hollande,Imports,necanias grand,,,,,80,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3712,Local,1753,Nantes,,Hollande,Imports,orge,,,,,74,tonneaux,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3713,Local,1753,Nantes,,Hollande,Imports,orge mondée,,,,,1792,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3714,Local,1753,Nantes,,Hollande,Imports,Papier,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3715,Local,1753,Nantes,,Hollande,Imports,peaux de chamois,,,,,2,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3716,Local,1753,Nantes,,Hollande,Imports,peaux de biche,,,,,2200,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3717,Local,1753,Nantes,,Hollande,Imports,pinceaux,,,,,2,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3718,Local,1753,Nantes,,Hollande,Imports,pelles de bois,,,,,72,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3719,Local,1753,Nantes,,Hollande,Imports,pelle de fer,,,,,100,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3720,Local,1753,Nantes,,Hollande,Imports,pipes à fumer,,,,,3734,,,Nantes -- 1753 -- Imports -- AD44_C716,,8,,,,,,,,0,,,,,,,,,,,,,,,
3721,Local,1753,Nantes,,Hollande,Imports,planches de chene,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,,,,,,,,,0,,,,,,,,,,,,,,,
3722,Local,1753,Nantes,,Hollande,Imports,planches de sapin,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,,,,,,,,,0,,,,,,,,,,,,,,,
3723,Local,1753,Nantes,,Hollande,Imports,plomb en grenaille,,,,,1643,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3724,Local,1753,Nantes,,Hollande,Imports,plomb en saumon,,,,,82904,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3725,Local,1753,Nantes,,Hollande,Imports,plumes à ecrire,,,,,3756,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3726,Local,1753,Nantes,,Hollande,Imports,poesle à frire,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3727,Local,1753,Nantes,,Hollande,Imports,poids verts,,,,,1,Tonneaux,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3728,Local,1753,Nantes,,Hollande,Imports,poivre,,,,,8000,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3729,Local,1753,Nantes,,Hollande,Imports,poix de bourgogne,,,,,1601,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3730,Local,1753,Nantes,,Hollande,Imports,poix grasses,,,,,2168 ???,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,#VALEUR !,,,,,,,,,,,,,,,
3731,Local,1753,Nantes,,Hollande,Imports,pompe,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3732,Local,1753,Nantes,,Hollande,Imports,pompe à main,,,,,2,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3733,Local,1753,Nantes,,Hollande,Imports,pots de chaises de commodité,,,,,50,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3734,Local,1753,Nantes,,Hollande,Imports,poudre à cirer,,,,,57940,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3735,Local,1753,Nantes,,Hollande,Imports,polimi,,,,,600,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3736,Local,1753,Nantes,,Hollande,Imports,quincaille de fer,,,,,22980,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3737,Local,1753,Nantes,,Hollande,Imports,rassade,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3738,Local,1753,Nantes,,Hollande,Imports,raves de morüe,,,,,595,Baril,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3739,Local,1753,Nantes,,Hollande,Imports,rechaux de cuivre,,,,,6,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3740,Local,1753,Nantes,,Hollande,Imports,rhubarbe,,,,,25,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3741,Local,1753,Nantes,,Hollande,Imports,ruban de fil,,,,,266,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3742,Local,1753,Nantes,,Hollande,Imports,salemporis bleu,,,,,100,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3743,Local,1753,Nantes,,Hollande,Imports,Saumon fumé,,,,,295,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3744,Local,1753,Nantes,,Hollande,Imports,Savon noir,,,,,345,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3745,Local,1753,Nantes,,Hollande,Imports,sel d’ipsum,,,,,338,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3746,Local,1753,Nantes,,Hollande,Imports,sucre en pain,,,,,437,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3747,Local,1753,Nantes,,Hollande,Imports,tabac,,,,,82,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3748,Local,1753,Nantes,,Hollande,Imports,Tables de Sapin,,,,,13,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3749,Local,1753,Nantes,,Hollande,Imports,tables vernies,,,,,14,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3750,Local,1753,Nantes,,Hollande,Imports,tapisserie,,,100,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,100,,,,,,,,,,,,,,,
3751,Local,1753,Nantes,,Hollande,Imports,tapsel,,,,,500,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,9,,,,,,,,0,,,,,,,,,,,,,,,
3752,Local,1753,Nantes,,Hollande,Imports,thé,,,,,164,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3753,Local,1753,Nantes,,Hollande,Imports,theyeres de cuivre  ,,,,,7,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3754,Local,1753,Nantes,,Hollande,Imports,theyeres d’étain,,,,,24,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3755,Local,1753,Nantes,,Hollande,Imports,toille peinte ,,,,,564,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3756,Local,1753,Nantes,,Hollande,Imports,toille platille,,,,,450,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3757,Local,1753,Nantes,,Hollande,Imports,toille à voille,,,,,1893,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3758,Local,1753,Nantes,,Hollande,Imports,verd de gris,,,,,5020,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3759,Local,1753,Nantes,,Hollande,Imports,Vermillon,,,,,200,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3760,Local,1753,Nantes,,Hollande,Imports,verres à boire,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3761,Local,1753,Nantes,,Hollande,Imports,Vin Rouge,,,,,905,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3762,Local,1753,Nantes,,Nord,Imports,acier,,,,,3600,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3763,Local,1753,Nantes,,Nord,Imports,alun,,,,,29274,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3764,Local,1753,Nantes,,Nord,Imports,amadoux,,,,,37242,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3765,Local,1753,Nantes,,Nord,Imports,amidon,,,,,89956,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3766,Local,1753,Nantes,,Nord,Imports,azur,,,,,95607,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3767,Local,1753,Nantes,,Nord,Imports,beuf fumé,,,,,1598,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3768,Local,1753,Nantes,,Nord,Imports,beure,,,,,300,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3769,Local,1753,Nantes,,Nord,Imports,bierre,,,,,15,Barique,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3770,Local,1753,Nantes,,Nord,Imports,bled fromen,,,,,940,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3771,Local,1753,Nantes,,Nord,Imports,bled seigle,,,,,8658,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3772,Local,1753,Nantes,,Nord,Imports,bourdille,,,,,300,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3773,Local,1753,Nantes,,Nord,Imports,bouteilles de verres,,,,,594 ???,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,#VALEUR !,,,,,,,,,,,,,,,
3774,Local,1753,Nantes,,Nord,Imports,cendre vedasse,,,,,9940,,,Nantes -- 1753 -- Imports -- AD44_C716,,10,,,,,,,,0,,,,,,,,,,,,,,,
3775,Local,1753,Nantes,,Nord,Imports,chair fumée,,,,,150,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3776,Local,1753,Nantes,,Nord,Imports,chanvre cru,,,,,38224,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3777,Local,1753,Nantes,,Nord,Imports,cire jaune,,,,,672,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3778,Local,1753,Nantes,,Nord,Imports,coffre de fer,,,,,1 ???,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,#VALEUR !,,,,,,,,,,,,,,,
3779,Local,1753,Nantes,,Nord,Imports,corne à lanterne,,,,,167,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3780,Local,1753,Nantes,,Nord,Imports,creusets ,,,,,175,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3781,Local,1753,Nantes,,Nord,Imports,crin,,,,,1446,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3782,Local,1753,Nantes,,Nord,Imports,cuir de Russie,,,,,2309,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3783,Local,1753,Nantes,,Nord,Imports,cuivre ouvré,,,,,17064,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3784,Local,1753,Nantes,,Nord,Imports,Cuivres Rouges en planches,,,,,14777,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3785,Local,1753,Nantes,,Nord,Imports,dame jeannes,,,,,125,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3786,Local,1753,Nantes,,Nord,Imports,douelles à bariques,,,,,3000,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3787,Local,1753,Nantes,,Nord,Imports,douelles à fond,,,,,8500,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3788,Local,1753,Nantes,,Nord,Imports,douelles à pipes,,,,,28900,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3789,Local,1753,Nantes,,Nord,Imports,drogueries,,,,,114718,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3790,Local,1753,Nantes,,Nord,Imports,fer blanc simple,,,,,253,Baril,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3791,Local,1753,Nantes,,Nord,Imports,fer noir simple,,,,,37,Baril,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3792,Local,1753,Nantes,,Nord,Imports,fil de leton,,,,,2449,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3793,Local,1753,Nantes,,Nord,Imports,fromage,,,,,75,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3794,Local,1753,Nantes,,Nord,Imports,fuzils,,,,,40,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3795,Local,1753,Nantes,,Nord,Imports,graine de lin,,,,,260,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3796,Local,1753,Nantes,,Nord,Imports,Jambons,,,,,1975,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3797,Local,1753,Nantes,,Nord,Imports,indienne,,,,,210,Piece,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3798,Local,1753,Nantes,,Nord,Imports,laines non fillées,,,,,1167,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3799,Local,1753,Nantes,,Nord,Imports,laines peignées,,,,,11114,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3800,Local,1753,Nantes,,Nord,Imports,lin à presté,,,,,55,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3801,Local,1753,Nantes,,Nord,Imports,matreaux,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3802,Local,1753,Nantes,,Nord,Imports,mercerie,,,,,12849,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3803,Local,1753,Nantes,,Nord,Imports,noir de fumée,,,,,6720,,,Nantes -- 1753 -- Imports -- AD44_C716,,11,,,,,,,,0,,,,,,,,,,,,,,,
3804,Local,1753,Nantes,,Nord,Imports,orge,,,,,164,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3805,Local,1753,Nantes,,Nord,Imports,papier,,,,,20,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3806,Local,1753,Nantes,,Nord,Imports,peaux de chevreuil,,,,,120,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3807,Local,1753,Nantes,,Nord,Imports,peaux de chien de mer,,,,,144,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3808,Local,1753,Nantes,,Nord,Imports,peaux d’hermines,,,,,40,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3809,Local,1753,Nantes,,Nord,Imports,peaux de lievres,,,,,1200 ???,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,#VALEUR !,,,,,,,,,,,,,,,
3810,Local,1753,Nantes,,Nord,Imports,peaux de loup cervier,,,,,10,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3811,Local,1753,Nantes,,Nord,Imports,peaux d’ours,,,,,40,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3812,Local,1753,Nantes,,Nord,Imports,peaux de petit gris,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3813,Local,1753,Nantes,,Nord,Imports,pinceaux,,,,,2759 ???,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,#VALEUR !,,,,,,,,,,,,,,,
3814,Local,1753,Nantes,,Nord,Imports,planches de sapin,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,6073,de,30,34,0,8,L,7,s,;,530,pour,grenier,6,s,;,5446,ordinaire,5,s}
3815,Local,1753,Nantes,,Nord,Imports,Plomb en saumon,,,,,117385,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3816,Local,1753,Nantes,,Nord,Imports,plume à lit,,,,,270,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3817,Local,1753,Nantes,,Nord,Imports,poids ,,,,,11,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3818,Local,1753,Nantes,,Nord,Imports,poivre,,,,,2000,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3819,Local,1753,Nantes,,Nord,Imports,pots de terre en forme à sucre,,,,,3500,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3820,Local,1753,Nantes,,Nord,Imports,quincaille de fer,,,,,5555,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3821,Local,1753,Nantes,,Nord,Imports,soye de porc,,,,,611,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3822,Local,1753,Nantes,,Nord,Imports,sucre en pain,,,,,496,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3823,Local,1753,Nantes,,Nord,Imports,Terre d'ombre,,,,,4032,,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3824,Local,1753,Nantes,,Nord,Imports,toille de bretagne,,,,,2780,aune,,Nantes -- 1753 -- Imports -- AD44_C716,,12,,,,,,,,0,,,,,,,,,,,,,,,
3825,Local,1753,Nantes,,Nord,Imports,toille cholet,,,,,2,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3826,Local,1753,Nantes,,Nord,Imports,toille platille,,,,,28543,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3827,Local,1753,Nantes,,Nord,Imports,toille à voille,,,,,12798,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3828,Local,1753,Nantes,,Nord,Imports,verres cristalins,,,,,3125,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3829,Local,1753,Nantes,,Nord,Imports,vin du Rhin,,,,,110,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3830,Local,1753,Nantes,,De Portugal,Imports,citrons,,,,,20,Caisse,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3831,Local,1753,Nantes,,De Portugal,Imports,Figues,,,,,21324,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3832,Local,1753,Nantes,,De Portugal,Imports,graine de chapelet,,,,,1300,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3833,Local,1753,Nantes,,De Portugal,Imports,huille de copahu,,,,,2500,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3834,Local,1753,Nantes,,De Portugal,Imports,ipecacuana,,,,,350,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3835,Local,1753,Nantes,,De Portugal,Imports,Oranges,,,,,525,Caisse,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
3836,Local,1753,Nantes,,De Portugal,Imports,pruneaux,,,,,27,,,Nantes -- 1753 -- Imports -- AD44_C716,,13,,,,,,,,0,,,,,,,,,,,,,,,
