line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,
3535,Local,1753,Nantes,,Angleterre,Imports,bœuf salé,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3536,Local,1753,Nantes,,Angleterre,Imports,beure,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3537,Local,1753,Nantes,,Angleterre,Imports,Bled froment,,,,,835,Tonneaux,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3538,Local,1753,Nantes,,Angleterre,Imports,Chandelle,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3539,Local,1753,Nantes,,Angleterre,Imports,Charbon de terre,,,,,2204,Barique,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3540,Local,1753,Nantes,,Angleterre,Imports,crin,,,,,3300,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3541,Local,1753,Nantes,,Angleterre,Imports,Cuirs en poil,,,,,4915,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3542,Local,1753,Nantes,,Angleterre,Imports,farine,,,,,13,Sack,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3543,Local,1753,Nantes,,Angleterre,Imports,Fromage commun,,,,,12507,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3544,Local,1753,Nantes,,Angleterre,Imports,grain,,,,,740,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3545,Local,1753,Nantes,,Angleterre,Imports,Laine d'Angleterre,,,,,62749,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3546,Local,1753,Nantes,,Angleterre,Imports,laine peinée,,,,,34140,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3547,Local,1753,Nantes,,Angleterre,Imports,laine en toison,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,,,,,,,
3548,Local,1753,Nantes,,Angleterre,Imports,langues de bœuf,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,,,,,,,,,0,,,,,,,,,,,,,,,
3549,Local,1753,Nantes,,Angleterre,Imports,lard,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,,,,,,,,,0,,,,,,,,,,,,,,,
3550,Local,1753,Nantes,,Angleterre,Imports,Moellle de beouf,,,,,174,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3551,Local,1753,Nantes,,Angleterre,Imports,orge,,,,,298,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3552,Local,1753,Nantes,,Angleterre,Imports,patates,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3553,Local,1753,Nantes,,Angleterre,Imports,plomb en saumon,,,,,61230,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3554,Local,1753,Nantes,,Angleterre,Imports,Suif,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3555,Local,1753,Nantes,,Danemark,Imports,avirons,,,,,160,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3556,Local,1753,Nantes,,Danemark,Imports,chanvre cru,,,,,59597,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3557,Local,1753,Nantes,,Danemark,Imports,cloux de fer,,,,,2362,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3558,Local,1753,Nantes,,Danemark,Imports,Cuivre Rouge,,,,,1627,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3559,Local,1753,Nantes,,Danemark,Imports,douelles de sapin,,,,,816,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3560,Local,1753,Nantes,,Danemark,Imports,esparts,,,,,316,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3561,Local,1753,Nantes,,Danemark,Imports,fer en barres,,,,,49602,,,Nantes -- 1753 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,,,,,,,
3562,Local,1753,Nantes,,Danemark,Imports,matreaux,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,,,,,,,,,0,,,,,,,,,,,,,,,
3563,Local,1753,Nantes,,Danemark,Imports,Planches de sapin,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,,,,,,,,,0,,,,,,,,,,,,,,,
3564,Local,1753,Nantes,,Danemark,Imports,toille à voile,,,,,6080,aune,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3565,Local,1753,Nantes,,Danemark,Imports,vin de rhin,,,,,5550,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3566,Local,1753,Nantes,,Espagne,Imports,avirons,,,,,200,Barique,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3567,Local,1753,Nantes,,Espagne,Imports,citrons verts,,,,,8000,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3568,Local,1753,Nantes,,Espagne,Imports,fer en barres,,,,,737651,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3569,Local,1753,Nantes,,Espagne,Imports,laine d’espagne,,,,,390781,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3570,Local,1753,Nantes,,Espagne,Imports,meules à eguiser,,,,,115,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3571,Local,1753,Nantes,,Espagne,Imports,ocre,,,,,280,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3572,Local,1753,Nantes,,Espagne,Imports,Vins D'Espagne,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3573,Local,1753,Nantes,,Espagne,Imports,vin de rancio,,,,,2,Barique,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3574,Local,1753,Nantes,,Hollande,Imports,acier,,,,,39191,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3575,Local,1753,Nantes,,Hollande,Imports,aiguilles,,,,,7524,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3576,Local,1753,Nantes,,Hollande,Imports,alun,,,,,10000,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3577,Local,1753,Nantes,,Hollande,Imports,ambre jaune,,,,,25,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3578,Local,1753,Nantes,,Hollande,Imports,amidon,,,,,62046,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3579,Local,1753,Nantes,,Hollande,Imports,anabas,,,,,40000,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3580,Local,1753,Nantes,,Hollande,Imports,ancres de fer,,,,,4100,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3581,Local,1753,Nantes,,Hollande,Imports,argens vif,,,,,1300,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3582,Local,1753,Nantes,,Hollande,Imports,artichaux ,,,,,500,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3583,Local,1753,Nantes,,Hollande,Imports,avoine,,,,,415,Tonneaux,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3584,Local,1753,Nantes,,Hollande,Imports,azur,,,,,18880,,,Nantes -- 1753 -- Imports -- AD44_C716,,3,,,,,,,,0,,,,,,,,,,,,,,,
3585,Local,1753,Nantes,,Hollande,Imports,bajutapeau,,,,,266,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3586,Local,1753,Nantes,,Hollande,Imports,baleine coupée,,,,,4013,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3587,Local,1753,Nantes,,Hollande,Imports,baleine en fanon,,,,,5252,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3588,Local,1753,Nantes,,Hollande,Imports,barbançons de grez,,,,,4849,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3589,Local,1753,Nantes,,Hollande,Imports,batons à lave place,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3590,Local,1753,Nantes,,Hollande,Imports,bœuf salé,,,,,50,Baril,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3591,Local,1753,Nantes,,Hollande,Imports,beure,,,,,160,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3592,Local,1753,Nantes,,Hollande,Imports,bierre,,,,,431,Barique,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3593,Local,1753,Nantes,,Hollande,Imports,blanc de baleine,,,,,50,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3594,Local,1753,Nantes,,Hollande,Imports,bled fromen,,,,,231,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3595,Local,1753,Nantes,,Hollande,Imports,bled seigle,,,,,683,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3596,Local,1753,Nantes,,Hollande,Imports,bois de brezil,,,,,1010,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3597,Local,1753,Nantes,,Hollande,Imports,bois de campeche,,,,,1331,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3598,Local,1753,Nantes,,Hollande,Imports,bois de fernambourg,,,,,2913,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3599,Local,1753,Nantes,,Hollande,Imports,bois de flemouk,,,,,680,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3600,Local,1753,Nantes,,Hollande,Imports,bois jaune,,,,,1631,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3601,Local,1753,Nantes,,Hollande,Imports,bois d’inde en buches,,,,,17403,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3602,Local,1753,Nantes,,Hollande,Imports,bois d’inde rapée,,,,,34707,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3603,Local,1753,Nantes,,Hollande,Imports,bois de sainte marthe,,,,,962,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3604,Local,1753,Nantes,,Hollande,Imports,bois de sandal en buches,,,,,26605,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3605,Local,1753,Nantes,,Hollande,Imports,bois de sandal moulu,,,,,9847,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3606,Local,1753,Nantes,,Hollande,Imports,bois à teindre moulu,,,,,8692,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3607,Local,1753,Nantes,,Hollande,Imports,borax,,,,,206,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3608,Local,1753,Nantes,,Hollande,Imports,bouteilles de verre,,,,,1412,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3609,Local,1753,Nantes,,Hollande,Imports,brosserie,,,,,1410,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3610,Local,1753,Nantes,,Hollande,Imports,Cabarets Vernis,,,,,12,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3611,Local,1753,Nantes,,Hollande,Imports,cadenats,,,,,184,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3612,Local,1753,Nantes,,Hollande,Imports,caffetierres de cuivre rouge,,,,,36,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3613,Local,1753,Nantes,,Hollande,Imports,caffetierres d’etain,,,,,13,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3614,Local,1753,Nantes,,Hollande,Imports,cannettes de grez,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,4,,,,,,,,0,,,,,,,,,,,,,,,
3615,Local,1753,Nantes,,Hollande,Imports,caves garnies,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3616,Local,1753,Nantes,,Hollande,Imports,cendre gravelée,,,,,213,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3617,Local,1753,Nantes,,Hollande,Imports,ceruse,,,,,1121,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3618,Local,1753,Nantes,,Hollande,Imports,chair fumée,,,,,25,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3619,Local,1753,Nantes,,Hollande,Imports,chaises de commodités,,,,,135,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3620,Local,1753,Nantes,,Hollande,Imports,chanvre cru,,,,,143960,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3621,Local,1753,Nantes,,Hollande,Imports,charbon de terre,,,,,733,Barique,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3622,Local,1753,Nantes,,Hollande,Imports,chasselas,,,,,260,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3623,Local,1753,Nantes,,Hollande,Imports,chausse pied,,,,,194,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3624,Local,1753,Nantes,,Hollande,Imports,choufleur,,,,,8,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3625,Local,1753,Nantes,,Hollande,Imports,cloux de fer,,,,,14692,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3626,Local,1753,Nantes,,Hollande,Imports,cocos,,,,,30200,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3627,Local,1753,Nantes,,Hollande,Imports,coffres de fer,,,,,7,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3628,Local,1753,Nantes,,Hollande,Imports,Cordages,,,,,27952,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3629,Local,1753,Nantes,,Hollande,Imports,Corne,,,,,2000,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3630,Local,1753,Nantes,,Hollande,Imports,cornichons,,,,,12,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3631,Local,1753,Nantes,,Hollande,Imports,Coroos,,,,,2000,piece,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3632,Local,1753,Nantes,,Hollande,Imports,Couperoze,,,,,22500,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3633,Local,1753,Nantes,,Hollande,Imports,coutteaux flamands,,,,,,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3634,Local,1753,Nantes,,Hollande,Imports,coutil,,,,,216,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3635,Local,1753,Nantes,,Hollande,Imports,crayons,,,,,2,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3636,Local,1753,Nantes,,Hollande,Imports,cricks de fer,,,,,2,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3637,Local,1753,Nantes,,Hollande,Imports,cuirs dorés,,,,,350,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3638,Local,1753,Nantes,,Hollande,Imports,cuivre en chaudrons,,,,,14649,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3639,Local,1753,Nantes,,Hollande,Imports,Cuivre jaune,,,,,12966,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3640,Local,1753,Nantes,,Hollande,Imports,cuivre ouvré,,,,,11940,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3641,Local,1753,Nantes,,Hollande,Imports,Cuivre Rouge,,,,,1583,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3642,Local,1753,Nantes,,Hollande,Imports,cuivre vieux,,,,,40,,,Nantes -- 1753 -- Imports -- AD44_C716,,5,,,,,,,,0,,,,,,,,,,,,,,,
3643,Local,1753,Nantes,,Hollande,Imports,dez à coudre,,,,,70,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3644,Local,1753,Nantes,,Hollande,Imports,douelle à bariques,,,,,2050,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3645,Local,1753,Nantes,,Hollande,Imports,douelle à pipes,,,,,3400,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3646,Local,1753,Nantes,,Hollande,Imports,drogueries,,,,,229631,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3647,Local,1753,Nantes,,Hollande,Imports,eau de spa,,,,,60,Bouteille,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3648,Local,1753,Nantes,,Hollande,Imports,esparts,,,,,598,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3649,Local,1753,Nantes,,Hollande,Imports,etain ouvré,,,,,2963,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3650,Local,1753,Nantes,,Hollande,Imports,etain en saumon,,,,,3242,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3651,Local,1753,Nantes,,Hollande,Imports,fayance,,,,,1343,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3652,Local,1753,Nantes,,Hollande,Imports,fer en barres,,,,,108538,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3653,Local,1753,Nantes,,Hollande,Imports,fer en cercles,,,,,26657,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3654,Local,1753,Nantes,,Hollande,Imports,fer en feuillieres,,,,,588,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3655,Local,1753,Nantes,,Hollande,Imports,fer en fontes,,,,,850,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3656,Local,1753,Nantes,,Hollande,Imports,Fer ouvré,,,,,5429,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3657,Local,1753,Nantes,,Hollande,Imports,fer en placques,,,,,5002,en nombre,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3658,Local,1753,Nantes,,Hollande,Imports,fer en platinnes,,,,,17600,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3659,Local,1753,Nantes,,Hollande,Imports,fer rond,,,,,9405,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3660,Local,1753,Nantes,,Hollande,Imports,fer en tambourg,,,,,6972,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3661,Local,1753,Nantes,,Hollande,Imports,fer en taulle ,,,,,303,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3662,Local,1753,Nantes,,Hollande,Imports,ferremens ,,,,,12830,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3663,Local,1753,Nantes,,Hollande,Imports,Feves,,,,,337,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3664,Local,1753,Nantes,,Hollande,Imports,fil à coudre,,,,,420,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3665,Local,1753,Nantes,,Hollande,Imports,fil de fer,,,,,778,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3666,Local,1753,Nantes,,Hollande,Imports,fil de leton,,,,,2983,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3667,Local,1753,Nantes,,Hollande,Imports,fil à voile,,,,,17500,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3668,Local,1753,Nantes,,Hollande,Imports,filieres d’agathe,,,,,2210,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
3669,Local,1753,Nantes,,Hollande,Imports,flacons de verre,,,,,150,,,Nantes -- 1753 -- Imports -- AD44_C716,,6,,,,,,,,0,,,,,,,,,,,,,,,
