line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3142,Local,1752,Nantes,,Angleterre,Imports,beuf salé,,,93624,,3901,barils,24,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3142,Local,1752,Nantes,,Angleterre,Imports,beuf salé,,,54180,,1505,tierçons,36,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3142,Local,1752,Nantes,,Angleterre,Imports,beuf salé,,,"33634,9",,336349,livres,"0,1",Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3143,Local,1752,Nantes,,Angleterre,Imports,beure sallé,,,62856,,2619,barils,24,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3143,Local,1752,Nantes,,Angleterre,Imports,beure sallé,,,1648,,91,frequins,18,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,10,,,,,,,,,
3143,Local,1752,Nantes,,Angleterre,Imports,beure sallé,,,"83130,3",,277101,livres,"0,3",Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3144,Local,1752,Nantes,,Angleterre,Imports,bled fromen,,,583605,,3537,tonneaux,165,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3145,Local,1752,Nantes,,Angleterre,Imports,bled seigle,,,113400,,1260,tonneaux,90,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3146,Local,1752,Nantes,,Angleterre,Imports,bierre,,,90,,6,Barique,15,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3147,Local,1752,Nantes,,Angleterre,Imports,chandelle,,,1100,,110,caisses,10,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3147,Local,1752,Nantes,,Angleterre,Imports,chandelle,,,13316,,33290,livres,"0,4",Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3148,Local,1752,Nantes,,Angleterre,Imports,charbon de terre,,,3800,,95,tonneaux,40,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3148,Local,1752,Nantes,,Angleterre,Imports,charbon de terre,,,"32822,5",,3282,bariques,10,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,"2,5",,,,,,,,,
3149,Local,1752,Nantes,,Angleterre,Imports,crin de cheval,,,"673,8",,1123,livres,"0,6",Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3150,Local,1752,Nantes,,Angleterre,Imports,cuirs verts en poil,,,170820,,9490,pièces,18,Nantes -- 1752 -- Imports -- AD44_C716,,1,,,,,,,,0,,,,,,,,,
3151,Local,1752,Nantes,,Angleterre,Imports,farine,,,4000,,50,bariques,80,Pauls,,1,,,,,,,,0,,,,,,,,,
3151,Local,1752,Nantes,,Angleterre,Imports,farine,,,28600,,1300,barils,22,Pauls,,1,,,,,,,,0,,,,,,,,,
3151,Local,1752,Nantes,,Angleterre,Imports,farine,,,15300,,510,sacs à proportion du poids,30,Pauls,,1,,,,,,,erreur de calcul (valeur originale notée 1530),0,,,,,,,,,
3152,Local,1752,Nantes,,Angleterre,Imports,feves,,,4770,,53,Tonneaux,90,Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,prix donné comme un intervalle 80-100 livres,0,,,,,,,,,
3153,Local,1752,Nantes,,Angleterre,Imports,fromages de chester,,,450,,750,livres,"0,6",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,quantité originale donnée en nombre et valeur originale en livres,0,,,,,,,,,
3154,Local,1752,Nantes,,Angleterre,Imports,fromage commun,,,"966,75",,3867,livres,"0,25",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
3155,Local,1752,Nantes,,Angleterre,Imports,laine filée,,,598,,260,livres,"2,3",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
3156,Local,1752,Nantes,,Angleterre,Imports,laine peignée,,,"8793,4",,6281,livres,"1,4",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
3157,Local,1752,Nantes,,Angleterre,Imports,laine en toison,,,16500,,55000,livres,"0,3",;,,2,,,,,,,quantité originale donnée en balles de 500 livres,0,,,,,,,,,
3157,Local,1752,Nantes,,Angleterre,Imports,laine en toison,,,7171,,26078,livres,"0,275",;,,2,,,,,,,prix donné comme un intervalle 5-6 sous,"-0,450000000000728",,,,,,,,,
3158,Local,1752,Nantes,,Angleterre,Imports,langues de beuf,,,1750,,50,barils,35,22},,2,,,,,,,,0,,,,,,,,,
3158,Local,1752,Nantes,,Angleterre,Imports,langues de beuf,,,2399,,9589,livres,"0,25",22},,2,,,,,,,,"1,75",,,,,,,,,
3159,Local,1752,Nantes,,Angleterre,Imports,lard,,,1210,,55,barils,22,6},,2,,,,,,,,0,,,,,,,,,
3159,Local,1752,Nantes,,Angleterre,Imports,lard,,,1728,,5760,livres,"0,3",6},,2,,,,,,,,0,,,,,,,,,
3160,Local,1752,Nantes,,Angleterre,Imports,moelle de bœuf,,,"83,85",,258,livres,"0,325",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,prix donné comme un intervalle 6-7 sous,0,,,,,,,,,
3161,Local,1752,Nantes,,Angleterre,Imports,nattes,,,180,,120,en nombre,"1,5",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
3162,Local,1752,Nantes,,Angleterre,Imports,orge,,,35420,,506,Tonneaux,70,Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
3163,Local,1752,Nantes,,Angleterre,Imports,plomb en saumons,,,3745,,18725,livres,"0,2",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
3164,Local,1752,Nantes,,Angleterre,Imports,saumon salé,,,15,,60,livres,"0,25",Nantes -- 1752 -- Imports -- AD44_C716,,2,,,,,,,,0,,,,,,,,,
