numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,remarks
240,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Cercles a tonneaux,Marseille,Italie,2254,rodes,"0,5",
241,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Cercles a barils,Marseille,Italie,80,douzaines ,"0,035",
242,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Douves a tonneaux,Marseille,Italie,274,charges,4,
243,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Douves a tonneaux,Marseille,Italie,540,canelle,3,
244,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Etoupe,Marseille,Italie,4325,livres,"0,12",
245,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Fer en bandes,Marseille,Italie,600,livres,"0,13",
246,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Fer vieux,Marseille,Italie,500,livres,"0,04",
247,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Graines de jardin,Marseille,Italie,70,livres,"0,4",
248,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Graines de chanvre,Marseille,Italie,7250,livres,"0,04",
249,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Galles romaines,Marseille,Italie,3,livres,"0,2",
250,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Iris,Marseille,Italie,2060,livres,"0,15",
251,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Jus de citron,Marseille,Italie,260,livres,"0,05",
252,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Laine pellade,Marseille,Italie,300,livres,"0,2",
253,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Marbre brut,Marseille,Italie,15500,livres,"0,0125",
254,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Ocre,Marseille,Italie,9000,livres,"0,15",
255,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Platre,Marseille,Italie,70,quintaux,"0,15",
256,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Planches de sapin,Marseille,Italie,12,douzaines ,10,
257,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Peaux de chien de mer,Marseille,Italie,430,livres,"0,4",
258,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Soie ouvrée,Marseille,Italie,14608,livres,16,
259,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Soie grès,Marseille,Italie,31677,livres,9,
260,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Soufre en canon,Marseille,Italie,84575,livres,"0,1",
261,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Terebantine,Marseille,Italie,20,livres,"0,35",
262,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Agoutals,Marseille,Italie,71,douzaines ,"1,2",
263,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Bas de soie,Marseille,Italie,3,paires,10,
264,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Bas de soie,Marseille,Italie,5,livres,22,
265,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Balais de palme,Marseille,Italie,100,livres,"0,2",
266,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Benitiers de marbre poids de 250 livres,Marseille,Italie,1,pièces,200,
267,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Boutons de fil,Marseille,Italie,175,livres,6,
268,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Barils vuides,Marseille,Italie,440,en nombre,"0,18",
269,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Bois ouvré,Marseille,Italie,1300,livres,"0,04",
270,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Couvertures de fil,Marseille,Italie,1340,livres,1,
271,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Cordon de filoselle,Marseille,Italie,25,livres,12,
272,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Coton filé,Marseille,Italie,10,livres,"0,75",
273,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Cardes de chanvre,Marseille,Italie,3130,livres,"0,16",
274,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Chandelles,Marseille,Italie,1300,livres,"0,35",
275,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Corbeilles d'ozier,Marseille,Italie,165,douzaines ,"1,2",
276,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Corbeilles d'ozier,Marseille,Italie,375,livres,"0,035",
277,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Couffins de palme petits,Marseille,Italie,13,douzaines ,3,
278,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Chapeaux de paille,Marseille,Italie,46,douzaines ,6,
279,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Cuivre ouvré,Marseille,Italie,10,livres,1,
280,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Cloux de fer,Marseille,Italie,200,livres,"0,25",
281,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Etoffe de soie,Marseille,Italie,15,livres,35,
282,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Essence de jassemin,Marseille,Italie,820,livres,"0,75",
283,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Fleurs artificielles,Marseille,Italie,4,livres,50,
284,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Fil a voile,Marseille,Italie,360,livres,"0,5",
285,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Filet a pescher,Marseille,Italie,,,20,
286,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Fayence,Marseille,Italie,185,livres,"0,15",
287,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Fer ouvré,Marseille,Italie,22,livres,"0,25",
288,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Mercerie commune,Marseille,Italie,175,livres,1,
289,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Madriers de marbre,Marseille,Italie,1260,en nombre,"0,6",
290,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Marbre en table,Marseille,Italie,15560,livres,"0,04",
291,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Parasols,Marseille,Italie,614,en nombre,3,
292,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Pomades,Marseille,Italie,50,livres,1,
293,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Paste d'amande,Marseille,Italie,1650,livres,"0,6",
294,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Paniers,Marseille,Italie,,,17,
295,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Quenouilles,Marseille,Italie,12,douzaines ,"0,6",
296,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Savonetes,Marseille,Italie,30,livres,2,
297,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Savons,Marseille,Italie,1740,livres,"0,18",
298,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Souliers,Marseille,Italie,20,paires,3,
299,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Tableaux sur toile,Marseille,Italie,68,livres,10,
300,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Toile crue,Marseille,Italie,650,livres,"1,5",
301,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Toile a tamis,Marseille,Italie,12,livres,"1,5",
302,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Tonneaux cerclés de bois,Marseille,Italie,420,en nombre,4,
303,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Terraille commune,Marseille,Italie,28,charges,2,
304,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Terraille commune,Marseille,Italie,18175,livres,"0,01",
305,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Bled froment,Marseille,Levant,3568,charges,"11,5",
306,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Café,Marseille,Levant,1760,livres,"1,75",
307,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Dattes,Marseille,Levant,27900,livres,"0,12",
308,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Fromages,Marseille,Levant,150,livres,"0,15",
309,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Huile d'olive,Marseille,Levant,113300,livres,"0,2",
310,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Legumes,Marseille,Levant,80,charges,10,
311,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Pistaches,Marseille,Levant,150,livres,"0,3",
312,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Ris,Marseille,Levant,572725,livres,"0,095",
313,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Raisins de corinte,Marseille,Levant,11350,livres,"0,12",
314,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Sorbet,Marseille,Levant,20,livres,1,
315,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Vermichel,Marseille,Levant,850,livres,"0,15",
316,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Assafetida,Marseille,Levant,1555,livres,"1,5",
317,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Beaume,Marseille,Levant,205,livres,8,
318,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,5,1725,Imports,Bol,Marseille,Levant,42,livres,"0,25",
319,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Benjoin,Marseille,Levant,208,livres,"2,25",
320,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Camfre,Marseille,Levant,98,livres,5,
321,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Collequinte,Marseille,Levant,425,livres,1,
322,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cassia linea,Marseille,Levant,90,livres,"1,5",
323,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Coques du levant,Marseille,Levant,2110,livres,"1,75",
324,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Caffé,Marseille,Levant,230,livres,"0,15",
325,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Drogues communes,Marseille,Levant,16885,livres,"0,02",
326,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Gomme arabique,Marseille,Levant,12150,livres,"0,3",
327,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Gomme elemy,Marseille,Levant,310,livres,"2,5",
328,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Gomme tacamaca,Marseille,Levant,30,livres,"0,2",
329,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Gomme ammoniaque,Marseille,Levant,20,livres,"1,25",
330,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Galbanon,Marseille,Levant,85,livres,"1,5",
331,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Hermodattes,Marseille,Levant,130,livres,"0,15",
332,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Mirobolan,Marseille,Levant,30,livres,"0,5",
333,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Mecoacam,Marseille,Levant,65,livres,"2,5",
334,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Noix vomique,Marseille,Levant,380,livres,"0,15",
335,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Opium,Marseille,Levant,418,livres,6,
336,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Rubarbe,Marseille,Levant,738,livres,50,
337,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Racines de pirestre,Marseille,Levant,200,livres,"0,25",
338,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Sené,Marseille,Levant,12740,livres,1,
339,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Sené en grabeau,Marseille,Levant,5750,livres,"0,25",
340,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Scamonée,Marseille,Levant,675,livres,9,
341,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Semenconna,Marseille,Levant,926,livres,4,
342,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Salsepareille,Marseille,Levant,150,livres,"1,3",
343,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Saxafras,Marseille,Levant,60,livres,"0,5",
344,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Sebestes,Marseille,Levant,440,livres,"0,25",
345,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Sang de dragon,Marseille,Levant,125,livres,"0,3",
346,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Squine,Marseille,Levant,30,livres,"1,5",
347,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Storax,Marseille,Levant,64,livres,2,
348,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Sel ammoniac,Marseille,Levant,1420,livres,"0,8",
349,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Tamarins,Marseille,Levant,1940,livres,"0,35",
350,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Turbit,Marseille,Levant,130,livres,2,
351,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Agaric,Marseille,Levant,50,livres,"0,75",
352,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Babouches,Marseille,Levant,59,paires,"2,5",
353,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Balais de palme ,Marseille,Levant,3160,douzaines ,"1,8",
354,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Balais de palme ,Marseille,Levant,7100,livres,"0,2",
355,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cuirs tannés,Marseille,Levant,110,livres,"0,35",
356,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cuirs de buffle en poil,Marseille,Levant,3142,en nombre,16,
357,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cuirs de bœuf en poil,Marseille,Levant,26567,en nombre,11,
358,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cuirs de vache en poil,Marseille,Levant,5248,en nombre,5,
359,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Cuirs testau,Marseille,Levant,37600,livres,"0,1",
360,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,6,1725,Imports,Coton filé fin,Marseille,Levant,5025,livres,1,
