numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
12,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,1,chair salée,Hollande,1134,6300,livres,0.18,0,en quintal
13,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,1,cinabre,Hollande,140,28,livres,5,0,
14,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,1,colle de poisson,Hollande,35,7,livres,5,0,
15,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,1,canelle,Hollande,9732,1622,livres,6,0,
16,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,colle commnune,Hollande,1640,4100,livres,0.4,0,
17,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,ceruze,Hollande,1248,8325,livres,0.15,-0.75,en quintal
18,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,couperose verte,Hollande,498,9975,livres,0.05,-0.75,en quintal
19,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,cuivre en planches,Hollande,30144,20096,livres,1.5,0,
20,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,corne platte,Hollande,64,540,livres,0.12,-0.799999999999997,en quintal
21,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,cuir de Roussy,Hollande,1964,2455,livres,0.8,0,
22,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,crin,Hollande,127,530,livres,0.24,-0.199999999999989,en quintal
23,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,cordage,Hollande,96,400,livres,0.24,0,en quintal
24,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,charbon de terre,Hollande,4848,606,barrils,8,0,
25,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,charbon de terre,Hollande,218,10900,livres,0.02,0,
26,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,douves à tonneaux,Hollande,240,12000,livres,0.02,0,en quintal
27,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,epicerie,Hollande,1728,576,livres,3,0,
28,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,eau forte,Hollande,42,42,livres,1,0,
29,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,etain en bloc,Hollande,3803,5140,livres,0.74,-0.599999999999909,en quintal
30,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,fromage,Hollande,1670,8350,livres,0.2,0,en quintal
31,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,fayence,Hollande,264,1200,livres,0.22,0,en quintal
32,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,fer en plaques,Hollande,250,1250,livres,0.2,0,en quintal
33,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,geroffle,Hollande,17428,2178.5,livres,8,0,2178 livres et 1/2
34,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,garance commune,Hollande,6790,16975,livres,0.4,0,
35,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,harans sors,Hollande,7140,297.5,barrils,24,0,297 barils et 1/2
36,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,harans fors,Hollande,1942,129500,pièces,0.015,-0.5,en pourcentage
37,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,huille de poisson,Hollande,135,750,livres,0.18,0,en quintal
38,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,litarge,Hollande,368,3350,livres,0.11,-0.5,en quintal
39,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,limaille de cuivre,Hollande,30,30,livres,1,0,
40,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,muscade,Hollande,8400,1050,livres,8,0,
41,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,mercerie grossiere,Hollande,5750,5750,livres,1,0,
42,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,mini,Hollande,176,1175,livres,0.15,-0.25,en quintal
43,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,moulins à caffé,Hollande,102,17,pièces,6,0,
44,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,noir de fumée,Hollande,57,115,livres,0.5,-0.5,arrondi
45,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,or battu,Hollande,375,2500,feuilles,0.15,0,
46,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,poivre noir,Hollande,147730,147730,livres,1,0,
47,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,papier violet,Hollande,6,1,rames,6,0,
48,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,plomb en saumon,Hollande,31884,199275,livres,0.16,0,en pourcentage
49,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,pipes à fumer,Hollande,2060,634,grosses,3.25,-0.5,arrondi
50,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,poivre en grabeau,Hollande,160,320,livres,0.5,0,
51,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,planches de sapin,Hollande,205,205,livres,1,0,
52,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,quincaille de fer,Hollande,940,940,livres,1,0,
53,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,saumon salé,Hollande,375,5,barriques,75,0,
54,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,saumon salé,Hollande,1770,59,barrils,30,0,
55,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,saumon salé,Hollande,1182,7880,livres,0.15,0,en quintal
56,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,terraille de gray,Hollande,50,500,livres,0.1,0,
57,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,anchois,Espagne,1492,21315,livres,0.07,-0.0500000000001819,en quintal
58,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,anis vert,Espagne,8257,48575,livres,0.17,-0.75,en quintal
59,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,arquifou,Espagne,24576,223425,livres,0.11,-0.75,en quintal
60,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,auf,Espagne,65545,655450,livres,0.1,0,en quintal
61,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,bois de reglissy,Espagne,1144,14300,livres,0.08,0,en quintal
62,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,balais de palme,Espagne,1485,1350,douzaine,1.1,0,
63,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,bois Brezil,Espagne,337,3375,livres,0.1,-0.5,en quintal
64,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,beaume de copahu,Espagne,420,42,livres,10,0,
65,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,brun rouge,Espagne,55,2475,livres,0.0225,-0.6875,en quintal
66,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,cumin,Espagne,1592,9950,livres,0.16,0,en quintal
67,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,cochenille mesteque,Espagne,385320,19266,livres,20,0,
68,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,cochenille en grabeau,Espagne,26470,2647,livres,10,0,
69,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,2,coufins de palme,Espagne,40,324,pièces,0.125,-0.5,arrondi
70,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,fromage de Mayorque,Espagne,2218,12325,livres,0.18,-0.5,en quintal
71,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,huille de Mayorque,Espagne,28685,143425,livres,0.2,0,
72,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,jus de reglisse,Espagne,37.5,150,livres,0.25,0,en pourcentage
73,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,jalap,Espagne,3845,3845,livres,1,0,
74,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,laine lavée,Espagne,17167,22890,livres,0.75,-0.5,en quintal
75,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,laine demy lavée,Espagne,2437.5,4875,livres,0.5,0,en quintal
76,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,liege,Espagne,1932,19325,livres,0.1,-0.5,en quintal
77,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,mercerie commune,Espagne,40,20,livres,2,0,
78,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,noisettes,Espagne,1056,17600,livres,0.06,0,en quintal
79,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,pignons cassés,Espagne,52,350,livres,0.15,-0.5,en quintal
80,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,poisson salé,Espagne,4407,25925,livres,0.17,-0.25,en quintal
81,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,quinquina,Espagne,11487,4595,livres,2.5,-0.5,arrondi
82,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,Rouge d'Espagne,Espagne,73,98,tasses,0.0625,66.875,arrondi
83,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,soyes crues,Espagne,1916525,147425,livres,13,0,
84,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,soye etoupe,Espagne,2466,1233,livres,2,0,
85,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,salsepareille,Espagne,138,92,livres,1.5,0,
86,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,tabac en feuilles,Espagne,4352,21760,livres,0.2,0,en quintal
87,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,vanille,Espagne,675,11.25,livres,60,0,11 livres et 1/4
88,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,anchois,Piemont,1431,204.5,barrils,7,-0.5,204 barils et 1/2
89,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,arquifou,Piemont,580,5275,livres,0.11,-0.25,en quintal
90,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,beurre frais,Piemont,45,225,livres,0.2,0,
91,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,bas de coton,Piemont,36,36,paires,1,0,
92,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,bourre à bastier,Piemont,12,200,livres,0.06,0,en pourcentage
93,Loïc Charles,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,barrils vuides,Piemont,72,180,pièces,0.4,0,
94,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,bois de fustel,Piemont,4,110,livres,0.04,-0.4,en quintal
95,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,confitures,Piemont,22.5,30,livres,0.75,0,
96,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,chataignes seches,Piemont,17.5,10,setiers,1.75,0,
97,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,chataignes seches,Piemont,472,6750,livres,0.07,-0.500000000000057,en quintal
98,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,citrons,Piemont,308,44,charges,7,0,
99,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,citrons,Piemont,795,26500,pièces,0.03,0,en pourcentage
100,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,cheveux commun,Piemont,285,19,livres,15,0,
101,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,chanvre battu,Piemont,17616,73400,livres,0.24,0,en pourcentage
102,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,chanvre cru,Piemont,22920,134825,livres,0.17,-0.25,en pourcentage
103,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,cordage de chanvre,Piemont,618,2575,livres,0.24,0,en pourcentage
104,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,couverture de laine,Piemont,5,1,pièces,5,0,
105,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,coton en laine,Piemont,57,160,livres,0,0,marchandises en estimation
106,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,cire jaune,Piemont,132,120,livres,1.1,0,en pourcentage
107,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,cuirs de vache en poil,Piemont,280,35,pièces,8,0,
108,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,couffins,Piemont,6,48,pièces,0.125,0,
109,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,chandelle,Piemont,396,1650,livres,0.24,0,en pourcentage
110,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,cuivre vieux,Piemont,936,1170,livres,0.8,0,en pourcentage
111,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,clous de fer,Piemont,57,250,livres,0.23,-0.5,en pourcentage
112,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,chevrons de sapin,Piemont,60,174,pièces,0.35,-0.900000000000006,arrondi
113,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,cercles de bois,Piemont,105,70,faix,1.5,0,
114,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,eau de fleur d'orange,Piemont,60,200,livres,0.3,0,
115,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,fromage,Piemont,752,4700,livres,0.16,0,en pourcentage
116,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,fil teint,Piemont,150,150,livres,1,0,
117,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,filet à pescher,Piemont,195,130,livres,1.5,0,
118,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,flacons florentins,Piemont,8,48,pièces,0.166666666666666,3.19744231092045E-14,
119,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,fer en bandes,Piemont,192,875,livres,0.22,-0.5,
120,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,3,graisse de boucherie,Piemont,1355,6775,livres,0.2,0,
121,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,graine de jardin,Piemont,7,50,livres,0.15,-0.500000000000001,arrondi
122,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,graine de chanvre,Piemont,842,8425,livres,0.1,-0.5,en quintal
123,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,galles legeres,Piemont,2765,13825,livres,0.2,0,en quintal
124,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,harans sors,Piemont,6,425,pièces,0.015,-0.375,en pourcentage
125,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,huille d'olive,Piemont,125,625,livres,0.2,0,en quintal
126,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,herbages,Piemont,66,22,charges,3,0,
127,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,jus de citron,Piemont,1828,22850,livres,0.08,0,en quintal
128,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,liqueurs à boire,Piemont,380,760,bouteilles,0.5,0,
129,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1733.csv,Local,1733,Import,Marseille,4,liqueurs à boire,Piemont,680,680,livres,1,0,
