numrodeligne,dataentryby,source,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Remarques
960,Hasna,CCI Marseille - I 29,14,1741,Import,Gomme arabique,Marseille,Levant,"78 575,00",livres,"0,4500000","35358,00","-0,75",
961,Hasna,CCI Marseille - I 29,14,1741,Import,Gomme armoniac,Marseille,Levant,"1 685,00",livres,"1,1000000","1853,00","-0,50",
962,Hasna,CCI Marseille - I 29,14,1741,Import,Gomme turique,Marseille,Levant,"26 450,00",livres,"0,5000000","13225,00","0,00",
963,Hasna,CCI Marseille - I 29,14,1741,Import,Gomme a dragan,Marseille,Levant,"1 662,00",livres,"0,9000000","1496,00","0,20",
964,Hasna,CCI Marseille - I 29,14,1741,Import,Glü,Marseille,Levant,"100,00",livres,"0,3000000","30,00","0,00",
965,Hasna,CCI Marseille - I 29,14,1741,Import,Graine de canary,Marseille,Levant,"7 875,00",livres,"0,1000000","787,00","-0,50",
966,Hasna,CCI Marseille - I 29,14,1741,Import,Huile d'olive,Marseille,Levant,"38 315,00",milleroles,"45,0000000","1724175,00","0,00",
967,Hasna,CCI Marseille - I 29,14,1741,Import,Huile d'olive,Marseille,Levant,"4 738,00",livres,"0,3000000","1421,00","-0,40",
968,Hasna,CCI Marseille - I 29,14,1741,Import,Hermodates,Marseille,Levant,"2 325,00",livres,"0,3000000","707,00","9,50",erreur de calcul
969,Hasna,CCI Marseille - I 29,14,1741,Import,Indiennes,Marseille,Levant,"995,00",pieces,"20,0000000","19900,00","0,00",
970,Hasna,CCI Marseille - I 29,14,1741,Import,Langues de bœuf,Marseille,Levant,"24,00",douzaines,"12,0000000","288,00","0,00",
971,Hasna,CCI Marseille - I 29,14,1741,Import,Langues de bœuf,Marseille,Levant,"1 320,00",livres,"1,0000000","1320,00","0,00",
972,Hasna,CCI Marseille - I 29,14,1741,Import,Legumes,Marseille,Levant,"92 700,00",livres,"0,0750000","6952,00","-0,50",
973,Hasna,CCI Marseille - I 29,14,1741,Import,Laine surge,Marseille,Levant,"2 496 975,00",livres,"0,2500000","624243,00","-0,75",
974,Hasna,CCI Marseille - I 29,14,1741,Import,Laine de chevron,Marseille,Levant,"150 666,00",livres,"1,5000000","225999,00","0,00",
975,Hasna,CCI Marseille - I 29,14,1741,Import,Laine filée,Marseille,Levant,"990,00",livres,"1,0000000","990,00","0,00",
976,Hasna,CCI Marseille - I 29,14,1741,Import,Laine lavée,Marseille,Levant,"373 300,00",livres,"1,1000000","410630,00","0,00",
977,Hasna,CCI Marseille - I 29,14,1741,Import,Lin cru,Marseille,Levant,"33 725,00",livres,"0,2000000","6745,00","0,00",
978,Hasna,CCI Marseille - I 29,14,1741,Import,Mirrhe,Marseille,Levant,"1 539,00",livres,"1,3500000","2077,00","-0,65",
979,Hasna,CCI Marseille - I 29,14,1741,Import,Mastic,Marseille,Levant,"4 610,00",livres,"1,3000000","4993,00","-1 000,00",erreur de calcul
980,Hasna,CCI Marseille - I 29,14,1741,Import,Mousseline,Marseille,Levant,"16,00",pieces,"75,0000000","1200,00","0,00",
981,Hasna,CCI Marseille - I 29,14,1741,Import,Mouchoirs de soye,Marseille,Levant,"3,00",douzaines,"24,0000000","72,00","0,00",
982,Hasna,CCI Marseille - I 29,14,1741,Import,Mouchoirs indienne,Marseille,Levant,"145,00",pieces,"24,0000000","3480,00","0,00",
983,Hasna,CCI Marseille - I 29,14,1741,Import,Mouchoirs de coton,Marseille,Levant,"822,00",pieces,"16,0000000","13152,00","0,00",
984,Hasna,CCI Marseille - I 29,15,1741,Import,Maugarbine,Marseille,Levant,"81,00",pieces,"4,0000000","324,00","0,00",
985,Hasna,CCI Marseille - I 29,15,1741,Import,Mercerie,Marseille,Levant,"180,00",livres,"3,0000000","540,00","0,00",
986,Hasna,CCI Marseille - I 29,15,1741,Import,Noix vomiques,Marseille,Levant,"850,00",livres,"0,5000000","425,00","0,00",
987,Hasna,CCI Marseille - I 29,15,1741,Import,naves de portes,Marseille,Levant,"8,89",pieces,"20,0000000","177,00","-0,80",8890 pièces à 20 livres le mille
988,Hasna,CCI Marseille - I 29,15,1741,Import,Orge,Marseille,Levant,"700,00",charges,"13,0000000","9100,00","0,00",
989,Hasna,CCI Marseille - I 29,15,1741,Import,Opium,Marseille,Levant,"7 717,00",livres,"3,0000000","23151,00","0,00",
990,Hasna,CCI Marseille - I 29,15,1741,Import,Opoponas,Marseille,Levant,"100,00",livres,"2,5000000","250,00","0,00",
991,Hasna,CCI Marseille - I 29,15,1741,Import,Pistaches,Marseille,Levant,"700,00",livres,"1,5000000","1050,00","0,00",
992,Hasna,CCI Marseille - I 29,15,1741,Import,Poussiere d'encens,Marseille,Levant,"51 250,00",livres,"0,0500000","2562,00","-0,50",
993,Hasna,CCI Marseille - I 29,15,1741,Import,Poutargues,Marseille,Levant,"200,00",livres,"0,7500000","150,00","0,00",
994,Hasna,CCI Marseille - I 29,15,1741,Import,Poil de chevre,Marseille,Levant,"4 926,00",livres,"3,0000000","14778,00","0,00",
995,Hasna,CCI Marseille - I 29,15,1741,Import,Plumes a ecrire,Marseille,Levant,"1 000,00",livres,"10,0000000","10000,00","0,00",
996,Hasna,CCI Marseille - I 29,15,1741,Import,Plumes d'autruche,Marseille,Levant,"2 619,00",livres,"3,0000000","7857,00","0,00",
997,Hasna,CCI Marseille - I 29,15,1741,Import,Peaux de chevre en poil,Marseille,Levant,"3 550,00",livres,"0,4000000","1420,00","0,00",
998,Hasna,CCI Marseille - I 29,15,1741,Import,Peaux de mouton en laine,Marseille,Levant,"25,00",livres,"0,7500000","18,00","-0,75",
999,Hasna,CCI Marseille - I 29,15,1741,Import,Peaux de marroquins,Marseille,Levant,"24 092,00",livres,"1,5000000","36138,00","0,00",
1000,Hasna,CCI Marseille - I 29,15,1741,Import,Peaux de tigre,Marseille,Levant,"27,00",En nombre,"25,0000000","675,00","0,00",
1001,Hasna,CCI Marseille - I 29,15,1741,Import,Peaux de chagrin,Marseille,Levant,"700,00",En nombre,"5,0000000","3500,00","0,00",
1002,Hasna,CCI Marseille - I 29,15,1741,Import,Peaux de chagrin,Marseille,Levant,"300,00",livres,"2,0000000","600,00","0,00",
1003,Hasna,CCI Marseille - I 29,15,1741,Import,Porcelaine,Marseille,Levant,"250,00",livres,"5,0000000","1250,00","0,00",
1004,Hasna,CCI Marseille - I 29,15,1741,Import,Pierres de taille,Marseille,Levant,"418,00",En nombre,"0,2500000","104,00","-0,50",
1005,Hasna,CCI Marseille - I 29,15,1741,Import,Quincaille de fer et d'acier,Marseille,Levant,"1 950,00",livres,"1,0000000","1950,00","0,00",
1006,Hasna,CCI Marseille - I 29,15,1741,Import,Ris,Marseille,Levant,"3 896 300,00",livres,"0,1000000","389630,00","0,00",
1007,Hasna,CCI Marseille - I 29,15,1741,Import,Raisins secs,Marseille,Levant,"496 575,00",livres,"0,2000000","99315,00","0,00",
1008,Hasna,CCI Marseille - I 29,15,1741,Import,Rubarbe,Marseille,Levant,"2 541,00",livres,"60,0000000","152460,00","0,00",
1009,Hasna,CCI Marseille - I 29,15,1741,Import,Representation du St Sepulchre,Marseille,Levant,"1,00",estimé,"24,0000000","24,00","0,00",
1010,Hasna,CCI Marseille - I 29,15,1741,Import,Saffranum,Marseille,Levant,"149 940,00",livres,"0,6000000","89964,00","0,00",
1011,Hasna,CCI Marseille - I 29,15,1741,Import,Scamonée,Marseille,Levant,"6 321,00",livres,"7,0000000","44247,00","0,00",
1012,Hasna,CCI Marseille - I 29,15,1741,Import,Sebestre,Marseille,Levant,"1 745,00",livres,"0,3500000","610,00","-0,75",
1013,Hasna,CCI Marseille - I 29,15,1741,Import,Sel armoniac,Marseille,Levant,"35 757,00",livres,"0,9000000","32181,00","-0,30",
1014,Hasna,CCI Marseille - I 29,15,1741,Import,Sené,Marseille,Levant,"24 365,00",livres,"1,2500000","30456,00","-0,25",
1015,Hasna,CCI Marseille - I 29,15,1741,Import,Storax,Marseille,Levant,"8 915,00",livres,"0,6000000","5349,00","0,00",
1016,Hasna,CCI Marseille - I 29,15,1741,Import,Semen contra,Marseille,Levant,"693,00",livres,"2,0000000","1386,00","0,00",
1017,Hasna,CCI Marseille - I 29,15,1741,Import,Semencine,Marseille,Levant,"555,00",livres,"1,0000000","555,00","0,00",
1018,Hasna,CCI Marseille - I 29,15,1741,Import,Salsepareille,Marseille,Levant,"200,00",livres,"0,9000000","180,00","0,00",
1019,Hasna,CCI Marseille - I 29,15,1741,Import,Suif,Marseille,Levant,"2 333,00",livres,"0,4000000","933,00","-0,20",
1020,Hasna,CCI Marseille - I 29,15,1741,Import,Soye crüe,Marseille,Levant,"224 324,00",livres,"9,0000000","2018916,00","0,00",
1021,Hasna,CCI Marseille - I 29,15,1741,Import,Soude,Marseille,Levant,"221 250,00",livres,"0,0800000","17700,00","0,00",
1022,Hasna,CCI Marseille - I 29,15,1741,Import,Thon mariné,Marseille,Levant,"500,00",livres,"0,9000000","450,00","0,00",
1023,Hasna,CCI Marseille - I 29,15,1741,Import,Theriaque,Marseille,Levant,"100,00",livres,"12,0000000","1200,00","0,00",
1024,Hasna,CCI Marseille - I 29,15,1741,Import,Therebentine,Marseille,Levant,"1 750,00",livres,"0,5000000","875,00","0,00",
1025,Hasna,CCI Marseille - I 29,15,1741,Import,Turbit,Marseille,Levant,"752,00",livres,"1,5000000","1128,00","0,00",
1026,Hasna,CCI Marseille - I 29,15,1741,Import,Tamarin,Marseille,Levant,"10 338,00",livres,"0,3500000","3618,00","-0,30",
1027,Hasna,CCI Marseille - I 29,15,1741,Import,Tabac en feuille,Marseille,Levant,"156 350,00",livres,"0,2500000","39087,00","-0,50",
1028,Hasna,CCI Marseille - I 29,15,1741,Import,Tartre,Marseille,Levant,"10 725,00",livres,"0,1500000","1608,00","-0,75",
1029,Hasna,CCI Marseille - I 29,15,1741,Import,Tapis de laine,Marseille,Levant,"232,00",pieces,"15,0000000","3480,00","0,00",
1030,Hasna,CCI Marseille - I 29,15,1741,Import,Tayolle de coton,Marseille,Levant,"1 200,00",pieces,"1,0000000","1200,00","0,00",
1031,Hasna,CCI Marseille - I 29,15,1741,Import,Toille blanche,Marseille,Levant,"9 590,00",livres,"3,0000000","28770,00","0,00",
1032,Hasna,CCI Marseille - I 29,15,1741,Import,Toille grise,Marseille,Levant,"472,00",livres,"1,0000000","472,00","0,00",
1033,Hasna,CCI Marseille - I 29,15,1741,Import,Toille peinte,Marseille,Levant,"50,00",pieces,"20,0000000","1000,00","0,00",
1034,Hasna,CCI Marseille - I 29,15,1741,Import,Toille d'antioche,Marseille,Levant,"8 225,00",pieces,"9,0000000","74025,00","0,00",
1035,Hasna,CCI Marseille - I 29,15,1741,Import,Toille a bas,Marseille,Levant,"1 000,00",pieces,"5,0000000","5000,00","0,00",
1036,Hasna,CCI Marseille - I 29,15,1741,Import,Toille caissée,Marseille,Levant,"7 680,00",pieces,"5,0000000","35400,00","-3 000,00",erreur de calcul
1037,Hasna,CCI Marseille - I 29,15,1741,Import,Toille quilly,Marseille,Levant,"1 612,00",pieces,"5,0000000","8060,00","0,00",
1038,Hasna,CCI Marseille - I 29,15,1741,Import,Toille manouf ,Marseille,Levant,"6 390,00",pieces,"6,0000000","38340,00","0,00",
1039,Hasna,CCI Marseille - I 29,15,1741,Import,Toille manouf ,Marseille,Levant,"202,00",livres,"0,7500000","152,00","0,50",
1040,Hasna,CCI Marseille - I 29,15,1741,Import,Toille cordat,Marseille,Levant,"328,00",pieces,"4,0000000","0,00","-1 312,00",pas de total
1041,Hasna,CCI Marseille - I 29,15,1741,Import,Toille de montagne,Marseille,Levant,"940,00",pieces,"6,0000000","5640,00","0,00",
1042,Hasna,CCI Marseille - I 29,15,1741,Import,Toille de montagne,Marseille,Levant,"2 000,00",livres,"0,7500000","1500,00","0,00",
1043,Hasna,CCI Marseille - I 29,15,1741,Import,Toille a voille,Marseille,Levant,"4,00",pieces,"25,0000000","100,00","0,00",
1044,Hasna,CCI Marseille - I 29,15,1741,Import,Toille d'embalage,Marseille,Levant,"265,00",livres,"0,7500000","198,00","-0,75",
1045,Hasna,CCI Marseille - I 29,15,1741,Import,Toille de crin,Marseille,Levant,"200,00",livres,"5,0000000","1000,00","0,00",
1046,Hasna,CCI Marseille - I 29,15,1741,Import,Tableaux ,Marseille,Levant,"540,00",douzaines,"7,0000000","3780,00","0,00",45 douzaines de tableaux à 3780 livres la douzaines
1047,Hasna,CCI Marseille - I 29,15,1741,Import,Tableaux ,Marseille,Levant,"1,00",valeur,"560,0000000","560,00","0,00",
1048,Hasna,CCI Marseille - I 29,15,1741,Import,Tetes de cuirs en poil,Marseille,Levant,"3 242,00",pieces,"0,2000000","647,00","-1,40",
1049,Hasna,CCI Marseille - I 29,15,1741,Import,Terre d'ombre,Marseille,Levant,"60 000,00",livres,"0,0500000","3000,00","0,00",
1050,Hasna,CCI Marseille - I 29,16,1741,Import,Terre de porcelaine,Marseille,Levant,"10 000,00",livres,"0,6000000","6000,00","0,00",
1051,Hasna,CCI Marseille - I 29,16,1741,Import,Terraille noire,Marseille,Levant,"70 200,00",livres,"0,0400000","2808,00","0,00",
1052,Hasna,CCI Marseille - I 29,16,1741,Import,Vin grec,Marseille,Levant,"9,00",caisses,"24,0000000","216,00","0,00",
1053,Hasna,CCI Marseille - I 29,16,1741,Import,Vin muscat,Marseille,Levant,"6,00",millerolles,"40,0000000","240,00","0,00",
1054,Hasna,CCI Marseille - I 29,16,1741,Import,Vin de chipres,Marseille,Levant,"16,00",millerolles,"80,0000000","1280,00","0,00",
1055,Hasna,CCI Marseille - I 29,16,1741,Import,Vermichel,Marseille,Levant,"2 592,00",livres,"0,2000000","518,00","-0,40",
1056,Hasna,CCI Marseille - I 29,16,1741,Import,Vitriol,Marseille,Levant,"28 725,00",livres,"0,6000000","1723,00","-15 512,00",erreur de calcul
1057,Hasna,CCI Marseille - I 29,16,1741,Import,Vacquette,Marseille,Levant,"125,00",livres,"0,5000000","62,00","-0,50",
1058,Hasna,CCI Marseille - I 29,16,1741,Import,Zedoria,Marseille,Levant,"1 285,00",livres,"0,5000000","642,00","-0,50",
1059,Hasna,CCI Marseille - I 29,16,1741,Import,Bois jaune,Marseille,Isles francoises de l'amerique,"5 000,00",livres,"0,0400000","200,00","0,00",
1060,Hasna,CCI Marseille - I 29,16,1741,Import,Confitures,Marseille,Isles francoises de l'amerique,"2 361,00",livres,"0,7500000","1770,00","-0,75",
1061,Hasna,CCI Marseille - I 29,16,1741,Import,Caffé,Marseille,Isles francoises de l'amerique,"1 609 391,00",livres,"0,5000000","804695,00","-0,50",
1062,Hasna,CCI Marseille - I 29,16,1741,Import,Caffé avarié,Marseille,Isles francoises de l'amerique,"4 268,00",livres,"0,2500000","1067,00","0,00",
1063,Hasna,CCI Marseille - I 29,16,1741,Import,Caffé en parchemin,Marseille,Isles francoises de l'amerique,"91 897,00",livres,"0,3750000","34461,00","-0,38",
1064,Hasna,CCI Marseille - I 29,16,1741,Import,Cacao,Marseille,Isles francoises de l'amerique,"368 732,00",livres,"1,2500000","460913,00","-2,00",
1065,Hasna,CCI Marseille - I 29,16,1741,Import,Chocolat,Marseille,Isles francoises de l'amerique,"125,00",livres,"3,0000000","375,00","0,00",
1066,Hasna,CCI Marseille - I 29,16,1741,Import,Canefice,Marseille,Isles francoises de l'amerique,"58 900,00",livres,"0,2500000","14725,00","0,00",
1067,Hasna,CCI Marseille - I 29,16,1741,Import,Cuirs tané,Marseille,Isles francoises de l'amerique,"212 079,00",livres,"0,6000000","127247,00","-0,40",
1068,Hasna,CCI Marseille - I 29,16,1741,Import,Cuirs de bœuf en poil,Marseille,Isles francoises de l'amerique,"7 220,00",livres,"18,0000000","129960,00","0,00",
1069,Hasna,CCI Marseille - I 29,16,1741,Import,Ecaille de tortüe,Marseille,Isles francoises de l'amerique,"1 881,00",livres,"8,0000000","57048,00","42 000,00",erreur de calcul
1070,Hasna,CCI Marseille - I 29,16,1741,Import,Gingembre,Marseille,Isles francoises de l'amerique,"92 575,00",livres,"0,1500000","13886,00","-0,25",
1071,Hasna,CCI Marseille - I 29,16,1741,Import,Huile de poisson,Marseille,Isles francoises de l'amerique,"512 050,00",livres,"0,2000000","102410,00","0,00",
1072,Hasna,CCI Marseille - I 29,16,1741,Import,Indigo,Marseille,Isles francoises de l'amerique,"270 676,00",livres,"4,0000000","1082704,00","0,00",
1073,Hasna,CCI Marseille - I 29,16,1741,Import,Lard,Marseille,Isles francoises de l'amerique,"1 050,00",livres,"0,3000000","315,00","0,00",
1074,Hasna,CCI Marseille - I 29,16,1741,Import,Langues de morüe,Marseille,Isles francoises de l'amerique,"1 000,00",livres,"0,1000000","100,00","0,00",
1075,Hasna,CCI Marseille - I 29,16,1741,Import,Morüe verte,Marseille,Isles francoises de l'amerique,"149 080,00",livres,"0,1750000","26089,00","0,00",
1076,Hasna,CCI Marseille - I 29,16,1741,Import,Morüe seche,Marseille,Isles francoises de l'amerique,"19 029 000,00",livres,"0,1150000","2188335,00","0,00",
1077,Hasna,CCI Marseille - I 29,16,1741,Import,Rocou,Marseille,Isles francoises de l'amerique,"37 621,00",livres,"0,6000000","22572,00","-0,60",
1078,Hasna,CCI Marseille - I 29,16,1741,Import,Sucre rafiné,Marseille,Isles francoises de l'amerique,"203,00",livres,"0,5000000","103,00","1,50",arrondi
1079,Hasna,CCI Marseille - I 29,16,1741,Import,Sucre terré,Marseille,Isles francoises de l'amerique,"9 163 825,00",livres,"0,3500000","3207339,00","0,25",arrondi
1080,Hasna,CCI Marseille - I 29,16,1741,Import,Sucre tete,Marseille,Isles francoises de l'amerique,"4 216 625,00",livres,"0,2000000","843325,00","0,00",
1081,Hasna,CCI Marseille - I 29,16,1741,Import,Sucre brut,Marseille,Isles francoises de l'amerique,"4 006 950,00",livres,"0,2200000","881529,00","0,00",
1082,Hasna,CCI Marseille - I 29,16,1741,Import,Sirop des isles,Marseille,Isles francoises de l'amerique,"100,00",livres,"0,1000000","10,00","0,00",
1083,Hasna,CCI Marseille - I 29,16,1741,Import,Tabac en feuille,Marseille,Isles francoises de l'amerique,"1 925,00",livres,"0,2500000","481,00","-0,25",
