numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks
261,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,bourre de soye,levant,3324,1662,livres,2,0,
262,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,babouches,levant,607.5,405,paires,1.5,0,
263,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,balais de palme,levant,3444,2296,douzaine,1.5,0,
264,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,bois de buy,levant,1500,18750,livres,0.08,0,en quintal
265,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,caffé,levant,82488,51555,livres,1.6,0,
266,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,casse,levant,142.5,950,livres,0.15,0,en pourcentage
267,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,coque levant,levant,1650,1100,livres,1.5,0,
268,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,coloquinte,levant,230,230,livres,1,0,
269,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,cotonine,levant,20,1,pièces,0,0,marchandises en estimation
270,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,cire jaune,levant,147796,134360,livres,1.1,0,en pourcentage
271,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,caffetieres,levant,876,292,pièces,3,0,
272,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,cornes de moutons,levant,2674,66850,paires,0.02,1337,erreur de calcul
273,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,cuirs de bœuf et vache en poil,levant,178200,14850,pièces,12,0,
274,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,coton en laine,levant,54433.75,155525,livres,0.35,0,
275,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,coton filé fin d'once,levant,10428,9480,livres,1.1,0,en pourcentage
276,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,coton filé commun,levant,289835,414050,livres,0.7,0,en pourcentage
277,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,dattes,levant,1605,16050,livres,0.1,0,en pourcentage
278,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,drogues communes,levant,39400,39400,livres,1,0,
279,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,encens,levant,4955,9910,livres,0.5,0,
280,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,eponges,levant,10473,10473,livres,1,0,
281,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,fil de poil de chevre,levant,19264,4816,livres,4,0,
282,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,feves,levant,936,117,charges,8,0,
283,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,galles d'alep,levant,70575,141150,livres,0.5,0,en pourcentage
284,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,gomme arabique,levant,13065,43550,livres,0.3,0,en pourcentage
285,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,gomme turique,levant,4358.5,18950,livres,0.23,0,en pourcentage
286,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,gomme adragan,levant,2210,3400,livres,0.65,0,en pourcentage
287,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,pomme elemy,levant,1375,550,livres,2.5,0,
288,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,cendre de levant,levant,7620,254,sacs,30,0,
289,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,goudron,levant,78.75,1575,livres,0.05,0,
290,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,huille d'olive,levant,3165,105.5,millerolles,30,0,105 milleroles et 1/2
291,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,hermodate,levant,86.25,575,livres,0.15,0,en pourcentage
292,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,jus de citron,levant,8510,170200,livres,0.05,0,en quintal
293,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,laine de vigogne,levant,5050,1010,livres,5,0,
294,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,laine pelade,levant,4584,19100,livres,0.24,0,en quintal
295,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,laine surge,levant,42805,214023,livres,0.2,0.399999999994179,en pourcentage
296,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,lin peigné,levant,1470,2450,livres,0.6,0,en pourcentage
297,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,lin cru,levant,455,2276,livres,0.2,-0.200000000000045,en pourcentage
298,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,legumes,levant,9640,241000,livres,0.04,0,en pourcentage
299,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,mecoacam,levant,75,30,livres,2.5,0,
300,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,mirrhe,levant,46,46,livres,1,0,
301,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,noix vomiques,levant,37.8,210,livres,0.18,0,en quintal
302,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,opium,levant,1626,271,livres,6,0,
303,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,plume d'autruche ouvrée,levant,600,20,livres,30,0,
304,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,plume d'autruche brute,levant,5592.5,2237,livres,2.5,0,
305,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,poil de chameau,levant,48900,40750,livres,1.2,0,en quintal
306,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,poil de chevre,levant,611205,203735,livres,3,0,
307,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,peaux de chagrin,levant,1800,600,pièces,3,0,
308,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,peaux de marroquin,levant,5088,2544,pièces,2,0,
309,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,peaux de veau en poil,levant,456,228,pièces,2,0,
310,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,peaux petites de barbarie,levant,4920,12300,livres,0.4,0,
311,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,pierre ponce,levant,195.35,13025,livres,0.015,-0.0250000000000057,oubli du %.
312,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,ris,levant,31895,318950,livres,0.1,0,en pourcentage
313,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,raisin sec,levant,1242,10350,livres,0.12,0,en pourcentage
314,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,raisin de corinthe,levant,4945,49450,livres,0.1,0,en pourcentage
315,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,rubarbe,levant,29362.5,1174.5,livres,25,0,1174 livres et 1/2
316,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,sené,levant,12535,12535,livres,1,0,
317,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,sené en grabeau,levant,262.5,1030,livres,0.25,5,arrondi
318,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,salsepareille,levant,787.5,630,livres,1.25,0,
319,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,scamonée,levant,8000,1000,livres,8,0,
320,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,semen contra,levant,504,126,livres,4,0,
321,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,storax,levant,700,350,livres,2,0,
322,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,saxafra,levant,62.5,125,livres,0.5,0,
323,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,sebestres,levant,175,700,livres,0.25,0,en quintal
324,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,sang de dragon,levant,36,120,livres,0.3,0,en quintal
325,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,sel armoniac,levant,1883,2690,livres,0.7,0,en quintal
326,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,safranon,levant,109320,182200,livres,0.6,0,en pourcentage
327,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,sorbet,levant,50,50,livres,1,0,
328,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,suif,levant,70,350,livres,0.2,0,en quintal
329,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,soyes crues,levant,956772,106308,livres,9,0,
330,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,toille bleue,levant,12.5,50,livres,0.25,0,
331,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,tamarins,levant,474,1185,livres,0.4,0,en pourcentage
332,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,terra merita,levant,36,90,livres,0.4,0,
333,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,turbit,levant,76,38,livres,2,0,
334,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,tutie,levant,47,47,livres,1,0,
335,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,vitriol de Chipres,levant,4398.75,5865,livres,0.75,0,
336,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,bois de campesche,Iles Française de l'amerique,3600,40000,livres,0.09,0,
337,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,bois d'acajou,Iles Française de l'amerique,100.5,1673,livres,0.06,0.120000000000005,en quintal
338,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,confitures,Iles Française de l'amerique,1710,1710,livres,1,0,
339,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,caffé,Iles Française de l'amerique,1300,1300,livres,1,0,
340,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,cacao,Iles Française de l'amerique,9400,9400,livres,1,0,
341,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,canefice,Iles Française de l'amerique,20290,101450,livres,0.2,0,en quintal
342,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,cuirs de bœuf tané,Iles Française de l'amerique,16715,33430,livres,0.5,0,en quintal
343,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,cuirs de bœuf en poil,Iles Française de l'amerique,45440,2272,pièces,20,0,
344,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,8,caret,Iles Française de l'amerique,24,8,livres,3,0,
345,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,gingembre,Iles Française de l'amerique,191.25,1273,livres,0.15,0.300000000000011,en quintal
346,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,graine d'ambrette,Iles Française de l'amerique,100,400,livres,0.25,0,
347,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,indigo,Iles Française de l'amerique,349875,139950,livres,2.5,0,
348,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,rocou,Iles Française de l'amerique,3206.25,4275,livres,0.75,0,
349,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,sucre terré,Iles Française de l'amerique,289344,3616800,livres,0.38,-1085040,erreur de calcul
350,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,sucre teste,Iles Française de l'amerique,205072,732400,livres,0.28,0,en pourcentage
351,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,sucre brut,Iles Française de l'amerique,266442,1211100,livres,0.22,0,en pourcentage
352,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,sirop de limon,Iles Française de l'amerique,100,100,livres,1,0,
353,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,tabac en corde,Iles Française de l'amerique,100,100,livres,1,0,
354,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,9,tabac en feuille,Iles Française de l'amerique,215,430,livres,0.5,0,
