numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Argent vif,Marseille,Hollande,224,livres,"4,5",1008,0,
2,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Azur fin,Marseille,Hollande,4,livres,"0,75",3,0,
3,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Azur commun,Marseille,Hollande,1380,livres,"0,6",828,0,
4,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Amidon,Marseille,Hollande,900,livres,"0,16",144,0,
5,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Arcenic,Marseille,Hollande,20,livres,"0,18","3,6",0,
6,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Borax,Marseille,Hollande,10,livres,"1,75","17,5",0,
7,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Baleine coupée,Marseille,Hollande,314,livres,2,628,0,
8,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Canelle,Marseille,Hollande,1172,livres,"4,5",5274,0,
9,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Cuivre rouge,Marseille,Hollande,11560,livres,1,11560,0,
10,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Corne de cerf,Marseille,Hollande,250,livres,"0,15","37,5",0,
11,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Couperose verte,Marseille,Hollande,13050,livres,"0,06",783,0,
12,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Colle de poisson,Marseille,Hollande,335,livres,"1,75","586,25",0,
13,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,1,1729,Imports,Colle commune,Marseille,Hollande,275,livres,"0,3","82,5",0,
14,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Cuir de roussy,Marseille,Hollande,2710,livres,"0,9",2439,0,
15,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Charbon de terre,Marseille,Hollande,6575,livres,"0,025","164,35","-0,03",
16,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Dans delefant,Marseille,Hollande,713,livres,2,1426,0,
17,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Epicerie,Marseille,Hollande,170,livres,4,684,4,erreur de calcul
18,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Etain,Marseille,Hollande,70,livres,"0,8",56,0,
19,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Fayence,Marseille,Hollande,600,livres,"0,35",210,0,
20,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Geroffle,Marseille,Hollande,1616,livres,"7,5",12120,0,
21,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Garance,Marseille,Hollande,17610,livres,"0,4",7044,0,
22,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Harans sors,Marseille,Hollande,45950,en nombre,"0,015","689,25",0,
23,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Muscade,Marseille,Hollande,163,livres,"7,5","1222,5",0,
24,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Noir de fumée,Marseille,Hollande,15,livres,"0,5","7,5",0,
25,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Poivre noir,Marseille,Hollande,99920,livres,"0,95",94924,0,
26,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Porcelaine,Marseille,Hollande,25,livres,5,125,0,
27,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Pipes a fumer,Marseille,Hollande,500,grosses,3,1500,0,
28,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Plomb en saumon,Marseille,Hollande,517100,livres,"0,165","85321,5",0,
29,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1729.csv,Local,2,1729,Imports,Saumon salé,Marseille,Hollande,22,barrils,40,880,0,
