numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
46,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Anchois,Marseille,Espagne,1068,barrils,5,5340,0,
47,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Anis vert,Marseille,Espagne,37815,livres,"0,16","6050,4",0,
48,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Aulx,Marseille,Espagne,150,demy charge,0,1,1,150 livres poids donné en demie charge; estimée à 1
49,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Arquifou,Marseille,Espagne,112925,livres,"0,1","11292,5",0,
50,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Auf,Marseille,Espagne,577900,livres,"0,12",69348,0,
51,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Auf travaillé en cordes,Marseille,Espagne,19400,livres,"0,16",3104,0,
52,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Bled froment,Marseille,Espagne,25,charges,16,400,0,
53,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Bois de reglisse,Marseille,Espagne,16400,livres,"0,02",328,0,
54,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Beaume du Perou,Marseille,Espagne,4,livres,10,40,0,
55,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Brun rouge,Marseille,Espagne,8080,livres,"0,02","161,6",0,
56,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Balais de palme,Marseille,Espagne,1860,douzaines,"1,25",2325,0,
57,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Balais de jongs,Marseille,Espagne,18,douzaines,"1,5",27,0,
58,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,2,1728,Imports,Bois a tonneau,Marseille,Espagne,6,boutades,"1,25","7,5",0,
59,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Chocola,Marseille,Espagne,25,livres,"1,5","37,5",0,
60,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Cumin,Marseille,Espagne,6900,livres,"0,18",1242,0,
61,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Capres,Marseille,Espagne,300,livres,"0,35",105,0,
62,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Citrons,Marseille,Espagne,10,milliers,3,30,0,
63,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Cochelline,Marseille,Espagne,7043,livres,18,126774,0,
64,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Couffins d'auf petits,Marseille,Espagne,65,douzaines,"1,8",117,0,
65,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Couffins de palme,Marseille,Espagne,1150,livres,"0,15","172,5",0,
66,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Huile d'olive,Marseille,Espagne,"202,8571",millerolles,30,"6085,7",0,
67,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Jalap,Marseille,Espagne,1800,livres,1,1800,0,
68,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Ipecacuana,Marseille,Espagne,94,livres,3,282,0,
69,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Jus de reglisse,Marseille,Espagne,1160,livres,"0,25",290,0,
70,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Laine lavée,Marseille,Espagne,63535,livres,"0,8",50828,0,
71,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Laine demie lavée,Marseille,Espagne,1825,livres,"0,6",1095,0,
72,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Liege,Marseille,Espagne,29275,livres,"0,12",3513,0,
73,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Mouchoirs de soyes ,Marseille,Espagne,1,douzaine,36,36,0,1 douzaine de mouchoirs de soyes à 3 livres
74,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Noisettes,Marseille,Espagne,38750,livres,"0,06",2325,0,
75,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Ocre rouge,Marseille,Espagne,8900,livres,"0,025","222,5",0,
76,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Pignons cassés ,Marseille,Espagne,85,livres,"0,15","12,75",0,
77,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Palmes a faire balais,Marseille,Espagne,2175,livres,"0,05","108,75",0,
78,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Quinquina,Marseille,Espagne,3815,livres,2,7630,0,
79,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Rouge d'Espagne,Marseille,Espagne,157,douzaines de tasses,"1,25","196,25",0,
80,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Sardines salées,Marseille,Espagne,1200,barrils petits,"2,5",3000,0,
81,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Sardines salées,Marseille,Espagne,65725,livres,"0,12",7887,0,
82,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Soye crüe,Marseille,Espagne,130636,livres,14,1828904,0,
83,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Soude,Marseille,Espagne,429300,livres,"0,04",17172,0,
84,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Anchois,Marseille,Piemont,20,barrils gros,"6,5",130,0,
85,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Anchois,Marseille,Piemont,145,barrils petits,"3,75","543,75",0,
86,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Anchois,Marseille,Piemont,15050,livres,"0,18",2709,0,
87,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Acier,Marseille,Piemont,20,livres,"0,22","4,4",0,
88,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Arquifou,Marseille,Piemont,4850,livres,"0,1",485,0,
89,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Bled froment,Marseille,Piemont,10,charges,16,160,0,
90,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Beure frais,Marseille,Piemont,200,livres,"0,25",50,0,
91,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Bourre a bastier,Marseille,Piemont,1640,livres,"0,06","98,4",0,
92,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Bois de fustel,Marseille,Piemont,1650,livres,"0,03","49,5",0,
93,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Barrils vuides,Marseille,Piemont,530,en nombre,"0,5",265,0,
94,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Confitures,Marseille,Piemont,45,livres,"0,8",36,0,
95,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Chataignes seches,Marseille,Piemont,7275,livres,"0,04",291,0,
96,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Citrons,Marseille,Piemont,133,charges,7,931,0,
97,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Citrons,Marseille,Piemont,"27,2",milliers,3,"81,6",0,27200 citrons à 3 livres le mille
98,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Chocolat,Marseille,Piemont,"6,5",livres,"1,5","9,75",0,
99,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Cuirs de vache,Marseille,Piemont,6,en nombre,4,24,0,
100,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Cordes de chanvre,Marseille,Piemont,180,livres,"0,22","39,6",0,
101,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Chanvre peigné,Marseille,Piemont,675,livres,"0,36",243,0,
102,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Chanvre battu,Marseille,Piemont,103600,livres,"0,18",18648,0,
103,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Chanvre cru,Marseille,Piemont,19150,livres,"0,16",3064,0,
104,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,3,1728,Imports,Cheveux comuns,Marseille,Piemont,2,livres,5,10,0,
105,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Cuivre vieux,Marseille,Piemont,2180,livres,"0,78","1700,4",0,
106,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Cercles a barrils,Marseille,Piemont,3,milliers,20,60,0,
107,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Esprit de citron,Marseille,Piemont,230,livres,"1,5",345,0,
108,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Eau de fleur d'orange,Marseille,Piemont,960,livres,"0,35",336,0,
109,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Fromage,Marseille,Piemont,7775,livres,"0,2",1555,0,
110,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Fleur d'orange,Marseille,Piemont,130,livres,"0,5",65,0,
111,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Fil de chanvre,Marseille,Piemont,212,livres,"0,9","190,8",0,
112,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Faulx de faucher,Marseille,Piemont,35,estimées,"0,5","17,5",0,
113,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Fer en bandes,Marseille,Piemont,1660,livres,"0,24","398,4",0,
114,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Harans sors ,Marseille,Piemont,550,en nombre,"0,016","8,8",0,erreur de calcul dans la source
115,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Graisse de boucherie,Marseille,Piemont,13180,livres,"0,2",2636,0,
116,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Graine de chanvre,Marseille,Piemont,21900,livres,"0,055","1204,5",0,
117,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Galles legeres,Marseille,Piemont,11900,livres,"0,12",1428,0,
118,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1728.csv,Local,4,1728,Imports,Haricots,Marseille,Piemont,19,charges,12,228,0,
