numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,unit_price,value,probleme,remarks
210,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,lard,Marseille,Espagne,"405,00",livres,"0,30000","121,00","-0,50",
211,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,legumes,Marseille,Espagne,"1 600,00",livres,"0,10000","160,00","0,00",
212,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,liege en planches,Marseille,Espagne,"136 180,00",livres,"0,12500","17022,00","-0,50",
213,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,lin cru,Marseille,Espagne,"360,00",livres,"0,60000","216,00","0,00",
214,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,miel,Marseille,Espagne,"3 130,00",livres,"0,15000","469,00","-0,50",
215,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,mouchoirs de lin,Marseille,Espagne,"1 041,00",douzaines,"15,00000","15615,00","0,00",
216,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,mouchoirs de soie,Marseille,Espagne,"5 255,00",douzaines,"26,00000","136630,00","0,00",
217,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,nattes de jongs,Marseille,Espagne,"33,00",douzaines,"20,00000","660,00","0,00",
218,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,noisettes,Marseille,Espagne,"10 400,00",livres,"0,10000","1040,00","0,00",
219,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,noix de pipes,Marseille,Espagne,"95,00",grosses,"3,00000","285,00","0,00",
220,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,orge,Marseille,Espagne,"2 317,00",charges,"10,00000","23170,00","0,00",
221,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,orseille en herbe,Marseille,Espagne,"1 075,00",livres,"0,20000","215,00","0,00",
222,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,palmes en feuilles,Marseille,Espagne,"6 140,00",livres,"0,30000","1842,00","0,00",
223,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,papier a ecrire,Marseille,Espagne,"96,00",rames,"6,00000","576,00","0,00",
224,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,peaux d'agneau en laine,Marseille,Espagne,"1 800,00",livres,"0,90000","1620,00","0,00",
225,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,peaux de lievre,Marseille,Espagne,"360,00",livres,"5,00000","1800,00","0,00",
226,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,peaux de marocain,Marseille,Espagne,"6 646,00",livres,"1,50000","9969,00","0,00",
227,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,peaux de veau en poil,Marseille,Espagne,"2 400,00",livres,"0,50000","1200,00","0,00",
228,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,peignes de buis ,Marseille,Espagne,"520,00",grosses,"45,00000","23400,00","0,00",
229,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,pierres a eguiser,Marseille,Espagne,"400,00",nombre,"1,00000","400,00","0,00",
230,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,pignons cassés,Marseille,Espagne,"64 675,00",livres,"0,25000","16168,00","-0,75",
231,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,pipes a fumer,Marseille,Espagne,"97,00",grosses,"3,00000","291,00","0,00",
232,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,planches de sapin,Marseille,Espagne,"37,00",douzaines,"9,00000","333,00","0,00",
233,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,poil de lapin,Marseille,Espagne,"2 400,00",livres,"4,00000","9600,00","0,00",
234,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,poissons salés,Marseille,Espagne,"40,00",barrils,"5,00000","200,00","0,00",
235,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,7,1744,Imports,raisins secs,Marseille,Espagne,"229 810,00",livres,"0,20000","45962,00","0,00",
236,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,reglisse,Marseille,Espagne,"53 258,00",livres,"0,07500","3994,00","-0,35",
237,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,ris,Marseille,Espagne,"208 000,00",livres,"0,12000","24960,00","0,00",
238,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,saffran,Marseille,Espagne,"407,00",livres,"20,00000","8140,00","0,00",
239,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,salicort,Marseille,Espagne,"247 100,00",livres,"0,07000","17297,00","0,00",
240,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,sardines salées,Marseille,Espagne,"582,50",barrils,"8,00000","4660,00","0,00",
241,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,sardines salées,Marseille,Espagne,"282 435,00",livres,"0,15000","42365,00","-0,25",
242,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,saumure,Marseille,Espagne,"21 036,00",livres,"0,10000","2103,00","-0,60",
243,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,savon,Marseille,Espagne,"24,00",livres,"0,30000","7,00","-0,20",
244,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,sel de saturne,Marseille,Espagne,"1 500,00",livres,"0,75000","1125,00","0,00",
245,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,semen contra,Marseille,Espagne,"1 340,00",livres,"2,50000","3350,00","0,00",
246,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,sené,Marseille,Espagne,"2 340,00",livres,"1,25000","2925,00","0,00",
247,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,soude,Marseille,Espagne,"6 873 100,00",livres,"0,08000","549848,00","0,00",
248,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,soye crue,Marseille,Espagne,"139 037,00",livres,"12,00000","1668444,00","0,00",
249,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,suif,Marseille,Espagne,"62 592,00",livres,"0,40000","25036,00","-0,80",
250,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,tabac en feuilles,Marseille,Espagne,"665,00",livres,"0,25000","166,00","-0,25",
251,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,tabatiere d'olivier,Marseille,Espagne,"80,00",douzaines,"3,00000","240,00","0,00",
252,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,terraille noire,Marseille,Espagne,"544,00",livres,"0,15000","81,00","-0,60",
253,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,terre d'ombre,Marseille,Espagne,"4 925,00",livres,"0,05000","246,00","-0,25",
254,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,terre de plomb,Marseille,Espagne,"1 050,00",livres,"0,50000","525,00","0,00",
255,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,thé,Marseille,Espagne,"85,00",livres,"4,00000","340,00","0,00",
256,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,toile blanche,Marseille,Espagne,"600,00",livres,"3,00000","1800,00","0,00",
257,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,tourrons,Marseille,Espagne,"3 900,00",livres,"0,40000","1560,00","0,00",
258,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,vermillon,Marseille,Espagne,"920,00",livres,"5,00000","4600,00","0,00",
259,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,vin d'Espagne,Marseille,Espagne,"590,00",milleroles,"30,00000","17700,00","0,00",
260,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,vin tinto,Marseille,Espagne,"125,00",milleroles,"40,00000","5000,00","0,00",
261,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,vin de Xires,Marseille,Espagne,"10,00",milleroles,"60,00000","600,00","0,00",
262,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,vinaigre,Marseille,Espagne,"10,00",milleroles,"6,00000","60,00","0,00",
263,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,bois de Brezil,Marseille,Portugal,"45 200,00",livres,"0,25000","11300,00","0,00",
264,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,cacao,Marseille,Portugal,"28 620,00",livres,"1,40000","40068,00","0,00",
265,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,canelle,Marseille,Portugal,"10 300,00",livres,"6,00000","61800,00","0,00",
266,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,cuirs en poil,Marseille,Portugal,"120,00",en nombre,"14,00000","1680,00","0,00",
267,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,plomb en saumons,Marseille,Portugal,"227 068,00",livres,"0,20000","45413,00","-0,60",
268,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,8,1744,Imports,poivre,Marseille,Portugal,"11 272,00",livres,"1,20000","13526,00","-0,40",
269,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,acier,Marseille,Savoye et Piemont,"8,00",livres,"0,35000","2,00","-0,80",
270,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,ails,Marseille,Savoye et Piemont,"450,00",livres,"0,05000","22,00","-0,50",
271,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,amadou,Marseille,Savoye et Piemont,"30,00",livres,"0,60000","18,00","0,00",
272,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,anchois,Marseille,Savoye et Piemont,"72,33",barrils,"6,00000","434,00","0,00",
273,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,arquifou,Marseille,Savoye et Piemont,"3 065,00",livres,"0,15000","459,00","-0,75",
274,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,aufs,Marseille,Savoye et Piemont,"2 450,00",livres,"0,10000","245,00","0,00",
275,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,barrils vides,Marseille,Savoye et Piemont,"12,00",pièces,"0,50000","6,00","0,00",1 douzaine à 10 sous la pièce
276,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,beurre,Marseille,Savoye et Piemont,"217,00",livres,"0,30000","65,00","-0,10",
277,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,blés froment,Marseille,Savoye et Piemont,"463,00",charges,"18,00000","6734,00","-1 600,00",erreur de calcul
278,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,bois pour cribles,Marseille,Savoye et Piemont,"1 500,00",livres,"0,20000","300,00","0,00",
279,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,bois de rozeau,Marseille,Savoye et Piemont,"6 000,00",livres,"0,10000","600,00","0,00",
280,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,bourre a bastier,Marseille,Savoye et Piemont,"616,00",livres,"0,10000","61,00","-0,60",
281,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,boutons d'or et d'argent,Marseille,Savoye et Piemont,"48,00",livres,"6,00000","288,00","0,00",3 livres à 6 livres l'once
282,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,bronze,Marseille,Savoye et Piemont,"16,00",livres,"1,00000","16,00","0,00",
283,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,carubis,Marseille,Savoye et Piemont,"900,00",livres,"0,05000","45,00","0,00",
284,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,cassonnade,Marseille,Savoye et Piemont,"5,00",livres,"0,50000","2,00","-0,50",
285,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,cercles de bois,Marseille,Savoye et Piemont,"50,00",faix,"2,00000","100,00","0,00",
286,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chandelle,Marseille,Savoye et Piemont,"3 410,00",livres,"0,45000","1534,00","-0,50",
287,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chanvre battu,Marseille,Savoye et Piemont,"133 610,00",livres,"0,20000","26722,00","0,00",
288,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chanvre cru,Marseille,Savoye et Piemont,"114 350,00",livres,"0,18000","20583,00","0,00",
289,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chanvre peigné,Marseille,Savoye et Piemont,"4 993,00",livres,"0,35000","1747,00","-0,55",
290,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chapeaux communs,Marseille,Savoye et Piemont,"2,00",nombre,,"5,00",,estimé
291,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,charbon de bois,Marseille,Savoye et Piemont,"300,00",livres,"0,02500","7,00","-0,50",
292,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chataignes fraiches,Marseille,Savoye et Piemont,"25,50",septiers,"6,00000","153,00","0,00",
293,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chataignes seches,Marseille,Savoye et Piemont,"5 642,00",livres,"0,05000","282,00","-0,10",
294,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,cheveux communs,Marseille,Savoye et Piemont,"16,00",livres,"25,00000","400,00","0,00",
295,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chevrons,Marseille,Savoye et Piemont,"5,00",douzaines,"6,00000","30,00","0,00",
296,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,chocolat,Marseille,Savoye et Piemont,"3,00",livres,"3,50000","10,00","-0,50",
297,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,citrons,Marseille,Savoye et Piemont,"33,50",charges,"30,00000","1005,00","0,00",
298,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,citrons,Marseille,Savoye et Piemont,"11,00",milliers,"15,00000","165,00","0,00",
299,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,cloux de fer,Marseille,Savoye et Piemont,"1 500,00",livres,"0,20000","300,00","0,00",
300,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,confitures,Marseille,Savoye et Piemont,"91,50",livres,"1,00000","91,00","-0,50",
301,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,corde de chanvre,Marseille,Savoye et Piemont,"5 960,00",livres,"0,30000","1788,00","0,00",
302,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,courcousson,Marseille,Savoye et Piemont,"250,00",livres,"0,10000","25,00","0,00",
303,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,couvertures grossieres,Marseille,Savoye et Piemont,"6,00",nombre,"10,00000","60,00","0,00",
304,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,9,1744,Imports,cuirs de bœuf en poil,Marseille,Savoye et Piemont,"367,00",en nombre,"14,00000","5138,00","0,00",
305,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,cuir tanné,Marseille,Savoye et Piemont,"15,00",livres,"0,60000","9,00","0,00",
306,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,cuir de vache en poil,Marseille,Savoye et Piemont,"283,00",pièces,"12,00000","3396,00","0,00",
307,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,cuir de vache en poil,Marseille,Savoye et Piemont,"200,00",livres,"0,40000","80,00","0,00",
308,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,cuivre vieux,Marseille,Savoye et Piemont,"1 391,00",livres,"0,80000","1112,00","-0,80",
309,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,douelles a tonneaux,Marseille,Savoye et Piemont,"32,00",cannelles,"4,00000","128,00","0,00",
310,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,eau de senteur,Marseille,Savoye et Piemont,"835,00",livres,"0,25000","208,00","-0,75",
311,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,essence de limon,Marseille,Savoye et Piemont,"232,00",livres,"1,00000","232,00","0,00",
312,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,fayence,Marseille,Savoye et Piemont,"400,00",livres,"0,50000","200,00","0,00",
313,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,fer en barres,Marseille,Savoye et Piemont,"10 075,00",livres,"0,14500","1460,00","-0,88",
314,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,fer vieux,Marseille,Savoye et Piemont,"325,00",livres,"0,07500","24,00","-0,38",
315,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,ficelle,Marseille,Savoye et Piemont,"20,00",livres,"0,40000","8,00","0,00",
316,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,fil cru,Marseille,Savoye et Piemont,"791,00",livres,"1,50000","1186,00","-0,50",
317,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,fil de palamard,Marseille,Savoye et Piemont,"306,00",livres,"0,40000","122,00","-0,40",
318,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,filets a pêcher,Marseille,Savoye et Piemont,"25,00",livres,,"100,00",,estimé
319,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,filets a pêcher,Marseille,Savoye et Piemont,,valeur,,"26,00",,
320,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,fromage,Marseille,Savoye et Piemont,"9 930,00",livres,"0,20000","1986,00","0,00",
321,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1744,Local,10,1744,Imports,gaudron,Marseille,Savoye et Piemont,"200,00",livres,"0,10000","20,00","0,00",
