numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Azur fin,Marseille,Hollande,17,livres,"0,9","15,3",0,
2,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Azur commun,Marseille,Hollande,690,livres,"0,7",483,0,
3,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Amidon,Marseille,Hollande,7275,livres,"0,15","1091,25",0,
4,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Argent vif,Marseille,Hollande,349,livres,"4,5","1570,5",0,
5,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Acier,Marseille,Hollande,2100,livres,"0,24",504,0,
6,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Aiguilles a coudre,Marseille,Hollande,3,livres,8,24,0,3200 en nombre 18 livres; prix unitaire indéchiffrable
7,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Arcenic,Marseille,Hollande,14,livres,"0,2","2,8",0,
8,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Borax,Marseille,Hollande,167,livres,"2,5","417,5",0,
9,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Baleine coupée,Marseille,Hollande,693,livres,"3,25","2252,25",0,
10,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Bois de campeche,Marseille,Hollande,360,livres,"0,16","57,6",0,
11,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1727,Local,1,1727,Import,Chair salée,Marseille,Hollande,1875,livres,"0,2",375,0,
