numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,unit_price,value,probleme,remarks
228,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,toile blanche,Marseille,Hollande,14,pieces,50,700,0,
229,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,toile d'embalage,Marseille,Hollande,700,pieces,10,7000,0,
230,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,toile avoile,Marseille,Hollande,90,pieces,30,2700,0,
231,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,tournesol,Marseille,Hollande,2298,livres,"0,5",1149,0,
232,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,vin,Marseille,Hollande,12,milleroles,8,96,0,
233,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,acier,Marseille,Italie,10500,livres,"0,35",3675,0,
234,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,alun,Marseille,Italie,386500,livres,"0,12",46380,0,
235,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,amandes,Marseille,Italie,2400,livres,"0,2",480,0,
236,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,baguettes de fusil,Marseille,Italie,200,douzaines,"1,8",360,0,
237,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,baguettes de fusil,Marseille,Italie,27100,paires,"0,3",8130,0,
238,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,balais de palmes,Marseille,Italie,2406,douzaines,"0,9",2165,"-0,4",
239,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,barres de cabestan,Marseille,Italie,2000,livres,4,8000,0,
240,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,baleine coupée,Marseille,Italie,300,livres,5,1500,0,
241,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,bas de fil,Marseille,Italie,200,livres,5,1000,0,
242,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,bled froment,Marseille,Italie,430000,livres,"0,1",43000,0,
243,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,5,1758,Imports,bled froment,Marseille,Italie,14809,charges,30,444270,0,
244,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,bois a bruler,Marseille,Italie,60000,livres,"0,0075",450,0,
245,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,bois de campeche,Marseille,Italie,20300,livres,"0,25",5075,0,
246,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,bourde,Marseille,Italie,446300,livres,"0,08",35704,0,
247,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,bourre,Marseille,Italie,150,livres,"0,1",15,0,
248,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,bray,Marseille,Italie,16000,livres,"0,1",1600,0,
249,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,carrouge,Marseille,Italie,5400,livres,"0,05",270,0,
250,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cendre ,Marseille,Italie,297150,livres,"0,12",35658,0,
251,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cercles de bois,Marseille,Italie,2,charges,6,12,0,
252,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cercles de bois,Marseille,Italie,50,rodes,"1,5",75,0,
253,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,chair salée,Marseille,Italie,40,livres,"0,25",10,0,
254,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,chandelle,Marseille,Italie,1200,livres,"0,45",540,0,
255,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,chanvre crû,Marseille,Italie,218342,livres,"0,25",54585,"-0,5",
256,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,chanvre peigné,Marseille,Italie,34,livres,"0,5",17,0,
257,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,chapeaux de paille,Marseille,Italie,55,douzaines,12,660,0,
258,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,charbon de terre,Marseille,Italie,50000,livres,2,1000,-99000,erreur de calcul
259,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,chataignes,Marseille,Italie,6400,livres,"0,05",320,0,
260,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,chocolat,Marseille,Italie,1408,livres,2,2816,0,
261,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cire d'Espagne,Marseille,Italie,400,livres,6,2400,0,
262,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,citrons,Marseille,Italie,"2148,25",milliers,15,32223,"-0,75",
263,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cochon salé,Marseille,Italie,160,livres,"0,3",48,0,
264,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,confitures,Marseille,Italie,150,livres,1,150,0,
265,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,conterie,Marseille,Italie,4300,livres,1,4300,0,
266,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,corail brut,Marseille,Italie,1118,livres,10,11180,0,
267,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,corbeille d'ozier,Marseille,Italie,13,douzaines,18,234,0,
268,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,corde de chanvre,Marseille,Italie,14590,livres,"0,5",7295,0,
269,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cordes aviolon,Marseille,Italie,219,livres,6,1314,0,
270,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cornes de mouton,Marseille,Italie,5620,livres,"0,1",562,0,
271,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cotton filé,Marseille,Italie,17700,livres,"1,1",19470,0,
272,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cotton en laine,Marseille,Italie,42755,livres,"0,5",21377,"-0,5",
273,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,couperose,Marseille,Italie,27000,livres,"0,09",2430,0,
274,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,cuirs de beuf en poil,Marseille,Italie,249,en nombre,14,3486,0,
275,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,dattes,Marseille,Italie,165,livres,"0,25",41,"-0,25",
276,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,doüelles a tonneaux,Marseille,Italie,55,tonneaux,5,275,0,
277,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,draperie,Marseille,Italie,750,livres,5,3750,0,
278,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,drogueries,Marseille,Italie,700,livres,1,700,0,
279,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,eau de fleur d'orange,Marseille,Italie,4024,livres,"0,5",2012,0,
280,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,encens,Marseille,Italie,50,livres,"0,8",40,0,
281,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,eponges,Marseille,Italie,3675,livres,1,3675,0,
282,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,escayolles,Marseille,Italie,69640,livres,"0,1",6964,0,
283,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,esprit de citron,Marseille,Italie,400,livres,10,4000,0,
284,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,essence de citron,Marseille,Italie,149,livres,5,745,0,
285,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,etain brut,Marseille,Italie,11000,livres,1,11000,0,
286,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,etoffe de soye,Marseille,Italie,9,pieces,300,2700,0,
287,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,etoffe de soye,Marseille,Italie,180,livres,40,7200,0,
288,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,etoupe de chanvre,Marseille,Italie,2000,livres,"0,1",200,0,
289,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,fer en barres,Marseille,Italie,6050,livres,"0,15",907,"-0,5",
290,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,fer ouvré,Marseille,Italie,2075,livres,"0,25",518,"-0,75",
291,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,feves,Marseille,Italie,1160,charges,10,11600,0,
292,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,fil de chevre,Marseille,Italie,5600,livres,5,28000,0,
293,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,fleurs artifficielles,Marseille,Italie,400,livres,50,20000,0,
294,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,fleurs artifficielles,Marseille,Italie,1,paquet,25,25,0,
295,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,fleurs artifficielles,Marseille,Italie,1,boîte,50,50,0,
296,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,folicule de sené,Marseille,Italie,1515,livres,1,1515,0,
297,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,fromage,Marseille,Italie,2500,livres,"0,35",875,0,
298,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,galles,Marseille,Italie,1700,livres,"0,75",1275,0,
299,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,gans de laine,Marseille,Italie,12,douzaines,12,144,0,
300,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,gimgembre,Marseille,Italie,860,livres,"0,5",430,0,
301,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,glaces pour estampes,Marseille,Italie,3000,livres,6,18000,0,
302,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,gome d'amandier,Marseille,Italie,53775,livres,"0,5",26887,"-0,5",
303,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,grabeau de gome,Marseille,Italie,2200,livres,"0,25",550,0,
304,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,6,1758,Imports,grabeau de sené,Marseille,Italie,1100,livres,"0,5",550,0,
305,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,graine de chanvre,Marseille,Italie,2800,livres,"0,25",700,0,
306,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,graisse,Marseille,Italie,590,livres,"0,3",177,0,
307,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,harangs fumés,Marseille,Italie,130,barils,24,3120,0,
308,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,herbes d'orseille,Marseille,Italie,1200,livres,"0,4",480,0,
309,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,huile d'amende,Marseille,Italie,200,livres,1,200,0,
310,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,huile de lin,Marseille,Italie,100,livres,"0,3",30,0,
311,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,huile d'olive,Marseille,Italie,9545,milleroles,40,381800,0,
312,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,huile de vitriol,Marseille,Italie,4500,livres,4,18000,0,
313,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,indigo,Marseille,Italie,150,livres,8,1200,0,
314,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,iris,Marseille,Italie,14960,livres,"0,75",11220,0,
315,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,jus de citron,Marseille,Italie,8350,livres,"0,06",501,0,
316,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,jus de reglisse,Marseille,Italie,30400,livres,"0,35",10640,0,
317,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,laine lavée,Marseille,Italie,407381,livres,"1,1",448119,"-0,1",
318,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,laine surge,Marseille,Italie,163600,livres,"0,4",65440,0,
319,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,letton,Marseille,Italie,400,livres,"1,5",600,0,
320,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,librairie,Marseille,Italie,4880,livres,2,9760,0,
321,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,liqueurs,Marseille,Italie,10267,livres,"0,75",7700,"-0,25",
322,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,lunettes,Marseille,Italie,85,caisses,150,12750,0,
323,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,manne,Marseille,Italie,87868,livres,"1,75",153769,0,
324,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,maquet,Marseille,Italie,20,livres,"0,2",4,0,
325,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,mercerie,Marseille,Italie,50120,livres,"3,5",175420,0,
326,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,mortiers de marbre,Marseille,Italie,75,en nombre,2,150,0,
327,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,morue verte,Marseille,Italie,18600,livres,"0,4",7440,0,
328,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,mouchoirs fil et cotton,Marseille,Italie,85,pieces,8,680,0,
329,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,mouchoirs de soye,Marseille,Italie,25,douzaines,28,700,0,
330,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,ocre,Marseille,Italie,1260,livres,"0,1",126,0,
331,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,oranges,Marseille,Italie,246,milliers,15,3690,0,
332,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,orge,Marseille,Italie,130,charges,12,1560,0,
333,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,orpiment,Marseille,Italie,700,livres,"0,5",350,0,
334,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,parapluyes,Marseille,Italie,13,douzaines,60,780,0,
335,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux d'agneaux,Marseille,Italie,2550,livres,"0,5",1275,0,
336,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de chevre en poil,Marseille,Italie,5845,en nombre,"1,25",7306,"-0,25",
337,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de chevre en poil,Marseille,Italie,6864,livres,"0,4",2745,"-0,6",
338,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de lapin,Marseille,Italie,2700,livres,"1,5",4050,0,
339,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de lievre,Marseille,Italie,14175,livres,"1,5",21262,"-0,5",
340,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de mouton en laine,Marseille,Italie,32,douzaines,15,480,0,
341,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de mouton en laine,Marseille,Italie,1100,livres,"0,5",550,0,
342,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de mouton passées,Marseille,Italie,6,douzaines,20,120,0,
343,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,peaux de veau en poil,Marseille,Italie,6,douzaines,36,216,0,
344,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,pierre de malte,Marseille,Italie,2300,livres,"0,05",115,0,
345,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,pistaches,Marseille,Italie,3000,livres,"1,25",3750,0,
346,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,planches de sapins,Marseille,Italie,156,douzaines,9,1404,0,
347,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,plomb en saumon,Marseille,Italie,350,livres,"0,2",70,0,
348,Hasna,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1758.csv,Local,7,1758,Imports,poisson salé,Marseille,Italie,1240,livres,"0,2",248,0,
