numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
18,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,cuivre rouge ouvré,Hollande,184,115,livres,1.6,0,
19,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,cuivre en planches,Hollande,15015,10725,livres,1.4,0,
20,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,ceruse,Hollande,2755,13775,livres,0.2,0,
21,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,couperose verte,Hollande,1446,18075,livres,0.08,0,en pourcentage
22,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,charbon de terre,Hollande,32,8,barrils,4,0,
23,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,epicerie,Hollande,882,294,livres,3,0,
24,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,eau forte,Hollande,117,117,livres,1,0,
25,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,etain en bloc,Hollande,3300,3300,livres,1,0,
26,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,fayence,Hollande,270,360,livres,0.75,0,
27,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,fer blanc,Hollande,960,12,barrils,80,0,
28,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,fer de fonte,Hollande,60,300,livres,0.2,0,
29,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,geroffle,Hollande,12488,1561,livres,8,0,
30,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,garence,Hollande,4252,12150,livres,0.35,-0.5,en pourcentage
31,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,harans blanc,Hollande,1500,50,barrils,30,0,
32,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,harans sors,Hollande,888,37,barrils,24,0,
33,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,harans sors,Hollande,2520,63000,pièces,0.04,0,en pourcentage
34,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,licarge,Hollande,480,2440,livres,0.2,-8,arrondi
35,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,muscade,Hollande,2992,374,livres,8,0,
36,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,mecerie de bois,Hollande,1540,1540,livres,1,0,
37,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,moulins à caffé,Hollande,126,21,pièces,6,0,
38,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,massicot,Hollande,10,20,livres,0.5,0,en quintal
39,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,minium,Hollande,204,1700,livres,0.12,0,en quintal
40,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,mine de plomb,Hollande,180,1000,livres,0.18,0,en pourcentage
41,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,noir de fumée,Hollande,135,300,livres,0.45,0,en quintal
42,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,orseille,Hollande,387,775,livres,0.5,-0.5,arrondi
43,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,poivre noix,Hollande,115206,96005,livres,1.2,0,
44,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,papier,Hollande,12,4,livres,3,0,
45,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,plumes à ecrire,Hollande,50,10,livres,5,0,
46,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,pipes à fumer,Hollande,1519,434,grosses,3.5,0,
47,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,plomb en saumon,Hollande,73620,368100,livres,0.2,0,en pourcentage
48,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,potterie de gray,Hollande,320,1600,livres,0.2,0,
49,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,quincailles grosse,Hollande,607,810,livres,0.75,-0.5,arrondi
50,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,planches de sapin,Hollande,132,132,livres,1,0,
51,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,saumon salé,Hollande,2205,49,barrils,45,0,
52,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,saumon salé,Hollande,8373,27910,livres,0.3,0,
53,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,suif,Hollande,100,500,livres,0.2,0,en quintal
54,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,verres à boire,Hollande,140,140,livres,1,0,
55,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,anis vert,Espagne,3514,20675,livres,0.17,-0.750000000000455,en quintal
56,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,arquifou,Espagne,20724,188400,livres,0.11,0,en quintal
57,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,auf,Espagne,74280,742800,livres,0.1,0,en quintal
58,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,aulx,Espagne,2.5,1,livres,2.5,0,
59,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,beaume du perou,Espagne,960,80,livres,12,0,
60,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,2,bois de reglisse,Espagne,2320,33150,livres,0.07,-0.5,en quintal
61,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,balais de palme,Espagne,2965,2965,douzaine,1,0,
62,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,brun rouge,Espagne,500,20000,livres,0.025,0,en quintal
63,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,cochenille mesteque,Espagne,479408,25232,livres,19,0,
64,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,cochenille en grabeau,Espagne,36200,3620,livres,10,0,
65,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,cabas de jongs,Espagne,1720,430,douz,4,0,
66,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,"cendre, pour verrerie",Espagne,2960,29600,livres,0.1,0,en quintal
67,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,jalap,Espagne,5197,2310,livres,2.25,-0.5,arrondi
68,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,laine lavée,Espagne,38985,51980,livres,0.75,0,en pourcentage
69,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,laine demy lavée,Espagne,1400,2800,livres,0.5,0,en pourcentage
70,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,liege,Espagne,2750,27500,livres,0.1,0,en pourcentage
71,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,noisettes,Espagne,1158,19300,livres,0.06,0,en pourcentage
72,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,pignons cassés,Espagne,60,300,livres,0.2,0,en quintal
73,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,peaux de marroquin,Espagne,1250,1250,pièces,1,0,
74,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,quinquina,Espagne,8775,2925,pièces,3,0,
75,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,rouge d'Espagne,Espagne,512,512,douzaine,1,0,
76,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,soyes crües,Espagne,1380600.07083333,106200,livres,13,0.0708333333022892,arrondi
77,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,savon,Espagne,31,150,livres,0.21,-0.5,en pourcentage
78,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,soude,Espagne,28125,562500,livres,0.05,0,en quintal
79,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,tabac de la havane,Espagne,3800,3800,livres,1,0,
80,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,vanille,Espagne,1380,23,livres,60,0,
81,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,anchois,Piemont,1519,217,barrils,7,0,
82,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,arquifou,Piemont,510,4025,livres,0.12,27,erreur de calcul
83,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,beurre,Piemont,22,75,livres,0.3,-0.500000000000004,arrondi
84,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,bas de coton,Piemont,24,24,paires,1,0,
85,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,citrons,Piemont,336,42,charges,8,0,
86,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,chataignes biscotes,Piemont,126,18,septier,7,0,
87,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,chataignes biscotes,Piemont,1005,16750,livres,0.06,0,en quintal
88,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,chanvre batu,Piemont,21940,109700,livres,0.2,0,en quintal
89,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,chanvre cru,Piemont,3888,21600,livres,0.18,0,en pourcentage
90,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,cordage de chanvre,Piemont,431,1960,livres,0.22,-0.199999999999989,en pourcentage
91,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,chandelle,Piemont,139,465,livres,0.3,-0.500000000000028,arrondi
92,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,cuivre vieux,Piemont,522,580,livres,0.9,0,en quintal
93,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,clouds de fer,Piemont,33,150,livres,0.22,0,en quintal
94,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,cornes de beuf,Piemont,32,400,livres,0.08,0,en quintal
95,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,eau de senteur,Piemont,67,225,livres,0.3,-0.500000000000014,arrondi
96,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,fromage,Piemont,130,650,livres,0.2,0,en quintal
97,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,filets à pescher petits poissons,Piemont,120,2,pièces,60,0,
98,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,fer en bandes,Piemont,485,2425,livres,0.2,0,en pourcentage
99,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,fer blanc,Piemont,25,50,feuilles,0.5,0,
100,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,graisse de boucherie,Piemont,2340,11700,livres,0.2,0,en quintal
101,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,graine de chanvre,Piemont,695,6950,livres,0.1,0,en quintal
102,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,harans sors,Piemont,60,600,pièces,0.1,0,en quintal
103,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,huille d'olive,Piemont,592,1975,livres,0.3,-0.500000000000114,arrondi
104,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,herbages,Piemont,12,5,livres,2.5,-0.5,arrondi
105,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,3,maquet,Piemont,95,105,barrils,0.9,0.5,arrondi
106,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,mercerie commune,Piemont,64,32,livres,2,0,
107,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,oranges,Piemont,340,85,charges,4,0,
108,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,pomade de senteur,Piemont,56,125,livres,0.45,-0.25,arrondi
109,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,pelleterie blanche,Piemont,1087,2175,livres,0.5,-0.5,en quintal
110,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,peaux passées en chamois,Piemont,400,20,douzaine,20,0,
111,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,peaux de veau en poil,Piemont,180,600,livres,0.3,0,
112,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,peaux de chien de mer,Piemont,200,400,livres,0.5,0,
113,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,planches de sapin,Piemont,360,600,pièces,0.6,0,
114,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,platre,Piemont,3056,3056,quintaux,1,0,en quintal
115,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,ris,Piemont,2569,18350,livres,0.14,0,en quintal
116,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,rossoly,Piemont,225,564,bouteille,0.4,-0.600000000000023,arrondi
117,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,roseau,Piemont,72,400,livres,0.18,0,en quintal
118,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,sardes et anchois,Piemont,9505,47525,livres,0.2,0,
119,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,sardines salées,Piemont,1935,215,barrils,9,0,
120,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,saumure,Piemont,57,19,barrils,3,0,
121,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,savon,Piemont,36,175,livres,0.21,-0.75,en pourcentage
122,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,tableaux sur toile,Piemont,1600,80,livres,20,0,
123,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,toile de menage,Piemont,1380,46,pièces,30,0,
124,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,toile d'emballage,Piemont,475,19,pièces,25,0,
125,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,teraille de gray,Piemont,95,475,livres,0.2,0,
126,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,tonneaux cerclés de fer,Piemont,36,3,pièces,12,0,
127,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,tonneaux cerclés de bois,Piemont,20,4,pièces,5,0,
128,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,veaux de lait,Piemont,44,2,pièces,22,0,
129,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,vermichel,Piemont,2440,12200,livres,0.2,0,en quintal
130,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,anchois,Italie,150,25,barrils,6,0,
131,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1735.csv,Local,1735,Import,Marseille,4,anchois,Italie,400,800,livres,0.5,0,
