numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
631,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Legumes,Marseille,Italie,"945 325,00",livres,"0,0500000","47266,00","-0,25",
632,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Liqueurs a boire,Marseille,Italie,"4,00",canavettes,"6,0000000","24,00","0,00",
633,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Liqueurs a boire,Marseille,Italie,"186,00",bouteilles,"0,5000000","93,00","0,00",
634,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Liqueurs a boire,Marseille,Italie,"25 147,00",livres,"0,7500000","18860,00","-0,25",
635,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Ligature de soye,Marseille,Italie,"9,00",livres,"1,0000000","9,00","0,00",
636,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Lacets de fil,Marseille,Italie,"200,00",livres,"0,7500000","150,00","0,00",
637,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Lin peigné,Marseille,Italie,"20,00",livres,"1,0000000","20,00","0,00",
638,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Lin cru,Marseille,Italie,"4 243,00",livres,"0,6000000","2485,00","-60,80",erreur de calcul
639,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Laine surge,Marseille,Italie,"10 788,00",livres,"0,3500000","3775,00","-0,80",
640,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Laine de Sigovie,Marseille,Italie,"12 645,00",livres,"1,5000000","18967,00","-0,50",
641,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Laine de chevron,Marseille,Italie,"2 399,00",livres,"1,5000000","3598,00","-0,50",
642,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Laine lavée,Marseille,Italie,"48 219,00",livres,"1,1000000","53040,00","-0,90",
643,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Laine d'agnelin,Marseille,Italie,"17 200,00",livres,"0,8000000","13760,00","0,00",
644,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Librairie,Marseille,Italie,"23 884,00",livres,"2,0000000","47768,00","0,00",
645,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Lignes a pescher,Marseille,Italie,"204,00",douzaines,"0,5000000","102,00","0,00",17 douzaines de lignes à pescher à 10 sous la douzaine
646,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Lacque platte,Marseille,Italie,"6 577,00",livres,"3,0000000","19731,00","0,00",
647,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Lustre de Venise,Marseille,Italie,"154 580,00",livres,"1,5000000","231870,00","0,00",
648,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Laton,Marseille,Italie,"4 810,00",livres,"1,4000000","6734,00","0,00",
649,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Merluche,Marseille,Italie,"300,00",livres,"0,1400000","42,00","0,00",
650,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Miel,Marseille,Italie,"300,00",livres,"0,1400000","42,00","0,00",
651,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Mane de calabre,Marseille,Italie,"154 632,00",livres,"1,5000000","231948,00","0,00",
652,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Maquet,Marseille,Italie,"89,00",barrils,"0,7500000","66,00","-0,75",
653,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Mouchoirs de soye,Marseille,Italie,"750,00",douzaines,"24,0000000","18000,00","0,00",
654,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Mouchoirs de coton,Marseille,Italie,"5,00",pieces,"20,0000000","100,00","0,00",
655,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Masques de Venise,Marseille,Italie,"214,00",en nombre,"1,0000000","214,00","0,00",
656,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Mercerie,Marseille,Italie,"12 169,00",livres,"3,0000000","36507,00","0,00",
657,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Moulin a caffé,Marseille,Italie,"1,00",en nombre,"4,0000000","4,00","0,00",
658,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Mortier de marbre,Marseille,Italie,"847,00",livres,"1,5000000","1270,00","-0,50",
659,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Marbre ouvré,Marseille,Italie,"21 484,00",livres,"1,0000000","21484,00","0,00",
660,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Marbre brut,Marseille,Italie,"922,00",pieces,"1,0000000","922,00","0,00",
661,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Marbre brut,Marseille,Italie,"86 450,00",livres,"0,0250000","2161,00","-0,25",
662,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Noisettes,Marseille,Italie,"212 150,00",livres,"0,1000000","21215,00","0,00",
663,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Nefles,Marseille,Italie,"1 000,00",livres,"0,0500000","50,00","0,00",
664,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Noir de fumée,Marseille,Italie,"3 400,00",livres,"0,4000000","1360,00","0,00",
665,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Nacre de perles,Marseille,Italie,"7,00",milliers,"50,0000000","350,00","0,00",
666,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Noix de pipes,Marseille,Italie,"451,00",grosses,"6,0000000","2706,00","0,00",
667,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Orge,Marseille,Italie,"625,00",charges,"8,0000000","5000,00","0,00",
668,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Oranges,Marseille,Italie,"499 300,00",en nombre,"0,0150000","7489,00","-0,50",
669,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Oranges,Marseille,Italie,"151 200,00",livres,"0,1000000","15120,00","0,00",
670,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Oignons,Marseille,Italie,"7,00",charges,"5,0000000","35,00","0,00",
671,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Oignons de fleur,Marseille,Italie,"5 645,00",livres,"0,2500000","1411,00","-0,25",
672,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Os de seches,Marseille,Italie,"10,00",livres,"0,5000000","5,00","0,00",
673,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Orpiment,Marseille,Italie,"5 975,00",livres,"1,0000000","5975,00","0,00",
674,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Ouvrage d'orpheverrie,Marseille,Italie,"250,00",livres,,"8000,00",,Estimées
675,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Onglons de beuf,Marseille,Italie,"6 000,00",livres,"0,1000000","600,00","0,00",
676,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Poisson salé,Marseille,Italie,"264,50",barrils,"6,0000000","1587,00","0,00",
677,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Poisson salé,Marseille,Italie,"6 550,00",livres,"0,2000000","1310,00","0,00",
678,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Porc salé,Marseille,Italie,"790,00",livres,"0,2400000","189,00","-0,60",
679,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Prunes seches,Marseille,Italie,"150,00",livres,"0,1800000","27,00","0,00",
680,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Pommes,Marseille,Italie,"204 275,00",livres,"0,0300000","6128,00","-0,25",
681,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Pistaches,Marseille,Italie,"14 714,00",livres,"1,5000000","22071,00","0,00",
682,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Poivre,Marseille,Italie,"15 834,00",livres,"1,2000000","19000,00","-0,80",
683,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Pignons cassés,Marseille,Italie,"550,00",livres,"0,2000000","110,00","0,00",
684,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Pate d'amande,Marseille,Italie,"8 585,00",livres,"0,4000000","3434,00","0,00",
685,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Pommade,Marseille,Italie,"854,00",livres,"1,0000000","854,00","0,00",
686,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Palun,Marseille,Italie,"3 000,00",livres,"0,0600000","180,00","0,00",
687,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Pois raisines,Marseille,Italie,"2 550,00",livres,"0,1000000","255,00","0,00",
688,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Poussiere de tartre,Marseille,Italie,"4 500,00",livres,"0,0500000","225,00","0,00",
689,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Plumes d'autruche crües,Marseille,Italie,"150,00",livres,"3,0000000","450,00","0,00",
690,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,12,1742,Import,Plumes a ecrire,Marseille,Italie,"628,00",livres,"5,0000000","3140,00","0,00",
691,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Plumes d'oye,Marseille,Italie,"4 100,00",livres,"0,6000000","2460,00","0,00",
692,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Plume a lit,Marseille,Italie,"3 086,00",livres,"0,6000000","1851,00","-0,60",
693,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Papier blanc,Marseille,Italie,"740,00",rames,"6,0000000","4440,00","0,00",
694,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Papier de pliage,Marseille,Italie,"14 200,00",livres,"0,2500000","3550,00","0,00",
695,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Poil de lapin,Marseille,Italie,"3 767,00",livres,"3,0000000","11301,00","0,00",
696,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de lapins,Marseille,Italie,"355,00",livres,"2,5000000","887,00","-0,50",
697,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de chevres,Marseille,Italie,"665,00",livres,"3,0000000","1995,00","0,00",
698,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de renard,Marseille,Italie,"114,00",douzaines,"12,0000000","1368,00","0,00",
699,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de renard,Marseille,Italie,"300,00",livres,"0,3000000","90,00","0,00",
700,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de chien de mer,Marseille,Italie,"3,00",livres,"0,5000000","1,00","-0,50",
701,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de marroquins,Marseille,Italie,"2 250,00",livres,"1,5000000","3375,00","0,00",
702,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de chagrin,Marseille,Italie,"1 100,00",livres,"1,2500000","1375,00","0,00",
703,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de chevre en poil,Marseille,Italie,"1 200,00",en nombre,"4,0000000","4800,00","0,00",
704,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de chevre en poil,Marseille,Italie,"2 886,00",livres,"0,4000000","1154,00","-0,40",
705,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de chevron,Marseille,Italie,"1 550,00",livres,"0,3000000","465,00","0,00",
706,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de mouton passées,Marseille,Italie,"1 940,00",livres,"1,2500000","2425,00","0,00",
707,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de mouton en laine,Marseille,Italie,"2 550,00",livres,"0,7500000","1912,00","-0,50",
708,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux d'agneau en laine,Marseille,Italie,"2 000,00",livres,"0,6000000","1200,00","0,00",
709,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peaux de veau en poil,Marseille,Italie,"1 530,00",livres,"0,5000000","765,00","0,00",
710,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peignes d'yvoire,Marseille,Italie,"38,00",livres,"2,0000000","76,00","0,00",
711,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peignes d'yvoire,Marseille,Italie,"10,00",douzaines,"10,0000000","100,00","0,00",
712,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Peignes de buys,Marseille,Italie,"170,00",grosses,"45,0000000","7650,00","0,00",
713,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Parassols,Marseille,Italie,"220,00",livres,"3,0000000","660,00","0,00",
714,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Parapluyes,Marseille,Italie,"404,00",douzaines,"36,0000000","14544,00","0,00",
715,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Poutargues ,Marseille,Italie,"130,00",livres,"0,5000000","65,00","0,00",
716,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Pipes a fumer,Marseille,Italie,"113,00",grosses,"3,0000000","339,00","0,00",
717,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Plomb en saumon,Marseille,Italie,"543 175,00",livres,"0,2000000","108635,00","0,00",
718,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Palmes en feuilles,Marseille,Italie,"18 300,00",livres,"0,0600000","1098,00","0,00",
719,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Plants d'orangers,Marseille,Italie,"25 925,00",livres,"0,4000000","10370,00","0,00",
720,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Planches de noyer,Marseille,Italie,"111,00",en nombre,"10,0000000","1110,00","0,00",
721,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,13,1742,Import,Planches de sapin,Marseille,Italie,"2 737,00",douzaines,"9,0000000","24633,00","0,00",
