numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
11,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,1,baleine coupée,Hollande,9248,3699.5,livres,2.5,-0.75,arrondi
12,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,borax,Hollande,408,327,livres,1.25,-0.75,arrondi
13,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,bois de geroffle,Hollande,1860,93,livres,20,0,
14,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,bois de sandal moulu,Hollande,1134,2520,livres,0.45,0,en quintal
15,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,bois de gayac,Hollande,82,824,livres,0.1,-0.400000000000006,en quintal
16,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,bois de brezil,Hollande,2179,21796,livres,0.1,-0.599999999999909,en quintal
17,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,bois d'inde,Hollande,592,9867,livres,0.06,-0.0199999999999818,en quintal
18,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,bois de campeche,Hollande,4039,80796,livres,0.05,-0.800000000000182,en quintal
19,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,brosses à gaudronner,Hollande,60,10,douzaine,6,0,
20,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,chair salée,Hollande,445,2787,livres,0.16,-0.920000000000016,en quintal
21,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,ceruze,Hollande,2652,18943,livres,0.14,-0.0200000000004366,en quintal
22,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,canelle,Hollande,18106,3017.75,livres,6,-0.5,3017 livres et 12 onces
23,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,camfre,Hollande,257,1028,livres,0.25,0,
24,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,cinabre,Hollande,274,784,livres,0.35,-0.400000000000034,arrondi
25,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,couperose verte,Hollande,17,293,livres,0.06,-0.579999999999998,en quintal
26,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,colle de poisson,Hollande,434,96.5,livres,4.5,-0.25,96 livres et 1/2
27,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,colle forte,Hollande,693,1387,livres,0.5,-0.5,arrondi
28,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,colle commune,Hollande,1177,3926,livres,0.3,-0.800000000000182,arrondi
29,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,cuir doré,Hollande,255,255,livres,1,0,
30,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,cuir de beuf en poil,Hollande,2662,121,pièces,22,0,
31,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,cuir de vache de roussy,Hollande,3352,4471,livres,0.75,-1.25,arrondi
32,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,crin de cheval,Hollande,710,4736,livres,0.15,-0.399999999999977,en quintal
33,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,cuivre ouvré,Hollande,59,46,livres,1.3,-0.800000000000004,arrondi
34,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,cuivre en planche,Hollande,14645,14645,livres,1,0,en quintal
35,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,corne de cerf,Hollande,30,121,livres,0.25,-0.25,en quintal
36,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,cendre gravelée,Hollande,7.3,71,livres,0.1,0.199999999999999,arrondi
37,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,charbon de terre,Hollande,55,5544,livres,0.01,-0.440000000000012,en quintal
38,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,epicerie,Hollande,1122,374,livres,3,0,
39,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,eau forte,Hollande,5,10,livres,0.5,0,
40,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,emery,Hollande,40,814,livres,0.05,-0.700000000000003,en quintal
41,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,etain neuf,Hollande,130,145,livres,0.9,-0.5,en quintal
42,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,fil blanc,Hollande,11950,5975,livres,2,0,
43,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,fer blanc,Hollande,675,9,barils,75,0,
44,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,fer noir,Hollande,320,4,barils,80,0,
45,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,fayence,Hollande,240,1202,livres,0.2,-0.400000000000006,arrondi
46,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,geroffle,Hollande,29256,3657,livres,8,0,
47,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,garance,Hollande,7535,18839,livres,0.4,-0.600000000000364,
48,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,harans blancs,Hollande,40,2,barils,21,-2,
49,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,harans blancs,Hollande,2,300,pièces,0,0,marchandises en estimation
50,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,harans noirs,Hollande,1746,97,barils,18,0,
51,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,harans noirs,Hollande,411,41116,pièces,0,0,marchandises en estimation
52,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,harans sors,Hollande,7464,311,barils,24,0,
53,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,harans sors,Hollande,1137,91025,pièces,0.0125,-0.8125,en pourcentage
54,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,harans sors,Hollande,270,1800,livres,0.15,0,
55,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,litarge,Hollande,355,2966,livres,0.12,-0.919999999999959,en quintal
56,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,2,latton vieux,Hollande,27,34,livres,0.8,-0.200000000000003,en quintal
57,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,limaille de cuivre,Hollande,351,117,livres,3,0,
58,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,muscade,Hollande,9928,1241,livres,8,0,
59,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,miny,Hollande,408,2724,livres,0.15,-0.599999999999966,en quintal
60,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,noir de fumée,Hollande,121,357,livres,0.34,-0.38000000000001,en quintal
61,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,orpiment,Hollande,279,310,livres,0.9,0,
62,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,ocre,Hollande,90,1809,livres,0.05,-0.450000000000003,en quintal
63,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,poivre,Hollande,155711,163907,livres,0.95,-0.650000000023283,arrondi
64,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,poivre en poussiere,Hollande,333,1667,livres,0.2,-0.400000000000034,en quintal
65,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,poivre gerofflé,Hollande,542,434,livres,1.25,-0.5,arrondi
66,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,poussiere de foin,Hollande,12,122,livres,0.1,-0.200000000000001,en quintal
67,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,plomb en saumon,Hollande,52945,378181,livres,0.14,-0.340000000003783,en quintal
68,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,plomb en grenaille,Hollande,20,84,livres,0.24,-0.16,en quintal
69,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,pipes à fumer,Hollande,1674,478.5,grosse,3.5,-0.75,478 grosses et 1/2
70,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,quincaille grosse de fer,Hollande,542,542,livres,1,0,
71,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,saumon salé,Hollande,714,17,barils,42,0,
72,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,saumon salé,Hollande,3326,16634,livres,0.2,-0.800000000000182,arrondi
73,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,sang de dragon commun,Hollande,420,84,livres,5,0,
74,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,sanguine,Hollande,44.0333333333333,177,livres,0.25,-0.216666666666669,en quintal
75,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,sandal,Hollande,3791.07083333333,3791,livres,1,0.0708333333332121,arrondi
76,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,tartre,Hollande,104,650,livres,0.16,0,en quintal
77,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,toile d'holande,Hollande,120,1,pièces,120,0,
78,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,teraille de gray,Hollande,197,1581,livres,0.125,-0.625,arrondi
79,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,vermillon,Hollande,327,131,livres,2.5,-0.5,arrondi
80,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,anchois,Espagne,2326,423,barils,5.5,-0.5,arrondi
81,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,anchois,Espagne,95,95,pots,1,0,
82,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,ails,Espagne,4675,1700,livres,2.75,0,
83,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,anis vert,Espagne,2765,17283,livres,0.16,-0.2800000000002,en quintal
84,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,arquifou,Espagne,16565,150593,livres,0.11,-0.229999999999563,en quintal
85,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,auf,Espagne,76535,765351,livres,0.1,-0.100000000005821,en quintal
86,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,beaume du perou,Espagne,322,46,livres,7,0,
87,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,brun rouge,Espagne,267,11869,livres,0.0225,-0.0525000000000091,arrondi
88,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,bois de reglisse,Espagne,1978,28267,livres,0.07,-0.690000000000282,en quintal
89,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,balais de palme,Espagne,5935,2967.67,douzaine,2,-0.340000000000146,2967 douzaines et 8 douzaines
90,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,cumin,Espagne,905,5328,livres,0.17,-0.760000000000105,en quintal
91,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,cochenille silvestre,Espagne,19080,2120,livres,9,0,
92,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,cochenille mesteque,Espagne,291760,18235,livres,16,0,
93,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,cochenille en grabeau,Espagne,62622,5218.5,livres,12,0,5218 livres et 1/2
94,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,cordes d'auf,Espagne,145,1209,livres,0.12,-0.0799999999999841,en quintal
95,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,couffins d'auf,Espagne,494,282.5,douzaine,1.75,-0.375,282 douzaines et 1/2
96,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,couffins de palme,Espagne,20,10,douzaine,2,0,
97,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,gaudron,Espagne,455,5065,livres,0.09,-0.849999999999966,en quintal
98,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,huille de poisson,Espagne,2,10,livres,0.2,0,en quintal
99,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,jalap,Espagne,817,908,livres,0.9,-0.200000000000045,en quintal
100,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,jonquine,Espagne,1019,10199,livres,0.1,-0.900000000000091,en quintal
101,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,laine lavée,Espagne,43796,59185,livres,0.74,-0.900000000001455,en quintal
102,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,3,laine demy lavée,Espagne,1708,3417,livres,0.5,-0.5,en quintal
103,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,liege,Espagne,2284,19037,livres,0.12,-0.440000000000055,en quintal
104,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,noisettes,Espagne,2263,28295,livres,0.08,-0.599999999999909,en quintal
105,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,pois,Espagne,7,125,livres,0.06,-0.5,en quintal
106,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,pignons,Espagne,62,311,livres,0.2,-0.200000000000003,en quintal
107,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,quinquina,Espagne,9693,4308,livres,2.25,0,
108,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,quinquina en grabeau,Espagne,255,255,livres,1,0,
109,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,rusque,Espagne,15,500,livres,0.03,0,en quintal
110,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,rouges d'Espagne,Espagne,434,217,douzaine,2,0,
111,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,sardines salées,Espagne,14760,3690,barils,4,0,
112,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,sardines salées,Espagne,8670,86704,livres,0.1,-0.399999999999636,arrondi
113,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,salsepareille,Espagne,8,10,livres,0.8,0,
114,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,soyes crües,Espagne,3768360,251224,livres,15,0,
115,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,soye en etoupe,Espagne,2190,730,livres,3,0,
116,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,soude,Espagne,38703,774071,livres,0.05,-0.55000000000291,en quintal
117,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,tourrons,Espagne,2,5,livres,0.5,-0.5,en quintal
118,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,vin d'Espagne,Espagne,90,6,barils,15,0,
119,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,vin d'alicant,Espagne,1680,112,milleroles,15,0,
120,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,anchois,Piemont,3306,661.33,barils,5,-0.650000000000091,661 barils et 1/3
121,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,anchois,Piemont,985,985,pots,1,0,
122,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,agaric,Piemont,52,42,livres,1.25,-0.5,arrondi
123,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,arquifou,Piemont,289,2634,livres,0.11,-0.740000000000009,en quintal
124,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,beurre,Piemont,16,54,livres,0.3,-0.200000000000003,arrondi
125,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,barrils vuides,Piemont,9,19,pièces,0.5,-0.5,arrondi
126,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1737.csv,Local,1737,Import,Marseille,4,bois à tonneaux,Piemont,54,6,canelles,9,0,
