numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Avoine,Angleterre,136,Boisseaux,"2,75",374,0,,,,
2,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Bœuf sallé,Angleterre,4581500,Livres,"0,1",458150,0,,,,
3,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Beurre,Angleterre,1466515,Livres,"0,35",513280,"-0,25",erreur de calcul,,,
4,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Bled froment,Angleterre,9976,Boisseaux,"6,5",64844,0,,,,
5,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Chandelle,Angleterre,123695,Livres,"0,4",49478,0,,,,
6,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Charbon de terre,Angleterre,"222,25",Tonneaux,400,88900,0,,,,
7,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Cochon sallé,Angleterre,213652,Livres,"0,15","32047,8",0,,,,
8,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Foin,Angleterre,40500,Livres,"0,25",10125,0,,,,
9,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Laine fillée,Angleterre,5655,Livres,"1,5",8482,"-0,5",erreur de calcul,,,
10,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,Local,1753,Imports,Bordeaux,1,Plomb en saumon,Angleterre,198060,Livres,"0,2",39612,0,,,,
