numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Beuf sallé,Angleterre,2586200,Livres,"0,15",387930,0,,,,
2,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Beurre,Angleterre,719600,Livres,"0,4",287840,0,,,,
3,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Bled froment,Angleterre,2500,Boisseaux,12,30000,0,,,,
4,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Chandelle,Angleterre,269089,Livres,"0,5",134544,"-0,5",erreur de calcul,,,
5,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Charbon de terre,Angleterre,33,Tonneaux,310,10230,0,,,,
6,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Cire jaune,Angleterre,125,Livres,"1,8",225,0,,,,
7,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Fromage,Angleterre,3340,Livres,"0,5",1670,0,,,,
8,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Saumon salé,Angleterre,63600,Livres,"0,35",22260,0,,,,
9,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Suif,Angleterre,232275,Livres,"0,45",104523,"-0,75",erreur de calcul,,,
10,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Tabac de virginie en feuilles,Angleterre,4371578,Livres,"0,25","1092894,5",0,,,,
11,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Bourdillons,Danemarck,17,cent au grand compte,100,1700,0,,,,
12,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Cabillau,Danemarck,18250,Livres,"0,4",7300,0,,,,
13,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,1,Charbon de terre,Danemarck,"7,75",Tonneaux,310,"2402,5",0,,,,
14,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Colle de poisson,Danemarck,24,Livres,2,48,0,,,,
15,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Cuivre en platine,Danemarck,3790,Livres,"1,1",4169,0,,,,
16,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Cuivre en rozette,Danemarck,1445,Livres,"1,1","1589,5",0,,,,
17,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Merrain a barriques,Danemarck,"11,25",milliers au grand compte,300,3375,0,,,,
18,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Planches de sapin,Danemarck,532,cent au grand compte,150,798,-79002,erreur de calcul,,,
19,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Stocfiche,Danemarck,62425,Livres,"0,25",15606,"-0,25",erreur de calcul,,,
20,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Avirons brut,Espagne,348,traques,6,2088,0,,,,
21,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Citrons ,Espagne,51,Milliers,40,2040,0,,,,
22,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Cuirs en poil,Espagne,1000,Pieces,5,5000,0,,,,
23,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Fer en barre,Espagne,1364825,Livres,"0,12",163779,0,,,,
24,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,Local,1747,Imports,Bordeaux,2,Fer en feuilles,Espagne,18195,Livres,"0,175","3184,13",0,,,,
