numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Beurre,Angleterre,81675,Livres,"0,35","28586,25",0,,,,
2,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Tabac en feuilles,Angleterre,6479050,Livres,"0,2",1295810,0,,,,
3,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Bierre,Danemark,6,Barriques,15,90,0,,,,
4,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Bois merrain a barriques,Danemark,24,Milliers,300,7200,0,,,,
5,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Bois merrain a fonds,Danemark,11,Milliers,300,3300,0,,,,
6,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Charbon de terre,Danemark,19,Tonneaux,400,7600,0,,,,
7,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Planches de sapin,Danemark,309,cent,150,46350,0,,,,
8,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Avirons brut,Espagne,944,traques,6,5664,0,,,,
9,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,1,Bœuf salé,Espagne,5600,Livres,"0,1",560,0,,,,
10,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Beurre,Espagne,160950,Livres,"0,35","56332,5",0,,,,
11,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bled froment,Espagne,288,Tonneaux,240,69120,0,,,,
12,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bled froment,Espagne,3818,Boisseaux,14,53452,0,,,,
13,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois de Campesche,Espagne,34765,Livres,"0,18","6257,7",0,,,,
14,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Cabillauds,Espagne,5745,Livres,"0,15","861,75",0,,,,
15,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Charbon de terre,Espagne,"31,25",Tonneaux,400,12400,-100,erreur de calcul,,,
16,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Farine,Espagne,60,faneques,5,300,0,,,,
17,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Fer en barre,Espagne,1485800,Livres,"0,17",252586,0,,,,
18,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Figues,Espagne,7520,Livres,"0,08","601,6",0,,,,
19,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Futailles,Espagne,40,Nombre,3,120,0,,,,
20,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Indigo,Espagne,5895,Livres,7,41265,0,,,,
21,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Laine non fillée,Espagne,398,balles,350,139300,0,,,,
22,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Marchandises melées,Espagne,,valeur,0,6,6,,,,
23,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Mercerie,Espagne,286,Livres,4,1144,0,,,,
24,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Moules a faire,Espagne,386,Nombre,2,772,0,,,,
25,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Morue seche,Espagne,733215,Livres,"0,23","168639,45",0,,,,
26,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Quinquina,Espagne,5765,Livres,3,17295,0,,,,
27,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Reglisse,Espagne,2304,Livres,"0,08","184,3","-0,02",erreur de calcul,,,
28,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Rognures de papier,Espagne,4070,Livres,"0,07","284,9",0,,,,
29,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Saumon salé,Espagne,62570,Livres,"0,25",15642,"-0,5",erreur de calcul,,,
30,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Stocfiche,Espagne,125550,Livres,"0,15","18832,5",0,,,,
31,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Sucre brut,Espagne,23448,Livres,"0,35","8206,8",0,,,,
32,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Vin de canarie,Espagne,800,Pots,"3,5",2800,0,,,,
33,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Acier,Hollande,98505,livres,"0,35","34476,75",0,,,,
34,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Aiguilles,Hollande,40,livres,5,200,0,,,,
35,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Aloes,Hollande,2,livres,2,4,0,,,,
36,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Alumettes,Hollande,3972,livres,"0,3","1191,6",0,,,,
37,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Alun,Hollande,4660,livres,"0,3",1398,0,,,,
38,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Amidon,Hollande,38485,livres,"0,2",7697,0,,,,
39,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Angelique,Hollande,15,livres,1,15,0,,,,
40,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Antimoine,Hollande,48,livres,"0,2","9,6",0,,,,
41,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Arcenic,Hollande,20955,livres,"0,2",4191,0,,,,
42,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Argent vif,Hollande,158,livres,"3,5",553,0,,,,
43,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Avoine,Hollande,252,Barils,9,2268,0,,,,
44,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Azur,Hollande,8245,Livres,"0,45","3710,25",0,,,,
45,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Baleine coupée,Hollande,8414,Livres,3,25242,0,,,,
46,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Baleine en fanon,Hollande,14665,Livres,"2,5","36662,5",0,,,,
47,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Batons vernies,Hollande,90,Livres,"0,5",45,0,,,,
48,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Baume de Copahu,Hollande,50,Livres,"1,8",90,0,,,,
49,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Baume du Perou,Hollande,10,Livres,10,100,0,,,,
50,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Benjoin,Hollande,2,Livres,3,6,0,,,,
51,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bœuf fumé,Hollande,55,Livres,"0,15","8,25",0,,,,
52,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bœuf salé,Hollande,37600,Livres,"0,1",3760,0,,,,
53,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Beurre,Hollande,425251,Livres,"0,35","148837,85",0,,,,
54,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bierre,Hollande,486,Barriques,16,7776,0,,,,
55,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Biscuit de mer,Hollande,15,Barils,6,90,0,,,,
56,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Blanc de balaine,Hollande,613,Livres,"2,5","1532,5",0,,,,
57,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Blanc d'Espagne,Hollande,12500,Livres,"0,025","312,5",0,,,,
58,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bled froment,Hollande,101135,Boisseaux,14,1415890,0,,,,
59,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bled seigle,Hollande,39990,Boisseaux,9,359910,0,,,,
60,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bled seigle,Hollande,141,Sacs,9,1269,0,,,,
61,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois de Brezil,Hollande,490,Livres,"0,5",245,0,,,,
62,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois de Campesche,Hollande,55109,Livres,"0,2","11021,8",0,,,,
63,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois jeaune,Hollande,68005,Livres,"0,07","4760,35",0,,,,
64,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois merrain a barriques,Hollande,"105,25",Milliers,300,31575,0,,,,
65,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois merrain a barriques,Hollande,1100,Douelles,"0,2",220,0,,,,
66,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois merrain a fonds,Hollande,7,Milliers,300,2100,0,,,,
67,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois merrain a pipes,Hollande,"7,3",Milliers,450,3285,0,,,,
68,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois merrain a pipes,Hollande,200,Douelles,"0,35",70,0,,,,
69,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois de Saint Marthe,Hollande,1475,Livres,"0,2",295,0,,,,
70,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bois de sandal moulu,Hollande,255600,Livres,"0,35",89460,0,,,,
71,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bourdillons,Hollande,29,cent,120,3480,0,,,,
72,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,2,Bourdillons,Hollande,1380,Livres,1,1380,0,,,,
73,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Bourres de bœuf,Hollande,14345,Livres,"0,1","1434,5",0,,,,
74,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Brosserie,Hollande,2622,Livres,"0,3","786,6",0,,,,
75,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Brun rouge,Hollande,39859,Livres,"0,03","1195,77",0,,,,
76,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Bureau,Hollande,1,Nombre,40,40,0,,,,
77,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Cabillauds,Hollande,"68,25",Tonneaux,30,"2047,5",0,,,,
78,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Cabillauds,Hollande,351100,Livres,"0,15",52665,0,,,,
79,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Caboches de fer,Hollande,13733,Livres,"0,1","1378,3",5,erreur de calcul,,,
80,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Cachou,Hollande,203,Livres,3,609,0,,,,
81,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Cages d'oiseaux,Hollande,2,Nombre,9,18,0,,,,
82,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Camphre,Hollande,48,Livres,3,144,0,,,,
83,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Canelle,Hollande,1812,Livres,10,18120,0,,,,
84,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Caraux,Hollande,10,Livres,"1,5",15,0,,,,
85,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Cardanemun,Hollande,10,Livres,4,40,0,,,,
86,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Cassialignea,Hollande,6,Livres,4,24,0,,,,
87,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Cendre bleue,Hollande,138,Livres,3,414,0,,,,
88,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Ceruse,Hollande,108475,Livres,"0,22","23864,5",0,,,,
89,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,Local,1759,Imports,Bordeaux,3,Chaise de commodité,Hollande,89,Pieces,6,534,0,,,,
