numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Bœuf salé,Angleterre,16376,Barils,20,327520,0,,,,
2,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Beurre salé,Angleterre,2198600,livres,"0,22",483692,0,,,,
3,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Fromage,Angleterre,41525,livres,"0,15","6228,75",0,,,,
4,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Harans blancs,Angleterre,59,Barils,28,1652,0,,,,
5,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Orge,Angleterre,28,Boisseaux,6,168,0,,,,
6,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Saumon salé,Angleterre,67,Barils,50,3350,0,,,,
7,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Bouteilles de verre,Angleterre,833,Douzaines,3,2499,0,,,,
8,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Cuirs vertes et en poil,Angleterre,751,Nombre,0,0,0,"Manque prix, valeur totale de 1973 livres et 12 sous",,,
9,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Cuirs vertes et en poil,Angleterre,1210,Livres,0,0,0,"Manque prix, valeur totale de 1973 livres et 12 sous",,,
10,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Cire blanche,Angleterre,2,Caisses,0,600,600,Manque prix,,,
11,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Cire jaune,Angleterre,400,Livres,"1,35",540,0,,,,
12,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Chandelle suif,Angleterre,48660,Livres,"0,45",21897,0,,,,
13,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Couperose,Angleterre,14000,Livres,"0,09",1260,0,,,,
14,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Charbon de terre,Angleterre,267,Tonneaux,200,53400,0,,,,
15,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,1,Chevaux,Angleterre,2,Pieces,300,600,0,,,,
16,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,2,Etain en saumon,Angleterre,3000,Livres,"1,15",3450,0,,,,
17,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,Local,1728,Imports,Bordeaux,2,Fer en barre,Angleterre,45825,Livres,"0,16",7332,0,,,,
