numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
15,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de haut,Danemark,"299,50",tonneaux,"100,00","29950,00","0,00",,,,
16,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Danemark,"66,50",tonneaux,"200,00","13300,00","0,00",,,,
17,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Danemark,"2 684,50",tonneaux,"150,00","402675,00","0,00",,,,
18,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vinaigre,Danemark,"72,75",tonneaux,"200,00","14550,00","0,00",,,,
19,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Bled froment,Espagne,"148,00",tonneaux,"200,00","29600,00","0,00",,,,
20,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Bled froment,Espagne,"2 808,00",boisseaux,"10,00","28080,00","0,00",,,,
21,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Cacao,Espagne,"12 292,00",Livres,"0,50","6146,00","0,00",,,,
22,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Caffé,Espagne,"906,00",Livres,"0,85","770,10","0,00",,,,
23,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Eau de vie,Espagne,"75,00",Barriques,"100,00","7500,00","0,00",,,,
24,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Feves,Espagne,"750,00",boisseaux,"8,00","6000,00","0,00",,,,
25,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Pruneaux,Espagne,"7 200,00",Livres,"0,13","900,00","0,00",,,,
26,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Rocou,Espagne,"390,00",Livres,"0,50","195,00","0,00",,,,
27,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Sucre blanc,Espagne,"2 482 439,00",Livres,"0,50","1241219,50","0,00",,,,
28,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de Blaye,Espagne,"131,00",tonneaux,"90,00","11790,00","0,00",,,,
29,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de haut,Espagne,"3,25",tonneaux,"200,00","650,00","0,00",,,,
30,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de haut,Espagne,"4,75",tonneaux,"150,00","712,50","0,00",,,,
31,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de haut,Espagne,"83,00",tonneaux,"100,00","8300,00","0,00",,,,
32,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Espagne,"337,00",tonneaux,"200,00","67400,00","0,00",,,,
33,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Espagne,"852,75",tonneaux,"150,00","127912,50","0,00",,,,
34,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Espagne,"41,75",tonneaux,"100,00","4175,00","0,00",,,,
35,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vinaigre,Espagne,"12,75",tonneaux,"200,00","2550,00","0,00",,,,
36,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Cacao,Flandre,"1 183,00",Livres,"0,50","591,50","0,00",,,,
37,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Caffé,Flandre,"9 332,00",Livres,"0,90","8398,80","0,00",,,,
38,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Eau de vie,Flandre,"36,00",pieces,"165,00","5940,00","0,00",,,,
39,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Eau de vie,Flandre,"270,00",Barriques,"100,00","27000,00","0,00",,,,
40,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Sucre blanc,Flandre,"28 679,00",Livres,"0,50","14339,50","0,00",,,,
41,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Sucre brun,Flandre,"19 717,00",Livres,"0,35","6900,95","0,00",,,,
42,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de haut,Flandre,"4,00",tonneaux,"150,00","600,00","0,00",,,,
43,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Flandre,"136,00",tonneaux,"200,00","27200,00","0,00",,,,
44,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Flandre,"128,25",tonneaux,"150,00","19237,50","0,00",,,,
45,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vin de ville,Flandre,"216,50",tonneaux,"100,00","21650,00","0,00",,,,
46,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Vinaigre,Flandre,"2,00",tonneaux,"200,00","400,00","0,00",,,,
47,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Bled seigle,Hollande,"1 159,00",boisseaux,"5,00","5795,00","0,00",,,,
48,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Cacao,Hollande,"55 103,00",Livres,"0,50","27551,50","0,00",,,,
49,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Caffé,Hollande,"273 491,00",Livres,"0,90","246141,90","0,00",,,,
50,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Canefice,Hollande,"3 070,00",Livres,"0,50","1535,00","0,00",,,,
51,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Chataigne,Hollande,"4 529,00",boisseaux,"4,00","18116,00","0,00",,,,
52,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Eau de vie,Hollande,"112,00",pieces,"165,00","18480,00","0,00",,,,
53,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Eau de vie,Hollande,"2 661,00",Barriques,"100,00","266100,00","0,00",,,,
54,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Eau de vie,Hollande,"71,00",veltes,"2,06","146,44","0,00",,,,
55,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Eau de vie,Hollande,"17,00",pots,"0,60","10,20","0,00",,,,
56,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Feves,Hollande,"700,00",boisseaux,"8,00","5600,00","0,00",,,,
57,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Indigo,Hollande,"43 512,00",Livres,"8,00","348096,00","0,00",,,,
58,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Pruneaux,Hollande,"2 209 400,00",Livres,"0,13","276175,00","0,00",,,,
59,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Quinquina,Hollande,"455,00",Livres,"2,50","1137,50","0,00",,,,
60,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Rocou,Hollande,"360,00",Livres,"0,50","180,00","0,00",,,,
61,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Sirop de melasse,Hollande,"142 500,00",Livres,"0,10","14250,00","0,00",,,,
62,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Sucre blanc,Hollande,"2 107 103,00",Livres,"0,50","1053551,50","0,00",,,,
63,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,2,Sucre brut,Hollande,"1 565 774,00",Livres,"0,35","548020,90","0,00",,,,
64,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de Blaye,Hollande,"228,50",tonneaux,"90,00","20565,00","0,00",,,,
65,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de Bourg,Hollande,"23,75",tonneaux,"120,00","2850,00","0,00",,,,
66,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de medoc,Hollande,"14,00",tonneaux,"300,00","4200,00","0,00",,,,
67,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de haut,Hollande,"2 905,25",tonneaux,"100,00","290525,00","0,00",,,,
68,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de haut,Hollande,"120,50",tonneaux,"150,00","18075,00","0,00",,,,
69,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de haut,Hollande,"7 021,25",tonneaux,"240,00","1685100,00","0,00",,,,
70,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de ville,Hollande,"2 265,25",tonneaux,"200,00","453050,00","0,00",,,,
71,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de ville,Hollande,"7 132,25",tonneaux,"150,00","1069837,00","-0,50",erreur de calcul,,,
72,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de ville,Hollande,"397,50",tonneaux,"300,00","119250,00","0,00",,,,
73,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vinaigre,Hollande,"301,75",tonneaux,"200,00","60350,00","0,00",,,,
74,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Cacao,Italie,"94 958,00",Livres,"0,50","47479,00","0,00",,,,
75,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Caffé,Italie,"478 352,00",Livres,"0,85","406599,20","0,00",,,,
76,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Indigo,Italie,"117 804,00",Livres,"8,00","942432,00","0,00",,,,
77,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Sucre blanc,Italie,"3 812 210,00",Livres,"0,50","1906105,00","0,00",,,,
78,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de Blaye,Italie,"45,00",tonneaux,"90,00","4050,00","0,00",,,,
79,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de Bourg,Italie,"7,00",tonneaux,"120,00","840,00","0,00",,,,
80,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Bled seigle,Nord,"9 000,00",boisseaux,"5,00","45000,00","0,00",,,,
81,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Cacao,Nord,"586,00",Livres,"0,50","293,00","0,00",,,,
82,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Caffé,Nord,"3 384 504,00",Livres,"0,85","2876828,40","0,00",,,,
83,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Confitures,Nord,"840,00",Livres,"1,00","840,00","0,00",,,,
84,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Eau de vie,Nord,"13,00",pipes,"165,00","2145,00","0,00",,,,
85,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Eau de vie,Nord,"4 499,00",Barriques,"100,00","449900,00","0,00",,,,
86,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Guigembre,Nord,"13 701,00",Livres,"0,60","8220,60","0,00",,,,
87,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Indigo,Nord,"108 780,00",Livres,"8,00","870240,00","0,00",,,,
88,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Noix,Nord,"18,00",boisseaux,"4,00","72,00","0,00",,,,
89,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Pruneaux,Nord,"1 026 140,00",Livres,"0,13","128267,50","0,00",,,,
90,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Sirop de melasse,Nord,"34 939,00",Livres,"0,10","3493,90","0,00",,,,
91,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Sucre blanc,Nord,"5 130 517,00",Livres,"0,50","2565258,50","0,00",,,,
92,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Sucre brut,Nord,"5 836 021,00",Livres,"0,35","2042607,35","0,00",,,,
93,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de Blaye,Nord,"55,00",tonneaux,"90,00","4950,00","0,00",,,,
94,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de haut,Nord,"5,00",tonneaux,"150,00","750,00","0,00",,,,
95,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de haut,Nord,"1 623,00",tonneaux,"100,00","162300,00","0,00",,,,
96,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de haut,Nord,"36,50",tonneaux,"240,00","8760,00","0,00",,,,
97,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de ville,Nord,"193,75",tonneaux,"200,00","38750,00","0,00",,,,
98,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de ville,Nord,"13 590,00",tonneaux,"150,00","2038500,00","0,00",,,,
99,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de ville,Nord,"351,50",tonneaux,"300,00","105450,00","0,00",,,,
100,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vinaigre,Nord,"172,50",tonneaux,"200,00","34500,00","0,00",,,,
101,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Caffé,Russie,"40 339,00",Livres,"0,85","34288,15","0,00",,,,
102,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Confitures,Russie,"840,00",Livres,"1,00","840,00","0,00",,,,
103,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Eau de vie,Russie,"420,00",Barriques,"100,00","42000,00","0,00",,,,
104,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Indigo,Russie,"11 957,00",Livres,"8,00","95656,00","0,00",,,,
105,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Pruneaux,Russie,"20 400,00",Livres,"0,13","2550,00","0,00",,,,
106,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de haut,Russie,"37,75",tonneaux,"100,00","3775,00","0,00",,,,
107,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vin de ville,Russie,"275,50",tonneaux,"150,00","41325,00","0,00",,,,
108,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,Vinaigre,Russie,"5,50",tonneaux,"200,00","1100,00","0,00",,,,
109,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,3,caffé,Suede,"35 437,00",Livres,"0,85","30121,45","0,00",,,,
110,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Eau de vie,Suede,"652,00",Barriques,"100,00","65200,00","0,00",,,,
111,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Indigo,Suede,"13 287,00",Livres,"8,00","106296,00","0,00",,,,
112,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Pruneaux,Suede,"34 200,00",Livres,"0,13","4275,00","0,00",,,,
113,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Sucre blanc,Suede,"572 303,00",Livres,"0,50","286151,50","0,00",,,,
114,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Sucre brut,Suede,"429 459,00",Livres,"0,35","150310,65","0,00",,,,
115,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Vin de haut,Suede,"137,75",tonneaux,"100,00","13775,00","0,00",,,,
116,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Vin de ville,Suede,"1 374,50",tonneaux,"150,00","206175,00","0,00",,,,
117,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Vinaigre,Suede,"38,25",tonneaux,"200,00","7650,00","0,00",,,,
118,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Cacao,Suisse,"4 667,00",Livres,"0,50","2333,50","0,00",,,,
119,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Caffé,Suisse,"16 053,00",Livres,"0,85","13645,05","0,00",,,,
120,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Indigo,Suisse,"6 081,00",Livres,"8,00","48648,00","0,00",,,,
121,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Sucre blanc,Suisse,"56 508,00",Livres,"0,50","28254,00","0,00",,,,
122,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Sucre en pain,Suisse,"91 271,00",Livres,"0,75","68453,25","0,00",,,,
123,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Acier,Isles françoise de l' Amerique,"1 700,00",Livres,"0,40","680,00","0,00",,,,
124,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Anchoix,Isles françoise de l' Amerique,"2 484,00",flacons,"1,25","3105,00","0,00",,,,
125,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Argenterie,Isles françoise de l' Amerique,"148,00",marcs,"57,00","8436,00","0,00",,,,
126,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Argenterie,Isles françoise de l' Amerique,,valeurs,"0,00","12000,00","12 000,00",,,,
127,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Artichaux confits,Isles françoise de l' Amerique,"460,00",flacons,"2,25","1035,00","0,00",,,,
128,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Artichaux confits,Isles françoise de l' Amerique,"5 188,00",Livres,"1,25","6485,00","0,00",,,,
129,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Bas de cotton,Isles françoise de l' Amerique,"210,00",paires,"5,00","1050,00","0,00",,,,
130,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Bas de fil,Isles françoise de l' Amerique,"6 430,00",paires,"1,00","6430,00","0,00",,,,
131,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Bas de soye,Isles françoise de l' Amerique,"5 170,00",paires,"10,00","51700,00","0,00",,,,
132,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,Local,1756,Exports,Bordeaux,4,Bœuf salé,Isles françoise de l' Amerique,"1 238 200,00",Livres,"0,10","123820,00","0,00",,,,
