numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Avoine,Angleterre,250,Boisseaux,4,1250,250,erreur calcul,,,
2,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Bœuf sallé,Angleterre,4596900,Livres,"0,12",551628,0,,,,
3,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Beurre,Angleterre,1200425,Livres,"0,4",480170,0,,,,
4,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Biscuit de mer,Angleterre,47900,Livres,"0,12",5748,0,,,,
5,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Bled froment,Angleterre,50,Tonneaux,216,10800,0,,,,
6,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Bled froment,Angleterre,82290,Boisseaux,12,987480,0,,,,
7,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Bled seigle,Angleterre,1140,Boisseaux,7,7980,0,,,,
8,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Bourre de bœuf,Angleterre,640,Livres,"0,15",96,0,,,,
9,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Chandelle,Angleterre,94100,Livres,"0,45",42345,0,,,,
10,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Charbon de terre,Angleterre,"115,25",Tonneaux,250,"28812,5",0,,,,
11,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Cire jaune,Angleterre,50,Livres,"1,75","87,5",0,,,,
12,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Farine,Angleterre,9910,Boisseaux,14,138740,0,,,,
13,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Farine,Angleterre,777600,Livres,"0,13",101088,0,,,,
14,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Feves,Angleterre,210,Tonneaux,108,22680,0,,,,
15,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,Local,1748,Imports,Bordeaux,1,Feves,Angleterre,702,Boisseaux,6,4212,0,,,,
