numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Bœuf salé,Angleterre,158200,Livres,"0,1",15820,0,,,,
2,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Beurre,Angleterre,87610,Livres,"0,35","30663,5",0,,,,
3,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Charbon de terre,Angleterre,8,Tonneaux,300,2400,0,,,,
4,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Suif,Angleterre,79907,Livres,"0,4","31962,8",0,,,,
5,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Tabac en feuilles,Angleterre,5036395,Livres,"0,2",1007279,0,,,,
6,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Acier,Danemark,21765,Livres,"0,35","7617,75",0,,,,
7,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Bois merrain a barriques,Danemark,"80,25",Milliers,300,24075,0,,,,
8,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Bourdillons,Danemark,"3,25",cent,120,390,0,,,,
9,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Cabillau,Danemark,14900,Livres,"0,15",2235,0,,,,
10,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Fer en barre,Danemark,56465,Livres,"0,17","9599,05",0,,,,
11,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Planches de sapin,Danemark,371,cent,130,48230,0,,,,
12,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Saumon salé,Danemark,555,livres,"0,25","138,75",0,,,,
13,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,1,Thé,Danemark,260,livres,3,780,0,,,,
14,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Avirons,Espagne,1561,Traques,6,9366,0,,,,
15,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bœuf salé,Espagne,664000,Livres,"0,1",66400,0,,,,
16,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Beurre,Espagne,278461,Livres,"0,35","97461,35",0,,,,
17,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cercles de bois,Espagne,1334,Faix,2,2668,0,,,,
18,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Charbon de terre,Espagne,29,Tonneaux,290,8410,0,,,,
19,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Fer en barre,Espagne,1542299,Livres,"0,17","262190,83",0,,,,
20,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Figues,Espagne,28900,Livres,"0,08",2312,0,,,,
21,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Futailles,Espagne,130,Pieces,3,390,0,,,,
22,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Meules a faire,Espagne,183,Pieces,2,366,0,,,,
23,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Raisin sec,Espagne,2344,Livres,"0,2","468,8",0,,,,
24,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Reglisse,Espagne,1047,Livres,"0,08","83,76",0,,,,
25,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Rognures de cartes,Espagne,2935,Livres,"0,07","205,45",0,,,,
26,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Saumon salé,Espagne,58280,Livres,"0,25",14570,0,,,,
27,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Suif,Espagne,7524,Livres,"0,4","3009,6",0,,,,
28,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Vin de canarie,Espagne,68,pipes,400,27200,0,,,,
29,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Acier,Hollande,64860,Livres,"0,35",22701,0,,,,
30,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Aiguilles,Hollande,610,Livres,5,3050,0,,,,
31,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Alumettes,Hollande,1240,Livres,"0,3",372,0,,,,
32,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Alun,Hollande,19385,Livres,"0,3","5815,5",0,,,,
33,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Amidon,Hollande,1824,Livres,"0,2","364,8",0,,,,
34,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Arcenic,Hollande,2693,Livres,"0,22","592,46",0,,,,
35,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Argent vif,Hollande,50,Livres,"3,5",175,0,,,,
36,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Avoine,Hollande,12,Barriques,17,204,0,,,,
37,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Azur,Hollande,10602,Livres,"0,45","4770,9",0,,,,
38,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Baleine coupée,Hollande,6250,Livres,3,18750,0,,,,
39,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Baleine en fanon,Hollande,22820,Livres,"2,5",57050,0,,,,
40,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Baleine de sarde,Hollande,2355,Livres,"2,5","5887,5",0,,,,
41,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Batons vernies,Hollande,50,Livres,"0,5",25,0,,,,
42,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Beurre,Hollande,197652,Livres,"0,35","69178,2",0,,,,
43,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bierre,Hollande,880,Barriques,15,13200,0,,,,
44,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Biscuit de mer,Hollande,14,Barils,6,84,0,,,,
45,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Blanc de baleine,Hollande,135,Livres,3,405,0,,,,
46,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Blanc d'Espagne,Hollande,53411,Livres,"0,025","133,25","-1202,03",erreur de calcul,,,
47,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bois jaune,Hollande,45704,Livres,"0,06","2742,24",0,,,,
48,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bois merrain a barriques,Hollande,"156,75",Milliers,300,47025,0,,,,
49,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bois merrain a barriques,Hollande,40,Douelles,"0,2",8,0,,,,
50,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bois merrain a fonds,Hollande,5,Milliers,300,1500,0,,,,
51,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bois merrain a pipes,Hollande,8400,Douelles,"0,35",2940,0,,,,
52,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bois de sapin ; 27 pieds,Hollande,1,Pieces,6,6,0,,,,
53,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bois de sapin ; 18 pieds,Hollande,132,Pieces,3,396,0,,,,
54,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Borax,Hollande,110,Livres,"1,4",154,0,,,,
55,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bougie,Hollande,115,Nombre,"1,5","172,5",0,,,,
56,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bourre de bœuf,Hollande,28535,Livres,"0,1","2853,5",0,,,,
57,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Brosserie,Hollande,1179,Livres,"0,3","353,7",0,,,,
58,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Brun rouge,Hollande,43408,Livres,"0,03","1302,24",0,,,,
59,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Bureaux,Hollande,4,Nombre,40,160,0,,,,
60,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cabillau,Hollande,"161,25",Barils,30,"4837,5",0,,,,
61,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cabillau,Hollande,"0,25",Tonne,"7,5","7,5","5,63",erreur de calcul,,,
62,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cabillau,Hollande,980150,livres,"0,15","147022,5",0,,,,
63,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Camphre,Hollande,180,livres,4,720,0,,,,
64,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Canelle,Hollande,1591,livres,10,15910,0,,,,
65,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cendre bleue,Hollande,90,livres,3,270,0,,,,
66,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Ceruze,Hollande,72833,livres,"0,22","16023,26",0,,,,
67,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Chaise de commodité,Hollande,145,Pieces,6,870,0,,,,
68,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Chaise de paille,Hollande,14,Pieces,1,14,0,,,,
69,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Charbon de terre,Hollande,"129,75",Tonneaux,290,37410,"-217,5",erreur de calcul,,,
70,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Charbon de terre,Hollande,1200,Bailles,"5,75",6900,0,,,,
71,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Chevrons de chesne ; 18 pieds,Hollande,3,Pieces,"1,7","5,1",0,,,,
72,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cinabre,Hollande,795,Livres,3,2385,0,,,,
73,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cire jaune,Hollande,"50,5",Livres,"1,5","75,75",0,,,,
74,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,2,Cloud de fer,Hollande,196064,Livres,"0,27","52937,28",0,,,,
75,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Coco,Hollande,103,Livres,6,618,0,,,,
76,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Colle de flandre,Hollande,11426,Livres,"0,45","5141,7",0,,,,
77,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Colle forte,Hollande,6174,Livres,"0,5",3087,0,,,,
78,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Colle de poisson,Hollande,651,Livres,2,1302,0,,,,
79,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Cordes a fouets,Hollande,500,Livres,"0,7",350,0,,,,
80,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Cornes de cerf,Hollande,20,Livres,"0,3",6,0,,,,
81,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Coton filé,Hollande,115,Livres,3,345,0,,,,
82,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Couperose,Hollande,223165,Livres,"0,1","22316,5",0,,,,
83,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Crin,Hollande,2030,Livres,"0,7",1421,0,,,,
84,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Cuivre en coupe,Hollande,2880,Livres,"0,9",2592,0,,,,
85,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Cuivre en hopitaux,Hollande,933,Livres,"1,1","1026,3",0,,,,
86,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Cuivre ouvré,Hollande,28528,Livres,"1,6","45644,8",0,,,,
87,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Cuivre rouge,Hollande,3080,Livres,"1,4",4312,0,,,,
88,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Cuivre en rosette,Hollande,6310,Livres,"1,15","7256,5",0,,,,
89,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Dez de cuivre,Hollande,1350,Livres,2,2700,0,,,,
90,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Douelles a caves,Hollande,216,Nombre,2,432,0,,,,
91,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Etain de glace,Hollande,20,Livres,"1,25",25,0,,,,
92,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Etain en bloc,Hollande,7335,Livres,1,7335,0,,,,
93,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Fayance,Hollande,1285,Livres,"0,75","963,75",0,,,,
94,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,Local,1758,Imports,Bordeaux,3,Fer en barre,Hollande,635075,Livres,"0,17","107962,75",0,,,,
