numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Bled froment,Angleterre,5000,Boisseaux,"6,5",32500,0,,,,
2,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Bœuf salé,Angleterre,17486,Barils,14,244804,0,,,,
3,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Beurre salé,Angleterre,1442500,Livres,"0,21",302925,0,,,,
4,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Bourre de bœuf ,Angleterre,5900,Livres,"0,05",295,0,,,,
5,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Bouteilles de verre,Angleterre,8184,Pieces,"0,2","1636,8",0,,,,
6,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Bois a teindre,Angleterre,435,Livres,"0,1","43,5",0,,,,
7,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Cuirs verts en poil,Angleterre,180,Nombre,3,540,0,,,,
8,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Cire jaune,Angleterre,6925,Livres,1,6925,0,,,,
9,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Charbon de terre,Angleterre,226,Tonneaux,200,45200,0,,,,
10,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,Local,1734,Imports,Bordeaux,1,Fromage,Angleterre,13600,Livres,"0,18",2448,0,,,,
