numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Beuf sallé,Angleterre,1481938,livres,"0,1","148193,8",0,,,,
2,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Beurre,Angleterre,1194572,livres,"0,4","462328,8",-15500,erreur de calcul,,,
3,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Chandelle,Angleterre,38955,livres,"0,4",15627,45,erreur de calcul,,,
4,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Charbon de terre,Angleterre,1316,Tonneaux,300,394800,0,,,,
5,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Langues salées,Angleterre,7504,livres,"0,1",750,"-0,4",erreur de calcul,,,
6,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Suif,Angleterre,236215,livres,"0,3","70864,5",0,,,,
7,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Tabac en feuilles,Angleterre,2202075,livres,"0,2",440415,0,,,,
8,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Acier,Dannemarc,222930,livres,"0,35","78025,5",0,,,,
9,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Azur,Dannemarc,203840,livres,"0,4",91728,10192,erreur de calcul,,,
10,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Barres de guindeau,Dannemarc,830,Nombre,2,1660,0,,,,
11,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Bois de merrain,Dannemarc,15,Milliers,300,4500,0,,,,
12,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Cuivre en feuilles,Dannemarc,1633,livres,"1,25","1938,25",-103,erreur de calcul,,,
13,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Cuivre en rosette,Dannemarc,10400,livres,"1,2",12480,0,,,,
14,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,1,Planches de sapin,Dannemarc,555,cent,100,55500,0,,,,
15,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,Local,1768,Imports,Bordeaux,2,Avirons,Espagne,641,traques,6,3840,-6,erreur de calcul,,,
