numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
17,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de haut,Danemark,"601,75",tonneaux,"240,0000000","144420,00","0,00",,,,
18,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de ville,Danemark,"1 363,75",tonneaux,"240,0000000","327300,00","0,00",,,,
19,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vinaigre,Danemark,"15,75",tonneaux,"180,0000000","2835,00","0,00",,,,
20,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Cacao,Espagne,"27 482,00",Livres,"0,6000000","16489,20","0,00",,,,
21,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Caffé des Isles,Espagne,"18 865,00",Livres,"0,7500000","14148,75","0,00",,,,
22,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Eau de vie,Espagne,"32,00",Barriques,"150,0000000","4800,00","0,00",,,,
23,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre ; blanc,Espagne,"1 184 370,00",Livres,"0,5000000","592185,00","0,00",,,,
24,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre; rafiné,Espagne,"1 347,00",Livres,"0,8000000","1077,60","0,00",,,,
25,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de haut,Espagne,"70,50",tonneaux,"240,0000000","16920,00","0,00",,,,
26,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de ville,Espagne,"709,00",tonneaux,"240,0000000","170160,00","0,00",,,,
27,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Caffé des Isles,Flandre,"521 932,00",Livres,"0,7500000","391449,00","0,00",,,,
28,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Eau de vie,Flandre,"218,00",Barriques,"150,0000000","32700,00","0,00",,,,
29,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Indigo,Flandre,"58 509,00",Livres,"5,0000000","292545,00","0,00",,,,
30,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Rocou,Flandre,"5 115,00",Livres,"1,0000000","5115,00","0,00",,,,
31,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre ; blanc,Flandre,"148 370,00",Livres,"0,4000000","59348,00","0,00",,,,
32,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre; brut,Flandre,"32 980,00",Livres,"0,2500000","8245,00","0,00",,,,
33,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de haut,Flandre,"277,00",tonneaux,"240,0000000","66480,00","0,00",,,,
34,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de ville,Flandre,"193,75",tonneaux,"240,0000000","46500,00","0,00",,,,
35,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vinaigre,Flandre,"18,00",tonneaux,"180,0000000","3240,00","0,00",,,,
36,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Caffé des Isles,Geneve,"30 626,00",Livres,"0,7500000","22969,50","0,00",,,,
37,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Indigo,Geneve,"10 535,00",Livres,"5,0000000","52675,00","0,00",,,,
38,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre blanc,Geneve,"16 830,00",Livres,"0,5000000","8415,00","0,00",,,,
39,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Cacao,Hollande,"4 920,00",Livres,"0,6000000","2952,00","0,00",,,,
40,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Caffé des Isles,Hollande,"976 925,00",Livres,"0,7500000","732693,75","0,00",,,,
41,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Chataignes,Hollande,"9 521,00",Boisseaux,"6,0000000","57126,00","0,00",,,,
42,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Eau de vie,Hollande,"755,00",Barriques,"150,0000000","113250,00","0,00",,,,
43,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Indigo,Hollande,"77 109,00",livres,"5,0000000","385545,00","0,00",,,,
44,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Liqueurs de ville,Hollande,"21,00",pots,"3,0000000","63,00","0,00",,,,
45,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Noix,Hollande,"30,00",Boisseaux,"6,0000000","180,00","0,00",,,,
46,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Pruneaux,Hollande,"1 072 490,00",Livres,"0,1000000","107249,00","0,00",,,,
47,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Rocou,Hollande,"16 726,00",Livres,"1,0000000","16726,00","0,00",,,,
48,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre ; blanc,Hollande,"6 806 056,00",Livres,"0,4000000","2722422,40","0,00",,,,
49,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre; brut,Hollande,"3 090 635,00",Livres,"0,2500000","772658,75","0,00",,,,
50,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de Blaye,Hollande,"317,00",tonneaux,"150,0000000","47550,00","0,00",,,,
51,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de Bourg,Hollande,"23,50",tonneaux,"150,0000000","3525,00","0,00",,,,
52,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de Castillon,Hollande,"15,25",tonneaux,"200,0000000","3050,00","0,00",,,,
53,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de haut,Hollande,"1 909,75",tonneaux,"240,0000000","458340,00","0,00",,,,
54,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de haut,Hollande,"5 760,00",tonneaux,"180,0000000","1036800,00","0,00",,,,
55,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de ville,Hollande,"11 667,25",tonneaux,"250,0000000","2916812,50","0,00",,,,
56,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vin de Bordeaux ; de ville,Hollande,"541,75",tonneaux,"350,0000000","189612,50","0,00",,,,
57,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Vinaigre,Hollande,"84,00",tonneaux,"180,0000000","15120,00","0,00",,,,
58,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Cacao,Italie,"10 650,00",Livres,"0,6000000","6390,00","0,00",,,,
59,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Caffé des Isles,Italie,"22 860,00",Livres,"0,7500000","17145,00","0,00",,,,
60,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Indigo,Italie,"35 487,00",Livres,"5,0000000","177435,00","0,00",,,,
61,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Rocou,Italie,"211,00",Livres,"1,0000000","211,00","0,00",,,,
62,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,2,Sucre blanc,Italie,"1 052 115,00",Livres,"0,4000000","420846,00","0,00",,,,
63,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Cacao,Nord,"6 655,00",Livres,"0,6000000","3993,00","0,00",,,,
64,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Caffé des Isles,Nord,"5 716 563,00",Livres,"0,7500000","4287422,25","0,00",,,,
65,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Eau de vie,Nord,"907,00",Barriques,"150,0000000","136050,00","0,00",,,,
66,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Indigo,Nord,"133 301,00",Livres,"5,0000000","666505,00","0,00",,,,
67,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Pruneaux,Nord,"1 733 110,00",Livres,"0,1000000","173311,00","0,00",,,,
68,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Sucre ; blanc,Nord,"8 407 862,00",Livres,"0,4000000","3363144,80","0,00",,,,
69,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Sucre; brut,Nord,"9 985 260,00",Livres,"0,2500000","2496315,00","0,00",,,,
70,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de Blaye,Nord,"58,00",tonneaux,"150,0000000","8700,00","0,00",,,,
71,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de haut,Nord,"2 231,00",tonneaux,"180,0000000","401580,00","0,00",,,,
72,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de haut,Nord,"970,50",tonneaux,"240,0000000","232920,00","0,00",,,,
73,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de ville,Nord,"13 989,00",tonneaux,"250,0000000","3497250,00","0,00",,,,
74,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de ville,Nord,"1 201,50",tonneaux,"350,0000000","420525,00","0,00",,,,
75,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vinaigre,Nord,"136,50",tonneaux,"180,0000000","24570,00","0,00",,,,
76,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Caffé des Isles,Russie,"153 020,00",Livres,"0,7500000","114765,00","0,00",,,,
77,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Eau de vie,Russie,"260,00",Barriques,"150,0000000","39000,00","0,00",,,,
78,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Indigo,Russie,"21 114,00",Livres,"5,0000000","105570,00","0,00",,,,
79,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de ville,Russie,"906,50",tonneaux,"300,0000000","271150,00","-800,00",erreur de calcul,,,
80,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de haut,Russie,"184,25",tonneaux,"240,0000000","44220,00","0,00",,,,
81,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vinaigre,Russie,"26,50",tonneaux,"180,0000000","4770,00","0,00",,,,
82,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Bled froment,Portugal,"531 000,00",Livres,"0,1000000","53100,00","0,00",,,,
83,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Caffé des Isles,Suede,"174 585,00",Livres,"0,7500000","130938,75","0,00",,,,
84,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Eau de vie,Suede,"261,00",Barriques,"150,0000000","39150,00","0,00",,,,
85,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Indigo,Suede,"21 744,00",Livres,"5,0000000","108720,00","0,00",,,,
86,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Pruneaux,Suede,"422 060,00",Livres,"0,1000000","42206,00","0,00",,,,
87,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Rocou,Suede,"9 568,00",Livres,"1,0000000","9568,00","0,00",,,,
88,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Sucre ; blanc,Suede,"3 866 070,00",Livres,"0,4000000","1546428,00","0,00",,,,
89,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Sucre; brut,Suede,"1 505 175,00",Livres,"0,2500000","376293,50","-0,25",erreur de calcul,,,
90,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de haut,Suede,"871,50",tonneaux,"240,0000000","209160,00","0,00",,,,
91,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vin de Bordeaux ; de ville,Suede,"1 401,50",tonneaux,"250,0000000","350425,00","50,00",erreur de calcul,,,
92,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Vinaigre,Suede,"53,75",tonneaux,"180,0000000","9675,00","0,00",,,,
93,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Caffé des Isles,Suisse,"189 195,00",livres,"0,7500000","141896,25","0,00",,,,
94,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Indigo,Suisse,"34 721,00",livres,"5,0000000","173605,00","0,00",,,,
95,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Sucre ; blanc,Suisse,"60 310,00",livres,"0,4000000","24124,00","0,00",,,,
96,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Sucre; rafiné,Suisse,"3 481,00",livres,"0,8000000","2784,80","0,00",,,,
97,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Alibanis,Guinée,"1 510,00",pieces,"10,0000000","15100,00","0,00",,,,
98,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Anabas,Guinée,"1 315,00",pieces,"8,0000000","10520,00","0,00",,,,
99,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Baffetas,Guinée,"619,00",pieces,"23,0000000","14237,00","0,00",,,,
100,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Bajutapeaux,Guinée,"2 000,00",pieces,"23,0000000","46000,00","0,00",,,,
101,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Cavettes de gré,Guinée,"9 425,00",Livres,"0,1750000","1649,38","0,00",,,,
102,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Chemises à nègre,Guinée,"3 500,00",nombre,"1,5000000","5250,00","0,00",,,,
103,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Cordages de Chanvre,Guinée,"94 450,00",Livres,"0,3000000","28335,00","0,00",,,,
104,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Coris,Guinée,"27 900,00",Livres,"0,8000000","22320,00","0,00",,,,
105,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Couteaux flamands,Guinée,"9 396,00",nombre,"0,3000000","2818,80","0,00",,,,
106,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Eau de vie,Guinée,"216,00",Barriques,"150,0000000","32400,00","0,00",,,,
107,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Eau de vie,Guinée,"35 100,00",pots,"1,5000000","52650,00","0,00",,,,
108,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Etain ouvré,Guinée,"348,00",Livres,"1,0000000","348,00","0,00",,,,
109,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,3,Fusils de traite,Guinée,"2 500,00",nombre,"9,0000000","22500,00","0,00",,,,
110,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Guinée blanc,Guinée,"1 406,00",pieces,"24,0000000","33744,00","0,00",,,,
111,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Lame de sabre,Guinée,"3 224,00",nombre,"2,0000000","6448,00","0,00",,,,
112,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Limeneas,Guinée,"1 081,00",pieces,"24,0000000","25944,00","0,00",,,,
113,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Mouchoirs de cotton,Guinée,"1 818,00",pieces,"14,0000000","25452,00","0,00",,,,
114,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Plomb en grenaille,Guinée,"34 250,00",Livres,"0,2500000","8562,50","0,00",,,,
115,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Poudre a feu,Guinée,"49 000,00",Livres,"0,9000000","44100,00","0,00",,,,
116,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Salemporis,Guinée,"1 117,00",pieces,"20,0000000","22340,00","0,00",,,,
117,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Salemporis rouge,Guinée,"1 313,00",pieces,"22,0000000","28886,00","0,00",,,,
118,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Tapsel,Guinée,"709,00",pieces,"22,0000000","15598,00","0,00",,,,
119,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Toille ; gingan,Guinée,"1 204,00",pieces,"30,0000000","36120,00","0,00",,,,
120,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Toille ; platille,Guinée,"2 867,00",pieces,"4,0000000","11468,00","0,00",,,,
121,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Vin de Bordeaux ; de haut,Guinée,"91,50",tonneaux,"200,0000000","18300,00","0,00",,,,
122,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Vin de Bordeaux ; de ville,Guinée,"419,00",tonneaux,"250,0000000","104750,00","0,00",,,,
123,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Acier,Isles françoise de l' Amerique,"14 550,00",Livres,"0,3500000","5092,50","0,00",,,,
124,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Amandes,Isles françoise de l' Amerique,"4 750,00",Livres,"0,2000000","950,00","0,00",,,,
125,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Amidon,Isles françoise de l' Amerique,"46 050,00",Livres,"0,2000000","9210,00","0,00",,,,
126,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,Local,1768,Exports,Bordeaux,4,Anchoix,Isles françoise de l' Amerique,"2 809,00",flacons,"0,7500000","2106,75","0,00",,,,
