numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
43,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Bois ; merrain ; a fonds,Hollande,"60,00",Milliers,"310,0000000","18600,00","0,00",,,,
44,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Bois ; merrain ; a pipes,Hollande,"4,25",Milliers,"400,0000000","1700,00","0,00",,,,
45,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Bois ; de Sandal moulu,Hollande,"2 246,00",livres,"0,4000000","898,40","0,00",,,,
46,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Borax,Hollande,"321,00",livres,"1,6000000","497,60","-16,00",erreur de calcul,,,
47,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Bourre a Batice,Hollande,"19 079,00",livres,"3,0000000","57237,00","0,00",,,,
48,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Brosserie,Hollande,"1 097,00",livres,"1,0000000","1097,00","0,00",,,,
49,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Brun rouge,Hollande,"25 074,00",livres,"0,0700000","175518,00","173 762,82",erreur de calcul,,,
50,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Canelle,Hollande,"217,00",livres,"1,7500000","379,75","0,00",,,,
51,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Ceruze,Hollande,"8 028,00",livres,"0,2750000","2207,70","0,00",,,,
52,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Chaisses de commodité,Hollande,"167,00",Nombre,"6,0000000","1002,00","0,00",,,,
53,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Chanvre peigne,Hollande,"63 610,00",livres,"1,5000000","95415,00","0,00",,,,
54,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Chanvre en rames,Hollande,"56 451,00",livres,"0,2500000","14112,75","0,00",,,,
55,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Cinabre,Hollande,"1 523,00",livres,"3,0000000","4569,00","0,00",,,,
56,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Colle forte,Hollande,"4 869,00",livres,"0,7500000","3651,75","0,00",,,,
57,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Colle de poisson,Hollande,"307,00",livres,"5,0000000","1535,00","0,00",,,,
58,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Cuivre en feuilles,Hollande,"25 649,00",livres,"1,3000000","33343,70","0,00",,,,
59,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Cuivre en hopiteaux,Hollande,"390,00",livres,"1,8000000","702,00","0,00",,,,
60,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Cuivre ouvré,Hollande,"827,00",livres,"1,5000000","1240,50","0,00",,,,
61,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Cuivre en platines,Hollande,"16 780,00",livres,"1,1500000","19287,00","-10,00",erreur de calcul,,,
62,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Cuivre en rosette,Hollande,"8 600,00",livres,"0,8000000","6880,00","0,00",,,,
63,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Dez a coudre,Hollande,"120,00",livres,"2,0000000","240,00","0,00",,,,
64,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Etain ouvré,Hollande,"590,00",livres,"0,6000000","354,00","0,00",,,,
65,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fayance,Hollande,"6 025,00",livres,"0,7000000","4217,50","0,00",,,,
66,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer battu,Hollande,"300,00",livres,"0,2500000","75,00","0,00",,,,
67,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer blanc,Hollande,"27,00",Barils,"110,0000000","2970,00","0,00",,,,
68,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer coulé,Hollande,"8 495,00",livres,"0,2500000","2123,75","0,00",,,,
69,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer en feuilles,Hollande,"3 670,00",livres,"0,1750000","642,25","0,00",,,,
70,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer ouvré,Hollande,"17 380,00",livres,"0,3000000","5214,00","0,00",,,,
71,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer en plaques,Hollande,"38,00",Nombre,"6,0000000","228,00","0,00",,,,
72,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer en poele a frire,Hollande,"11 150,00",livres,"0,3500000","3902,50","0,00",,,,
73,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer en taule,Hollande,"34 697,00",livres,"0,5000000","17348,50","0,00",,,,
74,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,2,Fer en verge,Hollande,"13 800,00",livres,"0,2000000","2760,00","0,00",,,,
75,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Feves,Hollande,"6 992,00",Boisseaux,"8,0000000","55936,00","0,00",,,,
76,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Feves,Hollande,"28 715,00",Livres,"0,0500000","1435,75","0,00",,,,
77,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Fil ; blanc a coudre,Hollande,"20 375,00",Livres,"2,0000000","40750,00","0,00",,,,
78,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Fil ; de fer ; assorti,Hollande,"1 097,00",Livres,"0,3500000","383,95","0,00",,,,
79,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Fil ; de fer ; a cordes,Hollande,"3 675,00",Livres,"0,4000000","1470,00","0,00",,,,
80,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Fil ; de fer ; gros,Hollande,"7 809,00",Livres,"0,3000000","2342,70","0,00",,,,
81,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Fil ; de fer ; passeperle,Hollande,"1 351,00",Livres,"0,3500000","472,85","0,00",,,,
82,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Fil ; de leton,Hollande,"15 086,00",Livres,"2,5000000","37715,00","0,00",,,,
83,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Fromage,Hollande,"11 281 788,00",Livres,"0,4000000","4512715,20","0,00",,,,
84,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Garance ; billon,Hollande,"19 225,00",Livres,"0,2500000","4806,25","0,00",,,,
85,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Garance ; commune,Hollande,"21 208,00",Livres,"0,6000000","12724,80","0,00",,,,
86,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Garance ; grape,Hollande,"20 116,00",Livres,"0,5000000","10058,00","0,00",,,,
87,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Garance ; non robée,Hollande,"1 613,00",Livres,"0,6500000","1048,45","0,00",,,,
88,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Geroffle,Hollande,"1 626,00",Livres,"10,0000000","16260,00","0,00",,,,
89,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Gomme elesne,Hollande,"174,00",Livres,"0,3500000","60,90","0,00",doute sur la marchandise,,,
90,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Gomme gutte,Hollande,"620,00",Livres,"3,0000000","1860,00","0,00",,,,
91,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Gomme lacque,Hollande,"2 675,00",Livres,"1,7500000","4681,25","0,00",,,,
92,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Gruau,Hollande,"2 150,00",Livres,"0,4000000","860,00","0,00",,,,
93,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Huile de lin,Hollande,"16 197,00",Livres,"0,3000000","4859,10","0,00",,,,
94,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Huile de navette,Hollande,"15 507,00",Livres,"0,3000000","4652,10","0,00",,,,
95,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Huile de poisson,Hollande,"40 602,00",Livres,"0,2000000","8120,40","0,00",,,,
96,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Ipecacuana,Hollande,"56,00",Livres,"5,0000000","280,00","0,00",,,,
97,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Lacque platte,Hollande,"40,00",Livres,"1,2500000","50,00","0,00",,,,
98,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Lacque ronde,Hollande,"26,00",Livres,"1,0000000","26,00","0,00",,,,
99,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Laine d'Espagne,Hollande,"17 000,00",Livres,"0,3500000","5950,00","0,00",,,,
100,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Legumes,Hollande,"1 401 705,00",Livres,"0,1500000","210255,75","0,00",,,,
101,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Lin peigné,Hollande,"9 216,00",Livres,"0,5000000","4608,00","0,00",,,,
102,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Lin en rames,Hollande,"6 830,00",Livres,"0,3500000","2390,50","0,00",,,,
103,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Litarge,Hollande,"2 141,00",Livres,"0,3500000","749,35","0,00",,,,
104,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Marchandises meslée,Hollande,,valeur,"0,0000000","899,00","899,00",,,,
105,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Mercerie,Hollande,"22 099,00",livres,"1,0000000","22099,00","0,00",,,,
106,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Miny,Hollande,"5 130,00",livres,"0,2500000","1282,50","0,00",,,,
107,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Moulin a caffé,Hollande,"209,00",Nombre,"2,0000000","418,00","0,00",,,,
108,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Muscades,Hollande,"261,00",livres,"8,0000000","2088,00","0,00",,,,
109,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Nattes,Hollande,"1 060,00",Nombre,"0,5000000","530,00","0,00",,,,
110,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Papier blanc,Hollande,"6 069,00",livres,"1,0000000","6069,00","0,00",,,,
111,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Papier blanc,Hollande,"52,00",Rames,"6,0000000","312,00","0,00",,,,
112,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Papier violet,Hollande,"3 600,00",livres,"1,2500000","4500,00","0,00",,,,
113,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Papier violet,Hollande,"94,00",Rames,"8,0000000","752,00","0,00",,,,
114,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Pinceaux,Hollande,"390,00",livres,"0,7500000","292,50","0,00",,,,
115,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Planches de sapin ; au grand compte,Hollande,"50 252,00",cent,"180,0000000","9045360,00","0,00",,,,
116,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Planches de sapin ; au grand compte,Hollande,"6 559,00",Nombre,"1,0000000","6559,00","0,00",,,,
117,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Planches de sapin ; de rebut,Hollande,"599,00",Nombre,"0,5000000","299,50","0,00",,,,
118,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Plomb en saumon,Hollande,"75 905,00",livres,"0,2000000","15181,00","0,00",,,,
119,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Plumes a ecrire,Hollande,"300,00",livres,"5,0000000","1500,00","0,00",,,,
120,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Poivre gerofflé,Hollande,"186,00",livres,"2,0000000","372,00","0,00",,,,
121,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Porcelaine,Hollande,"1 820,00",livres,"5,0000000","9100,00","0,00",,,,
122,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Quincaille de cuivre,Hollande,"11 573,00",livres,"2,0000000","23146,00","0,00",,,,
123,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Quincaille de fer,Hollande,"14 033,00",livres,"0,6000000","8419,80","0,00",,,,
124,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Rubarbe,Hollande,"716,00",livres,"6,0000000","4296,00","0,00",,,,
125,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Ruban de fil,Hollande,"17 601,00",livres,"0,3000000","5280,00","-0,30",erreur de calcul,,,
126,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Ruban de fil et laine,Hollande,"10 905,00",livres,"0,4000000","4362,00","0,00",,,,
127,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Saffran,Hollande,"285,00",livres,"20,0000000","5700,00","0,00",,,,
128,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Salsepareille,Hollande,"387,00",livres,"2,0000000","774,00","0,00",,,,
129,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,Local,1773,Imports,Bordeaux,3,Sang de dragon,Hollande,"40,00",livres,"3,0000000","120,00","0,00",,,,
