numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Bœuf sallé,Angleterre,7052200,Livres,"0,1",705220,0,,,,
2,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Bierre,Angleterre,2285330,Livres,"0,35","799865,5",0,,,,
3,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Chandelle,Angleterre,148100,Livres,"0,4",59240,0,,,,
4,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Charbon de terre,Angleterre,243,Tonneaux,300,72900,0,,,,
5,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Cire jaune,Angleterre,275,Livres,"1,5","412,5",0,,,,
6,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Cochon sallé,Angleterre,138642,Livres,"0,25",34660,"-0,5",erreur de calcul,,,
7,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Douelles a barriques,Angleterre,32,Milliers,"173,2673267",8960,"3415,45",erreur de calcul,,,
8,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Douelles a fonds,Angleterre,4,Milliers,"115,5115512",1120,"657,95",erreur de calcul,,,
9,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Etain en saumon,Angleterre,3925,Livres,"1,1","4317,5",0,,,,
10,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Laine lavée,Angleterre,7400,Livres,2,14800,0,,,,
11,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Laine en toile,Angleterre,7200,Livres,"1,2",8640,0,,,,
12,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Plomb en saumon,Angleterre,52586,Livres,"0,22","11568,92",0,,,,
13,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Saumon salé,Angleterre,5435,Livres,"0,25","1358,75",0,,,,
14,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Suif,Angleterre,297571,Livres,"0,4","119028,4",0,,,,
15,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,1,Tabac en feuilles,Angleterre,5548615,Livres,"0,2",1109723,0,,,,
16,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Acier,Danemark,425,Livres,"0,4",170,0,,,,
17,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Bourdillons,Danemark,95,Cent,120,11400,0,,,,
18,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Clouds de fer,Danemark,1400,Livres,"0,25",350,0,,,,
19,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Cordages,Danemark,790,Livres,"0,25","197,5",0,,,,
20,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Douelles a barriques,Danemark,"22,25",Milliers,"216,5841584","7787,5","2968,5",erreur de calcul,,,
21,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Douelles a fonds,Danemark,"3,25",Milliers,"144,3894389","1137,5","668,23",erreur de calcul,,,
22,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Planches de sapin,Danemark,43,Cent,130,5590,0,,,,
23,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Stocfiche,Danemark,2000,Livres,"0,15",300,0,,,,
24,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Avirons brut,Espagne,476,Traques,6,2856,0,,,,
25,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Baleine en fanon,Espagne,5835,Livres,"1,6",9336,0,,,,
26,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Bois de campeche,Espagne,235805,Livres,"0,12","28296,6",0,,,,
27,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Ecaille de tortue,Espagne,200,Livres,8,1600,0,,,,
28,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Fer en Barre,Espagne,1283123,Livres,"0,17","218130,91",0,,,,
29,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Meules a faire,Espagne,176,Pieces,"5,5",968,0,,,,
30,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Oranges,Espagne,16,Milliers,50,800,0,,,,
31,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Rognures de carte,Espagne,5840,Livres,"0,07","408,8",0,,,,
32,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,Local,1754,Imports,Bordeaux,2,Acier,Hollande,66945,Livres,"0,4",26778,0,,,,
