numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Bœuf salé,Angleterre,"25 874,00",Barils,"18,0000000","465732,00","0,00",,,,
2,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Beurre salé,Angleterre,"1 505 300,00",Livres,"0,2700000","406431,00","0,00",,,,
3,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Bled froment,Angleterre,"35 800,00",Boisseaux,"8,5000000","304300,00","0,00",,,,
4,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Bouteilles de verre,Angleterre,"775,00",Douzaines,"2,0000000","1550,00","0,00",,,,
5,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Cuirs verts en poil,Angleterre,"600,00",Nombre,"5,5000000","3300,00","0,00",,,,
6,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Cire jaune,Angleterre,"850,00",Livres,"1,0000000","850,00","0,00",,,,
7,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Charbon de terre,Angleterre,"172,75",Tonneaux,"150,0000000","25912,50","0,00",,,,
8,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Chandelles,Angleterre,"550,00",Livres,"0,3000000","165,00","0,00",,,,
9,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Fromage,Angleterre,"16 575,00",Livres,"0,1800000","2983,50","0,00",,,,
10,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Laine en suin,Angleterre,"38 000,00",Livres,"1,2500000","47500,00","0,00",,,,
11,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Suif,Angleterre,"263 675,00",Livres,"0,2500000","65918,75","0,00",,,,
12,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Tabac de virginie,Angleterre,"1 576 400,00",Livres,"0,3000000","472920,00","0,00",,,,
13,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Azur commun,Hollande,"1 360,00",Livres,"0,2500000","340,00","0,00",,,,
14,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Aiguilles a coudres,Hollande,"500,00",Livres,"5,0000000","2500,00","0,00",,,,
15,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Acier,Hollande,"9 225,00",Livres,"0,3000000","2767,50","0,00",,,,
16,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Allumettes a vin,Hollande,"1 550,00",Livres,"0,1500000","232,50","0,00",,,,
17,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Arcenic,Hollande,"1 700,00",Livres,"0,3000000","510,00","0,00",,,,
18,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Biscuit de mer,Hollande,"750,00",Livres,"0,0800000","60,00","0,00",,,,
19,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Beurre salé,Hollande,"24 575,00",Livres,"0,2600000","6389,50","0,00",,,,
20,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Bierre,Hollande,"361,00",Barriques,"20,0000000","7220,00","0,00",,,,
21,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,1,Bled froment,Hollande,"25,00",Boisseaux,"8,0000000","200,00","0,00",,,,
22,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Bas de fil,Hollande,"16,00",Douzaines,"18,0000000","288,00","0,00",,,,
23,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Bourre de bœuf ,Hollande,"58 100,00",Livres,"0,0500000","2905,00","0,00",,,,
24,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Bouteilles de verre,Hollande,"12,00",Douzaines,"2,0000000","24,00","0,00",,,,
25,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Brun rouge,Hollande,"19 700,00",Livres,"0,0300000","591,00","0,00",,,,
26,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Baleine coupée,Hollande,"2 900,00",Livres,"3,5000000","10150,00","0,00",,,,
27,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Baleine en fanon,Hollande,"12 500,00",Livres,"3,0000000","37500,00","0,00",,,,
28,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Bois de Sandal moulu,Hollande,"91 600,00",Livres,"0,2000000","18320,00","0,00",,,,
29,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Bois a teindre en buches,Hollande,"176 750,00",Livres,"0,0500000","8837,50","0,00",,,,
30,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Barriques vuides,Hollande,"570,00",Nombre,"1,5000000","855,00","0,00",,,,
31,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Barriques vuides cerclées de fer,Hollande,"3,00",Nombre,"3,5000000","10,50","0,00",,,,
32,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Bourdilles,Hollande,"1 440,00",Nombre,"2,0000000","2880,00","0,00",,,,
33,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Bourdillons,Hollande,"8 835,00",Nombre,"1,0000000","8835,00","0,00",,,,
34,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cabillau,Hollande,"296,50",Barils,"10,0000000","2965,00","0,00",,,,
35,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Canelle,Hollande,"2 175,00",Livres,"6,0000000","13050,00","0,00",,,,
36,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Citrons confits,Hollande,"10,00",Livres,"0,4000000","4,00","0,00",,,,
37,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Couty,Hollande,"915,00",Aunes,"0,0000000","1924997,00","1 924 997,00",manque prix,,,
38,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Couty,Hollande,"20,00",Livres,"2,0000000","1830,00","1 790,00",erreur de calcul ou prix pour les aunes + les livres,,,
39,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cuir de roussy,Hollande,"8 130,00",Livres,"0,7500000","6097,50","0,00",,,,
40,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Chanvre cru,Hollande,"164 675,00",Livres,"0,1500000","24701,25","0,00",,,,
41,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cire jaune,Hollande,"9 935,00",Livres,"1,0000000","9935,00","0,00",,,,
42,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Colle forte,Hollande,"12 190,00",Livres,"2,0000000","24380,00","0,00",,,,
43,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cornes a lanterne,Hollande,"10 000,00",Nombre,"0,0600000","600,00","0,00",,,,
44,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cornes a lanterne,Hollande,"2 000,00",Livres,"0,0000000","0,00","0,00",absence de total,,,
45,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cinabre,Hollande,"140,00",Livres,"5,5000000","770,00","0,00",,,,
46,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Ceruze,Hollande,"18 400,00",Livres,"0,2000000","3680,00","0,00",,,,
47,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Couperose verte,Hollande,"168 600,00",Livres,"0,0500000","8430,00","0,00",,,,
48,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cuivre ouvré,Hollande,"6 885,00",Livres,"1,5000000","10327,50","0,00",,,,
49,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Cuivre brut,Hollande,"39 555,00",Livres,"1,2500000","49443,75","0,00",,,,
50,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Clouds de fer,Hollande,"130 475,00",Livres,"0,2000000","26095,00","0,00",,,,
51,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Caboches,Hollande,"17 850,00",Livres,"0,0600000","1071,00","0,00",,,,
52,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Coffres de comodités,Hollande,"68,00",Nombre,"4,0000000","272,00","0,00",,,,
53,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Canne a main,Hollande,"1,00",estimée,"10,0000000","10,00","0,00",,,,
54,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Chevrons de chesne ; 10 pieds,Hollande,"230,00",Pieces,"1,5000000","345,00","0,00",,,,
55,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Chevrons de sapin ; 24 pieds,Hollande,"170,00",Pieces,"2,0000000","340,00","0,00",Valeur total 500,,,
56,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Chevrons de sapin ; 18 pieds,Hollande,"80,00",Pieces,"2,0000000","160,00","0,00",,,,
57,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Charbon de terre,Hollande,"33,75",Tonneaux,"150,0000000","5062,50","0,00",,,,
58,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Drogueries,Hollande,"11 705,00",Livres,"0,5000000","5852,50","0,00",,,,
59,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Etain,Hollande,"5 250,00",Livres,"1,1000000","5775,00","0,00",,,,
60,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Feves,Hollande,"694,00",Boisseaux,"4,0000000","2776,00","0,00",,,,
61,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fromage,Hollande,"700 975,00",Livres,"0,2000000","140195,00","0,00",,,,
62,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fil a coudre,Hollande,"3 280,00",Livres,"1,7500000","5740,00","0,00",,,,
63,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fil de Laton,Hollande,"23 025,00",Livres,"1,2500000","28781,00","-0,25",erreur de calcul,,,
64,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fil de fer,Hollande,"37 050,00",Livres,"0,3500000","12967,50","0,00",,,,
65,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fer blanc,Hollande,"148,00",Barils de 450 feuilles,"90,0000000","13320,00","0,00",,,,
66,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fontaine de fer blanc,Hollande,"1,00",estimée,"8,0000000","8,00","0,00",,,,
67,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fer en barre,Hollande,"1 320 235,00",Livres,"0,1200000","158428,20","0,00",,,,
68,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Fayence,Hollande,"24 285,00",Livres,"0,5000000","12142,50","0,00",,,,
69,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Geroffle,Hollande,"10 041,00",Livres,"8,0000000","80328,00","0,00",,,,
70,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Graisse de cochon,Hollande,"3 000,00",Livres,"0,3000000","900,00","0,00",,,,
71,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Graine de jardin,Hollande,"1 000,00",Livres,"2,0000000","2000,00","0,00",,,,
72,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Garance,Hollande,"61 800,00",Livres,"0,3000000","18540,00","0,00",,,,
73,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Harans blancs,Hollande,"47,00",Barils,"20,0000000","940,00","0,00",,,,
74,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1737.csv,Local,1737,Imports,Bordeaux,2,Huile de Copahu,Hollande,"147,00",Livres,"12,0000000","1764,00","0,00",,,,
