numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Anchois,Angleterre,25,Barils,13,325,0,,,,
2,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Bled froment,Angleterre,117,Settiers,16,1872,0,,,,
3,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Beuf salé,Angleterre,13268,Barils,20,265360,0,,,,
4,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Beurre,Angleterre,1654375,Livres,"0,42","694437,5",-400,erreur calcul,,,
5,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Bierre,Angleterre,48,bouteilles,"0,25",12,0,,,,
6,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Fromage,Angleterre,29650,Livres,"0,35","10377,5",0,,,,
7,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Huile d'olive,Angleterre,18510,Livres,"0,62","11476,2",0,,,,
8,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Saumon salé,Angleterre,101,Barils,55,5555,0,,,,
9,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Saumon salé,Angleterre,250,Livres,"0,25","62,5",0,,,,
10,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Acier,Angleterre,4000,Livres,"0,25",1000,0,,,,
11,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Amidon,Angleterre,2515,Livres,"0,2",503,0,,,,
12,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Bois de campesche,Angleterre,5850,Livres,"0,25","1462,5",0,,,,
13,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Bourdilles,Angleterre,300,Nombre,3,900,0,,,,
14,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Barriques en bottes,Angleterre,323,Nombre,"1,6666667","538,33",0,,,,
15,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Barils vuides,Angleterre,53,Nombre,"0,8333333","44,17",0,,,,
16,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,1,Cheval,Angleterre,1,Pieces,100,100,0,,,,
17,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,2,Cuirs vert en poil,Angleterre,57,Nombre,10,570,0,,,,
18,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,2,Crin,Angleterre,415,Livres,"0,6",249,0,,,,
19,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,2,Cire jaune,Angleterre,13020,Livres,"2,25",29295,0,,,,
20,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,2,Cornes a lanterne,Angleterre,3,cent,9,27,0,,,,
21,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,Local,1723,Imports,Bordeaux,2,Cornes de beuf,Angleterre,2800,Nombre,"0,06",168,0,,,,
