numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Eau de vie,Angleterre,"121,00",Barriques,"125,0000000","15125,00","0,00",,,,
2,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Eau de vie,Angleterre,"1 685,00",Pots,"0,8000000","1348,00","0,00",,,,
3,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Pruneaux,Angleterre,"400,00",Livres,"0,1000000","40,00","0,00",,,,
4,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Vin de ville,Angleterre,"11,75",tonneaux,"600,0000000","7050,00","0,00",,,,
5,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Vinaigre,Angleterre,"8,50",tonneaux,"150,0000000","1275,00","0,00",,,,
6,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Caffé des Isles,Danemark,"8 270,00",Livres,"0,8500000","7029,50","0,00",,,,
7,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Eau de vie,Danemark,"296,00",Barriques,"200,0000000","59200,00","0,00",,,,
8,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Eau de vie,Danemark,"677,00",Barriques,"150,0000000","101550,00","0,00",,,,
9,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Indigo,Danemark,"4 691,00",Livres,"8,0000000","37528,00","0,00",,,,
10,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Legumes,Danemark,"56,00",Boisseaux,"6,0000000","336,00","0,00",,,,
11,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Noix,Danemark,"10,00",Boisseaux,"10,0000000","100,00","0,00",,,,
12,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Pruneaux,Danemark,"196 700,00",Livres,"0,1000000","19670,00","0,00",,,,
13,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,1,Vin de haut,Danemark,"338,50",tonneaux,"200,0000000","67700,00","0,00",,,,
14,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,2,Vin de ville,Danemark,"485,00",tonneaux,"300,0000000","145500,00","0,00",,,,
15,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,2,Vin de ville,Danemark,"2 664,75",tonneaux,"250,0000000","666187,50","0,00",,,,
16,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,2,Vinaigre,Danemark,"102,75",tonneaux,"150,0000000","15412,50","0,00",,,,
17,Demba,AD 33 C4387,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,Local,1759,Exports,Bordeaux,2,Caffé des Isles,Espagne,"805,00",livres,"0,8500000","684,25","0,00",,,,
