numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Bœuf salé,Angleterre,2390700,Livres,"0,1",239070,0,,,,
2,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Beurre,Angleterre,1986135,Livres,"0,35","695147,25",0,,,,
3,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Bled froment,Angleterre,223366,Boisseaux,11,2457026,0,,,,
4,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Bled seigle,Angleterre,26820,Boisseaux,"5,5",147510,0,,,,
5,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Chandelle,Angleterre,229106,Livres,"0,4","91642,4",0,,,,
6,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Charbon de terre,Angleterre,8,Barils,4,32,0,,,,
7,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Charbon de terre,Angleterre,"316,5",Tonneaux,300,94950,0,,,,
8,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Cochon salé,Angleterre,33665,Livres,"0,15","5049,75",0,,,,
9,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Coco plate,Angleterre,210,Livres,"0,07","14,7",0,,,,
10,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Etain en Bloc,Angleterre,5616,Livres,1,5616,0,,,,
11,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Farine,Angleterre,7732,Boisseaux,12,92784,0,,,,
12,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Farine,Angleterre,1551400,Livres,"0,125",193925,0,,,,
13,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Feves,Angleterre,972,Boisseaux,6,5832,0,,,,
14,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Fromage,Angleterre,1300,Livres,"0,3",390,0,,,,
15,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Langues de bœuf,Angleterre,2460,Livres,"0,35",861,0,,,,
16,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,1,Planches de sapin,Angleterre,6,Nombre,"0,75","4,5",0,,,,
17,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Plocq,Angleterre,2150,Livres,"0,125","268,75",0,,,,
18,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Poisson sallé,Angleterre,1,petit baril,24,24,0,,,,
19,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Saumon sallé,Angleterre,31585,Livres,"0,3","9475,5",0,,,,
20,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Suif,Angleterre,252352,Livres,"0,36","90846,72",0,,,,
21,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Tabac en feuille,Angleterre,4637168,Livres,"0,25",1159292,0,,,,
22,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Beurre,Danemark,100,Livres,"0,35",35,0,,,,
23,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Bled froment,Danemark,12920,Boisseaux,9,116280,0,,,,
24,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Bled seigle,Danemark,26820,Boisseaux,"5,5",147510,0,,,,
25,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Bourdillons,Danemark,25,cent au grand compte,120,3000,0,,,,
26,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Charbon de terre,Danemark,"4,5",Tonneaux,300,1350,0,,,,
27,Demba,AD33C4390,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,Local,1751,Imports,Bordeaux,2,Cuivre en planches,Danemark,2740,Livres,"1,5",4110,0,,,,
