numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Amidon,Angleterre,"11712,5",Livres,"0,2","2342,5",0,,,,
2,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Bœuf salé,Angleterre,9340400,Livres,"0,1",934040,0,,,,
3,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Beurre,Angleterre,1736250,Livres,"0,35","607677,5",-10,erreur calcul,,,
4,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Bled froment,Angleterre,230,Tonneaux,200,46000,0,,,,
5,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Bled froment,Angleterre,152887,Boisseaux,"10,5","1605313,5",0,,,,
6,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Bled froment,Angleterre,450,sacs,"18,375","8268,75",0,,,,
7,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Bled seigle,Angleterre,3644,Boisseaux,"4,5",16398,0,,,,
8,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Chandelle,Angleterre,292016,Livres,"0,42","122646,7","-0,02",erreur de calcul,,,
9,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Charbon de terre,Angleterre,171,Tonneaux,300,51300,0,,,,
10,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Cire jaune,Angleterre,1984,Livres,"1,6","3174,4",0,,,,
11,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Etain en Bloc,Angleterre,13085,Livres,1,13085,0,,,,
12,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Farine,Angleterre,4743,Boisseaux,12,56916,0,,,,
13,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Farine,Angleterre,160,sacs,21,3360,0,,,,
14,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Farine,Angleterre,1600,Livres,"0,11",176,0,,,,
15,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Feves,Angleterre,743,Boisseaux,5,3715,0,,,,
16,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Fromage,Angleterre,71825,Livres,"0,35","25138,75",0,,,,
17,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Laine filée,Angleterre,9390,Livres,2,18780,0,,,,
18,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Lard,Angleterre,480,Livres,"0,25",240,120,erreur calcul,,,
19,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,1,Plomb en saumon,Angleterre,27625,Livres,"0,2",5525,0,,,,
20,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,2,Saumon sallé,Angleterre,223800,Livres,"0,15",33570,0,,,,
21,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,2,Suif,Angleterre,134250,Livres,"0,36",48330,0,,,,
22,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,2,Tabac en feuilles,Angleterre,4346565,Livres,"0,25","1086641,25",0,,,,
23,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,Local,1749,Imports,Bordeaux,2,Vieux oing,Angleterre,6906,Livres,"0,25","1726,5",0,,,,
