numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,1,Avoine,Angleterre,140,Tonneaux,50,7000,0,,,,
2,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,1,Avoine,Angleterre,3520,Boisseaux,"2,5",8800,0,,,,
3,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,1,Bled froment,Angleterre,13740,Boisseaux,8,109920,0,,,,
4,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,1,Beuf sallé,Angleterre,11068,Barils,24,265632,0,,,,
5,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,1,Beure,Angleterre,1498800,Livres,"0,3",449640,0,,,,
6,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,1,Bière,Angleterre,12,Barriques,20,240,0,,,,
7,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,1,Caffé,Angleterre,67,Livres,5,335,0,,,,
8,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Chocolat,Angleterre,5,Livres,"1,5","7,5",0,,,,
9,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Citrons aigres,Angleterre,50,Caisses,30,1500,0,,,,
10,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Eau de vie,Angleterre,10,Pots,"1,25","12,5",0,,,,
11,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Farine,Angleterre,100,Barils,20,2000,0,,,,
12,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Fromage,Angleterre,44200,Livres,"0,25",11050,0,,,,
13,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Lard,Angleterre,2300,Livres,"0,15",345,0,,,,
14,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Langues de bœuf,Angleterre,24,Nombre,"0,5",12,0,,,,
15,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Noisettes,Angleterre,1,Boisseaux,"0,6",12,"11,4",confusion entre livres et sous dans la source,,,
16,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Saumon salé,Angleterre,181,Barils,60,10860,0,,,,
17,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Saumon salé,Angleterre,12,Hambourg,50,600,0,50 livres le baril,,,
18,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Thé,Angleterre,3,livres,15,45,0,,,,
19,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Bois de campeche,Angleterre,9950,livres,"0,2",990,-1000,erreur de calcul,,,
20,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Barriques en bottes,Angleterre,600,Nombre,"1,5",900,0,,,,
21,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Barils vides,Angleterre,360,Nombre,1,360,0,,,,
22,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Bouteilles de gros verre,Angleterre,114,Douzaines,3,342,0,,,,
23,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Bourre de beuf,Angleterre,50,livres,"0,1",5,0,,,,
24,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Cuirs de beuf en poil,Angleterre,471,Nombre,10,4710,0,,,,
25,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Corne platte,Angleterre,1200,livres,"0,09",108,0,,,,
26,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Cire jaune,Angleterre,4365,livres,"1,5","6547,5",0,,,,
27,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Chandelle de suif,Angleterre,43150,livres,"0,3",12945,0,,,,
28,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Charbon de terre,Angleterre,133,livres,"0,02","2,65","-0,01",erreur de calcul,,,
29,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Fer blanc,Angleterre,1,Barils de 450 feuilles,100,100,0,,,,
30,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Gaudron,Angleterre,136,Barils,12,2632,1000,erreur de calcul,,,
31,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,2,Merain a pipes,Angleterre,3100,Douelles,"0,1875","581,25",0,,,,
32,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Merrain a barriques,Angleterre,2925,Douelles,"0,09375","274,2","-0,02",erreur de calcul,,,
33,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Peaux de veau en poil,Angleterre,16,Douzaines,15,240,0,,,,
34,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Peaux de chien de mer,Angleterre,84,livres,"0,5",42,0,,,,
35,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Plomb en saumon,Angleterre,219135,livres,"0,2",43827,0,,,,
36,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Planches de sapin,Angleterre,248,Nombre,"0,9",180,"-43,2",erreur de calcul,,,
37,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Suif,Angleterre,346800,Livres,"0,3",69360,-34680,erreur de calcul,,,
38,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Salicor brusle,Angleterre,6000,Milliers,"0,1",600,0,quantité modifiée en milliers,,,
39,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Avoine,Hollande,6402,Boisseaux,"2,5",16005,0,,,,
40,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Avoine,Hollande,37,Barriques,0,"305,25","305,25",,,,
41,Demba,AD33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1719.csv,Local,1719,Imports,Bordeaux,3,Bled froment,Hollande,400,Boisseaux,8,3200,0,,,,
