numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Bois de Gayac,Angleterre,4515,Livres,"0,07","315,05",-1,erreur de calcul dans la source,,,
2,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Caffé des Isles,Angleterre,23011,Livres,"0,9","20709,9",0,,,,
3,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Cuirs en Poil,Angleterre,1866,nombre,10,18660,0,,,,
4,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Cuirs en Poil,Angleterre,617,cottes,6,3702,0,doute sur l'unité,,,
5,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Eau de vie,Angleterre,1523,Barriques,85,128355,-1100,erreur de calcul,,20,
6,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Graine de lin,Angleterre,754,sacs,11,8294,0,,,,
7,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Graine de lin,Angleterre,2853,boisseaux,8,22824,0,,,,
8,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Indigo,Angleterre,47600,Livres,4,190400,0,,,,
9,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Pruneaux,Angleterre,568000,Livres,"0,2",113600,0,,,,
10,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Sirop melasse,Angleterre,22600,Livres,"0,1",2260,0,,,,
11,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Sucre brut,Angleterre,15012,Livres,"0,25",3753,0,,,,
12,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Vin de haut,Angleterre,"119,25",Tonneaux,400,47700,0,,,"11,45",
13,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,1,Vin de haut,Angleterre,"15,75",Tonneaux,300,4725,0,,,"11,45",
14,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vin de ville,Angleterre,"878,25",Tonneaux,1000,878250,0,,,"20,3583333333",
15,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vin de ville,Angleterre,"849,5",Tonneaux,800,679600,0,,,"20,3583333333",
16,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vin de ville,Angleterre,710,Tonneaux,600,426000,0,,,"20,3583333333",
17,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vinaigre,Angleterre,"389,5",Tonneaux,150,58425,0,,,15,
18,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Cacao,Danemark,1070,Livres,"0,4",428,0,,,,
19,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Caffé des Isles,Danemark,155750,Livres,"0,9",140175,0,,,,
20,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Eau de vie,Danemark,534,Barriques,85,45390,0,,,20,
21,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Gingembre ,Danemark,1148,Livres,"0,5",574,0,,,,
22,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Indigo,Danemark,41970,Livres,4,167880,0,,,,
23,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Pruneaux,Danemark,34800,Livres,"0,2",6960,0,,,,
24,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Rocou,Danemark,1210,Livres,"0,4",484,0,,,,
25,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Sucre blanc,Danemark,205584,Livres,"0,3","61675,2",0,,,,
26,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Sucre brut,Danemark,68076,Livres,"0,25",17019,0,,,,
27,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vin de haut,Danemark,442,Tonneaux,250,110500,0,,,"11,45",
28,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vin de haut,Danemark,1,Tonneaux,150,150,0,,,"11,45",
29,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vin de ville,Danemark,"2803,5",Tonneaux,300,841050,0,,,"20,3583333333",
30,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vin de ville,Danemark,71,Tonneaux,200,14200,0,,,"20,3583333333",
31,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Vinaigre,Danemark,47,Tonneaux,150,7050,0,,,15,
32,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Bois de Champeche,Espagne,2985,Livres,"0,17","507,45",0,,,,
33,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Cacao,Espagne,28382,Livres,"0,4","11352,8",0,,,,
34,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Eacaille de tortue,Espagne,1089,Livres,6,6534,0,,,,
35,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Gingembre ,Espagne,932,Livres,"0,5",466,0,,,,
36,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Rocou,Espagne,4746,Livres,"0,4","1898,4",0,,,,
37,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Sucre blanc,Espagne,2253676,Livres,"0,3","676102,8",0,,,,
38,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Cacao,Flandre autrichienne,220,Livres,"0,4",88,0,,,,
39,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Caffé des Isles,Flandre autrichienne,4899,Livres,"0,9","4409,1",0,,,,
40,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Cuirs en Poil,Flandre autrichienne,1314,cottes,6,7884,0,,,,
41,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Rocou,Flandre autrichienne,365,Livres,"0,4",146,0,,,,
42,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Sucre blanc,Flandre autrichienne,4063,Livres,"0,3","1218,9",0,,,,
43,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Sucre brut,Flandre autrichienne,11912,Livres,"0,25",2978,0,,,,
44,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Bois de Gayac,Hollande,16845,Livres,"0,07","1179,15",0,,,,
45,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Caffé des Isles,Hollande,1465279,Livres,"0,9","1318751,1",0,,,,
46,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Cacao,Hollande,1610,Livres,"0,4",644,0,,,,
47,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Confitures,Hollande,465,Livres,"0,5","232,5",0,,,,
48,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Chataignes,Hollande,806,boisseaux,5,4030,0,,,,
49,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,2,Cuirs en Poil,Hollande,428,cottes,6,2568,0,,,,
50,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Eau de vie,Hollande,281,Barriques,85,23885,0,,,20,
51,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Genievre,Hollande,1589,boisseaux,5,7945,0,,,,
52,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Gingembre ,Hollande,12558,Livres,"0,5",6279,0,,,,
53,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Indigo,Hollande,9134,Livres,4,36536,0,,,,
54,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Liege,Hollande,215,balles,25,5375,0,,,,
55,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Miel,Hollande,49,Tonneaux,250,12250,0,,,,
56,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Noix,Hollande,539,boisseaux,"2,5","1347,5",0,,,,
57,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Papier blanc,Hollande,1780,rames,5,8900,0,,,,
58,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Pruneaux,Hollande,970510,Livres,"0,2",194102,0,,,,
59,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Rocou,Hollande,11865,Livres,"0,4",4746,0,,,,
60,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Sirop melasse,Hollande,162505,Livres,"0,1","16250,5",0,,,,
61,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Sucre blanc,Hollande,4718100,Livres,"0,3",1415430,0,,,,
62,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Sucre brut,Hollande,6037924,Livres,"0,25",1509481,0,,,,
63,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Terebenthine,Hollande,19,Tonneaux,400,7600,0,,,,
64,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Vin de Castillon,Hollande,"47,25",Tonneaux,135,"6378,75",0,prix 45 ecus,,"20,3583333333",
65,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Vin de haut,Hollande,"5836,5",Tonneaux,250,1459125,0,,,"11,45",
66,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Vin de haut,Hollande,"7842,5",Tonneaux,150,1176375,0,,,"11,45",
67,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Vin de ville,Hollande,"3989,25",Tonneaux,300,1196775,0,,,"20,3583333333",
68,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Vin de ville,Hollande,2722,Tonneaux,200,544400,0,,,"20,3583333333",
69,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Vinaigre,Hollande,"108,75",Tonneaux,150,"15312,5",-1000,erreur de calcul,,15,
70,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1752.csv,Local,1752,Exports,Bordeaux,3,Caffé des Isles,Italie,72168,Livres,"0,9","64951,2",0,,,,
