numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,Bœuf salé,Angleterre,"13 663 600,00",Livre,"0,10","1366360,00","0,00",,,,
2,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,Beurre,Angleterre,"1 934 170,00",Livre,"0,60","1160502,00","0,00",,,,
3,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,charbon de terre,Angleterre,"1 534,00",Tonneau,"100,00","153400,00","0,00",,,,
4,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,farine,Angleterre,"752 010,00",livre,"0,15","112801,50","0,00",,,,
5,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,suif,Angleterre,"3 619 049,00",livre,"0,45","1628572,05","0,00",,,,
6,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,tabac en feuilles,Angleterre,"4 630 640,00",livre,"0,20","926126,00","-2,00",,,,
7,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,acier,Danemark,"68 129,00",livre,"0,50","34064,50","0,00",,,,
8,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,cuivre en feuilles,Danemark,"26 298,00",livre,"1,30","34187,40","0,00",,,,
9,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,cuivre en rosettes,Danemark,"3 917,00",livre,"1,25","4896,25","0,00",,,,
10,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,graines de seigle,Danemark,"25 011,00",livre,"0,09","288,00","-1 985,73","prix unitaire de 10 livre par boisseau, il y a une erreur.",,,
11,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,planches de sapin,Danemark,"3 060,00",planche,"1,50","4509,00","-81,00",,,,
12,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,1,soliveaux,Danemark,"134,00",nombre,"30,00","4020,00","0,00",,,,
13,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Avirons,Espagne,"890,00",traque,"18,00","16020,00","0,00",,,,
14,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Fer en barres,Espagne,"3 584 590,00",???,"0,18","677487,30","32 261,10",erreur de calcul,,,
15,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,laine,Espagne,"638,00",balle,"300,00","191400,00","0,00",,,,
16,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,meules,Espagne,"82,00",nombre,"5,00","410,00","0,00",,,,
17,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,pierres à razoir,Espagne,"200,00",nombre,"0,50","100,00","0,00",,,,
18,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,vin de Chipre,Espagne,"40,00",pots,"9,00","360,00","0,00",,,,
19,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Vin d'Espagne,Espagne,"406,00",pots,"3,00","1218,00","0,00",,,,
20,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Vin de Malaga,Espagne,"110,00",pots,"3,00","330,00","0,00",,,,
21,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Acier,Hollande,"1 170,00",livre,"0,50","585,00","0,00",,,,
22,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Aloes,Hollande,"2 133,00",livre,"4,00","8532,00","0,00",,,,
23,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Alumettes,Hollande,"1 990,00",livre,"0,30","597,00","0,00",,,,
24,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Alun,Hollande,"7 290,00",livre,"0,30","2187,00","0,00",,,,
25,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Baleine en fanon,Hollande,"7 993,00",livre,"1,60","12788,80","0,00",,,,
26,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Boeuf fumé,Hollande,"10 425,00",livre,"0,40","4170,00","0,00",,,,
27,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Bœuf salé,Hollande,"6 004,00",livre,"0,10","600,40","0,00",,,,
28,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Beurre,Hollande,"649 945,00",livre,"0,50","374672,50","49 700,00",erreur de calcul,,,
29,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,bled froment,Hollande,"211 150,00",livre,"0,00","14631,00","14 631,00",14 livres le boisseau,,,
30,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,bled seigle,Hollande,"2 090,00",livre,"0,00","152,00","152,00",8 livres le boisseau,,,
31,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,bois de merrain,Hollande,"58 000,00",nombre,"0,40","232000,00","208 800,00",prix de 400 livresle millier; erreur de transcription dans l'original,,,
32,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,bois merrain à fond,Hollande,"24 500,00",nombre,"0,35","85750,00","77 175,00",prix de 350 livres le millier; erreur de transcription dans l'original,,,
33,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,bois de sandal moulu,Hollande,"8 590,00",livre,"0,40","3436,00","0,00",,,,
34,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,bourre a batier,Hollande,"10 950,00",livre,"3,00","32850,00","0,00",,,,
35,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Brosserie,Hollande,"204,00",livre,"1,00","204,00","0,00",,,,
36,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Bureau de Sapin,Hollande,"2,00",nombre,"50,00","100,00","0,00",,,,
37,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Caboches,Hollande,"2 790,00",livre,"0,08","209,25","0,00",,,,
38,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,Canelle sauvage,Hollande,"122,00",livre,"2,00","244,00","0,00",,,,
39,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,ceruze,Hollande,"10 355,00",livre,"0,30","3106,00","-0,50",,,,
40,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,2,chaises de commodités,Hollande,"39,00",nombre,"4,00","156,00","0,00",,,,
41,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,chanvre peigné,Hollande,"13 120,00",livre,"0,18","2361,60","0,00",,,,
42,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,chanvre en rame,Hollande,"67 670,00",livre,"0,15","10150,50","0,00",,,,
43,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,cinabre,Hollande,"4 614,00",livre,"3,00","13842,00","0,00",,,,
44,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,colle forte,Hollande,"8 460,00",livre,"0,75","6345,00","0,00",,,,
45,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,colle de poisson,Hollande,"103,00",livre,"5,00","515,00","0,00",,,,
46,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,cuivre en feuilles,Hollande,"20 323,00",livre,"1,30","26419,50","-0,40",,,,
47,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,cuivre en opiteaux,Hollande,"3 038,00",livre,"1,80","5468,40","0,00",,,,
48,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,cuivre ouvré,Hollande,"4 192,00",livre,"1,80","7545,60","0,00",,,,
49,Paul Chevret,AD 33  C4390,Local/Bordeaux/Bordeaux - Entrées – 1772.csv,Local,1772,Imports,Bordeaux,3,cuivre en platines,Hollande,"14 370,00",livre,"1,15","16525,50","0,00",,,,
