numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Avoine,Angleterre,245,Tonneaux,30,7350,0,,,,
2,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Avoine,Angleterre,2425,Sacs,"0,75","1818,75",0,,,,
3,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Avoine,Angleterre,4850,Boisseaux,"1,5",7275,0,,,,
4,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Biscuit,Angleterre,50,Livres,"0,1",5,0,,,,
5,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Bled froment,Angleterre,1447,Tonneaux,200,289400,0,,,,
6,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Bled froment,Angleterre,5271,Sacs,"0,75","3953,25",0,,,,
7,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Bled froment,Angleterre,7791,Boisseaux,10,77910,0,,,,
8,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Bœuf salé,Angleterre,7677,Barils,30,23310,-207000,erreur de calcul,,,
9,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Beurre,Angleterre,738525,Livres,"0,42","310180,5",0,,,,
10,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Bierre,Angleterre,6,Barriques,30,180,0,,,,
11,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Bierre,Angleterre,84,Bouteilles,"0,2","16,8",0,,,,
12,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Farine,Angleterre,196,Barils,15,2940,0,,,,
13,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Farine,Angleterre,1850,Sacs,10,18500,0,,,,
14,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Fromage,Angleterre,13075,Livres,"0,3","3922,5",0,,,,
15,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Harans blancs,Angleterre,227,Barils,25,5675,0,,,,
16,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Harans sors,Angleterre,22,Barils,25,550,0,,,,
17,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Lard,Angleterre,250,Livres,"0,2",50,0,,,,
18,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Langues de morue,Angleterre,3,Barils,30,90,0,,,,
19,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Morue seche,Angleterre,1200,Livres,"0,2",240,0,,,,
20,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Poix secs,Angleterre,2,Boisseaux,8,16,0,,,,
21,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Saumon salé,Angleterre,144,Barils,45,6480,0,,,,
22,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Saumon salé,Angleterre,52,Hambourgs,50,2600,0,,,,
23,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Sardines,Angleterre,1066,Barriques,50,53000,-300,erreur de calcul,,,
24,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Thé,Angleterre,51,Livres,14,714,0,,,,
25,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Vin de canarie,Angleterre,356,Bouteilles,2,712,0,,,,
26,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,1,Avirons,Angleterre,6,Nombre,9,54,0,,,,
27,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Bourre de bœuf,Angleterre,12500,Livres,"0,1",1250,0,,,,
28,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Bois a faire guaisner,Angleterre,100,Paquet,2,200,0,doute sur la marchandise,,,
29,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Barriques vieilles,Angleterre,1227,Nombre,"2,25","2760,75",0,,,,
30,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Cuivre de beuf verte en poil,Angleterre,168,Nombre,15,2520,0,,,,
31,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Cire jaune,Angleterre,842,Livres,"2,5",2105,0,,,,
32,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Cuivre en planches,Angleterre,350,Livres,"1,8",630,0,,,,
33,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Charbon de terre,Angleterre,168,Tonneaux,300,50400,0,,,,
34,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Fer en barre,Angleterre,1000,Livres,"0,15",1500,-1350,"erreur dans la source, prix de 0,15 livres la livre pesant et non 1,5 livres",,,
35,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Feuillards,Angleterre,105,Faix,"1,5","157,5",0,,,,
36,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Huille de poisson,Angleterre,200,Livres,"0,35",70,0,,,,
37,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Merain a pipes,Angleterre,9775,Pieces,"0,4",3910,0,,,,
38,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Meulles à taillandier,Angleterre,12,Nombre,4,48,0,,,,
39,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Os de beuf,Angleterre,7,Milliers,50,350,0,,,,
40,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Plomb en saumon,Angleterre,10425,Livres,"0,3","3127,5",0,,,,
41,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Planches de sapin,Angleterre,1940,Nombre,"0,9",1746,0,,,,
42,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Suif,Angleterre,277450,Livres,"0,48",133176,0,,,,
43,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Tabac de virginie,Angleterre,60000,Livres,"0,3",18000,0,,,,
44,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Bouteilles de verre,Angleterre,56,Douzaines,2,112,0,,,,
45,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Chemises communes,Angleterre,,valeurs,0,90,90,,,,
46,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Chandelles de suif,Angleterre,18650,Livres,"0,48",8950,-2,erreur de calcul,,,
47,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Fleau de fer,Angleterre,230,Livres,1,230,0,,,,
48,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Jongs vernis,Angleterre,10,Douzaines,20,200,0,,,,
49,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Laine filée,Angleterre,150,Livres,"2,5",275,-100,erreur de calcul,,,
50,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Linseuls vieux,Angleterre,,valeurs,0,45,45,,,,
51,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Nattes,Angleterre,15,Pieces,"0,5","7,5",0,,,,
52,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Savon,Angleterre,550,Livres,"0,45","247,5",0,,,,
53,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1720.csv,Local,1720,Imports,Bordeaux,2,Toile à voile,Angleterre,440,Aunes,1,440,0,,,,
