numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,Droits totaux indiqués,Droits unitaires,unité pour les droits,quantité pour les droits,remarks pour les droits
4821,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Poudre ; a poudrer,Isles françaises de l'amerique,29496,73740,Livres,"0,4",,,,,,
4822,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Quincaille ; de cuivre,Isles françaises de l'amerique,7078,3539,Livres,2,,,,,,
4823,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Quincaille ; de fer,Isles françaises de l'amerique,16997,33994,Livres,"0,5",,,,,,
4824,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Remedes,Isles françaises de l'amerique,12220,1,Valeur,12220,,,,,,
4825,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Savon,Isles françaises de l'amerique,"78801,75",175115,Livres,"0,45",,,,,,
4826,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Souliers,Isles françaises de l'amerique,39426,13142,Paires,3,,,,,,
4827,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Suif,Isles françaises de l'amerique,15960,31920,Livres,"0,5",,,,,,
4828,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Toile ; bazin,Isles françaises de l'amerique,29952,9984,Aunes,3,,,,,,
4829,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Toile ; diverses,Isles françaises de l'amerique,48060,1,Valeur,48060,,,,,,
4830,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Toile ; Gingas,Isles françaises de l'amerique,59450,5945,Pièces,10,,,,,,
4831,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Toile ; linge de table,Isles françaises de l'amerique,5760,96,napes,60,,,,,,
4832,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Toile ; siamoise,Isles françaises de l'amerique,19050,9525,Aunes,2,,,,,,
4833,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Velour,Isles françaises de l'amerique,10200,51,Pièces,200,,,,,,
4834,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Verres communs,Isles françaises de l'amerique,1740,58,Barriques,30,,,,,,
4835,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Vin ; de haut,Isles françaises de l'amerique,797700,3191,Tonneaux,250,-50,,,,,
4836,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Vin ; de ville,Isles françaises de l'amerique,3309000,11030,Tonneaux,300,,,,,,
4837,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Vinaigre,Isles françaises de l'amerique,5700,38,Tonneaux,150,,,,,,
4838,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Acier,Indes orientales,3044,7610,Livres,"0,4",,,,,,
4839,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Amandes,Indes orientales,565,2825,Livres,"0,2",,,,,,
4840,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Amidon,Indes orientales,1617,8085,Livres,"0,2",,,,,,
4841,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Anchois,Indes orientales,2337,3116,Livres,"0,75",,,,,,
4842,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Argenterie,Indes orientales,8500,1,Valeur,8500,,,,,,
4843,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Armes ; blanches,Indes orientales,1824,912,Livres,2,Peut-être une erreure (en nombre ett non pas en livres poid),,,,,
4844,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Armes ; a feu Fusils,Indes orientales,48760,4876,En nombre,10,,,,,,
4845,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Artichaux confits,Indes orientales,"2514,5",5029,Livres,"0,5",,,,,,
4846,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bas de fil,Indes orientales,9850,4925,paires,2,,,,,,
4847,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bayonnettes,Indes orientales,10250,5125,En nombre,2,,,,,,
4848,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bœuf salé,Indes orientales,11060,27650,Livres,"0,4",,,,,,
4849,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Beurre,Indes orientales,"3393,5",6170,Livres,"0,55",,,,,,
4850,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bierre,Indes orientales,1200,60,Barriques,20,,,,,,
4851,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bijouterie,Indes orientales,17270,1,Valeur,17270,,,,,,
4852,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bonnets de coton,Indes orientales,2532,211,Douzaines,12,,,,,,
4853,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bougies,Indes orientales,10555,4222,Livres,"2,5",,,,,,
4854,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bourre de bœuf,Indes orientales,1092,10920,Livres,"0,1",,,,,,
4855,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Bray et gaudron,Indes orientales,2505,25050,Livres,"0,1",,,,,,
4856,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Canons de fer,Indes orientales,"7211,25",48075,Livres,"0,15",,,,,,
4857,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Cartes geographiques,Indes orientales,248,62,En nombre,4,,,,,,
4858,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Cercles de bois,Indes orientales,9850,3940,Faix,"2,5",,,,,,
4859,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Cervelats,Indes orientales,"4567,5",6090,Livres,"0,75",,,,,,
4860,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Chaines de fer,Indes orientales,5415,18050,Livres,"0,3",,,,,,
4861,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Chandelles,Indes orientales,"5606,25",8625,Livres,"0,65",,,,,,
4862,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Chemises communes,Indes orientales,26496,276,Douzaines,96,,,,,,
4863,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Chocalat,Indes orientales,340,170,Livres,2,,,,,,
4864,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,cloud de fer,Indes orientales,"1837,5",6125,Livres,"0,3",,,,,,
4865,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Coffres de chirurgie,Indes orientales,1600,4,En nombre,400,,,,,,
4866,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Cordages de chanvre,Indes orientales,30567,101890,Livres,"0,3",,,,,,
4867,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Couteaux flamans,Indes orientales,2700,2700,Livres,1,,,,,,
4868,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Cuivre ; en feuilles,Indes orientales,13415,9610,Livres,"1,5",-1000 erreur calcul,,,,,
4869,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Cuivre ; ouvré,Indes orientales,"3561,6",1987,Livres,"1,8",-15 erreur calcul,,,,,
4870,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Cuivre ; en rozette,Indes orientales,13728,11440,Livres,"1,2",,,,,,
4871,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Dames Jeannes,Indes orientales,1650,350,En nombre,5,-100 erreur calcul,,,,,
4872,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Draperies diverses,Indes orientales,30200,1,Valeur,30200,,,,,,
4873,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Eau ; de senteur,Indes orientales,480,120,Pots,4,,,,,,
4874,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Eau ; de vie,Indes orientales,27150,181,Barriques,150,,,,,,
4875,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Eau ; de vie,Indes orientales,16913,16913,Pots,1,,,,,,
4876,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Epicerie,Indes orientales,3190,319,Livres,10,,,,,,
4877,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Etoffe de soye,Indes orientales,21640,541,Livres,40,,,,,,
4878,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Etoupes,Indes orientales,2950,29500,Livres,"0,1",,,,,,
4879,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Farine,Indes orientales,137264,686320,Livres,"0,2",,,,,,
4880,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,5,Fayance,Indes orientales,5115,17050,Livres,"0,3",,,,,,
4881,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Fer ; en ancres,Indes orientales,4107,13690,Livres,"0,3",,,,,,
4882,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Fer ; en barres,Indes orientales,21042,116900,Livres,"0,18",,,,,,
4883,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Fromage,Indes orientales,1690,4225,Livres,"0,4",,,,,,
4884,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Galons de toutes especes,Indes orientales,3950,1,Valeur,3950,,,,,,
4885,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Graisse de porc,Indes orientales,10500,21000,Livres,"0,5",,,,,,
4886,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Houes,Indes orientales,633,2110,Livres,"0,3",,,,,,
4887,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Huille d'olive fine,Indes orientales,"9172,5",12230,Livres,"0,75",,,,,,
4888,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Jambons,Indes orientales,6330,10550,Livres,"0,6",,,,,,
4889,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Jeux de voile,Indes orientales,7200,6,En nombre,1200,,,,,,
4890,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,lard,Indes orientales,6435,10725,Livres,"0,6",,,,,,
4891,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Legumes,Indes orientales,1510,15100,Livres,"0,1",,,,,,
4892,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Limes,Indes orientales,"87,5",250,Livres,"0,35",,,,,,
4893,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Liqueurs,Indes orientales,"1165,5",518,Pots,"2,25",,,,,,
4894,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Meches souffrées,Indes orientales,"269,1",2990,Livres,"0,09",,,,,,
4895,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Mercerie,Indes orientales,66655,19330,Livres,"3,5",-1000 erreur calcul,,,,,
4896,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Parasols,Indes orientales,2544,212,En nombre,12,,,,,,
4897,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Pierres a fusil,Indes orientales,12490,62450,Livres,"0,2",,,,,,
4898,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Meubles,Indes orientales,16112,1,Valeur,16112,,,,,,
4899,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Morue,Indes orientales,"1777,75",7111,Livres,"0,25",,,,,,
4900,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Mousseline,Indes orientales,23625,315,Pièces,75,,,,,,
4901,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Olives,Indes orientales,"1522,5",3045,Livres,"0,5",,,,,,
4902,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Ozier,Indes orientales,2080,520,Faix,4,,,,,,
4903,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Pipes a fumer,Indes orientales,14240,7120,Grosses,2,,,,,,
4904,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Planches de sapin,Indes orientales,228150,1251,Cents,150,40500 erreur calcul,,,,,
4905,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Plomb en grenaille,Indes orientales,"7537,5",25125,Livres,"0,3",,,,,,
4906,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Plomb en saumon,Indes orientales,4290,21450,Livres,"0,2",,,,,,
4907,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Plumes a ecrire,Indes orientales,210,21,Milliers,10,,,,,,
4908,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Porc Salé,Indes orientales,"10137,75",28965,Livres,"0,35",,,,,,
4909,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Poudre a feu,Indes orientales,69076,69076,Livres,1,,,,,,
4910,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Pruneaux,Indes orientales,"1044,88",16075,Livres,"0,065",6 livres et 10 sous le cent,,,,,
4911,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Quincaille de cuivre,Indes orientales,6026,3013,Livres,2,,,,,,
4912,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Quincaille de fer,Indes orientales,"4443,5",8887,Livres,"0,5",,,,,,
4913,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Remedes,Indes orientales,2450,1,Valeur,2450,,,,,,
4914,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Savon,Indes orientales,11500,28750,Livres,"0,4",,,,,,
4915,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Sel,Indes orientales,1080,72,Mines,15,,,,,,
4916,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Souliers,Indes orientales,9744,3248,Paires,3,,,,,,
4917,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Suif,Indes orientales,1825,3650,Livres,"0,5",,,,,,
4918,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Taffia,Indes orientales,14070,201,Pièces,70,,,,,,
4919,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Toile ; Gingas,Indes orientales,31500,3150,Pièces,10,,,,,,
4920,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Toile ; linge de table serviettes,Indes orientales,1290,86,Douzaines,15,,,,,,
4921,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Toile ; platille,Indes orientales,25260,4210,Pièces,6,,,,,,
4922,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Toile ; siamoise,Indes orientales,6420,3210,Aunes,2,,,,,,
4923,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Toile ; a voile,Indes orientales,4920,3280,Aunes,"1,5",,,,,,
4924,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Velour,Indes orientales,2752,172,Aunes,16,,,,,,
4925,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Verres a boire,Indes orientales,480,16,Barriques,30,,,,,,
4926,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,De haut,Indes orientales,26875,"107,5",Tonneaux,250,"A oublié d'écrire ""vin""",,,,,
4927,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,De ville,Indes orientales,127800,426,Tonneaux,300,"A oublié d'écrire ""vin""",,,,,
4928,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,De liqueurs,Indes orientales,2430,1215,Pots,2,"A oublié d'écrire ""vin""",,,,,
4929,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1776,Exports,Bordeaux,6,Vinaigre,Indes orientales,"337,5","2,25",Tonneaux,150,,,,,,
4930,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Bonnets ; de cotton,Angleterre,4104,171,Douzaines,24,,,,,,
4931,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Bonnets ; de laine,Angleterre,4104,171,Douzaines,24,,,,,,
4932,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Bas de soïe,Angleterre,7300,73,Douzaines,100,,,,,,
4933,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Eau de vie,Angleterre,45280,283,Barriques,160,,,,,,
4934,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Indigo,Angleterre,18904,2363,Livres,8,,,,,,
4935,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Mercerie,Angleterre,14455,4130,Livres,"3,5",,,,,,
4936,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Sel,Angleterre,20860,298,Pipes,70,,,,,,
4937,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Sucre blanc,Angleterre,"5629,63",7765,Livres,"0,72","38,82 erreur calcul",,,,,
4938,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Toille bazin,Angleterre,1110,370,Aunes,3,,,,,,
4939,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Taffia,Angleterre,"1767,75",2357,Pots,"0,75",,,,,,
4940,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Vin de Bordeaux ; de haut,Angleterre,104000,"260,5",Tonneaux,400,-200 fraction non comptabilisée,,,,,
4941,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Vin de Bordeaux ; de ville,Angleterre,719400,"654,25",Tonneaux,1100,-275 fraction non comptabilisée,,,,,
4942,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Vinaigre,Angleterre,6750,"33,75",Tonneaux,200,,,,,,
4943,Pascal Fontaine,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1778,Exports,Bordeaux,1,Caffé des Isles,Danemark,"499311,6",832186,Livres,"0,6",,,,,,
