numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
16,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,1,Tabac en feuilles de virginie,Angleterre,3352460,Livres,"0,25",838115,0,,,,
17,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,1,Acier,Hollande,81625,Livres,"0,3","24487,5",0,,,,
18,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,1,Agaric,Hollande,160,Livres,2,320,0,,,,
19,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,1,Aiguiles a coudre,Hollande,6332,Livres,5,31660,0,,,,
20,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,1,Alibanis,Hollande,45,Pieces,13,585,0,,,,
21,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Aloes,Hollande,120,Livres,"1,5",180,0,,,,
22,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Alumettes a vin,Hollande,750,Livres,"0,3",225,0,,,,
23,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Alun,Hollande,1500,Livres,"0,18",270,0,,,,
24,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Ambre jeaune,Hollande,20,Livres,4,80,0,,,,
25,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Amidon,Hollande,2450,Livres,"0,16",392,0,,,,
26,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Anabas,Hollande,3950,Pieces,5,19750,0,,,,
27,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Antolle de geroffle,Hollande,125,Livres,2,250,0,doute sur la marchandise,,,
28,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Arcenic,Hollande,4900,Livres,"0,25",1225,0,,,,
29,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Argent vif,Hollande,1170,Livres,"4,5",5265,0,,,,
30,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Avirons,Hollande,286,Pieces,1,286,0,,,,
31,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Avoine,Hollande,8045,Boisseaux,"3,5","28157,5",0,,,,
32,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Azur commun,Hollande,1430,Livres,"0,6",858,0,,,,
33,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bajutapau,Hollande,782,Pieces,"20,5",16031,0,,,,
34,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Baleine coupée,Hollande,30446,Livres,"3,5",106561,0,,,,
35,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Baleine en fanon,Hollande,44925,Livres,3,134775,0,,,,
36,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Balzamin,Hollande,25,Livres,2,50,0,,,,
37,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Barres de guindeau,Hollande,35,Douzaines,3,105,0,,,,
38,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bassin de cuivre jaune,Hollande,300,Pieces,"1,5",450,0,,,,
39,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Benjoin,Hollande,68,Livres,3,204,0,,,,
40,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Beurre,Hollande,13560,Livres,"0,34","4610,4",0,,,,
41,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bierre,Hollande,1846,Barriques,16,29536,0,,,,
42,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Blanc de baleine,Hollande,280,Livres,3,840,0,,,,
43,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bled froment,Hollande,8509,Boisseaux,"8,5","72326,5",0,,,,
44,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bois de Brezil,Hollande,32130,Livres,"0,425","13655,25",0,,,,
45,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bois de campesche,Hollande,125525,Livres,"0,14","17573,5",0,,,,
46,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bois de gerofflé,Hollande,260,Livres,"0,5",130,0,,,,
47,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bois jaune,Hollande,49450,Livres,"0,07","3461,5",0,,,,
48,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bois de Saint Marthe,Hollande,47300,Livres,"0,25",11825,0,,,,
49,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bois de Sandal moulu,Hollande,304525,Livres,"0,32",97448,0,,,,
50,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Borax,Hollande,440,Livres,"1,5",660,0,,,,
51,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Boulange,Hollande,225,Pieces,8,2800,1000,erreur de calcul,,,
52,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bourdillons,Hollande,409,cent au grand compte,135,55215,0,,,,
53,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Bourre de bœuf ,Hollande,51900,livres,"0,06",3114,0,,,,
54,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Boutons de Cocos,Hollande,15,livres,6,90,0,doute sur la marchandise,,,
55,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Brosserie,Hollande,775,livres,"1,25","968,75",0,,,,
56,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Brun rouge,Hollande,30125,livres,"0,04",1205,0,,,,
57,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Brandiers,Hollande,175,Pieces,"8,5","1487,5",0,doute sur la marchandise,,,
58,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Braule,Hollande,506,Pieces,12,6072,0,,,,
59,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cabillau,Hollande,858,Barils,36,30888,0,,,,
60,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cachou,Hollande,74,livres,15,1110,0,,,,
61,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Camphre,Hollande,110,livres,4,440,0,,,,
62,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Canelle,Hollande,3407,livres,5,17035,0,,,,
63,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cannes a main,Hollande,620,livres,8,4960,0,,,,
64,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cassia linea,Hollande,210,livres,"1,5",315,0,,,,
65,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cauris,Hollande,33280,livres,"1,7",56576,0,,,,
66,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cendre bleue,Hollande,125,livres,1,125,0,,,,
67,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Ceruse,Hollande,34900,livres,"0,18",6282,0,,,,
68,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Chandelle,Hollande,1520,livres,"0,44","668,8",0,,,,
69,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Chaises de comodité,Hollande,282,Nombre,5,1410,0,,,,
70,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Chaises de paille,Hollande,1,Douzaines,30,30,0,,,,
71,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Chanvre cru,Hollande,86525,Livres,"0,22","19035,5",0,,,,
72,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Charbon de terre,Hollande,55,Tonneaux,265,14575,0,,,,
73,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Chasselas,Hollande,70,Pieces,24,1680,0,,,,
74,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cinabre broyé,Hollande,1093,Livres,5,5465,0,,,,
75,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cire jaune,Hollande,2390,Livres,"1,5",3585,0,,,,
76,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cloches de fonte,Hollande,4195,Livres,"1,5","6292,5",0,,,,
77,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Clouds de fer,Hollande,104925,Livres,"0,22","23083,5",0,,,,
78,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Colle forte,Hollande,19780,Livres,"0,4",7912,0,,,,
79,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Colle de poisson,Hollande,4463,Livres,3,13389,0,,,,
80,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cordage,Hollande,137500,Livres,"0,25",34375,0,,,,
81,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Corne de cerf rapé,Hollande,75,Livres,"0,4",30,0,,,,
82,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Coroots,Hollande,985,Pieces,4,3940,0,,,,
83,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Couteaux communs,Hollande,2573,Douzaines,"1,75","4502,75",0,,,,
84,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Couteaux communs,Hollande,1830,Livres,"0,15","274,5",0,,,,
85,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Couty,Hollande,4,Pieces,45,180,0,,,,
86,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Couperose verte,Hollande,182950,Livres,"0,07","12706,5",-100,erreur de calcul,,,
87,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Coupis,Hollande,75,Pieces,"12,5","937,5",0,,,,
88,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Crayon,Hollande,1365,Livres,"0,25","341,25",0,,,,
89,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Crin,Hollande,3530,Livres,1,3530,0,,,,
90,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cuir de roussy,Hollande,8065,Livres,"1,25","10081,25",0,,,,
91,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cuivre jaune,Hollande,4610,Livres,"1,05","4840,5",0,,,,
92,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cuivre ouvré,Hollande,46725,Livres,"1,6",74760,0,,,,
93,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Cuivre rouge en feuilles,Hollande,9200,Livres,"1,4",12880,0,,,,
94,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,2,Dez de fer,Hollande,490,Livres,"0,5",245,0,,,,
95,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Dez de cuivre,Hollande,2730,Livres,2,5460,0,,,,
96,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Draps de lits vieux,Hollande,260,Nombre,3,780,0,,,,
97,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Eau forte,Hollande,555,Livres,2,1110,0,,,,
98,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Emery,Hollande,870,Livres,"0,2",174,0,,,,
99,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Etain en bloc,Hollande,4125,Livres,"1,08",4455,0,,,,
100,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Etain ouvré,Hollande,290,Livres,"1,1",319,0,,,,
101,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fayence,Hollande,49425,Livres,"0,2",9885,0,,,,
102,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Faulx a faucher,Hollande,225,Livres,"0,45","101,25",0,,,,
103,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fer en barre,Hollande,369525,Livres,"0,125","46190,6","-0,03",erreur de calcul,,,
104,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fer blanc,Hollande,4,Barils de 450 feuilles,110,440,0,,,,
105,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fer de fonte,Hollande,126300,livres,"0,075","9472,5",0,,,,
106,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fer ouvré,Hollande,25965,livres,"0,24","6231,55","-0,05",erreur de calcul,,,
107,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fer en Taule,Hollande,110685,livres,"0,07","7747,95",0,,,,
108,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Feves,Hollande,50,Boisseaux,6,300,0,,,,
109,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fil blanc a coudre,Hollande,3470,livres,"1,75","1214,5",-4858,erreur de calcul,,,
110,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fil de fer assorti,Hollande,81025,livres,"0,6",48615,0,,,,
111,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fil de laton,Hollande,33260,livres,"1,4",46564,0,,,,
112,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fleaux de fer,Hollande,3075,livres,"0,45","1383,75",0,,,,
113,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fleur  de muscade,Hollande,16,livres,15,240,0,,,,
114,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fromage,Hollande,799100,livres,"0,3",239730,0,,,,
115,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Fusils de traite,Hollande,570,Nombre,6,3420,0,,,,
116,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Futaille vieille,Hollande,2260,Nombre,"2,5",5650,0,,,,
117,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Garence commun,Hollande,56650,livres,"0,4",22660,0,,,,
118,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Garence billy,Hollande,25640,livres,"0,1",2564,0,,,,
119,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Garence non robée,Hollande,73875,livres,"0,6",44325,0,,,,
120,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Geroffle,Hollande,29415,livres,"8,5","240027,5",-10000,erreur de calcul,,,
121,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Gomme gutte,Hollande,45,livres,3,135,0,,,,
122,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Gomme Laque,Hollande,32700,livres,1,32700,0,,,,
123,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Gomme Senegal,Hollande,1200,livres,"0,3",360,0,,,,
124,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Graine alpiste,Hollande,550,livres,"0,3",165,0,,,,
125,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Graine de choux fleur,Hollande,42,livres,4,168,0,,,,
126,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Gruau,Hollande,3875,livres,"0,12",465,0,,,,
127,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Guinée bleue,Hollande,170,Pieces,"16,5",2805,0,,,,
128,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Guingan,Hollande,570,Pieces,"8,5",4845,0,,,,
129,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Harans blanc,Hollande,123,Barils,30,3690,0,,,,
130,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Huile de baleine,Hollande,15625,Livres,"0,15","2343,75",0,,,,
131,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Huile de geroffle,Hollande,2,Livres,25,50,0,,,,
132,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Huile de navette,Hollande,413050,Livres,"0,25","103262,5",0,,,,
133,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Huile de vitriol,Hollande,30,Livres,"2,5",75,0,,,,
134,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Jambon,Hollande,225,Livres,"0,4",90,0,,,,
135,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Jalap,Hollande,270,Livres,"2,5",675,0,,,,
136,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Indeplatte,Hollande,7750,Livres,"0,75","5812,5",0,,,,
137,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Ipecacuana,Hollande,73,Livres,4,292,0,,,,
138,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Lames d'Epees,Hollande,1160,Livres,"1,5",1740,0,,,,
139,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Langues de cabillau,Hollande,4,Barils,25,100,0,,,,
140,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Laqueplatte,Hollande,140,Livres,"1,3",182,0,,,,
141,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Lattes de sapin,Hollande,100,Nombre,"0,5",50,0,,,,
142,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Limeneas,Hollande,1052,Pieces,"16,5",17358,0,,,,
143,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Lin cru,Hollande,5100,Livres,"0,5",2550,0,,,,
144,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Lin peigné,Hollande,75775,Livres,"0,7","53042,5",0,,,,
145,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,Local,1743,Imports,Bordeaux,3,Litarge,Hollande,4585,Livres,"0,22","1008,7",0,,,,
