numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Beuf salé,Angleterre,"3 200,00",Livres,"0,1000000","320,00","0,00",,,,
2,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Beurre,Angleterre,"37 455,00",Livres,"0,3500000","13109,25","0,00",,,,
3,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Tabac en feuilles,Angleterre,"7 061 336,00",Livres,"0,2000000","1412267,20","0,00",,,,
4,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Bled seigle,Danemark,"5 920,00",Boisseaux,"6,0000000","35520,00","0,00",,,,
5,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Bois merrain a barriques,Danemark,"18,75",Milliers,"350,0000000","6300,00","-262,50",erreur de calcul,,,
6,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Bois merrain a fonds,Danemark,"4,83",Milliers,"350,0000000","1691,67","0,00",,,,
7,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Cabillaud,Danemark,"244 700,00",Livres,"0,1500000","36705,00","0,00",,,,
8,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Charbon de terre,Danemark,"11,00",Tonneaux,"480,0000000","5280,00","0,00",,,,
9,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Cire jaune,Danemark,"340,00",Livres,"1,4000000","476,00","0,00",,,,
10,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Colle de poisson,Danemark,"50,00",Livres,"0,1000000","5,00","0,00",,,,
11,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Fer en barre,Danemark,"6 352,00",Livres,"0,1500000","952,80","0,00",,,,
12,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Planches de sapin,Danemark,"274,00",Cent,"150,0000000","16440,00","-24 660,00",erreur de calcul,,,
13,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,1,Saumon salé,Danemark,"12 824,00",livres,"0,3500000","4488,40","0,00",,,,
14,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Avirons brut,Espagne,"521,00",Traques,"6,0000000","3126,00","0,00",,,,
15,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Baleine en fanon,Espagne,"23 420,00",livres,"3,5000000","81970,00","0,00",,,,
16,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Beuf salé,Espagne,"77 000,00",livres,"0,1000000","7700,00","0,00",,,,
17,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Beurre,Espagne,"365 542,00",livres,"0,4000000","146216,80","0,00",,,,
18,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Bois de campeche,Espagne,"165 000,00",livres,"0,2800000","46200,00","0,00",,,,
19,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Bois merrain a barriques,Espagne,"26,00",Milliers,"350,0000000","9100,00","0,00",,,,
20,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Bois merrain a barriques,Espagne,"3 032,00",Nombre,"0,3500000","1061,20","0,00",,,,
21,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Bois merrain a pipes ; 4 pieds,Espagne,"1 608,00",Nombre,"0,8000000","1286,40","0,00",,,,
22,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Cabillaud,Espagne,"0,50",Barils,"40,0000000","20,00","0,00",,,,
23,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Cochon salé,Espagne,"430,00",livres,"0,2000000","86,00","0,00",,,,
24,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Chandelles de sperme de baleine,Espagne,"20,00",livres,"3,5000000","70,00","0,00",,,,
25,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Charbon de terre,Espagne,"14,25",Tonneaux,"480,0000000","6840,00","0,00",,,,
26,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Chocolat,Espagne,"60,00",livres,"3,5000000","210,00","0,00",,,,
27,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Clouds de fer,Espagne,"552,00",livres,"0,2500000","138,00","0,00",,,,
28,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Fer en barre,Espagne,"1 668 254,00",livres,"0,1450000","241896,83","-0,01",,,,
29,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Futailles vuides,Espagne,"100,00",Barriques,"3,0000000","300,00","0,00",,,,
30,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Langues de beuf,Espagne,"665,00",livres,"0,2000000","133,00","0,00",,,,
31,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Laine non filée,Espagne,"1 513,00",balles,"350,0000000","529550,00","0,00",,,,
32,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Maune,Espagne,"150,00",Nombre,"3,0000000","450,00","0,00",,,,
33,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Meules a sabre,Espagne,"550,00",Nombre,"2,0000000","1100,00","0,00",,,,
34,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Morue seche,Espagne,"153 216,00",Livres,"0,2500000","38304,00","0,00",,,,
35,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Noisettes,Espagne,"9 495,00",Livres,"0,2400000","2278,80","0,00",,,,
36,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Oranges aires,Espagne,"90,00",Milliers,"15,0000000","1350,00","0,00",,,,
37,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Oranges douces,Espagne,"64,00",Milliers,"15,0000000","960,00","0,00",,,,
38,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Pendules,Espagne,"75,00",Nombre,"350,0000000","26250,00","0,00",,,,
39,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Poids,Espagne,"5,00",sacs,"10,0000000","50,00","0,00",,,,
40,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Plomb en saumon,Espagne,"22 800,00",Livres,"0,2500000","5600,00","-100,00",erreur de calcul,,,
41,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Raisin sec,Espagne,"302,00",Livres,"0,2400000","72,48","0,00",,,,
42,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Raisin de calabre,Espagne,"1 800,00",Livres,"0,2600000","468,00","0,00",,,,
43,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Rognures de papier,Espagne,"11 040,00",Livres,"0,0750000","828,00","0,00",,,,
44,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Rognures de carte,Espagne,"2 570,00",Livres,"0,1000000","257,00","0,00",,,,
45,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Salsaphra,Espagne,"4 950,00",Livres,"0,4500000","2227,50","0,00",doute sur la marchandise,,,
46,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Saumon salé,Espagne,"90 423,00",Livres,"0,2500000","22605,75","0,00",,,,
47,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Stocfiche,Espagne,"7 261,00",Livres,"0,2500000","1815,25","0,00",,,,
48,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Sucre brut,Espagne,"38 227,00",Livres,"0,6500000","24845,55","-2,00",erreur de calcul,,,
49,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Vin de Malaga,Espagne,"1 200,00",Pots,"1,2000000","1440,00","0,00",,,,
50,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Vin de Xerés,Espagne,"50,00",Pots,"1,0000000","50,00","0,00",,,,
51,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Acier,Hollande,"45 889,00",Livres,"0,3500000","16061,15","0,00",,,,
52,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Agaric,Hollande,"33,00",Livres,"2,0000000","66,00","0,00",,,,
53,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Aiguilles a coudre,Hollande,"382,00",Livres,"1,8000000","1375,00","687,40",erreur de calcul,,,
54,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Alunes a cordonniers,Hollande,"240,00",Livres,"15,0000000","4800,00","1 200,00",erreur de calcul,,,
55,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Aloes,Hollande,"46,00",Livres,"2,0000000","92,00","0,00",,,,
56,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Alumettes,Hollande,"5 696,00",Livres,"0,3000000","1708,80","0,00",,,,
57,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Amomum,Hollande,"5,00",Livres,"8,0000000","40,00","0,00",,,,
58,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Alun,Hollande,"42 489,00",Livres,"0,2000000","8497,80","0,00",,,,
59,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Amidon,Hollande,"44 046,00",Livres,"0,2000000","8809,20","0,00",,,,
60,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Anis Etoclés,Hollande,"6,00",Livres,"5,0000000","30,00","0,00",doute sur la marchandise,,,
61,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Arcenic,Hollande,"40,00",Livres,"0,2500000","10,00","0,00",,,,
62,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Argent vif,Hollande,"144,00",Livres,"3,5000000","504,00","0,00",,,,
63,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Assafetida,Hollande,"110,00",Livres,"5,0000000","550,00","0,00",,,,
64,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Avoine,Hollande,"450,00",Boisseaux,"3,0000000","1350,00","0,00",,,,
65,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Azur,Hollande,"10 640,00",livres,"0,4500000","4788,00","0,00",,,,
66,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Baleine coupée,Hollande,"5 856,00",livres,"3,0000000","17568,00","0,00",,,,
67,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Baleine en fanon,Hollande,"29 226,00",livres,"2,5000000","73065,00","0,00",,,,
68,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Benjoin,Hollande,"59,00",livres,"3,0000000","177,00","0,00",,,,
69,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Bœuf sallé,Hollande,"4 000,00",livres,"0,1000000","400,00","0,00",,,,
70,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Blanc de plomb,Hollande,"316,00",livres,"0,6000000","189,60","0,00",,,,
71,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Beurre,Hollande,"194 740,00",livres,"0,4000000","77896,00","0,00",,,,
72,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,2,Bierre,Hollande,"1 561,00",Barriques,"16,0000000","24976,00","0,00",,,,
73,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,3,Biscuit de mer,Hollande,"17,00",Barils,"7,0000000","119,00","0,00",,,,
74,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,3,Blanc de baleine,Hollande,"761,00",livres,"3,5000000","2663,50","0,00",,,,
75,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,3,Bled seigle,Hollande,"14 820,00",Boisseaux,"6,0000000","88920,00","0,00",,,,
76,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,3,Bois de brezil,Hollande,"48 054,00",livres,"0,7000000","33627,80","-10,00",erreur de calcul,,,
77,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,3,Bois a fonds,Hollande,"41,50",Milliers,"500,0000000","20750,00","0,00",,,,
78,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,3,Bois de geroffle,Hollande,"100,00",livres,"2,2500000","225,00","0,00",,,,
79,Demba,AD 33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,Local,1761,Imports,Bordeaux,3,Bois jeanne,Hollande,"4 602,00",livres,"0,1600000","736,32","0,00",,,,
