numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
18,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Marchandises de mode,Angleterre,,valeurs,0,3124,3124,,,,
19,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Mercerie,Angleterre,16061,Livres,"3,5","56213,5",0,,,,
20,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Mouchoirs de fil,Angleterre,130,pieces,20,2600,0,,,,
21,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Mouchoirs de fil,Angleterre,262,Douzaines,20,5240,0,,,,
22,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre blanc,Angleterre,17882,aunes,"0,5",8941,0,,,,
23,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Toile batiste,Angleterre,1513,aunes,8,12104,0,,,,
24,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Toile bazin,Angleterre,1895,aunes,3,5685,0,,,,
25,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Toile diverses,Angleterre,,valeurs,0,37768,37768,,,,
26,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de haut,Angleterre,"898,33",tonneaux,300,269500,0,,,,
27,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de ville,Angleterre,"1942,75",tonneaux,1000,1942750,0,,,,
28,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vinaigre,Angleterre,"108,5",tonneaux,200,21700,0,,,,
29,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Caffé d'amerique,Dannemark,1892855,Livres,"0,45","851784,75",0,,,,
30,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Eau de vie,Dannemark,434,Barriques,120,52080,0,,,,
31,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Indigo,Dannemark,4907,Livres,7,34349,0,,,,
32,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Pruneaux,Dannemark,143375,Livres,"0,065","9319,38",0,,,,
33,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre blanc,Dannemark,1346146,Livres,"0,5",673073,0,,,,
34,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre brut,Dannemark,480265,Livres,"0,3","144079,5",0,,,,
35,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de haut,Dannemark,423,tonneaux,300,126900,0,,,,
36,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de ville,Dannemark,695,tonneaux,400,278000,0,,,,
37,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vinaigre,Dannemark,"13,25",tonneaux,200,2650,0,,,,
38,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Bas de laine,Espagne,1340,livres,6,8040,0,,,,
39,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Cacao,Espagne,159104,livres,"0,5",79552,0,,,,
40,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Caffé d'amerique,Espagne,72630,livres,"0,45","32683,5",0,,,,
41,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Draperie petits,Espagne,10916,livres,3,32748,0,,,,
42,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Eau de vie,Espagne,117,Barriques,120,14040,0,,,,
43,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Etoffe de soye,Espagne,235,Livres,40,9400,0,,,,
44,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Indigo,Espagne,1849,Livres,7,12943,0,,,,
45,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Marchandises de mode,Espagne,,valeurs,0,7700,7700,,,,
46,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Mercerie,Espagne,1634,Livres,"3,5",5719,0,,,,
47,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Papier blanc,Espagne,19845,rames,6,119070,0,,,,
48,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre blanc,Espagne,180468,Livres,"0,5",90234,0,,,,
49,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre en pain,Espagne,27955,Livres,"0,7",19568,"-0,5",erreur de calcul,,,
50,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de haut,Espagne,"159,75",tonneaux,300,47925,0,,,,
51,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de ville,Espagne,"383,5",tonneaux,400,153400,0,,,,
52,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vinaigre,Espagne,"6,5",tonneaux,200,1300,0,,,,
53,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Caffé d'amerique,Flandre,1820510,Livres,"0,45","819229,5",0,,,,
54,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Eau de vie,Flandre,623,Barriques,120,74760,0,,,,
55,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Indigo,Flandre,12119,Livres,7,84833,0,,,,
56,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Pruneaux,Flandre,45475,Livres,"0,065","2955,88",0,,,,
57,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre blanc,Flandre,1633380,Livres,"0,5",816690,0,,,,
58,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre brut,Flandre,35890,Livres,"0,3",10767,0,,,,
59,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de haut,Flandre,"398,33",tonneaux,300,119500,0,,,,
60,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vin de ville,Flandre,"516,75",tonneaux,400,206700,0,,,,
61,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Vinaigre,Flandre,"28,25",tonneaux,200,5650,0,,,,
62,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Caffé d'amerique,Geneve,91106,Livres,"0,45","40997,7",0,,,,
63,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Cacao,Geneve,1724,Livres,"0,5",862,0,,,,
64,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Indigo,Geneve,33883,Livres,7,237181,0,,,,
65,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre blanc,Geneve,103880,Livres,"0,5",51940,0,,,,
66,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,2,Sucre en pain,Geneve,114879,Livres,"0,7","80415,3",0,,,,
67,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Caffé d'amerique,Hollande,2342500,Livres,"0,45",1054125,0,,,,
68,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Chataigne,Hollande,1375,Livres,6,8250,0,,,,
69,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Eau de vie,Hollande,1307,Barriques,120,156840,0,,,,
70,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Indigo,Hollande,29577,Livres,7,207039,0,,,,
71,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Pruneaux,Hollande,1030475,Livres,"0,065","66980,88",0,,,,
72,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Rocou,Hollande,7516,Livres,"0,5",3758,0,,,,
73,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre blanc,Hollande,35844574,Livres,"0,5",17922287,0,,,,
74,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre brut,Hollande,15402600,Livres,"0,3",4620780,0,,,,
75,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vin de haut,Hollande,"8424,5",tonneaux,300,2527350,0,,,,
76,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vin de ville,Hollande,15275,tonneaux,400,6110000,0,,,,
77,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vinaigre,Hollande,"175,5",tonneaux,200,35100,0,,,,
78,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Cacao,Italie,14460,Livres,"0,5",7230,0,,,,
79,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Caffé d'amerique,Italie,204278,Livres,"0,45","91925,1",0,,,,
80,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Indigo,Italie,39109,Livres,7,273763,0,,,,
81,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre blanc,Italie,86918,Livres,"0,5",43459,0,,,,
82,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre terré,Italie,160352,Livres,"0,4","64140,8",0,,,,
83,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre en pain,Italie,89166,Livres,"0,7","62416,2",0,,,,
84,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Cacao,Nord,23734,Livres,"0,5",11867,0,,,,
85,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Caffé d'amerique,Nord,18119390,Livres,"0,45","8153725,5",0,,,,
86,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Eau de vie,Nord,1657,Barriques,120,198840,0,,,,
87,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Indigo,Nord,40007,livres,7,280049,0,,,,
88,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Pruneaux,Nord,1642486,livres,"0,065","106761,59",0,,,,
89,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre blanc,Nord,24423853,livres,"0,5","12211926,5",0,,,,
90,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre brut,Nord,21051960,livres,"0,3",6315588,0,,,,
91,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre en pain,Nord,51434,livres,"0,7","36003,8",0,,,,
92,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vin de haut,Nord,"5072,25",tonneaux,300,1521675,0,,,,
93,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vin de ville,Nord,"15057,75",tonneaux,400,6023100,0,,,,
94,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vinaigre,Nord,"142,5",tonneaux,200,28500,0,,,,
95,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Bijouterie,Russie,,valeurs,0,10650,10650,,,,
96,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Cacao,Russie,12630,Livres,"0,5",6315,0,,,,
97,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Caffé d'amerique,Russie,1696430,Livres,"0,45","763393,5",0,,,,
98,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Eau de vie,Russie,830,Barriques,120,99600,0,,,,
99,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Etoffe de soye,Russie,416,Livres,40,16640,0,,,,
100,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Indigo,Russie,43210,Livres,7,302470,0,,,,
101,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Marchandises de mode,Russie,,valeurs,0,16914,16914,,,,
102,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Pruneaux,Russie,169050,Livres,"0,065","10988,25",0,,,,
103,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre blanc,Russie,191088,Livres,"0,5",95544,0,,,,
104,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre brut,Russie,101875,Livres,"0,3","30562,5",0,,,,
105,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Sucre en pain,Russie,10685,Livres,"0,7","7479,5",0,,,,
106,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vin de haut,Russie,"239,33",tonneaux,300,71800,0,,,,
107,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vin de ville,Russie,"952,25",tonneaux,400,380900,0,,,,
108,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Vinaigre,Russie,"34,25",tonneaux,200,6850,0,,,,
109,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Cacao,Suede,19236,Livres,"0,5",9618,0,,,,
110,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Caffé d'amerique,Suede,6801250,Livres,"0,45","3060562,5",0,,,,
111,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Eau de vie,Suede,393,Barriques,120,47160,0,,,,
112,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Indigo,Suede,14087,Livres,7,98769,160,erreur de calcul,,,
113,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,3,Pruneaux,Suede,2467625,Livres,"0,065","160395,63",0,,,,
114,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Sucre blanc,Suede,1729468,Livres,"0,5",864734,0,,,,
115,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Sucre brut,Suede,617352,Livres,"0,3","185205,6",0,,,,
116,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Vin de haut,Suede,874,tonneaux,300,262200,0,,,,
117,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Vin de ville,Suede,"1005,5",tonneaux,400,402200,0,,,,
118,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Vinaigre,Suede,"15,5",tonneaux,200,3100,0,,,,
119,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Caffé d'amerique,Suisse,374984,Livres,"0,45","168742,8",0,,,,
120,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Indigo,Suisse,59276,Livres,7,414932,0,,,,
121,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Sucre blanc,Suisse,69790,Livres,"0,5",34895,0,,,,
122,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Sucre en pain,Suisse,130635,Livres,"0,7","91444,5",0,,,,
123,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Acier,Isles françoise de l' Amerique,20900,Livres,"0,4",8360,0,,,,
124,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Amidon,Isles françoise de l' Amerique,97230,Livres,"0,2",19446,0,,,,
125,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Anchois,Isles françoise de l' Amerique,9330,flacons,"0,75","6997,5",0,,,,
126,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Argentrie,Isles françoise de l' Amerique,,valeurs,0,18600,18600,,,,
127,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Armes a feu,Isles françoise de l' Amerique,,valeurs,0,30500,30500,,,,
128,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Artichaux confits,Isles françoise de l' Amerique,34150,Livres,"0,4",13660,0,,,,
129,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bas de fil,Isles françoise de l' Amerique,43682,paires,2,87364,0,,,,
130,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bas de soye,Isles françoise de l' Amerique,500,Douzaines,100,50000,0,,,,
131,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bouef salé,Isles françoise de l' Amerique,97930,Livres,"0,25","24482,5",0,,,,
132,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Beurre,Isles françoise de l' Amerique,75620,Livres,"0,45",34029,0,,,,
133,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bière,Isles françoise de l' Amerique,795,Barriques,20,15900,0,,,,
134,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bijouterie,Isles françoise de l' Amerique,,valeurs,0,47711,47711,,,,
135,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bonnets de cotton,Isles françoise de l' Amerique,325,Douzaines,12,3900,0,,,,
136,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bougie,Isles françoise de l' Amerique,43295,livres,"2,5","108237,5",0,,,,
137,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Boulets de canon,Isles françoise de l' Amerique,271689,livres,"0,15","40753,35",0,,,,
138,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bourre de bœuf,Isles françoise de l' Amerique,217050,livres,"0,1",21705,0,,,,
139,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Bray,Isles françoise de l' Amerique,72100,livres,"0,09",6489,0,,,,
140,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Canons de toute espece,Isles françoise de l' Amerique,,valeurs,0,50224,50224,,,,
141,Demba,AD 33 C4388,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,Local,1777,Exports,Bordeaux,4,Cercles de bois,Isles françoise de l' Amerique,1370,Faix,"2,25","3082,5",0,,,,
