,Entré par,Source,,,Année,Export/Export,Direction,Page,Nom Marchandise,Pays/Région,Quantité,Unité de poids/quantité,Prix unitaire en  Lt (décimale)," Valeur en livres, sous et deniers ",Différence,Remarques
123,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,eau de vie,Iles françaises de l'Amerique,"125 231,00",pots,"0,75"," 93 923,25    ","0,00",
124,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,etain ouvré,Iles françaises de l'Amerique,"4 321,00",livre,"1,50"," 6 481,50    ","0,00",
125,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,etoffes de soye,Iles françaises de l'Amerique,"4 250,00",livre,"40,00"," 170 000,00    ","0,00",
126,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,Etoupes  ,Iles françaises de l'Amerique,"141 840,00",livre,"0,10"," 14 184,00    ","0,00",
127,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,farine,Iles françaises de l'Amerique,"3 556 666,00",livre,"0,15"," 533 499,90    ","0,00",
128,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,fer en barres,Iles françaises de l'Amerique,"73 750,00",livre,"0,18"," 13 275,00    ","0,00",
129,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,fer ouvré,Iles françaises de l'Amerique,"36 075,00",livre,"0,30"," 10 822,00    ","-0,50",
130,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,6,gans de soye,Iles françaises de l'Amerique,"30,00",douzaine,"60,00"," 1 800,00    ","0,00",
131,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,graisse de porc,Iles françaises de l'Amerique,"45 050,00",livre,"0,60"," 27 030,00    ","0,00",
132,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,huille d'olive commune,Iles françaises de l'Amerique,"25 191,00",livre,"0,60"," 25 114,60    ","10 000,00",
133,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,huille d'olive fine,Iles françaises de l'Amerique,"39 150,00",livre,"0,80"," 31 320,00    ","0,00",
134,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,jambons,Iles françaises de l'Amerique,"90 000,00",livre,"0,50"," 45 000,00    ","0,00",
135,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,jeux de voile,Iles françaises de l'Amerique,"317,00",en nombre,"1 000,00"," 317 000,00    ","0,00",
136,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,lard,Iles françaises de l'Amerique,"55 068,00",livre,"0,50"," 27 514,00    ","-20,00",
137,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,liqueurs,Iles françaises de l'Amerique,"620,00",pots,"3,00"," 1 860,00    ","0,00",
138,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,mercerie,Iles françaises de l'Amerique,"74 420,00",livre,"1,00"," 74 420,00    ","0,00",prix unitaire confus
139,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,mouchoirs de fil,Iles françaises de l'Amerique,"1 056,00",douzaine,"20,00"," 21 120,00    ","0,00",
140,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,mousselines,Iles françaises de l'Amerique,"166,00",piece,"50,00"," 8 300,00    ","0,00",
141,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,ozier,Iles françaises de l'Amerique,"534,00",faix,"4,00"," 2 136,00    ","0,00",
142,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,papier blanc,Iles françaises de l'Amerique,"1 515,00",rame,"4,00"," 6 060,00    ","0,00",
143,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,plomb en grenaille,Iles françaises de l'Amerique,"82 005,00",livre,"0,20"," 16 401,00    ","0,00",
144,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,porcs salés,Iles françaises de l'Amerique,"118 798,00",livre,"0,30"," 35 639,40    ","0,00",
145,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,poudre à feu,Iles françaises de l'Amerique,"58 899,00",livre,"0,90"," 53 009,10    ","0,00",
146,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,poudre à poudrer,Iles françaises de l'Amerique,"62 150,00",livre,"0,26"," 16 159,00    ","0,00",
147,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,provisions,Iles françaises de l'Amerique,"22 865,00",livre,"0,30"," 6 859,50    ","0,00",
148,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,quincaille de cuivre,Iles françaises de l'Amerique,"14 022,00",livre,"1,80"," 25 239,60    ","0,00",
149,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,quincaille de fer,Iles françaises de l'Amerique,"37 244,00",livre,"0,30"," 11 173,60    ","0,40",valeur totale raturée
150,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,souliers,Iles françaises de l'Amerique,"10 300,00",paire,"3,00"," 30 900,00    ","0,00",
151,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1773,Exports,Bordeaux,7,suifs,Iles françaises de l'Amerique,"42 950,00",livre,"0,40"," 17 180,00    ","0,00",
152,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,toilles diverses,Iles françaises de l'Amerique,"1,00",valeur,"55 726,00"," 55 726,00    ","0,00","ligne raturée, illisible"
153,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,toilles gingas,Iles françaises de l'Amerique,"4 510,00",piece,"10,00"," 45 100,00    ","0,00",
154,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,toilles siamoises,Iles françaises de l'Amerique,"2 123,00",aune,"1,00"," 2 120,00    ","-3,00",ligne confuse
155,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,toilles siamoises,Iles françaises de l'Amerique,"9 250,00",valeur,"0,00", -      ,"0,00",
156,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,velour,Iles françaises de l'Amerique,"200,00",aune,"20,00"," 4 000,00    ","0,00",
157,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,verres communs,Iles françaises de l'Amerique,"30,00",barrique,"30,00"," 900,00    ","0,00",
158,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,vin de haut,Iles françaises de l'Amerique,"5 232,00",Tonneau,"200,00"," 1 046 400,00    ","0,00",
159,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,vin de ville,Iles françaises de l'Amerique,"17 445,00",Tonneau,"200,00"," 3 489 000,00    ","0,00",
160,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,7,vinaigre,Iles françaises de l'Amerique,"16,00",Tonneau,"100,00"," 1 600,00    ","0,00",
161,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,Acier,Guinée,"23 225,00",livre,"0,60"," 13 935,00    ","0,00",
162,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,Alibanis,Guinée,"3 138,00",piece,"10,00"," 31 380,00    ","0,00",
163,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,anabas,Guinée,"3 336,00",piece,"10,00"," 33 360,00    ","0,00",
164,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,anchois,Guinée,"2 003,00",livre,"1,00"," 2 006,00    ","3,00",
165,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,armes blanches lances,Guinée,"2 475,00",en nombre,"2,00"," 4 950,00    ","0,00",
166,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,armes à feu fusils,Guinée,"8 340,00",en nombre,"7,00"," 58 380,00    ","0,00",
167,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,baffetas,Guinée,"2 950,00",piece,"20,00"," 59 000,00    ","0,00",
168,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,bajutapeaux,Guinée,"4 300,00",piece,"15,00"," 64 500,00    ","0,00",
169,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,bœuf sallé,Guinée,"24 725,00",livre,"0,20"," 4 945,00    ","0,00",
170,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,beurre,Guinée,"24 034,00",livre,"0,50"," 12 017,00    ","0,00",
171,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,bourres de bœuf,Guinée,"11 625,00",livre,"0,15"," 1 743,75    ","0,00",
172,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,bray,Guinée,"21 675,00",livre,"0,10"," 2 167,50    ","0,00",
173,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,canette de gréz,Guinée,"34 353,00",en nombre,"0,25"," 8 588,25    ","0,00",
174,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,chaînes De fer,Guinée,"3 855,00",livre,"0,20"," 771,00    ","0,00",
175,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,chemises à negres,Guinée,"7 120,00",en nombre,"2,00"," 14 240,00    ","0,00",
176,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,clous de fer,Guinée,"3 564,00",livre,"0,25"," 891,00    ","0,00",
177,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,cordages,Guinée,"97 980,00",livre,"0,20"," 19 596,00    ","0,00",
178,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,coris,Guinée,"103 170,00",livre,"1,20"," 123 804,00    ","0,00",
179,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,cuivre en bassines,Guinée,"784,00",livre,"1,50"," 1 176,00    ","0,00",
180,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,cuivre ouvré,Guinée,"10 287,00",livre,"1,80"," 18 516,60    ","0,00",
181,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,dames jeannes,Guinée,"170,00",en nombre,"2,50"," 425,00    ","0,00",
182,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,eau de vie,Guinée,"29,00",barrique,"120,00"," 3 480,00    ","0,00",
183,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,eau de vie,Guinée,"24 890,00",pots,"0,75"," 18 667,50    ","0,00",quantités illisibles
184,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,etain ouvré,Guinée,"1 226,00",livre,"1,20"," 1 471,20    ","0,00","prix unitaire noté à 120 Lt la Livre, alors que prix plus probable de 1,2 Lt la livre"
185,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,etoupes  ,Guinée,"80 300,00",livre,"0,10"," 8 030,00    ","0,00",
186,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,farine,Guinée,"83 780,00",livre,"0,15"," 12 567,00    ","0,00",
187,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,fer en barres,Guinée,"19 550,00",livre,"0,18"," 3 519,00    ","0,00",
188,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,fer ouvré,Guinée,"16 828,00",livre,"0,30"," 5 048,40    ","0,00",
189,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,genièvre,Guinée,"6 974,00",livre,"0,05"," 348,70    ","0,00",
190,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,graisse de porc,Guinée,"15 358,00",livre,"0,60"," 9 214,80    ","0,00",
191,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,8,haches houes et serpetes,Guinée,"3 423,00",livre,"0,30"," 1 028,10    ","1,20",
192,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,jambons,Guinée,"15 326,00",livre,"0,50"," 7 663,00    ","0,00",
193,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,lard,Guinée,"24 238,00",livre,"0,50"," 12 119,00    ","0,00",
194,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,limeneas,Guinée,"12 484,00",piece,"16,00"," 199 744,00    ","0,00",
195,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,liqueurs,Guinée,"1 899,00",pots,"3,00"," 5 697,00    ","0,00",
196,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,mouchoirs de isles,Guinée,"1 211,00",piece,"24,00"," 29 064,00    ","0,00",
197,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,mousseline,Guinée,"410,00",piece,"50,00"," 20 500,00    ","0,00",
198,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,plomb en grenaille,Guinée,"34 860,00",livre,"0,20"," 6 972,00    ","0,00",
199,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,porc sallé,Guinée,"43 632,00",livre,"0,30"," 13 089,60    ","0,00",
200,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,poudre à feu,Guinée,"193 432,00",livre,"0,90"," 174 088,80    ","0,00",
201,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,quincaille de cuivre,Guinée,"1 490,00",livre,"1,80"," 2 682,00    ","0,00",
202,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,quincaille de fer,Guinée,"2 126,00",livre,"0,30"," 637,80    ","0,00",
203,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,Salemporis ordinaire,Guinée,"2 041,00",piece,"14,00"," 28 574,00    ","0,00",
204,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,Salemporis bleus,Guinée,"1 320,00",piece,"20,00"," 26 400,00    ","0,00",
205,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,Taffia,Guinée,"3 890,00",livre,"0,05"," 194,50    ","0,00",
206,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,tapsel,Guinée,"3 670,00",livre,"18,00"," 66 060,00    ","0,00",
207,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,toiles diverses,Guinée,"185 009,00",valeur,"0,00", -      ,"0,00",
208,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,toiles gingas,Guinée,"4 520,00",piece,"10,00"," 45 200,00    ","0,00",
209,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,toiles platilles,Guinée,"4 724,00",piece,"4,00"," 18 896,00    ","0,00",
210,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,velours,Guinée,"30,00",piece,"400,00"," 12 000,00    ","0,00",
211,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,verre commun,Guinée,"1,00",barrique,"25,00"," 25,00    ","0,00","quantité : ""1 barrique de 25 livres"""
212,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,vin de haut,Guinée,"220,00",Tonneau,"200,00"," 44 000,00    ","0,00",
213,Paul CHEVRET,AD 33 C4388,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,Local,1772,Exports,Bordeaux,9,vin de ville,Guinée,"777,00",Tonneau,"200,00"," 155 400,00    ","0,00",
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
,,,,,,,,,,,,,"0,00",,,
