numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Bœuf salé,Angleterre,1072200,Livres,"0,1",107220,0,,,,
2,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Beurre,Angleterre,699367,Livres,"0,35","1213842,25","969063,8",erreur de calcul,,,
3,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Charbon de terre,Angleterre,13,Tonneaux,300,3900,0,,,,
4,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Langues de bœuf sallées,Angleterre,5220,Livres,"0,15",783,0,,,,
5,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Saumon salé,Angleterre,35730,Livres,"0,25","8932,5",0,,,,
6,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Suif,Angleterre,225158,Livres,"0,4","90063,2",0,,,,
7,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Tabac en feuilles,Angleterre,2703222,Livres,"0,2",540644,"-0,4",erreur de calcul,,,
8,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Bourdillons,Danemark,747,cent au grand compte,120,89640,0,,,,
9,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Charbon de terre,Danemark,"7,5",Tonneaux,300,2250,0,,,,
10,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Merrain a barrique,Danemark,3,milliers au grand compte,350,1050,0,,,,
11,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Planches de sapin,Danemark,110,cent au grand compte,130,14300,0,,,,
12,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,1,Thé,Danemark,48,Livres,3,144,0,,,,
13,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,2,Avirons,Espagne,467,Traques,6,2802,0,,,,
14,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,2,Beuf salé,Espagne,1558,Livres,"0,5",779,0,,,,
15,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,2,Beurre,Espagne,299757,Livres,"0,35","104914,95",0,,,,
16,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,Local,1757,Imports,Bordeaux,2,Cercles a bariques,Espagne,204,Faix,2,408,0,,,,
