numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Bœuf salé,Angleterre,6813900,Livres,"0,1",681390,0,,,,
2,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Beurre,Angleterre,1203832,Livres,"0,35","421341,2",0,,,,
3,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Bled froment,Angleterre,209277,Boisseaux,10,2092770,0,,,,
4,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Bled froment,Angleterre,810,Quartiers,"12,5",10125,0,,,,
5,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Bled seigle,Angleterre,119576,Boisseaux,6,717456,0,,,,
6,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Bled seigle,Angleterre,1830,Quartiers,"7,5",13725,0,,,,
7,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Bled seigle,Angleterre,250,sacs,11,2750,0,,,,
8,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Cochon salé,Angleterre,45890,Livres,"0,25","11472,5",0,,,,
9,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Chandelle,Angleterre,166268,Livres,"0,48",79808,"-0,64",erreur de calcul,,,
10,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Charbon de terre,Angleterre,215,Tonneaux,300,64500,0,,,,
11,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Etain en saumon,Angleterre,8155,Livres,1,8155,0,,,,
12,Demba,AD33 C4390,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,Local,1752,Imports,Bordeaux,1,Farines,Angleterre,2033200,Livres,"0,12",243984,0,,,,
