numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Bled froment,Angleterre,"48 977,00",Boisseaux,"8,5000000","416304,50","0,00",,,,
2,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Bled froment,Angleterre,"19 799,50",Boisseaux,"8,5000000","168295,50","-0,25",erreur de calcul,,,
3,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Bled seigle,Angleterre,"385,00",Boisseaux,"4,5000000","1732,50","0,00",,,,
4,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Biscuit de mer,Angleterre,"2 000,00",Livres,"0,0900000","180,00","0,00",,,,
5,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Bœuf salé,Angleterre,"17 788,00",Barils,"18,0000000","120184,00","-200 000,00",erreur de calcul ou de prix (il semble être au boisseau et non au baril),,,
6,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Beurre salé,Angleterre,"834 050,00",Livres,"0,2600000","216853,00","0,00",,,,
7,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Bourre de bœuf ,Angleterre,"4 275,00",Livres,"0,0750000","320,52","-0,10",erreur de calcul,,,
8,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Bouteilles de verre,Angleterre,"111,00",Douzaines,"2,0000000","222,00","0,00",,,,
9,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Cuirs de bœuf en poil,Angleterre,"541,00",Nombre,"5,5000000","2975,50","0,00",,,,
10,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Cuirs de bœuf en poil,Angleterre,"76 000,00",Livres,"0,0000000","7600,00","7 600,00",absence de total,,,
11,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Cire jaune,Angleterre,"1 700,00",Livres,"1,2000000","2040,00","0,00",,,,
12,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Charbon de terre,Angleterre,"46,50",Tonneaux,"200,0000000","9300,00","0,00",,,,
13,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Farine,Angleterre,"6 400,00",Livres,"0,1100000","704,00","0,00",,,,
14,Demba,AD 33 C4268,Local/Bordeaux/Bordeaux - Entrées - 1739.csv,Local,1739,Imports,Bordeaux,1,Feves,Angleterre,"840,00",Boisseaux,"4,2500000","3570,00","0,00",,,,
