numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Argent vif,Angleterre,160,livres,"4,5",720,0,,,,
2,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Bœuf salé,Angleterre,2739300,livres,"0,15",410895,0,,,,
3,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Beurre salé,Angleterre,866775,livres,"0,35","303371,25",0,,,,
4,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Cochon salé,Angleterre,15000,livres,"0,22",3300,0,,,,
5,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Cire jaune,Angleterre,615,livres,"1,4",861,0,,,,
6,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Chandelle,Angleterre,115980,livres,"0,4",46392,0,,,,
7,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Colle forte,Angleterre,100,livres,"0,4",40,0,,,,
8,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Charbon de terre,Angleterre,443,Tonneaux,270,119340,-270,erreur de calcul,,,
9,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Etain en bloc,Angleterre,12790,livres,"1,08","13813,2",0,,,,
10,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Fromage de chesler,Angleterre,8090,livres,"0,33","2669,7",0,doute sur la marchandise,,,
11,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Langues de bœuf,Angleterre,1990,livres,"0,3",597,0,,,,
12,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Lard,Angleterre,74800,livres,"0,4",29920,0,,,,
13,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Mercerie grossiere,Angleterre,270,livres,"1,5",405,0,,,,
14,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Plomb en saumon,Angleterre,112975,livres,"0,21","23724,75",0,,,,
15,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Planche de sapin; ,Angleterre,"7,5",cent,150,1125,0,,,,
16,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Quincaille de fer,Angleterre,470,livres,"0,6",282,0,,,,
17,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Saumon salé,Angleterre,101,Barils,70,7070,0,,,,
18,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Saumon salé,Angleterre,158025,Livres,"0,22","34765,5",0,,,,
19,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Suif,Angleterre,402250,Livres,"0,35","140787,5",0,,,,
20,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Tabac en feuilles de virginie,Angleterre,5164750,Livres,"0,25","1291187,5",0,,,,
21,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,1,Vin de canarie,Angleterre,500,Bouteilles,"1,5",750,0,,,,
22,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,2,Avoine,Hollande,1800,Boisseaux,4,7200,0,,,,
23,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,2,Amandes en coques,Hollande,4425,Livres,"0,28",1239,0,,,,
24,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,2,Antolle de geroffle,Hollande,100,Livres,2,200,0,doute sur la marchandise,,,
25,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,2,Argent vif,Hollande,790,Livres,"4,5",3555,0,,,,
26,Demba,AD 33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,Local,1742,Imports,Bordeaux,2,Aiguiles a coudre,Hollande,4773,Livres,5,23865,0,,,,
