numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Bled froment,Angleterre,"10 180,00",Boisseaux,"6,0000000","61080,00","0,00",,,,
2,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Bled froment,Angleterre,"1 000,00",quartiers,"7,0000000","7000,00","0,00",,,,
3,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Bœuf salé,Angleterre,"10 320,00",Barils,"15,0000000","154800,00","0,00",,,,
4,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Beurre salé,Angleterre,"1 103 775,00",Livres,"0,2300000","253868,00","-0,25",erreur de calcul,,,
5,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Bouteilles de verre,Angleterre,"384,00",Douzaines,"2,4000000","76,80","-844,80",erreur de calcul,,,
6,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Cuirs de bœuf en poil,Angleterre,"83,00",Nombre,"3,2500000","269,75","0,00",,,,
7,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Cire jaune,Angleterre,"50,00",Livres,"1,0000000","50,00","0,00",,,,
8,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Charbon de terre,Angleterre,"144,00",Tonneaux,"200,0000000","28800,00","0,00",,,,
9,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Fromage,Angleterre,"9 350,00",Livres,"0,2000000","1870,00","0,00",,,,
10,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Futailles vieilles vuides,Angleterre,"125,00",Nombre,"1,5000000","187,50","0,00",,,,
11,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Huille de poisson,Angleterre,"4 700,00",Livres,"0,1800000","846,00","0,00",,,,
12,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Laine filée,Angleterre,"4 200,00",Livres,"1,4000000","5880,00","0,00",,,,
13,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Laine peignée,Angleterre,"1 050,00",Livres,"1,1000000","1105,00","-50,00",erreur de calcul,,,
14,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Laine en suin,Angleterre,"19 500,00",Livres,"0,5000000","9750,00","0,00",,,,
15,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Plomb en saumon,Angleterre,"75 000,00",Livres,"0,2000000","15000,00","0,00",,,,
16,Demba,AD33 C4389,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,Local,1733,Imports,Bordeaux,1,Suif,Angleterre,"576 000,00",Livres,"0,2500000","144000,00","0,00",,,,
