numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Cacao,Angleterre,1610,Livres,"0,45","724,5",0,,,,
2,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Caffé ,Angleterre,21410,Livres,"0,9",19269,0,,,,
3,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Eau de vie,Angleterre,2276,Barriques,100,227600,0,"erreur d’unité dans la source, il s’agit de barriques et non pas de livres",,20,
4,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Indigo,Angleterre,38450,Livres,7,269150,0,,,,
5,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Pruneaux,Angleterre,66000,Livres,"0,18",11550,0,,,,
6,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Rocou,Angleterre,385,Livres,"0,5","192,5",0,,,,
7,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,sucre blanc,Angleterre,1180,Livres,"0,35",413,0,,,,
8,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Sucre brun,Angleterre,258212,Livres,"0,3","74463,6",-3000,erreur de calcul,,,
9,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Sucre en pain,Angleterre,93039,Livres,"0,75","69779,25",0,,,,
10,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Vin de haut,Angleterre,232,Tonneaux,400,92800,0,,,"11,45",
11,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Vin de haut,Angleterre,"52,5",Tonneaux,300,15750,0,,,"11,45",
12,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,1,Vin de haut,Angleterre,"26,75",Tonneaux,200,5350,0,,,"11,45",
13,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Vin de ville,Angleterre,216,Tonneaux,1500,324000,0,,,"20,3583333333",
14,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Vin de ville,Angleterre,240,Tonneaux,1200,288000,0,,,"20,3583333333",
15,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Vin de ville,Angleterre,"957,75",Tonneaux,1000,957000,-750,erreur de calcul / oubli de prendre en compte le tonneau non entier,,"20,3583333333",
16,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Vin de ville,Angleterre,"2199,25",Tonneaux,800,1759200,-200,erreur de calcul / oubli de prendre en compte le tonneau non entier,,"20,3583333333",
17,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Vin de ville,Angleterre,"1466,75",Tonneaux,600,879600,-450,erreur de calcul / oubli de prendre en compte le tonneau non entier,,"20,3583333333",
18,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Vin de ville,Angleterre,"1253,25",Tonneaux,400,501200,-100,erreur de calcul / oubli de prendre en compte le tonneau non entier,,"20,3583333333",
19,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,vinaigre,Angleterre,583,Tonneaux,200,116600,0,,,15,
20,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Cacao,Danemark,2028,Livres,"0,45","912,75","0,15",erreur de calcul,,,
21,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Caffé ,Danemark,130396,Livres,"0,9",117356,"-0,4",erreur de calcul,,,
22,Demba,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties – 1754.csv,Local,1754,Exports,Bordeaux,2,Eau de vie,Danemark,1580,Barriques,100,158000,0,,,20,
