numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Bled froment,Angleterre,125,Tonneaux,456,57000,0,,,,
2,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Bled froment,Angleterre,14095,Sacs,21,295995,0,,,,
3,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Bled froment,Angleterre,127367,Boisseaux,12,1528404,0,,,,
4,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Bled seigle,Angleterre,100,Tonneaux,266,26600,0,,,,
5,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Bled seigle,Angleterre,5556,Boisseaux,7,38892,0,,,,
6,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Bœuf sallé,Angleterre,14757,Barils,16,236112,0,,,,
7,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Beurre,Angleterre,2273150,Livres,"0,42",954723,0,,,,
8,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Farine,Angleterre,11088,Barils,25,277200,0,,,,
9,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Farine,Angleterre,6263,Boisseaux,11,68893,0,,,,
10,Demba,AD33C4389,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,Local,1724,Imports,Bordeaux,1,Fromage ,Angleterre,66730,Livres,"0,35","23355,5",0,,,,
