line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
44,Tableau des quantités,1823,,,Monde,Exports,Chevaux ; entiers,,,500,0,1,en nombre,500,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,0,,
45,Tableau des quantités,1823,,,Monde,Exports,Chevaux ; jumens,,,720,0,2,en nombre,360,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,0,,
46,Tableau des quantités,1823,,,Monde,Exports,Chevaux ; hongres,,,344880,0,958,en nombre,360,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,15807,,
47,Tableau des quantités,1823,,,Monde,Exports,Chevaux ; poulains,,,10760,0,897,en nombre,120,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,14800,,
48,Tableau des quantités,1823,,,Monde,Exports,Mules et mulets ; adultes,,,3507250,0,14029,en nombre,250,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,75927,,
50,Tableau des quantités,1823,,,Monde,Exports,Anes et ânesses,,,29800,0,745,en nombre,40,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,811,,
51,Tableau des quantités,1823,,,Monde,Exports,"Moutons mérinos, et métis ; Beliers",,,6400,0,128,en nombre,50,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,14,,
52,Tableau des quantités,1823,,,Monde,Exports,"Moutons mérinos, et métis ; Brebis et moutons",,,13930,0,398,en nombre,35,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,1328,,
53,Tableau des quantités,1823,,,Monde,Exports,"Moutons mérinos, et métis ; Agneaux",,,1116,0,62,en nombre,18,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,34,,
54,Tableau des quantités,1823,,,Monde,Exports,"Moutons communs ; Beliers, brebis et moutons",,,2096940,0,139796,en nombre,15,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,38444,,
55,Tableau des quantités,1823,,,Monde,Exports,Moutons communs ; Agneaux,,,24200,0,3025,en nombre,8,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,333,,
56,Tableau des quantités,1823,,,Monde,Exports,Boeufs ; gras et en chair,,,4066800,0,13556,en nombre,300,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,14923,,
57,Tableau des quantités,1823,,,Monde,Exports,Boeufs ; maigres,,,148320,0,824,en nombre,180,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,2719,,
58,Tableau des quantités,1823,,,Monde,Exports,Vaches ; grasses et en chair,,,1329480,0,7386,en nombre,180,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,4053,,
59,Tableau des quantités,1823,,,Monde,Exports,Vaches ; maigres,,,165000,0,1650,en nombre,100,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,2722,,
60,Tableau des quantités,1823,,,Monde,Exports,Taureaux,,,181440,0,756,en nombre,240,sources/Tableau des quantités/AN_F12_251_Exports_1823.csv,AN F12 251,27,,,,,Quentin Vidal,,,,,,,,,,2488,,
